osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,maxspeed
625068202,True,2,Children's Park Road,primary,False,166.787,,"LINESTRING (78.0429714 15.8325327, 78.0444798 15.8321533)",
628271026,False,,,secondary,True,7.05,MDR,"LINESTRING (78.0429714 15.8325327, 78.0429542 15.8324715)",
628271025,True,,Municipal Office Road,secondary,False,240.32799999999997,MDR,"LINESTRING (78.0429714 15.8325327, 78.0427879 15.8327269, 78.0422568 15.8332585, 78.0419242 15.8337204, 78.0417405 15.8342934)",
97689920,True,2,Stadium Road,secondary,False,273.562,,"LINESTRING (78.0379545 15.8353558, 78.0381521 15.8352658, 78.0400135 15.8339038)",
743542950,True,,,secondary_link,False,5.122999999999999,,"LINESTRING (78.0379545 15.8353558, 78.0379522 15.8353329, 78.0379425 15.8353118)",
279965088,True,,,primary,False,14.988,,"LINESTRING (78.0384601 15.8286381, 78.0383283 15.8285924)",
617365833,False,,,primary_link,False,10.791,,"LINESTRING (78.0384601 15.8286381, 78.0384306 15.8287309)",
239851256,True,2,rajvihar circle,primary,False,36.174,,"LINESTRING (78.0384601 15.8286381, 78.0384772 15.8285854, 78.038561 15.8283276)",60
97689927,True,,Park Road,primary,False,113.178,,"LINESTRING (78.0449958 15.8317133, 78.0448428 15.8314628, 78.0445166 15.8308067)",
627226038,True,,Kotla Circle,primary,False,22.828000000000003,,"LINESTRING (78.0449958 15.8317133, 78.0449489 15.8317379, 78.0449136 15.8317763, 78.0448939 15.831824, 78.0448923 15.8318753)",
627138891,True,2,Park Road,primary,False,110.992,,"LINESTRING (78.0438869 15.8293994, 78.0435831 15.8294997, 78.043233 15.8295812, 78.0428785 15.8296139)",
627138892,True,,,primary,False,19.097,,"LINESTRING (78.0438869 15.8293994, 78.0438421 15.8294514, 78.0438207 15.8294953, 78.0438341 15.8295495)",
627138892,True,,,primary,False,6.894,,"LINESTRING (78.0441157 15.8295288, 78.0440969 15.8294695)",
743544661,True,,,primary_link,False,16.048000000000002,,"LINESTRING (78.0471038 15.8326965, 78.047117 15.8326761, 78.0471235 15.8326529, 78.0471226 15.8326288, 78.0471144 15.8326061, 78.0470996 15.8325867, 78.0470795 15.8325724)",
628271028,True,2,Municipal Office Road,secondary,False,10.777,MDR,"LINESTRING (78.0417936 15.8344009, 78.0418018 15.8343043)",
254626157,False,1,Vaddegeri Road,tertiary,False,44.054,,"LINESTRING (78.0457778 15.8289863, 78.0461896 15.8289879)",
254626157,False,1,Vaddegeri Road,tertiary,True,7.705,,"LINESTRING (78.0457778 15.8289863, 78.0457089 15.8290065)",
279686441,False,,KVR Garden Lane,residential,True,61.191,,"LINESTRING (78.0457778 15.8289863, 78.0457621 15.8284362)",
254626158,False,,Osmania College Road,secondary,False,47.494,,"LINESTRING (78.0463226 15.8285827, 78.0462392 15.8287651, 78.0461896 15.8289879)",
254626158,False,,Osmania College Road,secondary,True,37.917,,"LINESTRING (78.0463226 15.8285827, 78.0464593 15.8283762, 78.0465234 15.8283024)",
279686405,False,,,residential,True,62.06,,"LINESTRING (78.0463226 15.8285827, 78.0466115 15.8286166, 78.04669 15.8285551, 78.0467975 15.8284069)",
254626157,False,1,Vaddegeri Road,tertiary,False,8.577,,"LINESTRING (78.0447106 15.8293182, 78.0447869 15.8292945)",
254626157,False,1,Vaddegeri Road,tertiary,True,12.986,,"LINESTRING (78.0447106 15.8293182, 78.0446655 15.8293311, 78.0445938 15.82935)",
