osmid,ref,highway,junction,oneway,reversed,length,geometry,lanes,name,bridge
465366020,NH701,trunk,roundabout,True,False,16.045,"LINESTRING (74.2560019 34.5265334, 74.2559765 34.5265135, 74.2559434 34.526504, 74.2559085 34.5265065, 74.255878 34.5265207, 74.2558574 34.526544)",,,
515200321,NH701,trunk,,False,True,190.872,"LINESTRING (74.2560019 34.5265334, 74.2561625 34.5264174, 74.2564777 34.5262974, 74.257818 34.525702)",2,Sopore-Kupwara Highway,
318931990,NH701,trunk,,False,False,213.49300000000002,"LINESTRING (74.2529978 34.5252106, 74.2533231 34.5251964, 74.2534648 34.5252443, 74.2536471 34.5252955, 74.2539769 34.5253067, 74.2543148 34.5255389, 74.2544618 34.5256615, 74.2546888 34.5259443, 74.2548537 34.5261185)",,,
"[318931992, 318931990, 318931991]",NH701,trunk,,False,False,87.80700000000002,"LINESTRING (74.2548537 34.5261185, 74.2550299 34.5262091, 74.2556399 34.5264048, 74.2556998 34.5264668)",,,yes
318931990,NH701,trunk,,False,True,213.493,"LINESTRING (74.2548537 34.5261185, 74.2546888 34.5259443, 74.2544618 34.5256615, 74.2543148 34.5255389, 74.2539769 34.5253067, 74.2536471 34.5252955, 74.2534648 34.5252443, 74.2533231 34.5251964, 74.2529978 34.5252106)",,,
803566204,,unclassified,,False,False,83.592,"LINESTRING (74.2548537 34.5261185, 74.2548808 34.5262999, 74.254891 34.5265319, 74.254891 34.526688, 74.254891 34.5268051, 74.254869 34.5268661)",,,
318931992,NH701,trunk,,False,False,16.797,"LINESTRING (74.2556998 34.5264668, 74.2558574 34.526544)",,,
"[318931992, 318931990, 318931991]",NH701,trunk,,False,True,87.807,"LINESTRING (74.2556998 34.5264668, 74.2556399 34.5264048, 74.2550299 34.5262091, 74.2548537 34.5261185)",,,yes
515083237,,secondary,,False,False,48.026,"LINESTRING (74.2576524 34.526928, 74.2581678 34.527007)",,,
515083237,,secondary,,False,True,157.701,"LINESTRING (74.2576524 34.526928, 74.2569094 34.5267844, 74.2566653 34.5267855, 74.2564722 34.5267623, 74.2560685 34.526675, 74.2559907 34.5266211)",,,
516259200,,unclassified,,False,False,206.08599999999998,"LINESTRING (74.2576524 34.526928, 74.2573759 34.5279115, 74.2575294 34.5282936, 74.257456 34.5287308)",,,
465366020,NH701,trunk,roundabout,True,False,10.601,"LINESTRING (74.2559907 34.5266211, 74.2560078 34.5266018, 74.2560157 34.5265789, 74.2560137 34.5265551, 74.2560019 34.5265334)",,,
515083237,,secondary,,False,False,157.701,"LINESTRING (74.2559907 34.5266211, 74.2560685 34.526675, 74.2564722 34.5267623, 74.2566653 34.5267855, 74.2569094 34.5267844, 74.2576524 34.526928)",,,
318931992,NH701,trunk,,False,True,16.797,"LINESTRING (74.2558574 34.526544, 74.2556998 34.5264668)",,,
465366020,NH701,trunk,roundabout,True,False,20.802999999999997,"LINESTRING (74.2558574 34.526544, 74.2558502 34.5265723, 74.2558579 34.5266005, 74.2558767 34.5266218, 74.2559039 34.5266357, 74.2559354 34.5266401, 74.2559667 34.5266344, 74.2559907 34.5266211)",,,
715286621,,tertiary,,False,True,32.237,"LINESTRING (74.2605668 34.5304112, 74.2606044 34.5302345, 74.260602 34.530124)",,,
22836435,,secondary,,False,True,48.602000000000004,"LINESTRING (74.2607934 34.5287264, 74.260586 34.5285483, 74.2604346 34.5284046)",,,
