osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,lanes
"[851739025, 851739026, 30778548]",MDR10,"['Sulthan Bathery - Chulliyode Road', 'Sulthan BatheryChulliyode Road']",secondary,False,False,231.719,yes,"LINESTRING (76.2570624 11.6628924, 76.2566804 11.6611036, 76.2566838 11.6609954, 76.2566528 11.6608504)",,
318777211,,,tertiary,False,False,145.737,,"LINESTRING (76.2570624 11.6628924, 76.2574725 11.6628416, 76.2578206 11.6627797, 76.2583287 11.6626715, 76.2583798 11.6626696)",,
548696964,NH766,Kalpetta-Sulthan Bathery Road,trunk,False,True,93.881,,"LINESTRING (76.2570624 11.6628924, 76.2567043 11.6629744, 76.2562649 11.6631962)",85,
548696965,NH766,Kalpetta-Sulthan Bathery Road,trunk,False,False,180.23100000000002,,"LINESTRING (76.2570624 11.6628924, 76.2575963 11.6630878, 76.2580431 11.6632135, 76.2584081 11.6633957, 76.2585881 11.6635026)",85,
548696964,NH766,Kalpetta-Sulthan Bathery Road,trunk,False,False,93.881,,"LINESTRING (76.2562649 11.6631962, 76.2567043 11.6629744, 76.2570624 11.6628924)",85,
548696964,NH766,Kalpetta-Sulthan Bathery Road,trunk,False,True,59.56,,"LINESTRING (76.2562649 11.6631962, 76.2559826 11.6632533, 76.2557248 11.6632741)",85,
"[851739027, 851739028, 173413102]",,,unclassified,False,True,234.961,yes,"LINESTRING (76.2562649 11.6631962, 76.2562486 11.6631619, 76.2562175 11.6630782, 76.2561147 11.6626415, 76.2558611 11.6612693, 76.2558462 11.6611887, 76.255835 11.6611281)",,
621404944,NH766,Kozhikode - Kollegal Highway,trunk,False,False,98.844,,"LINESTRING (76.2624882 11.6641735, 76.2625392 11.6643174, 76.2626196 11.6645486, 76.2627256 11.6650299)",,2
817138794,,Gudalur-Sultan Bathery Rd,primary,False,True,95.727,,"LINESTRING (76.2624882 11.6641735, 76.2628181 11.6642208, 76.263073 11.6642365, 76.2633578 11.6641818)",,
817477885,NH766,Kalpetta-Sulthan Bathery Road,trunk,False,True,60.736000000000004,,"LINESTRING (76.2624882 11.6641735, 76.2623803 11.6640805, 76.2622173 11.6639461, 76.2620618 11.6638215)",85,
"[851739027, 851739028, 173413102]",,,unclassified,False,False,234.96099999999998,yes,"LINESTRING (76.255835 11.6611281, 76.2558462 11.6611887, 76.2558611 11.6612693, 76.2561147 11.6626415, 76.2562175 11.6630782, 76.2562486 11.6631619, 76.2562649 11.6631962)",,
857443625,,,tertiary,False,True,94.36,,"LINESTRING (76.255835 11.6611281, 76.2561336 11.6610073, 76.2565084 11.6608905, 76.2566528 11.6608504)",,
548696964,NH766,Kalpetta-Sulthan Bathery Road,trunk,False,False,42.048,,"LINESTRING (76.2553482 11.6631981, 76.255689 11.663277, 76.2557248 11.6632741)",85,
621404944,NH766,Kozhikode - Kollegal Highway,trunk,False,False,56.628,,"LINESTRING (76.2630189 11.6664009, 76.2631323 11.6666369, 76.2632101 11.6667222, 76.2633032 11.6668205)",,2
621404944,NH766,Kozhikode - Kollegal Highway,trunk,False,True,156.06799999999998,,"LINESTRING (76.2630189 11.6664009, 76.2628849 11.665957, 76.2628235 11.6656676, 76.2627457 11.6651212, 76.2627256 11.6650299)",,2
851739025,MDR10,Sulthan Bathery - Chulliyode Road,secondary,False,False,34.377,,"LINESTRING (76.2563253 11.659293, 76.2562616 11.6589902)",,
851739025,MDR10,Sulthan Bathery - Chulliyode Road,secondary,False,True,54.404,,"LINESTRING (76.2563253 11.659293, 76.2564261 11.6597722)",,
318776248,,,residential,False,True,103.19,,"LINESTRING (76.2563253 11.659293, 76.2560209 11.659361, 76.255463 11.6593663, 76.255386 11.6593585)",,
318776248,,,residential,False,False,103.19,,"LINESTRING (76.255386 11.6593585, 76.255463 11.6593663, 76.2560209 11.659361, 76.2563253 11.659293)",,
851739025,MDR10,Sulthan Bathery - Chulliyode Road,secondary,False,False,41.194,,"LINESTRING (76.2566528 11.6608504, 76.2566105 11.6606635, 76.2565765 11.6604876)",,
"[851739025, 851739026, 30778548]",MDR10,"['Sulthan Bathery - Chulliyode Road', 'Sulthan BatheryChulliyode Road']",secondary,False,True,231.719,yes,"LINESTRING (76.2566528 11.6608504, 76.2566838 11.6609954, 76.2566804 11.6611036, 76.2570624 11.6628924)",,
857443625,,,tertiary,False,False,94.36,,"LINESTRING (76.2566528 11.6608504, 76.2565084 11.6608905, 76.2561336 11.6610073, 76.255835 11.6611281)",,
851739025,MDR10,Sulthan Bathery - Chulliyode Road,secondary,False,True,14.056,,"LINESTRING (76.2562355 11.6588664, 76.2562616 11.6589902)",,
318777211,,,tertiary,False,True,30.326,,"LINESTRING (76.2620618 11.6638215, 76.2620081 11.663719, 76.2618857 11.6636168)",,
548696965,NH766,Kalpetta-Sulthan Bathery Road,trunk,False,True,383.33299999999997,,"LINESTRING (76.2620618 11.6638215, 76.2617211 11.6637952, 76.2615334 11.6638451, 76.2611927 11.6639817, 76.2609996 11.6640369, 76.2607394 11.6640842, 76.2603612 11.6640763, 76.2600233 11.6639949, 76.259277 11.6638725, 76.2589317 11.6636971, 76.2588215 11.6636411, 76.25869 11.663563)",85,
817477885,NH766,Kalpetta-Sulthan Bathery Road,trunk,False,False,60.736,,"LINESTRING (76.2620618 11.6638215, 76.2622173 11.6639461, 76.2623803 11.6640805, 76.2624882 11.6641735)",85,
817138794,,Gudalur-Sultan Bathery Rd,primary,False,False,87.08,,"LINESTRING (76.2641425 11.6640311, 76.2633578 11.6641818)",,
318777212,,,tertiary,False,False,82.911,,"LINESTRING (76.2641425 11.6640311, 76.2640707 11.6636455, 76.2640681 11.663501, 76.2640949 11.6632935)",,
318777212,,,tertiary,False,True,82.911,,"LINESTRING (76.2640949 11.6632935, 76.2640681 11.663501, 76.2640707 11.6636455, 76.2641425 11.6640311)",,
545778804,,Bus Stand connection road,tertiary,False,True,66.453,,"LINESTRING (76.2640949 11.6632935, 76.2639494 11.6632791, 76.2638183 11.6633162, 76.2637366 11.6634047, 76.2635953 11.6635511)",,
484307742,,,unclassified,False,False,31.446,,"LINESTRING (76.2565765 11.6604876, 76.2568594 11.6604309)",,
851739025,MDR10,Sulthan Bathery - Chulliyode Road,secondary,False,False,71.16,,"LINESTRING (76.2565765 11.6604876, 76.2564447 11.6598608)",,
851739025,MDR10,Sulthan Bathery - Chulliyode Road,secondary,False,True,41.194,,"LINESTRING (76.2565765 11.6604876, 76.2566105 11.6606635, 76.2566528 11.6608504)",,
484307742,,,unclassified,False,True,31.446,,"LINESTRING (76.2568594 11.6604309, 76.2565765 11.6604876)",,
484307742,,,unclassified,False,False,137.766,,"LINESTRING (76.2568594 11.6604309, 76.2573229 11.6600686, 76.2576969 11.659762, 76.2575749 11.6596267)",,
