osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction
22840876,Omkareshwar Path,residential,False,True,11.404,"LINESTRING (73.8509404 18.5198374, 73.8508329 18.5198487)",,,,,
22840876,Omkareshwar Path,residential,False,False,54.306999999999995,"LINESTRING (73.8509404 18.5198374, 73.8510037 18.5198089, 73.8513531 18.5195476)",,,,,
668641519,,residential,False,False,84.538,"LINESTRING (73.8509404 18.5198374, 73.8508245 18.5200625, 73.8505865 18.5205196)",,,,,
22841339,Shivaji Road,trunk,True,False,40.084,"LINESTRING (73.8562138 18.518542, 73.8562142 18.5185095, 73.8562164 18.5183421, 73.8562211 18.5181816)",2,NH60;NH65,15,,
53090776,Ganesh Path,tertiary,False,False,103.88000000000001,"LINESTRING (73.8562138 18.518542, 73.85631 18.518544, 73.8566475 18.5185508, 73.8568533 18.5185525, 73.8569431 18.5185844, 73.857047 18.5186589, 73.8571509 18.5187148)",,,,,
151720280,Mahanagarpalika Vidyalay Path,tertiary,True,False,178.161,"LINESTRING (73.8562138 18.518542, 73.8561438 18.5185413, 73.8553654 18.5185335, 73.8547297 18.5185271, 73.8546514 18.5185323, 73.8545274 18.5185586)",,,,,
1088755906,Shivaji Road,trunk,True,False,20.999,"LINESTRING (73.8552841 18.5213468, 73.8553642 18.5211739)",,NH60;NH65,,,
22841203,Dagadi Pool Road,residential,False,False,53.166,"LINESTRING (73.8582903 18.5219205, 73.8582513 18.5223972)",,,,,
53201054,,residential,False,False,47.212,"LINESTRING (73.8582903 18.5219205, 73.8583706 18.5215028)",,,,,
22841229,Agarwal Marg,tertiary,False,False,70.791,"LINESTRING (73.8582903 18.5219205, 73.8584935 18.5219528, 73.8589567 18.5219955)",,,,,
22841229,Agarwal Marg,tertiary,False,True,78.249,"LINESTRING (73.8582903 18.5219205, 73.8578226 18.5218588, 73.8575533 18.5218411)",,,,,
282054955,,residential,False,True,13.12,"LINESTRING (73.8546219 18.5232017, 73.8545713 18.5233095)",,,,,
750616736,Congress Bhavan Path,secondary,True,False,169.83399999999997,"LINESTRING (73.8546219 18.5232017, 73.8540212 18.5229601, 73.8533923 18.5227071, 73.8532492 18.5226343, 73.8531499 18.5225837)",2,,,,
22841203,Dagadi Pool Road,residential,False,False,28.576,"LINESTRING (73.8582986 18.5233256, 73.8582148 18.52357)",,,,,
22841203,Dagadi Pool Road,residential,False,True,25.421,"LINESTRING (73.8582986 18.5233256, 73.8582827 18.5232396, 73.8582659 18.5230992)",,,,,
53759709,,living_street,False,False,24.6,"LINESTRING (73.8582986 18.5233256, 73.8583918 18.5233163, 73.8585298 18.5232963)",,,,,
783092518,,secondary,True,False,13.381,"LINESTRING (73.8579348 18.5238605, 73.8578399 18.5239404)",,,,,
216506271,Veer Santaji Ghorpade Marg,secondary,True,False,244.639,"LINESTRING (73.8579348 18.5238605, 73.8578387 18.5237968, 73.8576188 18.5236508, 73.8573341 18.5233955, 73.8570462 18.5230906, 73.8568935 18.5229091, 73.8565879 18.5225256, 73.856347 18.5222728)",3,,,,
657054226,Nyaymurti Ranade Path,residential,False,False,11.192,"LINESTRING (73.8531741 18.525804, 73.8532798 18.5257947)",,,,,
1160332074,,residential,True,False,62.773,"LINESTRING (73.8531741 18.525804, 73.8531265 18.5258106, 73.8530092 18.5258268, 73.8525814 18.5258536)",,,,,
750616736,Congress Bhavan Path,secondary,True,False,20.451,"LINESTRING (73.8570872 18.5253902, 73.8569224 18.5252932)",2,,,,
