osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,tunnel
878142780,2,NH516B,Vishakapatnam - Srungavarapukota - Araku Road,trunk,False,True,21.735,"LINESTRING (83.1853025 17.8969766, 83.1853337 17.8967834)",
1262068513,2,NH516B,Vishakapatnam - Srungavarapukota - Araku Road,trunk,False,False,26.95,"LINESTRING (83.1853025 17.8969766, 83.1852836 17.8972183)",
1226941319,,,,primary,True,False,27.631,"LINESTRING (83.1852836 17.8972183, 83.1855412 17.8971776)",
1262068513,2,NH516B,Vishakapatnam - Srungavarapukota - Araku Road,trunk,False,True,26.95,"LINESTRING (83.1852836 17.8972183, 83.1853025 17.8969766)",
733220139,,MDR,,secondary,False,False,90.30600000000001,"LINESTRING (83.1814116 17.8977752, 83.1811139 17.8977701, 83.1809516 17.8977382, 83.1807545 17.8976769, 83.1805801 17.8976254)",
"[733220139, 733220135]",,MDR,,secondary,False,True,432.944,"LINESTRING (83.1814116 17.8977752, 83.1815833 17.8977765, 83.1817724 17.8977573, 83.1821653 17.8977637, 83.1825569 17.8977765, 83.1827715 17.8977714, 83.1829727 17.8977701, 83.1831296 17.8977369, 83.1832677 17.8976795, 83.1834139 17.8976068, 83.183485 17.8975583, 83.1835507 17.8974881, 83.1835882 17.8973975, 83.1835976 17.8972864, 83.183599 17.8971371, 83.1836043 17.8968729, 83.183603 17.8967185, 83.1838913 17.896656, 83.1843111 17.8965832, 83.1844814 17.8965462, 83.184562 17.896551, 83.1846266 17.8965817)",
1241430436,,,,residential,False,True,65.066,"LINESTRING (83.1814116 17.8977752, 83.1814277 17.8979832, 83.1815511 17.898264, 83.1815618 17.8983355)",
"[733220139, 733220135]",,MDR,,secondary,False,False,432.944,"LINESTRING (83.1846266 17.8965817, 83.184562 17.896551, 83.1844814 17.8965462, 83.1843111 17.8965832, 83.1838913 17.896656, 83.183603 17.8967185, 83.1836043 17.8968729, 83.183599 17.8971371, 83.1835976 17.8972864, 83.1835882 17.8973975, 83.1835507 17.8974881, 83.183485 17.8975583, 83.1834139 17.8976068, 83.1832677 17.8976795, 83.1831296 17.8977369, 83.1829727 17.8977701, 83.1827715 17.8977714, 83.1825569 17.8977765, 83.1821653 17.8977637, 83.1817724 17.8977573, 83.1815833 17.8977765, 83.1814116 17.8977752)",
"[733220146, 733220135]",,MDR,,secondary,False,True,293.82599999999996,"LINESTRING (83.1846266 17.8965817, 83.1847361 17.8965621, 83.1847106 17.8963979, 83.1846064 17.8962344, 83.1845632 17.8961599, 83.1845447 17.8961281, 83.1844302 17.8959532, 83.1843907 17.8958583, 83.1842603 17.8956171, 83.1841756 17.8954474, 83.1840509 17.8952368, 83.1839356 17.8950288, 83.1838377 17.8948284, 83.1836432 17.8945413, 83.1834859 17.8943398)",
1226936788,,,,secondary,False,False,102.172,"LINESTRING (83.1846266 17.8965817, 83.1846536 17.8967702, 83.1846803 17.8967774, 83.184698 17.8967883, 83.184706 17.8974704)",
"[733220146, 733220135]",,MDR,,secondary,False,False,293.826,"LINESTRING (83.1834859 17.8943398, 83.1836432 17.8945413, 83.1838377 17.8948284, 83.1839356 17.8950288, 83.1840509 17.8952368, 83.1841756 17.8954474, 83.1842603 17.8956171, 83.1843907 17.8958583, 83.1844302 17.8959532, 83.1845447 17.8961281, 83.1845632 17.8961599, 83.1846064 17.8962344, 83.1847106 17.8963979, 83.1847361 17.8965621, 83.1846266 17.8965817)",
733220146,,MDR,,secondary,False,True,307.132,"LINESTRING (83.1834859 17.8943398, 83.1833455 17.8941125, 83.1831484 17.8938355, 83.1827661 17.8933008, 83.1825502 17.8930404, 83.1823987 17.8928413, 83.1822807 17.8926793, 83.1821761 17.892521, 83.1820889 17.8923449, 83.1819963 17.8921279, 83.1819504 17.892009)",
1241430435,,,,residential,False,False,101.685,"LINESTRING (83.1834859 17.8943398, 83.1832623 17.8943843, 83.1830156 17.8943894, 83.1825328 17.8944404)",
1226936788,,,,secondary,False,True,102.172,"LINESTRING (83.184706 17.8974704, 83.184698 17.8967883, 83.1846803 17.8967774, 83.1846536 17.8967702, 83.1846266 17.8965817)",
"[1241853065, 1241853066, 1241853067]",,,,secondary,True,False,58.403999999999996,"LINESTRING (83.184706 17.8974704, 83.1847183 17.897524, 83.1847494 17.8975363, 83.1851251 17.897532, 83.1851549 17.8975149, 83.1851684 17.897469)",yes
1226936789,,,,secondary,False,False,89.34,"LINESTRING (83.1851684 17.897469, 83.1851751 17.8970684, 83.1851789 17.8969465, 83.1851954 17.8968149, 83.1852284 17.8967786, 83.1853337 17.8967834)",
"[1226936792, 1226936796, 1226936791]",,,,secondary,True,False,49.807,"LINESTRING (83.1851684 17.897469, 83.1851337 17.8974866, 83.1847507 17.897488, 83.184706 17.8974704)",yes
878142780,2,NH516B,Vishakapatnam - Srungavarapukota - Araku Road,trunk,False,False,21.735,"LINESTRING (83.1853337 17.8967834, 83.1853025 17.8969766)",
878142780,2,NH516B,Vishakapatnam - Srungavarapukota - Araku Road,trunk,False,True,181.85799999999998,"LINESTRING (83.1853337 17.8967834, 83.1853891 17.8965053, 83.1856682 17.8951792)",
1226936789,,,,secondary,False,True,89.34,"LINESTRING (83.1853337 17.8967834, 83.1852284 17.8967786, 83.1851954 17.8968149, 83.1851789 17.8969465, 83.1851751 17.8970684, 83.1851684 17.897469)",
1241441941,,SH,Vizianagaram - Bhimasingi - Kottavalasa Road,primary,False,False,21.67,"LINESTRING (83.1880488 17.8993137, 83.1881971 17.8994481)",
1226941302,,,,residential,False,False,238.237,"LINESTRING (83.1880488 17.8993137, 83.1877901 17.8996282, 83.1875579 17.8998231, 83.1874521 17.8999141, 83.1871585 17.9003104, 83.1869605 17.9006061, 83.1865933 17.900281)",
1241441941,,SH,Vizianagaram - Bhimasingi - Kottavalasa Road,primary,False,True,134.11,"LINESTRING (83.1880488 17.8993137, 83.1878168 17.8991011, 83.1870784 17.8985394)",
1226941320,,SH,Vizianagaram - Bhimasingi - Kottavalasa Road,primary,True,False,33.727,"LINESTRING (83.1855412 17.8971776, 83.1853025 17.8969766)",
1241441941,,SH,Vizianagaram - Bhimasingi - Kottavalasa Road,primary,False,False,146.85899999999998,"LINESTRING (83.1855412 17.8971776, 83.1855992 17.8972316, 83.1862874 17.8978523, 83.1865407 17.8980938)",
1227626052,,,,residential,False,False,45.341,"LINESTRING (83.1856682 17.8951792, 83.1860949 17.8952164)",
878142780,2,NH516B,Vishakapatnam - Srungavarapukota - Araku Road,trunk,False,False,181.85799999999998,"LINESTRING (83.1856682 17.8951792, 83.1853891 17.8965053, 83.1853337 17.8967834)",
878142780,2,NH516B,Vishakapatnam - Srungavarapukota - Araku Road,trunk,False,True,340.073,"LINESTRING (83.1856682 17.8951792, 83.1859624 17.8938333, 83.186289 17.8921786)",
1227626052,,,,residential,False,True,45.341,"LINESTRING (83.1860949 17.8952164, 83.1856682 17.8951792)",
1227626056,,,,residential,False,False,27.902,"LINESTRING (83.1865507 17.8922093, 83.186289 17.8921786)",
1227626055,,,,residential,False,False,56.285000000000004,"LINESTRING (83.1865507 17.8922093, 83.186481 17.892582, 83.1864434 17.8927045)",
1227626055,,,,residential,False,True,56.285000000000004,"LINESTRING (83.1864434 17.8927045, 83.186481 17.892582, 83.1865507 17.8922093)",
1227626056,,,,residential,False,True,27.902,"LINESTRING (83.186289 17.8921786, 83.1865507 17.8922093)",
878142780,2,NH516B,Vishakapatnam - Srungavarapukota - Araku Road,trunk,False,False,340.073,"LINESTRING (83.186289 17.8921786, 83.1859624 17.8938333, 83.1856682 17.8951792)",
733220146,,MDR,,secondary,False,False,5.913,"LINESTRING (83.1819311 17.8919591, 83.1819504 17.892009)",
1240913127,,,,residential,False,False,86.516,"LINESTRING (83.1819311 17.8919591, 83.1812845 17.8920753, 83.1812532 17.8919264)",
1240913127,,,,residential,False,True,86.516,"LINESTRING (83.1812532 17.8919264, 83.1812845 17.8920753, 83.1819311 17.8919591)",
733220146,,MDR,,secondary,False,True,5.913,"LINESTRING (83.1819504 17.892009, 83.1819311 17.8919591)",
