osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name
970387988,NH948,trunk,50,False,False,202.395,"LINESTRING (76.9396702 11.9196001, 76.9385567 11.9210582)",
122159437,,tertiary,,False,True,179.505,"LINESTRING (76.9396702 11.9196001, 76.9405874 11.9198275, 76.941291 11.9198398)",
854267821,,residential,,False,False,51.735,"LINESTRING (76.941291 11.9198398, 76.9412721 11.9203047)",
122159437,,tertiary,,False,False,179.505,"LINESTRING (76.941291 11.9198398, 76.9405874 11.9198275, 76.9396702 11.9196001)",
122159437,,tertiary,,False,True,52.54,"LINESTRING (76.941291 11.9198398, 76.9416579 11.9197879, 76.9417678 11.9197658)",
378102182,SH81,primary,,False,False,35.264,"LINESTRING (76.9348427 11.9201938, 76.9350376 11.9204472)",
970387988,NH948,trunk,50,False,True,202.395,"LINESTRING (76.9385567 11.9210582, 76.9396702 11.9196001)",
"[122159432, 536605266]",,primary,,False,False,149.67000000000002,"LINESTRING (76.9385567 11.9210582, 76.938104 11.9216773, 76.9377513 11.9221494)",Car Street
"[159192418, 970387988]",NH948,trunk,50,False,False,129.565,"LINESTRING (76.9385567 11.9210582, 76.9386074 11.9212217, 76.9386771 11.9213424, 76.9391446 11.9220656)",
374695164,,residential,,False,False,81.74,"LINESTRING (76.9374329 11.9227237, 76.9373403 11.9234532)",Big Bazaar Street
378102182,SH81,primary,,False,False,172.628,"LINESTRING (76.9374329 11.9227237, 76.9389993 11.9229713)",
378102182,SH81,primary,,False,True,46.098,"LINESTRING (76.9374329 11.9227237, 76.9370812 11.9224925)",
122159432,,primary,,False,True,72.709,"LINESTRING (76.9374329 11.9227237, 76.9375244 11.9225827, 76.9377513 11.9221494)",Car Street
159192418,NH948,trunk,,False,True,48.19,"LINESTRING (76.9398275 11.9234973, 76.9398145 11.9230641)",
159192418,NH948,trunk,,False,False,44.972,"LINESTRING (76.9398275 11.9234973, 76.9398517 11.9238119, 76.9398585 11.9239006)",
854267865,,residential,,False,True,82.684,"LINESTRING (76.9398275 11.9234973, 76.9393185 11.9235307, 76.9390764 11.9235911)",
374695164,,residential,,False,False,59.278,"LINESTRING (76.9371848 11.9245227, 76.9371846 11.9250558)",Big Bazaar Street
374695164,,residential,,False,True,73.533,"LINESTRING (76.9371848 11.9245227, 76.93728 11.923868)",Big Bazaar Street
388217753,,residential,,False,True,50.161,"LINESTRING (76.9371848 11.9245227, 76.9376451 11.9245485)",
