osmid,highway,oneway,reversed,length,geometry,name,lanes,tunnel,ref,bridge,maxspeed
133594561,residential,False,True,49.811,"LINESTRING (80.1169188 12.9235275, 80.1164592 12.9235289)",,,,,,
133594560,tertiary,False,True,45.212,"LINESTRING (80.1169188 12.9235275, 80.1168618 12.9232515, 80.1168116 12.9231364)",Tambaram Perungalathur Road,,,,,
191527889,tertiary,True,False,268.449,"LINESTRING (80.1169188 12.9235275, 80.1169395 12.9235862, 80.1169684 12.923617, 80.1170052 12.9236325, 80.1171997 12.9236254, 80.1173462 12.9236203, 80.1182212 12.9235899, 80.1191797 12.9235257, 80.1192281 12.9235078, 80.1193012 12.9234398)",,,,,,
133594560,tertiary,False,True,54.627,"LINESTRING (80.1134441 12.9212065, 80.1129622 12.9210625)",Tambaram Perungalathur Road,,,,,
133594560,tertiary,False,False,340.39200000000005,"LINESTRING (80.1134441 12.9212065, 80.1137745 12.9214189, 80.1157226 12.9228049, 80.1160095 12.9229698)",Tambaram Perungalathur Road,,,,,
208177554,residential,False,True,60.396,"LINESTRING (80.1134441 12.9212065, 80.1135746 12.9211725, 80.1139919 12.9212349)",,,,,,
"[1081040288, 95658881, 838453974]",primary_link,True,False,292.35,"LINESTRING (80.1174522 12.9261616, 80.1173137 12.9259547, 80.1167458 12.9253658, 80.1156281 12.9242298)",,,,,yes,
1081040281,primary,True,False,480.933,"LINESTRING (80.1174522 12.9261616, 80.1164324 12.9251589, 80.1151653 12.9239276, 80.114862 12.9236282, 80.1143196 12.9230982)",Grand Southern Trunk Road,,,SHU88,,
30119308,residential,False,False,48.228,"LINESTRING (80.1158849 12.9285326, 80.1163194 12.9284389)",Rajaji Road,,,,,
30119308,residential,False,True,52.935,"LINESTRING (80.1158849 12.9285326, 80.1154049 12.9286207)",Rajaji Road,,,,,
30119485,residential,False,False,92.168,"LINESTRING (80.1158849 12.9285326, 80.1158178 12.9277063)",,,,,,
30119308,residential,False,False,49.285,"LINESTRING (80.1165004 12.9284169, 80.1169532 12.9283758)",Rajaji Road,,,,,
30119308,residential,False,True,19.768,"LINESTRING (80.1165004 12.9284169, 80.1163194 12.9284389)",Rajaji Road,,,,,
30119255,residential,False,True,52.47,"LINESTRING (80.1175619 12.9283279, 80.1176238 12.9287959)",,,,,,
30119308,residential,False,True,66.183,"LINESTRING (80.1175619 12.9283279, 80.1169532 12.9283758)",Rajaji Road,,,,,
30119255,residential,False,False,193.27,"LINESTRING (80.1175619 12.9283279, 80.1174328 12.9278245, 80.1174107 12.9277384, 80.1172561 12.9271355, 80.1171273 12.9266422)",,,,,,
30119308,residential,False,False,184.91199999999998,"LINESTRING (80.1175619 12.9283279, 80.119051 12.9282731, 80.1192021 12.9281226)",Rajaji Road,,,,,
1019356626,primary_link,True,False,10.0,"LINESTRING (80.1156135 12.9241835, 80.1155515 12.9241169)",,,,,yes,
"[102192197, 183386551]",primary,True,False,409.80899999999997,"LINESTRING (80.1156135 12.9241835, 80.1158819 12.9240801, 80.1171876 12.9237626, 80.1180218 12.9235587, 80.1183946 12.9234947, 80.118856 12.9234633, 80.1193012 12.9234398)","['Velachery Mudhanmai Salai', 'Tambaram Bridge']",2,,SH48,yes,
24163755,residential,False,False,81.106,"LINESTRING (80.1120425 12.9272426, 80.1120434 12.927972)",,,,,,
24163755,residential,False,True,76.587,"LINESTRING (80.1120425 12.9272426, 80.111984 12.9265562)",,,,,,
30119444,residential,False,False,85.713,"LINESTRING (80.1120425 12.9272426, 80.1112524 12.9272084)",,,,,,
95658878,residential,False,True,69.279,"LINESTRING (80.1120425 12.9272426, 80.1126752 12.9271537)",Shanmugam Road,,,,,
30119444,residential,False,True,85.713,"LINESTRING (80.1112524 12.9272084, 80.1120425 12.9272426)",,,,,,
32254468,residential,False,True,15.836,"LINESTRING (80.1112524 12.9272084, 80.1112279 12.9273488)",,,,,,
32254468,residential,False,False,68.369,"LINESTRING (80.1112524 12.9272084, 80.1112617 12.9271303, 80.1112837 12.9265945)",,,,,,
95658878,residential,False,False,30.926,"LINESTRING (80.1135955 12.9268818, 80.1133269 12.9269757)",Shanmugam Road,,,,,
32254458,residential,False,True,227.161,"LINESTRING (80.1135955 12.9268818, 80.11383 12.9285198, 80.1139214 12.9288985)",Kamarajar Street,,,,,
95658878,residential,False,True,61.486999999999995,"LINESTRING (80.1135955 12.9268818, 80.1141057 12.9267453, 80.1141426 12.9267354)",Shanmugam Road,,,,,
30119459,residential,False,False,229.141,"LINESTRING (80.1141426 12.9267354, 80.1144223 12.928778)",,,,,,
95658878,residential,False,True,113.737,"LINESTRING (80.1141426 12.9267354, 80.1151565 12.9264714)",Shanmugam Road,,,,,
95658878,residential,False,False,61.486999999999995,"LINESTRING (80.1141426 12.9267354, 80.1141057 12.9267453, 80.1135955 12.9268818)",Shanmugam Road,,,,,
30119308,residential,False,False,47.517,"LINESTRING (80.1144223 12.928778, 80.1148543 12.928705)",Rajaji Road,,,,,
30119308,residential,False,True,55.915,"LINESTRING (80.1144223 12.928778, 80.1139214 12.9288985)",Rajaji Road,,,,,
30119459,residential,False,True,229.141,"LINESTRING (80.1144223 12.928778, 80.1141426 12.9267354)",,,,,,
95658878,residential,False,False,57.432,"LINESTRING (80.1156708 12.9263469, 80.1151565 12.9264714)",Shanmugam Road,,,,,
95658878,residential,False,True,42.571,"LINESTRING (80.1156708 12.9263469, 80.1160557 12.9262705)",Shanmugam Road,,,,,
30119485,residential,False,False,37.853,"LINESTRING (80.1156708 12.9263469, 80.1156438 12.9262959, 80.1154581 12.9260783)",,,,,,
30119485,residential,False,True,152.054,"LINESTRING (80.1156708 12.9263469, 80.1157215 12.9266819, 80.1157645 12.9270491, 80.1158178 12.9277063)",,,,,,
30119485,residential,False,True,59.432,"LINESTRING (80.1148048 12.9253129, 80.1151555 12.9257238)",,,,,,
30119488,residential,False,True,66.203,"LINESTRING (80.1148048 12.9253129, 80.115172 12.9248371)",Sivanandam Street,,,,,
30119488,residential,False,False,194.77800000000002,"LINESTRING (80.1148048 12.9253129, 80.1139516 12.9254789, 80.1130426 12.925657)",Sivanandam Street,,,,,
30119255,residential,False,False,27.259,"LINESTRING (80.1153584 12.9246123, 80.1151881 12.9244319)",,,,,,
30119255,residential,False,True,73.944,"LINESTRING (80.1153584 12.9246123, 80.1158716 12.9250505)",,,,,,
30119488,residential,False,False,32.139,"LINESTRING (80.1153584 12.9246123, 80.115172 12.9248371)",Sivanandam Street,,,,,
30119488,residential,False,False,74.799,"LINESTRING (80.1113208 12.9256265, 80.1111559 12.9249733)",Sivanandam Street,,,,,
30119488,residential,False,True,81.953,"LINESTRING (80.1113208 12.9256265, 80.1114057 12.9258585, 80.1116236 12.9258747, 80.1119085 12.9258785)",Sivanandam Street,,,,,
30119488,residential,False,True,74.799,"LINESTRING (80.1111559 12.9249733, 80.1113208 12.9256265)",Sivanandam Street,,,,,
1039898430,primary,True,False,63.053,"LINESTRING (80.1111559 12.9249733, 80.1117304 12.9248838)",Tambaram - Mudichur - Sriperumbudur Road,,,SH110,,
30751005,primary_link,True,False,34.292,"LINESTRING (80.1151193 12.924311, 80.115244 12.9244173, 80.1153378 12.9244752, 80.1153707 12.9244969)",,,,,yes,
95658885,primary_link,False,True,11.751,"LINESTRING (80.1123275 12.9211008, 80.1122507 12.9211754)",,,,,,
1113605702,primary,True,False,119.804,"LINESTRING (80.1123275 12.9211008, 80.1115456 12.9203392)",Grand Southern Trunk Road,,,SHU88,,
30119255,residential,False,False,52.47,"LINESTRING (80.1176238 12.9287959, 80.1175619 12.9283279)",,,,,,
32254414,residential,False,False,186.322,"LINESTRING (80.1176238 12.9287959, 80.1193313 12.9286006)",,,,,,
32254414,residential,False,True,186.322,"LINESTRING (80.1193313 12.9286006, 80.1176238 12.9287959)",,,,,,
30119308,residential,False,False,66.183,"LINESTRING (80.1169532 12.9283758, 80.1175619 12.9283279)",Rajaji Road,,,,,
30119308,residential,False,True,49.285,"LINESTRING (80.1169532 12.9283758, 80.1165004 12.9284169)",Rajaji Road,,,,,
30119308,residential,False,False,27.725,"LINESTRING (80.1151516 12.9286556, 80.1154049 12.9286207)",Rajaji Road,,,,,
30119308,residential,False,True,32.685,"LINESTRING (80.1151516 12.9286556, 80.1148543 12.928705)",Rajaji Road,,,,,
30119308,residential,False,False,52.935,"LINESTRING (80.1154049 12.9286207, 80.1158849 12.9285326)",Rajaji Road,,,,,
30119308,residential,False,True,27.725,"LINESTRING (80.1154049 12.9286207, 80.1151516 12.9286556)",Rajaji Road,,,,,
32254451,residential,False,False,94.129,"LINESTRING (80.1154049 12.9286207, 80.1153077 12.9277795)",,,,,,
32254451,residential,False,True,146.374,"LINESTRING (80.1151565 12.9264714, 80.1153077 12.9277795)",,,,,,
95658878,residential,False,False,113.737,"LINESTRING (80.1151565 12.9264714, 80.1141426 12.9267354)",Shanmugam Road,,,,,
95658878,residential,False,True,57.432,"LINESTRING (80.1151565 12.9264714, 80.1156708 12.9263469)",Shanmugam Road,,,,,
30119308,residential,False,False,19.768,"LINESTRING (80.1163194 12.9284389, 80.1165004 12.9284169)",Rajaji Road,,,,,
30119308,residential,False,True,48.228,"LINESTRING (80.1163194 12.9284389, 80.1158849 12.9285326)",Rajaji Road,,,,,
32254453,residential,False,False,243.14299999999997,"LINESTRING (80.1163194 12.9284389, 80.1162073 12.9270455, 80.1160557 12.9262705)",,,,,,
95658878,residential,False,False,42.571,"LINESTRING (80.1160557 12.9262705, 80.1156708 12.9263469)",Shanmugam Road,,,,,
95658878,residential,False,True,34.982,"LINESTRING (80.1160557 12.9262705, 80.1163736 12.926216)",Shanmugam Road,,,,,
32254453,residential,False,True,243.14299999999997,"LINESTRING (80.1160557 12.9262705, 80.1162073 12.9270455, 80.1163194 12.9284389)",,,,,,
30119308,residential,False,False,32.685,"LINESTRING (80.1148543 12.928705, 80.1151516 12.9286556)",Rajaji Road,,,,,
30119308,residential,False,True,47.517,"LINESTRING (80.1148543 12.928705, 80.1144223 12.928778)",Rajaji Road,,,,,
32254455,residential,False,False,127.379,"LINESTRING (80.1148543 12.928705, 80.1147205 12.9275669)",,,,,,
32254455,residential,False,True,127.379,"LINESTRING (80.1147205 12.9275669, 80.1148543 12.928705)",,,,,,
30119308,residential,False,False,55.915,"LINESTRING (80.1139214 12.9288985, 80.1144223 12.928778)",Rajaji Road,,,,,
30119308,residential,False,True,63.093,"LINESTRING (80.1139214 12.9288985, 80.1133497 12.9290056)",Rajaji Road,,,,,
32254458,residential,False,False,227.161,"LINESTRING (80.1139214 12.9288985, 80.11383 12.9285198, 80.1135955 12.9268818)",Kamarajar Street,,,,,
32254459,residential,False,False,219.739,"LINESTRING (80.1130644 12.9270491, 80.1133497 12.9290056)",,,,,,
95658878,residential,False,False,28.656,"LINESTRING (80.1130644 12.9270491, 80.1128095 12.9271176)",Shanmugam Road,,,,,
95658878,residential,False,True,29.597,"LINESTRING (80.1130644 12.9270491, 80.1133269 12.9269757)",Shanmugam Road,,,,,
30119308,residential,False,False,63.093,"LINESTRING (80.1133497 12.9290056, 80.1139214 12.9288985)",Rajaji Road,,,,,
32254459,residential,False,True,219.739,"LINESTRING (80.1133497 12.9290056, 80.1130644 12.9270491)",,,,,,
32254467,residential,False,True,86.619,"LINESTRING (80.1126752 12.9271537, 80.1127133 12.9279318)",,,,,,
95658878,residential,False,False,69.279,"LINESTRING (80.1126752 12.9271537, 80.1120425 12.9272426)",Shanmugam Road,,,,,
95658878,residential,False,True,15.098,"LINESTRING (80.1126752 12.9271537, 80.1128095 12.9271176)",Shanmugam Road,,,,,
32254467,residential,False,False,86.619,"LINESTRING (80.1127133 12.9279318, 80.1126752 12.9271537)",,,,,,
30119505,secondary,False,False,15.561,"LINESTRING (80.1109116 12.9281943, 80.1107837 12.9281307)",Gandhi Road,,,,,40
30119505,secondary,False,True,43.95,"LINESTRING (80.1109116 12.9281943, 80.1112792 12.9283612)",Gandhi Road,,,,,40
32254468,residential,False,False,51.531000000000006,"LINESTRING (80.1109116 12.9281943, 80.1111221 12.9278531, 80.1111221 12.9277878)",,,,,,
32254468,residential,False,False,31.641,"LINESTRING (80.1112016 12.9276322, 80.1112279 12.9273488)",,,,,,
32254468,residential,False,True,19.329,"LINESTRING (80.1112016 12.9276322, 80.1111221 12.9277878)",,,,,,
32254469,residential,False,False,100.735,"LINESTRING (80.1112016 12.9276322, 80.1116644 12.9279144, 80.1120434 12.927972)",,,,,,
32254474,residential,False,False,2.247,"LINESTRING (80.1112837 12.9265945, 80.1113044 12.9265934)",,,,,,
32254468,residential,False,True,68.369,"LINESTRING (80.1112837 12.9265945, 80.1112617 12.9271303, 80.1112524 12.9272084)",,,,,,
32254468,residential,False,False,19.329,"LINESTRING (80.1111221 12.9277878, 80.1112016 12.9276322)",,,,,,
32254472,residential,False,False,38.022,"LINESTRING (80.1111221 12.9277878, 80.110817 12.927619)",,,,,,
32254468,residential,False,True,51.531000000000006,"LINESTRING (80.1111221 12.9277878, 80.1111221 12.9278531, 80.1109116 12.9281943)",,,,,,
24163755,residential,False,False,76.587,"LINESTRING (80.111984 12.9265562, 80.1120425 12.9272426)",,,,,,
24163755,residential,False,True,75.8,"LINESTRING (80.111984 12.9265562, 80.1119085 12.9258785)",,,,,,
32254474,residential,False,True,73.769,"LINESTRING (80.111984 12.9265562, 80.1113044 12.9265934)",,,,,,
32254468,residential,False,False,15.836,"LINESTRING (80.1112279 12.9273488, 80.1112524 12.9272084)",,,,,,
32254468,residential,False,True,31.641,"LINESTRING (80.1112279 12.9273488, 80.1112016 12.9276322)",,,,,,
32254475,residential,False,False,40.96,"LINESTRING (80.1112279 12.9273488, 80.1108558 12.9272843)",,,,,,
102192199,unclassified,False,True,61.131,"LINESTRING (80.1123396 12.9248279, 80.1128975 12.9247469)",,,,,,
384370760,residential,False,False,105.364,"LINESTRING (80.1123396 12.9248279, 80.1125351 12.9257561)",,,,,,
102192199,unclassified,False,False,67.849,"LINESTRING (80.1123396 12.9248279, 80.1118289 12.9249225, 80.1117304 12.9248838)",,,,,,
102192198,primary_link,True,False,47.303,"LINESTRING (80.1153707 12.9244969, 80.1154794 12.9244858, 80.1155695 12.924429, 80.1156112 12.9243638, 80.1156286 12.9243241, 80.1156281 12.9242298)",,,,,yes,
"[838453976, 30119445]",primary_link,True,False,323.84299999999996,"LINESTRING (80.1153707 12.9244969, 80.1165054 12.9256009, 80.1168959 12.9259747, 80.1170965 12.9261246, 80.1172252 12.9262252, 80.1175648 12.9264656)",,,,,yes,
1019183972,primary_link,True,False,5.386,"LINESTRING (80.1156281 12.9242298, 80.1156135 12.9241835)",,,,,yes,
30751003,primary_link,True,False,39.543000000000006,"LINESTRING (80.1153005 12.9239159, 80.1151881 12.9239567, 80.1151156 12.9239907, 80.1150534 12.9240765, 80.1150436 12.9241309)",,,,,yes,
"[1035172086, 838453975]",primary_link,True,False,569.566,"LINESTRING (80.1153005 12.9239159, 80.1137128 12.9223444, 80.1128224 12.9214137, 80.1124012 12.9210581, 80.1115456 12.9203392)",,,,,yes,
30119255,residential,False,True,27.259,"LINESTRING (80.1151881 12.9244319, 80.1153584 12.9246123)",,,,,,
30119255,residential,False,False,136.767,"LINESTRING (80.1151881 12.9244319, 80.114885 12.9241221, 80.1146181 12.9238136, 80.1143284 12.9235326)",,,,,,
102192199,unclassified,False,False,251.206,"LINESTRING (80.1151881 12.9244319, 80.1149051 12.924424, 80.1128975 12.9247469)",,,,,,
696854462,tertiary,True,False,40.753,"LINESTRING (80.1190901 12.9233574, 80.1188518 12.9233551, 80.1187141 12.9233532)",Tambaram Perungalathur Road,,,,,
"[760457094, 133593215]",primary,True,False,393.48699999999997,"LINESTRING (80.1190901 12.9233574, 80.118349 12.9234358, 80.1179896 12.923513, 80.1167049 12.9237992, 80.115927 12.9239927, 80.1155515 12.9241169)","['Velachery Mudhanmai Salai', 'Tambaram Bridge']",2,,SH48,yes,
30751004,primary_link,True,False,35.507999999999996,"LINESTRING (80.1155515 12.9241169, 80.1154805 12.9240369, 80.1153746 12.9239577, 80.1153005 12.9239159)",,,,,yes,
1211032201,primary_link,True,False,17.894,"LINESTRING (80.1150342 12.9241731, 80.1151193 12.924311)",,,,,yes,
"[721905360, 838453977, 1039898432]",primary,True,False,456.10800000000006,"LINESTRING (80.1150342 12.9241731, 80.1149198 12.9242619, 80.1147884 12.9243182, 80.1129699 12.9246201, 80.1126973 12.9246567, 80.1125997 12.9246732, 80.1121633 12.9247492, 80.111822 12.9248059, 80.1111501 12.9249138, 80.1109232 12.924946)",Tambaram - Mudichur - Sriperumbudur Road,,,SH110,yes,
30119505,secondary,False,True,15.561,"LINESTRING (80.1107837 12.9281307, 80.1109116 12.9281943)",Gandhi Road,,,,,40
208177557,residential,False,False,108.312,"LINESTRING (80.1130481 12.9200901, 80.1120953 12.920384)",,,,,,
208177554,residential,False,False,130.99200000000002,"LINESTRING (80.1130481 12.9200901, 80.1132177 12.920452, 80.1140174 12.9204185)",,,,,,
208177554,residential,False,False,118.473,"LINESTRING (80.114974 12.9203861, 80.1151465 12.9214382)",,,,,,
208177554,residential,False,True,103.739,"LINESTRING (80.114974 12.9203861, 80.1140174 12.9204185)",,,,,,
208177554,residential,False,True,49.108,"LINESTRING (80.1139919 12.9212349, 80.1144378 12.9213134)",,,,,,
208177554,residential,False,False,60.396,"LINESTRING (80.1139919 12.9212349, 80.1135746 12.9211725, 80.1134441 12.9212065)",,,,,,
384370753,residential,False,True,36.702,"LINESTRING (80.1139919 12.9212349, 80.114013 12.9210042, 80.1140291 12.920907)",,,,,,
208177554,residential,False,False,78.052,"LINESTRING (80.1151465 12.9214382, 80.1144378 12.9213134)",,,,,,
208177554,residential,False,True,118.473,"LINESTRING (80.1151465 12.9214382, 80.114974 12.9203861)",,,,,,
384370755,residential,False,False,169.574,"LINESTRING (80.1151465 12.9214382, 80.1152178 12.9216484, 80.1153116 12.9218471, 80.1158561 12.9217844, 80.1164011 12.9216399)",,,,,,
68543366,residential,False,False,40.759,"LINESTRING (80.1106284 12.9231035, 80.1106234 12.9232263, 80.1106284 12.9234699)",Deiva Nagar Main Road,,,,,
68543366,residential,False,True,66.493,"LINESTRING (80.1106284 12.9231035, 80.1105201 12.9226317, 80.1104732 12.9225267)",Deiva Nagar Main Road,,,,,
68543366,residential,False,False,61.508,"LINESTRING (80.1108025 12.9244055, 80.1109232 12.924946)",Deiva Nagar Main Road,,,,,
68543366,residential,False,True,59.757,"LINESTRING (80.1108025 12.9244055, 80.1106925 12.9238789)",Deiva Nagar Main Road,,,,,
68543366,residential,False,False,59.757,"LINESTRING (80.1106925 12.9238789, 80.1108025 12.9244055)",Deiva Nagar Main Road,,,,,
68543366,residential,False,True,46.006,"LINESTRING (80.1106925 12.9238789, 80.1106284 12.9234699)",Deiva Nagar Main Road,,,,,
68543366,residential,False,False,46.006,"LINESTRING (80.1106284 12.9234699, 80.1106925 12.9238789)",Deiva Nagar Main Road,,,,,
68543366,residential,False,True,40.759,"LINESTRING (80.1106284 12.9234699, 80.1106234 12.9232263, 80.1106284 12.9231035)",Deiva Nagar Main Road,,,,,
68543366,residential,False,False,66.493,"LINESTRING (80.1104732 12.9225267, 80.1105201 12.9226317, 80.1106284 12.9231035)",Deiva Nagar Main Road,,,,,
133594560,tertiary,False,False,36.18,"LINESTRING (80.111834 12.9201815, 80.1120953 12.920384)",Tambaram Perungalathur Road,,,,,
133594560,tertiary,False,True,36.18,"LINESTRING (80.1120953 12.920384, 80.111834 12.9201815)",Tambaram Perungalathur Road,,,,,
208177557,residential,False,True,108.312,"LINESTRING (80.1120953 12.920384, 80.1130481 12.9200901)",,,,,,
133594560,tertiary,False,False,120.601,"LINESTRING (80.1120953 12.920384, 80.1128728 12.9210094, 80.1129622 12.9210625)",Tambaram Perungalathur Road,,,,,
384286935,residential,False,True,63.625,"LINESTRING (80.1116413 12.928888, 80.111534 12.9288396, 80.1113543 12.9287625, 80.1112001 12.9286919, 80.1111108 12.9286436)",,,,,,
30119505,secondary,False,False,43.95,"LINESTRING (80.1112792 12.9283612, 80.1109116 12.9281943)",Gandhi Road,,,,,40
30119505,secondary,False,True,98.913,"LINESTRING (80.1112792 12.9283612, 80.1120868 12.9287756)",Gandhi Road,,,,,40
384286936,residential,False,False,36.32,"LINESTRING (80.1112792 12.9283612, 80.1111108 12.9286436)",,,,,,
384286936,residential,False,True,36.32,"LINESTRING (80.1111108 12.9286436, 80.1112792 12.9283612)",,,,,,
384286935,residential,False,False,63.62499999999999,"LINESTRING (80.1111108 12.9286436, 80.1112001 12.9286919, 80.1113543 12.9287625, 80.111534 12.9288396, 80.1116413 12.928888)",,,,,,
208177554,residential,False,False,103.739,"LINESTRING (80.1140174 12.9204185, 80.114974 12.9203861)",,,,,,
208177554,residential,False,True,130.99200000000002,"LINESTRING (80.1140174 12.9204185, 80.1132177 12.920452, 80.1130481 12.9200901)",,,,,,
384370753,residential,False,False,54.952,"LINESTRING (80.1140174 12.9204185, 80.1140616 12.9207114, 80.1140291 12.920907)",,,,,,
384370753,residential,False,False,36.702,"LINESTRING (80.1140291 12.920907, 80.114013 12.9210042, 80.1139919 12.9212349)",,,,,,
384370753,residential,False,True,54.952,"LINESTRING (80.1140291 12.920907, 80.1140616 12.9207114, 80.1140174 12.9204185)",,,,,,
384370754,residential,False,False,122.719,"LINESTRING (80.1140291 12.920907, 80.1134696 12.920819, 80.1129622 12.9210625)",,,,,,
133594560,tertiary,False,False,54.627,"LINESTRING (80.1129622 12.9210625, 80.1134441 12.9212065)",Tambaram Perungalathur Road,,,,,
133594560,tertiary,False,True,120.601,"LINESTRING (80.1129622 12.9210625, 80.1128728 12.9210094, 80.1120953 12.920384)",Tambaram Perungalathur Road,,,,,
384370754,residential,False,True,122.719,"LINESTRING (80.1129622 12.9210625, 80.1134696 12.920819, 80.1140291 12.920907)",,,,,,
23648617,tertiary,False,True,172.28,"LINESTRING (80.1164011 12.9216399, 80.1164136 12.9216976, 80.1164393 12.9218161, 80.1166472 12.9225535, 80.1168116 12.9231364)",,,,,,
384370755,residential,False,True,169.57399999999998,"LINESTRING (80.1164011 12.9216399, 80.1158561 12.9217844, 80.1153116 12.9218471, 80.1152178 12.9216484, 80.1151465 12.9214382)",,,,,,
30119485,residential,False,False,59.432,"LINESTRING (80.1151555 12.9257238, 80.1148048 12.9253129)",,,,,,
30119485,residential,False,True,51.277,"LINESTRING (80.1151555 12.9257238, 80.1154581 12.9260783)",,,,,,
384370756,residential,False,False,58.667,"LINESTRING (80.1151555 12.9257238, 80.1155451 12.9253575)",,,,,,
30119255,residential,False,False,73.944,"LINESTRING (80.1158716 12.9250505, 80.1153584 12.9246123)",,,,,,
30119255,residential,False,True,47.285,"LINESTRING (80.1158716 12.9250505, 80.1161751 12.925356)",,,,,,
384370756,residential,False,False,19.31,"LINESTRING (80.1158716 12.9250505, 80.115999 12.9249291)",,,,,,
384370756,residential,False,True,18.863,"LINESTRING (80.1158716 12.9250505, 80.1157446 12.9251665)",,,,,,
95658878,residential,False,False,23.229,"LINESTRING (80.1169501 12.9260769, 80.1167415 12.9261249)",Shanmugam Road,,,,,
30119255,residential,False,False,116.149,"LINESTRING (80.1169501 12.9260769, 80.1166633 12.9258292, 80.1161751 12.925356)",,,,,,
30119255,residential,False,True,65.727,"LINESTRING (80.1169501 12.9260769, 80.1169658 12.926127, 80.1171273 12.9266422)",,,,,,
102192199,unclassified,False,False,61.131,"LINESTRING (80.1128975 12.9247469, 80.1123396 12.9248279)",,,,,,
384370759,residential,False,False,102.413,"LINESTRING (80.1128975 12.9247469, 80.1130426 12.925657)",,,,,,
102192199,unclassified,False,True,251.206,"LINESTRING (80.1128975 12.9247469, 80.1149051 12.924424, 80.1151881 12.9244319)",,,,,,
30119488,residential,False,False,56.095,"LINESTRING (80.1130426 12.925657, 80.1125351 12.9257561)",Sivanandam Street,,,,,
384370759,residential,False,True,102.413,"LINESTRING (80.1130426 12.925657, 80.1128975 12.9247469)",,,,,,
384370762,residential,False,False,149.835,"LINESTRING (80.1130426 12.925657, 80.1133269 12.9269757)",,,,,,
