osmid,ref,highway,oneway,reversed,length,geometry,maxspeed,bridge
165323699,SH57,primary,False,False,125.447,"LINESTRING (77.0299052 12.0467296, 77.0299879 12.046313, 77.0300093 12.0459143, 77.0300096 12.045667, 77.0300168 12.0456102)",,
240303456,NH948,trunk,False,True,81.222,"LINESTRING (77.0299052 12.0467296, 77.0295894 12.0466351, 77.0293015 12.0464402, 77.0292464 12.0464038)",50,
"[377298465, 165323699, 377298470]",SH57,primary,False,False,408.91600000000005,"LINESTRING (77.0300168 12.0456102, 77.0303254 12.0456174, 77.0309885 12.0456732, 77.031438 12.0456074, 77.0322661 12.0454793, 77.0329276 12.0453897, 77.0332923 12.0454316, 77.0337499 12.0454108)",,yes
165323699,SH57,primary,False,True,125.447,"LINESTRING (77.0300168 12.0456102, 77.0300096 12.045667, 77.0300093 12.0459143, 77.0299879 12.046313, 77.0299052 12.0467296)",,
1091034622,,primary,False,True,85.561,"LINESTRING (77.0300168 12.0456102, 77.0299284 12.0456091, 77.0293811 12.0456565, 77.0292606 12.0456766, 77.0292349 12.0456837)",,
1091034625,,residential,False,True,144.05200000000002,"LINESTRING (77.0300168 12.0456102, 77.0299071 12.0450464, 77.0295127 12.0451313, 77.0291852 12.0451953)",,
240303456,NH948,trunk,False,False,43.328,"LINESTRING (77.0263364 12.0462763, 77.026729 12.0463427)",50,
1091284854,,residential,False,False,137.418,"LINESTRING (77.0263364 12.0462763, 77.0263243 12.0468693, 77.0264271 12.0475041)",,
"[377298465, 165323699, 377298470]",SH57,primary,False,True,408.916,"LINESTRING (77.0337499 12.0454108, 77.0332923 12.0454316, 77.0329276 12.0453897, 77.0322661 12.0454793, 77.031438 12.0456074, 77.0309885 12.0456732, 77.0303254 12.0456174, 77.0300168 12.0456102)",,yes
240303456,NH948,trunk,False,False,81.22200000000001,"LINESTRING (77.0292464 12.0464038, 77.0293015 12.0464402, 77.0295894 12.0466351, 77.0299052 12.0467296)",50,
240303456,NH948,trunk,False,True,125.025,"LINESTRING (77.0292464 12.0464038, 77.0290995 12.0463067, 77.0288622 12.0462742, 77.0284726 12.0463139, 77.0281322 12.0463348)",50,
1091034622,,primary,False,False,80.167,"LINESTRING (77.0292464 12.0464038, 77.0292542 12.0461825, 77.0292312 12.0458082, 77.0292349 12.0456837)",,
1091285380,,residential,False,False,54.576,"LINESTRING (77.0292349 12.0456837, 77.0291852 12.0451953)",,
1091034622,,primary,False,False,85.561,"LINESTRING (77.0292349 12.0456837, 77.0292606 12.0456766, 77.0293811 12.0456565, 77.0299284 12.0456091, 77.0300168 12.0456102)",,
1091034622,,primary,False,True,80.167,"LINESTRING (77.0292349 12.0456837, 77.0292312 12.0458082, 77.0292542 12.0461825, 77.0292464 12.0464038)",,
1091285379,,tertiary,False,True,137.12599999999998,"LINESTRING (77.0292349 12.0456837, 77.0291818 12.0456692, 77.0290871 12.0456659, 77.0287169 12.0457122, 77.0279844 12.045799)",,
1091034623,,residential,False,False,117.877,"LINESTRING (77.027384 12.0463704, 77.0272936 12.045314)",,
240303456,NH948,trunk,False,False,81.49699999999999,"LINESTRING (77.027384 12.0463704, 77.0275224 12.0463723, 77.0281322 12.0463348)",50,
240303456,NH948,trunk,False,True,71.429,"LINESTRING (77.027384 12.0463704, 77.0268499 12.0463631, 77.026729 12.0463427)",50,
1091034623,,residential,False,True,117.877,"LINESTRING (77.0272936 12.045314, 77.027384 12.0463704)",,
1091034625,,residential,False,False,69.935,"LINESTRING (77.0272936 12.045314, 77.0279367 12.0453157)",,
1091034625,,residential,False,True,117.977,"LINESTRING (77.0272936 12.045314, 77.0266688 12.0452959, 77.026209 12.0452946)",,
240303456,NH948,trunk,False,False,125.025,"LINESTRING (77.0281322 12.0463348, 77.0284726 12.0463139, 77.0288622 12.0462742, 77.0290995 12.0463067, 77.0292464 12.0464038)",50,
240303456,NH948,trunk,False,True,81.49699999999999,"LINESTRING (77.0281322 12.0463348, 77.0275224 12.0463723, 77.027384 12.0463704)",50,
1091034624,,residential,False,False,61.727000000000004,"LINESTRING (77.0281322 12.0463348, 77.0280033 12.0458867, 77.0279844 12.045799)",,
1091034625,,residential,False,True,69.935,"LINESTRING (77.0279367 12.0453157, 77.0272936 12.045314)",,
1091034624,,residential,False,True,54.022000000000006,"LINESTRING (77.0279367 12.0453157, 77.0279757 12.0457585, 77.0279844 12.045799)",,
1091034625,,residential,False,False,136.438,"LINESTRING (77.0279367 12.0453157, 77.0290022 12.045208, 77.0291852 12.0451953)",,
1091034625,,residential,False,False,117.977,"LINESTRING (77.026209 12.0452946, 77.0266688 12.0452959, 77.0272936 12.045314)",,
1091285380,,residential,False,True,54.576,"LINESTRING (77.0291852 12.0451953, 77.0292349 12.0456837)",,
1091034625,,residential,False,False,144.052,"LINESTRING (77.0291852 12.0451953, 77.0295127 12.0451313, 77.0299071 12.0450464, 77.0300168 12.0456102)",,
1091034625,,residential,False,True,136.438,"LINESTRING (77.0291852 12.0451953, 77.0290022 12.045208, 77.0279367 12.0453157)",,
240303456,NH948,trunk,False,True,43.328,"LINESTRING (77.026729 12.0463427, 77.0263364 12.0462763)",50,
240303456,NH948,trunk,False,False,71.429,"LINESTRING (77.026729 12.0463427, 77.0268499 12.0463631, 77.027384 12.0463704)",50,
1091284853,,residential,False,False,129.37900000000002,"LINESTRING (77.026729 12.0463427, 77.0266964 12.0468251, 77.0267014 12.0470809, 77.0267778 12.0474985)",,
1091284853,,residential,False,False,49.248,"LINESTRING (77.0267778 12.0474985, 77.0268825 12.0479294)",,
1091284857,,residential,False,False,37.605,"LINESTRING (77.0267778 12.0474985, 77.0264359 12.0475492)",,
1091284853,,residential,False,True,129.379,"LINESTRING (77.0267778 12.0474985, 77.0267014 12.0470809, 77.0266964 12.0468251, 77.026729 12.0463427)",,
1091284853,,residential,False,True,49.248,"LINESTRING (77.0268825 12.0479294, 77.0267778 12.0474985)",,
1091284854,,residential,False,True,5.964,"LINESTRING (77.0264461 12.0476019, 77.0264359 12.0475492)",,
1091284854,,residential,False,False,5.105,"LINESTRING (77.0264271 12.0475041, 77.0264359 12.0475492)",,
1091284854,,residential,False,True,137.418,"LINESTRING (77.0264271 12.0475041, 77.0263243 12.0468693, 77.0263364 12.0462763)",,
1091284854,,residential,False,False,5.964,"LINESTRING (77.0264359 12.0475492, 77.0264461 12.0476019)",,
1091284854,,residential,False,True,5.105,"LINESTRING (77.0264359 12.0475492, 77.0264271 12.0475041)",,
1091284857,,residential,False,True,37.605,"LINESTRING (77.0264359 12.0475492, 77.0267778 12.0474985)",,
1091034624,,residential,False,False,54.022000000000006,"LINESTRING (77.0279844 12.045799, 77.0279757 12.0457585, 77.0279367 12.0453157)",,
1091034624,,residential,False,True,61.727000000000004,"LINESTRING (77.0279844 12.045799, 77.0280033 12.0458867, 77.0281322 12.0463348)",,
1091285379,,tertiary,False,False,137.126,"LINESTRING (77.0279844 12.045799, 77.0287169 12.0457122, 77.0290871 12.0456659, 77.0291818 12.0456692, 77.0292349 12.0456837)",,
