osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed
387994643,NH343,trunk,False,False,7.709,"LINESTRING (83.6975052 23.8066318, 83.6974713 23.8066938)",,
387994643,NH343,trunk,False,True,13.234,"LINESTRING (83.6975052 23.8066318, 83.6974721 23.8065167)",,
661043489,,residential,False,True,439.65000000000003,"LINESTRING (83.6975052 23.8066318, 83.697871 23.8064803, 83.6997539 23.8054594, 83.6999363 23.805376, 83.7006471 23.8050864, 83.7013498 23.8048484)",,
661043486,,residential,False,False,67.579,"LINESTRING (83.6969202 23.8074734, 83.6975773 23.8075625)",,
387994643,NH343,trunk,False,False,96.373,"LINESTRING (83.6969202 23.8074734, 83.6964814 23.8079223, 83.6963258 23.8080531, 83.6962662 23.8080988)",,
387994643,NH343,trunk,False,True,103.412,"LINESTRING (83.6969202 23.8074734, 83.6973731 23.8068735, 83.6974713 23.8066938)",,
326557808,NH343,trunk,False,False,26.314,"LINESTRING (83.6962662 23.8080988, 83.6961457 23.8083082)",,
387994643,NH343,trunk,False,True,96.373,"LINESTRING (83.6962662 23.8080988, 83.6963258 23.8080531, 83.6964814 23.8079223, 83.6969202 23.8074734)",,
1034104072,SH3,primary,False,False,37.809,"LINESTRING (83.6962662 23.8080988, 83.6961338 23.8080828, 83.6959833 23.808092, 83.6959 23.8081158)",Wadrafnagar Road,60
326557808,NH343,trunk,False,True,26.314,"LINESTRING (83.6961457 23.8083082, 83.6962662 23.8080988)",,
326557808,NH343,trunk,False,False,181.113,"LINESTRING (83.6961457 23.8083082, 83.6961386 23.8083825, 83.6961386 23.8086286, 83.6962613 23.8088444, 83.6964642 23.809112, 83.6967472 23.809358, 83.6970303 23.8095522, 83.6970875 23.8095779)",,
1034104073,,primary_link,False,True,33.479,"LINESTRING (83.6961457 23.8083082, 83.6960377 23.808187, 83.6959 23.8081158)",,
387994643,NH343,trunk,False,False,13.234,"LINESTRING (83.6974721 23.8065167, 83.6975052 23.8066318)",,
661043487,,residential,False,False,481.38200000000006,"LINESTRING (83.6974721 23.8065167, 83.6982304 23.805749, 83.6990672 23.8047232, 83.6993086 23.8042079, 83.6994857 23.8040705, 83.7007409 23.8035993)",,
661043487,,residential,False,True,481.38199999999995,"LINESTRING (83.7007409 23.8035993, 83.6994857 23.8040705, 83.6993086 23.8042079, 83.6990672 23.8047232, 83.6982304 23.805749, 83.6974721 23.8065167)",,
661043488,,residential,False,True,100.619,"LINESTRING (83.7007409 23.8035993, 83.700977 23.804284, 83.7010172 23.804306, 83.7011701 23.8043404)",,
661043488,,residential,False,False,100.619,"LINESTRING (83.7011701 23.8043404, 83.7010172 23.804306, 83.700977 23.804284, 83.7007409 23.8035993)",,
661043488,,residential,False,True,59.439,"LINESTRING (83.7011701 23.8043404, 83.7011942 23.8043846, 83.7013498 23.8048484)",,
1034104067,,residential,False,False,70.069,"LINESTRING (83.7011701 23.8043404, 83.7012023 23.804284, 83.7017897 23.8041048)",,
661043488,,residential,False,False,185.113,"LINESTRING (83.7017816 23.8064656, 83.7013498 23.8048484)",,
661043488,,residential,False,True,176.186,"LINESTRING (83.7017816 23.8064656, 83.7019265 23.8072263, 83.7019372 23.8077515, 83.7018701 23.8079085, 83.7017709 23.8079846)",,
1034104069,,residential,False,True,101.463,"LINESTRING (83.7017816 23.8064656, 83.7020659 23.8063993, 83.702748 23.8062401)",,
