osmid,highway,maxspeed,oneway,reversed,length,bridge,geometry,tunnel,lanes,ref,name
817138772,primary,60,False,True,105.529,,"LINESTRING (76.0841155 11.6175828, 76.0836391 11.6167564)",,,,
"[817138776, 817138777, 817138772]",primary,60,False,False,45.729,yes,"LINESTRING (76.0841155 11.6175828, 76.0842787 11.6178047, 76.0843295 11.6178739, 76.0843609 11.6179165)",,,,
817138778,unclassified,,False,True,98.467,,"LINESTRING (76.0841155 11.6175828, 76.0838891 11.6176881, 76.0836224 11.617799, 76.0834654 11.6178347, 76.0832645 11.6178097)",,,,
70991009,trunk,85,False,True,28.286,,"LINESTRING (76.0878213 11.6100542, 76.0877141 11.6098225)",no,2,NH766,Kalpetta-Wayanad Bypass Road
70991009,trunk,85,False,False,139.568,,"LINESTRING (76.0878213 11.6100542, 76.0878615 11.6103496, 76.0877731 11.6106681, 76.0877386 11.6110214, 76.087824 11.6112804)",no,2,NH766,Kalpetta-Wayanad Bypass Road
818697150,unclassified,,False,False,171.461,,"LINESTRING (76.0878213 11.6100542, 76.0876927 11.6100806, 76.087407 11.6101391, 76.0871513 11.6101915, 76.0863198 11.6105015)",,,,
70991009,trunk,85,False,False,126.49300000000001,,"LINESTRING (76.0882517 11.6165892, 76.0883007 11.6168591, 76.0883073 11.6170578, 76.0883408 11.6172089, 76.0884642 11.6175667, 76.0884931 11.617696)",no,2,NH766,Kalpetta-Wayanad Bypass Road
70991009,trunk,85,False,True,598.097,,"LINESTRING (76.0882517 11.6165892, 76.088363 11.6155862, 76.0883908 11.614381, 76.0882947 11.6133579, 76.0882522 11.6129053, 76.0882458 11.6128375, 76.0881274 11.6122007, 76.087824 11.6112804)",no,2,NH766,Kalpetta-Wayanad Bypass Road
70991010,unclassified,,False,False,90.496,,"LINESTRING (76.0882517 11.6165892, 76.0881125 11.6166635, 76.0878296 11.61678, 76.0875277 11.6168615, 76.0874754 11.6168621)",,,,Gudalai Road
817138776,primary,60,False,True,5.456,,"LINESTRING (76.0843902 11.6179563, 76.0843609 11.6179165)",,,,
70991010,unclassified,,False,True,402.17900000000003,,"LINESTRING (76.0843902 11.6179563, 76.0844619 11.6178189, 76.0844584 11.6177826, 76.0844473 11.6176687, 76.0843889 11.6173682, 76.0843378 11.6171249, 76.0843211 11.617009, 76.0843159 11.6168101, 76.0843085 11.6166205, 76.0842355 11.6163843, 76.084272 11.6162913, 76.084367 11.6162591, 76.0845459 11.6163056, 76.0847338 11.6163683, 76.0849287 11.6164697, 76.0850744 11.6165263, 76.0852108 11.6165924, 76.0853648 11.6166879, 76.0855396 11.6167659, 76.0857968 11.6168762, 76.0860686 11.6169244)",,,,Gudalai Road
817138778,unclassified,,False,False,98.467,,"LINESTRING (76.0832645 11.6178097, 76.0834654 11.6178347, 76.0836224 11.617799, 76.0838891 11.6176881, 76.0841155 11.6175828)",,,,
871561558,unclassified,,False,True,156.98999999999998,,"LINESTRING (76.0832645 11.6178097, 76.0832987 11.6174506, 76.0833872 11.6173718, 76.0833362 11.6172877, 76.0834328 11.6171931, 76.0832692 11.6169488, 76.0836391 11.6167564)",,,,
