osmid,oneway,name,highway,reversed,length,ref,junction,geometry,bridge
260441553,True,Ponnur - Repalle Road,primary,False,40.341,,,"LINESTRING (80.5513671 16.0663204, 80.5517028 16.0661544)",
712348767,True,,primary,False,15.791999999999998,SH40,roundabout,"LINESTRING (80.5513671 16.0663204, 80.5513748 16.066293, 80.5513751 16.0662646, 80.5513681 16.066237, 80.5513542 16.0662119, 80.5513342 16.066191)",
515951815,False,,residential,False,51.658,,,"LINESTRING (80.5498619 16.0675413, 80.5498976 16.0680046)",
847023116,True,Guntur - Chirala Road,primary,False,31.906,SH40,,"LINESTRING (80.5498619 16.0675413, 80.5501579 16.0675035)",
847023118,False,Guntur - Chirala Road,primary,True,29.86,SH40,,"LINESTRING (80.5481594 16.0685418, 80.5483836 16.0683815)",
846347792,False,Guntur - Chirala Road,primary,False,79.962,SH40,,"LINESTRING (80.5481594 16.0685418, 80.5484466 16.068911, 80.5486277 16.0691017)",
846355344,False,Guntur - Chirala Road,primary,True,94.268,SH273,,"LINESTRING (80.5481594 16.0685418, 80.5477705 16.0680138, 80.5476611 16.0678426)",
846347792,False,Guntur - Chirala Road,primary,False,21.945,SH40,,"LINESTRING (80.5494529 16.0699416, 80.5495839 16.0700936)",
846347792,False,Guntur - Chirala Road,primary,True,83.659,SH40,,"LINESTRING (80.5494529 16.0699416, 80.54892 16.0693904)",
846347787,False,,residential,True,75.557,,,"LINESTRING (80.5494529 16.0699416, 80.5490866 16.0700569, 80.5487788 16.0701467)",
846347792,False,Guntur - Chirala Road,primary,True,21.945,SH40,,"LINESTRING (80.5495839 16.0700936, 80.5494529 16.0699416)",
515951818,False,,residential,False,132.77100000000002,,,"LINESTRING (80.5495839 16.0700936, 80.5497436 16.0701567, 80.5499718 16.070275, 80.5501444 16.0703388, 80.5502703 16.0703695, 80.5503729 16.0703836, 80.5504732 16.0703727, 80.5505994 16.0703339, 80.5507422 16.0702673)",
846347792,False,Guntur - Chirala Road,primary,False,85.404,SH40,,"LINESTRING (80.5495839 16.0700936, 80.5496384 16.070224, 80.5496579 16.0703679, 80.5496728 16.0708501)",
846338241,False,,residential,True,64.425,,,"LINESTRING (80.5498552 16.0674516, 80.5498185 16.0671495, 80.5497837 16.0668763)",
847023117,True,Guntur - Chirala Road,primary,False,21.635,SH40,,"LINESTRING (80.5498552 16.0674516, 80.5497637 16.0674652, 80.5496697 16.0675199)",
515951815,False,,residential,True,51.658,,,"LINESTRING (80.5498976 16.0680046, 80.5498619 16.0675413)",
846350275,False,,residential,True,45.485,,,"LINESTRING (80.5498976 16.0680046, 80.5494738 16.0680431)",
515951815,False,,residential,False,29.883,,,"LINESTRING (80.5498976 16.0680046, 80.5498993 16.0681084, 80.5499027 16.0682733)",
515951815,False,,residential,True,47.641,,,"LINESTRING (80.5499473 16.0686996, 80.5499027 16.0682733)",
515951815,False,,residential,False,87.19399999999999,,,"LINESTRING (80.5499473 16.0686996, 80.5499869 16.0688891, 80.5500894 16.0692187, 80.5501942 16.0694441)",
846350273,False,,residential,False,42.07899999999999,,,"LINESTRING (80.5499473 16.0686996, 80.549623 16.0687424, 80.5495569 16.0687491)",
846375993,False,,residential,False,25.619,,,"LINESTRING (80.5501942 16.0694441, 80.5504109 16.0693455)",
515951815,False,,residential,False,108.672,,,"LINESTRING (80.5501942 16.0694441, 80.5505021 16.0698942, 80.5507422 16.0702673)",
515951815,False,,residential,True,87.194,,,"LINESTRING (80.5501942 16.0694441, 80.5500894 16.0692187, 80.5499869 16.0688891, 80.5499473 16.0686996)",
515951818,False,,residential,False,27.041,,,"LINESTRING (80.5507422 16.0702673, 80.5509664 16.0701545)",
515951815,False,,residential,True,108.672,,,"LINESTRING (80.5507422 16.0702673, 80.5505021 16.0698942, 80.5501942 16.0694441)",
515951818,False,,residential,True,132.77100000000002,,,"LINESTRING (80.5507422 16.0702673, 80.5505994 16.0703339, 80.5504732 16.0703727, 80.5503729 16.0703836, 80.5502703 16.0703695, 80.5501444 16.0703388, 80.5499718 16.070275, 80.5497436 16.0701567, 80.5495839 16.0700936)",
515951818,False,,residential,True,27.041,,,"LINESTRING (80.5509664 16.0701545, 80.5507422 16.0702673)",
515953183,False,,unclassified,False,38.124,,,"LINESTRING (80.5509664 16.0701545, 80.5511792 16.0704297)",
515953183,False,,unclassified,True,16.837,,,"LINESTRING (80.5509664 16.0701545, 80.5508725 16.0700329)",
515953183,False,,unclassified,False,125.35,,,"LINESTRING (80.5539311 16.0709506, 80.5542739 16.070955, 80.5544429 16.0709539, 80.5545987 16.0709715, 80.5547605 16.0710144, 80.5549136 16.071092, 80.5550594 16.0711631)",
515953183,False,,unclassified,True,65.01,,,"LINESTRING (80.5539311 16.0709506, 80.5536724 16.0709542, 80.5533229 16.0709656)",
