osmid,ref,highway,junction,oneway,reversed,length,geometry
222425059,SH1;20,primary,roundabout,True,False,15.352,"LINESTRING (71.9760606 22.3809029, 71.9760279 22.3809147, 71.9759974 22.3809354, 71.9759739 22.3809626, 71.9759586 22.3809955)"
222425059,SH1;20,primary,roundabout,True,False,29.522,"LINESTRING (71.9759586 22.3809955, 71.9759538 22.3810381, 71.9759709 22.3810934, 71.9759981 22.3811261, 71.9760364 22.38115, 71.9760782 22.381161, 71.9761225 22.3811598)"
222425059,SH1;20,primary,roundabout,True,False,30.451,"LINESTRING (71.9762331 22.3810656, 71.9762377 22.3810189, 71.9762223 22.3809699, 71.9761927 22.3809339, 71.9761565 22.3809113, 71.9760963 22.3808988, 71.9760606 22.3809029)"
254030709,,tertiary,,False,False,472.60599999999994,"LINESTRING (71.9762331 22.3810656, 71.9794855 22.3818764, 71.9797869 22.381946, 71.9802613 22.3819173, 71.9806913 22.3818231)"
222425046,SH1;SH20,primary,,False,False,481.30600000000004,"LINESTRING (71.9761225 22.3811598, 71.9761664 22.3812702, 71.9763472 22.3818609, 71.9770403 22.3836749, 71.977648 22.3852508)"
222425059,SH1;20,primary,roundabout,True,False,16.228,"LINESTRING (71.9761225 22.3811598, 71.9761622 22.3811469, 71.9761864 22.381132, 71.9762123 22.3811063, 71.9762331 22.3810656)"
254031574,,unclassified,,False,True,220.305,"LINESTRING (71.9838595 22.3808361, 71.9837064 22.3811152, 71.9836417 22.3813177, 71.983587 22.3814833, 71.9836318 22.381741, 71.9836765 22.381902, 71.983786 22.3824081, 71.9837761 22.3827486)"
697460899,,unclassified,,False,True,344.58899999999994,"LINESTRING (71.9838595 22.3808361, 71.9835209 22.3808999, 71.9830507 22.3810158, 71.9823171 22.3812245, 71.9819472 22.3813289, 71.9814769 22.3815202, 71.9806913 22.3818231)"
254030709,,tertiary,,False,True,472.606,"LINESTRING (71.9806913 22.3818231, 71.9802613 22.3819173, 71.9797869 22.381946, 71.9794855 22.3818764, 71.9762331 22.3810656)"
697460899,,unclassified,,False,False,344.58899999999994,"LINESTRING (71.9806913 22.3818231, 71.9814769 22.3815202, 71.9819472 22.3813289, 71.9823171 22.3812245, 71.9830507 22.3810158, 71.9835209 22.3808999, 71.9838595 22.3808361)"
697460900,,tertiary,,False,False,147.922,"LINESTRING (71.9806913 22.3818231, 71.9814628 22.3827249, 71.9815924 22.3828598)"
697460900,,tertiary,,False,True,99.406,"LINESTRING (71.9822342 22.3835284, 71.9815924 22.3828598)"
697460898,,tertiary,,False,True,511.693,"LINESTRING (71.9822342 22.3835284, 71.9818824 22.3835928, 71.9812523 22.3837047, 71.979714 22.3843052, 71.9781125 22.3850736, 71.977648 22.3852508)"
697460900,,tertiary,,False,False,183.067,"LINESTRING (71.9822342 22.3835284, 71.9829391 22.3841269, 71.9834489 22.3844098, 71.9836618 22.3844877)"
254031574,,unclassified,,False,False,193.85,"LINESTRING (71.9836618 22.3844877, 71.9837561 22.3835445, 71.9837761 22.3827486)"
697460900,,tertiary,,False,True,183.067,"LINESTRING (71.9836618 22.3844877, 71.9834489 22.3844098, 71.9829391 22.3841269, 71.9822342 22.3835284)"
254031574,,unclassified,,False,False,220.30499999999998,"LINESTRING (71.9837761 22.3827486, 71.983786 22.3824081, 71.9836765 22.381902, 71.9836318 22.381741, 71.983587 22.3814833, 71.9836417 22.3813177, 71.9837064 22.3811152, 71.9838595 22.3808361)"
254031574,,unclassified,,False,True,193.85,"LINESTRING (71.9837761 22.3827486, 71.9837561 22.3835445, 71.9836618 22.3844877)"
254031575,,unclassified,,False,True,224.96699999999998,"LINESTRING (71.9837761 22.3827486, 71.9834569 22.3827816, 71.9825562 22.3828011, 71.9815924 22.3828598)"
697460900,,tertiary,,False,False,99.406,"LINESTRING (71.9815924 22.3828598, 71.9822342 22.3835284)"
254031575,,unclassified,,False,False,224.96699999999998,"LINESTRING (71.9815924 22.3828598, 71.9825562 22.3828011, 71.9834569 22.3827816, 71.9837761 22.3827486)"
697460900,,tertiary,,False,True,147.922,"LINESTRING (71.9815924 22.3828598, 71.9814628 22.3827249, 71.9806913 22.3818231)"
222425046,SH1;SH20,primary,,False,True,481.306,"LINESTRING (71.977648 22.3852508, 71.9770403 22.3836749, 71.9763472 22.3818609, 71.9761664 22.3812702, 71.9761225 22.3811598)"
697460898,,tertiary,,False,False,511.693,"LINESTRING (71.977648 22.3852508, 71.9781125 22.3850736, 71.979714 22.3843052, 71.9812523 22.3837047, 71.9818824 22.3835928, 71.9822342 22.3835284)"
