osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,access,junction
474802309,True,SH9,Cuddalore - Chittoor Road,primary,30,False,160.756,"LINESTRING (79.7628471 11.7569342, 79.7627147 11.7569577, 79.7624329 11.7569844, 79.7613758 11.7570468)",,,
164052065,False,,,tertiary,,False,167.917,"LINESTRING (79.7609984 11.7546858, 79.7598194 11.7556595)",,,
674536556,False,,,residential,,True,17.762,"LINESTRING (79.7609984 11.7546858, 79.7608648 11.7545941)",,,
164052065,False,,,tertiary,,True,143.374,"LINESTRING (79.7609984 11.7546858, 79.7614682 11.754402, 79.7619537 11.7541223, 79.7621402 11.7540472)",,,
239294008,False,NH32,,trunk,45,False,47.732,"LINESTRING (79.7634023 11.7572648, 79.7634571 11.7576907)",,,
819453940,True,NH32,,trunk,,False,49.032000000000004,"LINESTRING (79.7634023 11.7572648, 79.7634088 11.7571903, 79.7633387 11.7568306)",,,
239294008,False,NH32,,trunk,45,True,8.434,"LINESTRING (79.7636866 11.7594015, 79.7636687 11.7593277)",,,
239294008,False,NH32,,trunk,45,False,59.582,"LINESTRING (79.7636866 11.7594015, 79.763789 11.7597993, 79.7638211 11.7599209)",,,
262826289,False,,N kavarai St,residential,,False,217.60399999999998,"LINESTRING (79.7636866 11.7594015, 79.7640017 11.7593497, 79.7650815 11.7591909, 79.7656654 11.7591274)",,,
164052078,False,MDR1016,Beach Road,secondary,60,False,156.671,"LINESTRING (79.7635036 11.7534046, 79.7628836 11.7537037, 79.7622074 11.7540167)",2,,
164052078,False,MDR1016,Beach Road,secondary,60,True,189.627,"LINESTRING (79.7635036 11.7534046, 79.7638054 11.7532102, 79.7641163 11.7530252, 79.7649044 11.7523962)",2,,
164052078,False,MDR1016,Beach Road,secondary,60,True,8.064,"LINESTRING (79.7621402 11.7540472, 79.7622074 11.7540167)",2,,
474802311,True,NH32,,trunk,,False,191.93,"LINESTRING (79.7621402 11.7540472, 79.7627332 11.7556727)",2,,
164052065,False,,,tertiary,,False,143.374,"LINESTRING (79.7621402 11.7540472, 79.7619537 11.7541223, 79.7614682 11.754402, 79.7609984 11.7546858)",,,
189245091,False,,Bashyam St,tertiary,,False,39.847,"LINESTRING (79.7638684 11.7601001, 79.7635625 11.7602969)",,designated,
239294008,False,NH32,,trunk,45,True,20.581,"LINESTRING (79.7638684 11.7601001, 79.7638211 11.7599209)",,,
189245091,False,,Bashyam St,tertiary,,True,39.847,"LINESTRING (79.7635625 11.7602969, 79.7638684 11.7601001)",,designated,
"[262826285, 262826286]",False,,Akkar venkataraman,residential,,False,141.05,"LINESTRING (79.7635625 11.7602969, 79.7634479 11.7599964, 79.7634204 11.7599825, 79.7629633 11.7601389, 79.7625306 11.7602698)",,,
232421317,False,,,residential,,False,286.382,"LINESTRING (79.7662107 11.7554173, 79.7663973 11.7579863)",,,
258056703,False,,Avenue Road,tertiary,40,False,87.879,"LINESTRING (79.7662107 11.7554173, 79.7659675 11.7553806, 79.7655418 11.7553695, 79.7654065 11.7553668)",,,
232421317,False,,,residential,,True,286.382,"LINESTRING (79.7663973 11.7579863, 79.7662107 11.7554173)",,,
232421317,False,,,residential,,False,165.133,"LINESTRING (79.7663973 11.7579863, 79.7664064 11.7580523, 79.7664903 11.7594684)",,,
262826764,False,,Abdul Kaathar St,residential,,False,122.91,"LINESTRING (79.7663973 11.7579863, 79.7658147 11.7580781, 79.7657257 11.7585985)",,,
401953176,False,,,residential,,False,113.394,"LINESTRING (79.7663973 11.7579863, 79.7672839 11.7578104, 79.767418 11.7577829)",,,
232421317,False,,,residential,,True,99.083,"LINESTRING (79.7665328 11.7603585, 79.7664903 11.7594684)",,,
819425803,False,,,residential,,True,89.93,"LINESTRING (79.7665328 11.7603585, 79.7657105 11.760436)",,,
232421351,False,,,tertiary,,True,8.13,"LINESTRING (79.760153 11.7571333, 79.7601545 11.7572064)",,,
232421351,False,,,tertiary,,False,121.399,"LINESTRING (79.7602123 11.7582967, 79.7601545 11.7572064)",,,
232421351,False,,,tertiary,,True,38.397,"LINESTRING (79.7602123 11.7582967, 79.7602034 11.7586419)",,,
819425795,False,,,residential,,True,78.616,"LINESTRING (79.7602123 11.7582967, 79.7609311 11.7582285)",,,
232421351,False,,,tertiary,,False,41.362,"LINESTRING (79.7607113 11.760901, 79.7606096 11.7605426)",,,
164052065,False,,,tertiary,,True,59.967,"LINESTRING (79.7594137 11.7560243, 79.7598194 11.7556595)",,,
262826282,False,,,residential,,False,32.184,"LINESTRING (79.7590266 11.7597492, 79.7590679 11.7600358)",,,
262826282,False,,,residential,,True,25.762,"LINESTRING (79.7590266 11.7597492, 79.7589589 11.7595272)",,,
262826284,False,,Akkar chetty St,residential,,False,69.713,"LINESTRING (79.7615635 11.7591922, 79.7616837 11.759808)",,,
304476482,False,,1st cross road,residential,,False,57.447,"LINESTRING (79.7615635 11.7591922, 79.7620833 11.7591031)",,,
262826284,False,,Akkar chetty St,residential,,True,231.09699999999998,"LINESTRING (79.7615635 11.7591922, 79.7615162 11.7589043, 79.7614913 11.7584888, 79.7614434 11.7578625, 79.7613808 11.7571226)",,,
304476481,False,,,residential,,True,71.572,"LINESTRING (79.7615635 11.7591922, 79.7612764 11.7592465, 79.7609127 11.7592772)",,,
262826284,False,,Akkar chetty St,residential,,False,41.359,"LINESTRING (79.761769 11.7604414, 79.7618514 11.7608045)",,,
262826284,False,,Akkar chetty St,residential,,True,71.04,"LINESTRING (79.761769 11.7604414, 79.7616837 11.759808)",,,
262826286,False,,Akkar venkataraman,residential,,False,57.42,"LINESTRING (79.761769 11.7604414, 79.7612488 11.7605268)",,,
262826286,False,,Akkar venkataraman,residential,,True,85.09700000000001,"LINESTRING (79.761769 11.7604414, 79.7621077 11.7603737, 79.7625306 11.7602698)",,,
262826286,False,,Akkar venkataraman,residential,,True,57.42,"LINESTRING (79.7612488 11.7605268, 79.761769 11.7604414)",,,
819355302,False,,,residential,,False,68.23,"LINESTRING (79.7612488 11.7605268, 79.7611732 11.7602675, 79.7611102 11.7600572, 79.7610774 11.7599366)",,,
262826287,False,,,residential,,False,77.338,"LINESTRING (79.7623844 11.7596933, 79.7616837 11.759808)",,,
819355303,False,,,residential,,False,66.05,"LINESTRING (79.7623844 11.7596933, 79.7625306 11.7602698)",,,
"[819355304, 262826287]",False,,,residential,,True,145.719,"LINESTRING (79.7623844 11.7596933, 79.7626573 11.7596265, 79.7632618 11.7594271, 79.7636687 11.7593277)",,,
262826284,False,,Akkar chetty St,residential,,False,71.04,"LINESTRING (79.7616837 11.759808, 79.761769 11.7604414)",,,
262826284,False,,Akkar chetty St,residential,,True,69.713,"LINESTRING (79.7616837 11.759808, 79.7615635 11.7591922)",,,
262826287,False,,,residential,,True,77.338,"LINESTRING (79.7616837 11.759808, 79.7623844 11.7596933)",,,
262826287,False,,,residential,,False,67.536,"LINESTRING (79.7616837 11.759808, 79.761235 11.759901, 79.7610774 11.7599366)",,,
232421351,False,,,tertiary,,True,39.529,"LINESTRING (79.7605056 11.760202, 79.7606096 11.7605426)",,,
232421351,False,,,tertiary,,False,115.304,"LINESTRING (79.7605056 11.760202, 79.7603052 11.7597719, 79.7602293 11.759348, 79.7602393 11.7592145)",,,
262826287,False,,,residential,,True,69.149,"LINESTRING (79.7605056 11.760202, 79.7607355 11.7601242, 79.7608165 11.7600818, 79.7610774 11.7599366)",,,
239294008,False,NH32,,trunk,45,True,27.304,"LINESTRING (79.7635848 11.7588407, 79.7635585 11.7585965)",,,
304476482,False,,1st cross road,residential,,True,166.039,"LINESTRING (79.7635848 11.7588407, 79.7620833 11.7591031)",,,
239294008,False,NH32,,trunk,45,False,54.94,"LINESTRING (79.7635848 11.7588407, 79.7636241 11.7591114, 79.7636687 11.7593277)",,,
262826288,False,,S kavarai St,residential,,False,144.313,"LINESTRING (79.7635848 11.7588407, 79.763982 11.7588065, 79.7649023 11.7586982)",,,
262826288,False,,S kavarai St,residential,,True,90.32,"LINESTRING (79.7657257 11.7585985, 79.7649023 11.7586982)",,,
262826764,False,,Abdul Kaathar St,residential,,False,59.176,"LINESTRING (79.7657257 11.7585985, 79.7656654 11.7591274)",,,
262826764,False,,Abdul Kaathar St,residential,,True,122.91,"LINESTRING (79.7657257 11.7585985, 79.7658147 11.7580781, 79.7663973 11.7579863)",,,
239294008,False,NH32,,trunk,45,False,20.581,"LINESTRING (79.7638211 11.7599209, 79.7638684 11.7601001)",,,
239294008,False,NH32,,trunk,45,True,59.582,"LINESTRING (79.7638211 11.7599209, 79.763789 11.7597993, 79.7636866 11.7594015)",,,
262826290,False,,Bharadhidasan street,residential,,False,153.596,"LINESTRING (79.7638211 11.7599209, 79.7646144 11.7597569, 79.7652012 11.7596337)",,,
262826290,False,,Bharadhidasan street,residential,,False,95.9,"LINESTRING (79.7656125 11.7595411, 79.7664903 11.7594684)",,,
262826290,False,,Bharadhidasan street,residential,,True,45.943,"LINESTRING (79.7656125 11.7595411, 79.7652012 11.7596337)",,,
262826764,False,,Abdul Kaathar St,residential,,False,100.079,"LINESTRING (79.7656125 11.7595411, 79.7657105 11.760436)",,,
262826764,False,,Abdul Kaathar St,residential,,True,46.36,"LINESTRING (79.7656125 11.7595411, 79.7656654 11.7591274)",,,
232421317,False,,,residential,,False,99.083,"LINESTRING (79.7664903 11.7594684, 79.7665328 11.7603585)",,,
262826290,False,,Bharadhidasan street,residential,,True,95.9,"LINESTRING (79.7664903 11.7594684, 79.7656125 11.7595411)",,,
232421317,False,,,residential,,True,165.133,"LINESTRING (79.7664903 11.7594684, 79.7664064 11.7580523, 79.7663973 11.7579863)",,,
239294008,False,NH32,,trunk,45,False,54.809,"LINESTRING (79.7635058 11.7581063, 79.7635585 11.7585965)",,,
239294008,False,NH32,,trunk,45,True,46.515,"LINESTRING (79.7635058 11.7581063, 79.7634812 11.7578956, 79.7634571 11.7576907)",,,
"[262826763, 474802323]",False,,,residential,,False,214.09199999999998,"LINESTRING (79.7635058 11.7581063, 79.7647895 11.7580629, 79.7648194 11.7580722, 79.7648393 11.7580929, 79.7648475 11.7581281, 79.7649023 11.7586982)",,,
262826764,False,,Abdul Kaathar St,residential,,False,46.36,"LINESTRING (79.7656654 11.7591274, 79.7656125 11.7595411)",,,
262826764,False,,Abdul Kaathar St,residential,,True,59.176,"LINESTRING (79.7656654 11.7591274, 79.7657257 11.7585985)",,,
262826289,False,,N kavarai St,residential,,True,217.60399999999998,"LINESTRING (79.7656654 11.7591274, 79.7650815 11.7591909, 79.7640017 11.7593497, 79.7636866 11.7594015)",,,
