osmid,highway,oneway,reversed,length,lanes,ref,geometry,name
164315357,residential,False,True,9.625,,,"LINESTRING (76.5776299 28.8971896, 76.5776542 28.8972735)",
164315281,trunk,True,False,79.976,2,NH352,"LINESTRING (76.5776299 28.8971896, 76.5774511 28.8972399, 76.5773623 28.8972596, 76.5768261 28.8973295)",
164315357,residential,False,False,9.625,,,"LINESTRING (76.5776542 28.8972735, 76.5776299 28.8971896)",
164315279,trunk,True,False,134.918,2,NH352,"LINESTRING (76.5776542 28.8972735, 76.5778587 28.89722, 76.5780795 28.897183, 76.5786063 28.8971869, 76.5789091 28.8972221, 76.5790178 28.897256)",
164315745,residential,False,False,67.514,,,"LINESTRING (76.5776542 28.8972735, 76.5778491 28.8977031, 76.5778974 28.8977694, 76.577953 28.8978144)",
164315817,tertiary,False,False,10.135,2,,"LINESTRING (76.582227 28.8973449, 76.5822663 28.8974293)",
125909317,primary,True,False,41.384,2,SH18,"LINESTRING (76.582227 28.8973449, 76.5819101 28.8973379, 76.581802 28.8973372)",
164315276,trunk,False,True,54.645,2,NH352,"LINESTRING (76.5813003 28.8973434, 76.581259 28.8968533)",
164315277,trunk,False,False,8.684,,NH352,"LINESTRING (76.5813003 28.8973434, 76.5812959 28.8974214)",
164315281,trunk,True,False,110.83200000000001,2,NH352,"LINESTRING (76.5813003 28.8973434, 76.5812169 28.8973496, 76.5802863 28.8974398, 76.5801693 28.8974563)",
164315281,trunk,True,False,33.627,2,NH352,"LINESTRING (76.5764821 28.8973589, 76.5761447 28.8974237)",
1046481928,residential,False,True,65.958,,,"LINESTRING (76.5764821 28.8973589, 76.5764352 28.897021, 76.5764165 28.8968942, 76.5763991 28.8967702)",
164315277,trunk,False,True,8.684,,NH352,"LINESTRING (76.5812959 28.8974214, 76.5813003 28.8973434)",
164315291,primary,True,False,94.542,2,SH18,"LINESTRING (76.5812959 28.8974214, 76.5819048 28.8974216, 76.5822315 28.8974229, 76.5822663 28.8974293)",
164315763,residential,False,True,46.394,,,"LINESTRING (76.5812959 28.8974214, 76.581285 28.8977012, 76.5812774 28.8977677, 76.5812656 28.8977978, 76.5812472 28.8978329)",
164315768,residential,False,True,8.264,,,"LINESTRING (76.5795613 28.8974753, 76.5794842 28.8975064)",
164315281,trunk,True,False,58.13099999999999,2,NH352,"LINESTRING (76.5795613 28.8974753, 76.5795062 28.8974464, 76.5792705 28.8972557, 76.5792374 28.8972457, 76.579071 28.897193)",
164315768,residential,False,False,8.264,,,"LINESTRING (76.5794842 28.8975064, 76.5795613 28.8974753)",
164315279,trunk,True,False,21.464,2,NH352,"LINESTRING (76.5794842 28.8975064, 76.5795028 28.8975159, 76.5795953 28.897563, 76.5796868 28.8975709)",
164315768,residential,False,True,133.987,,,"LINESTRING (76.5794842 28.8975064, 76.5790782 28.8976604, 76.5790452 28.8976714, 76.5787371 28.8977745, 76.5786024 28.8978057, 76.5784176 28.8978484, 76.5783922 28.8978501, 76.57818 28.897864)",
1088651287,residential,False,False,47.626,,,"LINESTRING (76.5796868 28.8975709, 76.5797762 28.897992)",
164315279,trunk,True,False,157.536,2,NH352,"LINESTRING (76.5796868 28.8975709, 76.57984 28.8975564, 76.5803128 28.8975055, 76.5811986 28.8974285, 76.5812959 28.8974214)",
164315784,residential,False,True,5.327,,,"LINESTRING (76.5852368 28.896684, 76.585243 28.8967316)",
