osmid,oneway,highway,reversed,length,ref,name,geometry,lanes,maxspeed,access,tunnel
167948774,False,residential,True,157.76899999999998,,,"LINESTRING (76.4776766 13.2594185, 76.4775696 13.2590677, 76.4774982 13.2587747, 76.4774298 13.2584988, 76.4773384 13.2581696, 76.4772986 13.2580487)",2,20,yes,
167571144,False,residential,False,47.756,,,"LINESTRING (76.4768917 13.2565873, 76.4773323 13.2565643)",,20,yes,
167571144,False,residential,True,66.734,,,"LINESTRING (76.4768917 13.2565873, 76.4762785 13.2566501)",,20,yes,
167948774,False,residential,False,168.529,,,"LINESTRING (76.4768917 13.2565873, 76.4770761 13.2572036, 76.4771833 13.2575691, 76.477237 13.2578615, 76.4772986 13.2580487)",2,20,yes,
167948880,False,residential,True,108.478,,,"LINESTRING (76.4782133 13.2578563, 76.4781741 13.2577096, 76.4781251 13.2575284, 76.4780543 13.2571561, 76.4779999 13.2569036)",2,20,yes,
167948893,False,residential,False,55.641000000000005,,,"LINESTRING (76.4782133 13.2578563, 76.477922 13.257908, 76.477713 13.2579683)",1,20,yes,
167571144,False,residential,True,7.56,,,"LINESTRING (76.4779408 13.2565112, 76.4778713 13.256518)",,20,yes,
167948880,False,residential,False,44.114,,,"LINESTRING (76.4779408 13.2565112, 76.4779869 13.2568433, 76.4779999 13.2569036)",2,20,yes,
167948893,False,residential,True,45.733,,,"LINESTRING (76.4772986 13.2580487, 76.477713 13.2579683)",1,20,yes,
167948774,False,residential,False,157.769,,,"LINESTRING (76.4772986 13.2580487, 76.4773384 13.2581696, 76.4774298 13.2584988, 76.4774982 13.2587747, 76.4775696 13.2590677, 76.4776766 13.2594185)",2,20,yes,
167948774,False,residential,True,168.529,,,"LINESTRING (76.4772986 13.2580487, 76.477237 13.2578615, 76.4771833 13.2575691, 76.4770761 13.2572036, 76.4768917 13.2565873)",2,20,yes,
167948893,False,residential,False,41.253,,,"LINESTRING (76.4772986 13.2580487, 76.4770905 13.2580751, 76.4769228 13.2581091)",1,20,yes,
167948893,False,residential,False,45.733,,,"LINESTRING (76.477713 13.2579683, 76.4772986 13.2580487)",1,20,yes,
167948695,False,residential,False,161.482,,,"LINESTRING (76.477713 13.2579683, 76.4776967 13.2579184, 76.4775572 13.2574067, 76.4774607 13.2570203, 76.4773323 13.2565643)",2,20,yes,
167948695,False,residential,True,154.458,,,"LINESTRING (76.477713 13.2579683, 76.4777718 13.2581482, 76.4778791 13.2585763, 76.4780824 13.2593097)",2,20,yes,
167948893,False,residential,True,55.641000000000005,,,"LINESTRING (76.477713 13.2579683, 76.477922 13.257908, 76.4782133 13.2578563)",1,20,yes,
167947782,False,trunk,False,46.169,NH73,Bengaluru Honnavara Road,"LINESTRING (76.4772567 13.2594917, 76.4776766 13.2594185)",,,,
167947782,False,trunk,True,82.298,NH73,Bengaluru Honnavara Road,"LINESTRING (76.4772567 13.2594917, 76.4765082 13.2596221)",,,,
1012335097,False,residential,False,223.705,,,"LINESTRING (76.4772567 13.2594917, 76.4777237 13.2614515)",,,,
167949060,False,residential,True,158.14299999999997,,,"LINESTRING (76.4772567 13.2594917, 76.4772209 13.25924, 76.4771672 13.2590363, 76.477112 13.2588113, 76.4770492 13.2585925, 76.477001 13.2583628, 76.4769228 13.2581091)",,20,yes,
167948893,False,residential,False,59.849999999999994,,,"LINESTRING (76.4769228 13.2581091, 76.4768223 13.2581325, 76.4765916 13.2581691, 76.4763768 13.2581904)",1,20,yes,
167948893,False,residential,True,41.253,,,"LINESTRING (76.4769228 13.2581091, 76.4770905 13.2580751, 76.4772986 13.2580487)",1,20,yes,
167949060,False,residential,False,158.14299999999997,,,"LINESTRING (76.4769228 13.2581091, 76.477001 13.2583628, 76.4770492 13.2585925, 76.477112 13.2588113, 76.4771672 13.2590363, 76.4772209 13.25924, 76.4772567 13.2594917)",,20,yes,
150785081,False,residential,False,18.695,,Railway Station Road,"LINESTRING (76.4761861 13.256046, 76.4762218 13.2562105)",2,30,yes,
168967235,False,residential,False,40.884,,,"LINESTRING (76.4730245 13.2625549, 76.472649 13.262595)",2,30,yes,
168967235,False,residential,True,35.972,,,"LINESTRING (76.4730245 13.2625549, 76.4733554 13.2625245)",2,30,yes,
1010877246,False,residential,True,112.28,,,"LINESTRING (76.4730245 13.2625549, 76.4729579 13.261968, 76.4729447 13.2619151, 76.4729252 13.2618916, 76.4729002 13.2618823, 76.4725846 13.2619118)",,,,
168967235,False,residential,True,40.999,,,"LINESTRING (76.4719219 13.2626541, 76.4723003 13.2626368)",2,30,yes,
168968427,False,residential,False,30.444,,,"LINESTRING (76.4719219 13.2626541, 76.4718898 13.2623821)",,20,yes,
168968427,False,residential,True,42.769,,,"LINESTRING (76.4719219 13.2626541, 76.4719463 13.263038)",,20,yes,
168967235,False,residential,False,150.204,,,"LINESTRING (76.4719219 13.2626541, 76.4715493 13.2627168, 76.4708787 13.2627794, 76.4705468 13.2628305)",2,30,yes,
168967813,False,residential,True,89.9,,,"LINESTRING (76.4705014 13.2622601, 76.469676 13.2623508)",,30,yes,
168968290,False,residential,False,30.041,,,"LINESTRING (76.4705014 13.2622601, 76.4705209 13.2625296)",,20,yes,
168967813,False,residential,False,147.747,,,"LINESTRING (76.4705014 13.2622601, 76.4711303 13.2621884, 76.4718579 13.2621111)",,30,yes,
1213773634,False,residential,True,79.298,,,"LINESTRING (76.4705014 13.2622601, 76.4704169 13.2617714, 76.4703918 13.2615552)",,,,
168967813,False,residential,True,40.513,,,"LINESTRING (76.4722306 13.2620772, 76.4718579 13.2621111)",,30,yes,
1010876007,False,residential,False,11.729,,,"LINESTRING (76.4722306 13.2620772, 76.4722214 13.2619721)",,,,
1010876007,False,residential,True,62.68,,,"LINESTRING (76.4722306 13.2620772, 76.4723003 13.2626368)",,,,
168967813,False,residential,False,40.513,,,"LINESTRING (76.4718579 13.2621111, 76.4722306 13.2620772)",,30,yes,
168968427,False,residential,True,30.331,,,"LINESTRING (76.4718579 13.2621111, 76.4718898 13.2623821)",,20,yes,
168967813,False,residential,True,147.747,,,"LINESTRING (76.4718579 13.2621111, 76.4711303 13.2621884, 76.4705014 13.2622601)",,30,yes,
168968427,False,residential,False,79.195,,,"LINESTRING (76.4718579 13.2621111, 76.4718096 13.2617277, 76.471777 13.2614033)",,20,yes,
168967971,False,residential,True,18.455,,,"LINESTRING (76.4702834 13.2606673, 76.4702541 13.2605038)",,20,yes,
168967435,False,residential,False,86.13700000000001,,Service Road,"LINESTRING (76.4702834 13.2606673, 76.469948 13.2607222, 76.4695779 13.2607692, 76.4694966 13.260783)",,30,yes,
168967971,False,residential,False,56.44199999999999,,,"LINESTRING (76.4702834 13.2606673, 76.4703239 13.2609632, 76.4703486 13.2611709)",,20,yes,
168967971,False,residential,True,42.987,,,"LINESTRING (76.4703918 13.2615552, 76.4703486 13.2611709)",,20,yes,
168968265,False,residential,True,85.075,,,"LINESTRING (76.4703918 13.2615552, 76.4696127 13.2616568)",,20,yes,
168968265,False,residential,False,150.895,,,"LINESTRING (76.4703918 13.2615552, 76.4707983 13.2615159, 76.4712328 13.2614636, 76.4716614 13.2614104, 76.471777 13.2614033)",,20,yes,
1213773634,False,residential,False,79.298,,,"LINESTRING (76.4703918 13.2615552, 76.4704169 13.2617714, 76.4705014 13.2622601)",,,,
167947782,False,trunk,True,72.662,NH73,Bengaluru Honnavara Road,"LINESTRING (76.4702541 13.2605038, 76.4695859 13.2605672)",,,,
168967971,False,residential,False,18.455,,,"LINESTRING (76.4702541 13.2605038, 76.4702834 13.2606673)",,20,yes,
1013237074,False,residential,True,54.357,,,"LINESTRING (76.4702541 13.2605038, 76.4701135 13.2600345)",,,,
167947782,False,trunk,False,63.049,NH73,Bengaluru Honnavara Road,"LINESTRING (76.4702541 13.2605038, 76.4705403 13.2604921, 76.4708358 13.2604739)",,,,
168967235,False,residential,True,87.607,,,"LINESTRING (76.4697422 13.2629167, 76.4705468 13.2628305)",2,30,yes,
168968018,False,residential,True,34.185,,,"LINESTRING (76.4697422 13.2629167, 76.4697107 13.2626108)",,30,yes,
168968265,False,residential,False,85.075,,,"LINESTRING (76.4696127 13.2616568, 76.4703918 13.2615552)",,20,yes,
168968018,False,residential,False,77.488,,,"LINESTRING (76.4696127 13.2616568, 76.4696342 13.261944, 76.4696659 13.2622145, 76.469676 13.2623508)",,30,yes,
168968018,False,residential,True,48.022999999999996,,,"LINESTRING (76.4696127 13.2616568, 76.4695854 13.2614783, 76.4695512 13.2612291)",,30,yes,
168967813,False,residential,False,89.9,,,"LINESTRING (76.469676 13.2623508, 76.4705014 13.2622601)",,30,yes,
168968018,False,residential,False,29.154,,,"LINESTRING (76.469676 13.2623508, 76.4697107 13.2626108)",,30,yes,
168968018,False,residential,True,77.488,,,"LINESTRING (76.469676 13.2623508, 76.4696659 13.2622145, 76.4696342 13.261944, 76.4696127 13.2616568)",,30,yes,
168967435,False,residential,True,86.137,,Service Road,"LINESTRING (76.4694966 13.260783, 76.4695779 13.2607692, 76.469948 13.2607222, 76.4702834 13.2606673)",,30,yes,
168968018,False,residential,False,49.96,,,"LINESTRING (76.4694966 13.260783, 76.4695269 13.2610564, 76.4695512 13.2612291)",,30,yes,
167947782,False,trunk,False,11.223,NH73,Bengaluru Honnavara Road,"LINESTRING (76.471648 13.2604113, 76.4717512 13.2604014)",,,,
167947782,False,trunk,True,22.789,NH73,Bengaluru Honnavara Road,"LINESTRING (76.471648 13.2604113, 76.4714393 13.2604385)",,,,
168968427,False,residential,True,111.215,,,"LINESTRING (76.471648 13.2604113, 76.4717101 13.2608086, 76.4717555 13.2611788, 76.471777 13.2614033)",,20,yes,
1010876006,False,residential,False,27.197,,,"LINESTRING (76.471777 13.2614033, 76.4720275 13.2613839)",,,,
168968265,False,residential,True,150.89499999999998,,,"LINESTRING (76.471777 13.2614033, 76.4716614 13.2614104, 76.4712328 13.2614636, 76.4707983 13.2615159, 76.4703918 13.2615552)",,20,yes,
168968427,False,residential,False,111.215,,,"LINESTRING (76.471777 13.2614033, 76.4717555 13.2611788, 76.4717101 13.2608086, 76.471648 13.2604113)",,20,yes,
168968427,False,residential,True,79.195,,,"LINESTRING (76.471777 13.2614033, 76.4718096 13.2617277, 76.4718579 13.2621111)",,20,yes,
168967235,False,residential,False,87.607,,,"LINESTRING (76.4705468 13.2628305, 76.4697422 13.2629167)",2,30,yes,
168968290,False,residential,True,33.576,,,"LINESTRING (76.4705468 13.2628305, 76.4705209 13.2625296)",,20,yes,
168967235,False,residential,True,150.204,,,"LINESTRING (76.4705468 13.2628305, 76.4708787 13.2627794, 76.4715493 13.2627168, 76.4719219 13.2626541)",2,30,yes,
168968290,False,residential,False,33.576,,,"LINESTRING (76.4705209 13.2625296, 76.4705468 13.2628305)",,20,yes,
168968290,False,residential,True,30.041,,,"LINESTRING (76.4705209 13.2625296, 76.4705014 13.2622601)",,20,yes,
1013284476,False,residential,False,88.151,,,"LINESTRING (76.4705209 13.2625296, 76.4697107 13.2626108)",,,,
1013284476,False,residential,True,149.06,,,"LINESTRING (76.4705209 13.2625296, 76.4718898 13.2623821)",,,,
253989050,False,tertiary,False,38.897,,,"LINESTRING (76.4722123 13.2587929, 76.4721929 13.2591422)",,,,
253989050,False,tertiary,True,25.992,,,"LINESTRING (76.4722123 13.2587929, 76.4720031 13.2586781)",,,,
1013272940,False,residential,False,35.637,,,"LINESTRING (76.4722123 13.2587929, 76.4722495 13.2588241, 76.4722828 13.2588382, 76.4725119 13.2589195)",,,,
1013272940,False,residential,True,70.32600000000001,,,"LINESTRING (76.4722123 13.2587929, 76.4722615 13.2587899, 76.4722946 13.2587736, 76.4723088 13.2587508, 76.4723951 13.2582359)",,,,
167947782,False,trunk,False,136.886,NH73,Bengaluru Honnavara Road,"LINESTRING (76.4721409 13.260358, 76.4733972 13.2602158)",,,,
167947782,False,trunk,True,42.453,NH73,Bengaluru Honnavara Road,"LINESTRING (76.4721409 13.260358, 76.4717512 13.2604014)",,,,
253989050,False,tertiary,True,67.151,,,"LINESTRING (76.4721409 13.260358, 76.4721402 13.2597541)",,,,
253989052,False,tertiary,False,27.059,,,"LINESTRING (76.4716351 13.2543677, 76.4716183 13.2546105)",,,,
253989052,False,tertiary,True,23.514,,,"LINESTRING (76.4716351 13.2543677, 76.4715869 13.2541615)",,,,
878579990,False,residential,False,114.008,,,"LINESTRING (76.4716351 13.2543677, 76.4726878 13.2543314)",,,,
253989050,False,tertiary,False,67.151,,,"LINESTRING (76.4721402 13.2597541, 76.4721409 13.260358)",,,,
253989050,False,tertiary,True,68.279,,,"LINESTRING (76.4721402 13.2597541, 76.4721929 13.2591422)",,,,
1013265217,False,residential,False,41.539,,,"LINESTRING (76.4721402 13.2597541, 76.4717576 13.2597246)",,,,
253989050,False,tertiary,False,25.992,,,"LINESTRING (76.4720031 13.2586781, 76.4722123 13.2587929)",,,,
253989050,False,tertiary,True,37.243,,,"LINESTRING (76.4720031 13.2586781, 76.4720428 13.2583454)",,,,
1013265215,False,residential,False,40.440000000000005,,,"LINESTRING (76.4720031 13.2586781, 76.4719087 13.2587127, 76.4718446 13.2587844, 76.4718104 13.2588894, 76.4717962 13.2589481)",,,,
253989052,False,tertiary,True,28.876,,,"LINESTRING (76.471564 13.2553938, 76.4715819 13.2551347)",,,,
253989051,False,tertiary,True,120.097,,,"LINESTRING (76.471564 13.2553938, 76.4714715 13.2554616, 76.4710893 13.2555296, 76.470733 13.2555491, 76.470581 13.2555204, 76.4704957 13.2554829)",,,,
"[253989050, 253989052, 253989054]",False,tertiary,False,207.69799999999998,,,"LINESTRING (76.471564 13.2553938, 76.4718604 13.2557228, 76.4719194 13.2557828, 76.4719569 13.2558611, 76.4720723 13.2562371, 76.4722037 13.2567148, 76.4722288 13.2570879)",,,,yes
758400522,False,tertiary,False,134.398,,,"LINESTRING (76.471564 13.2553938, 76.471678 13.2553625, 76.4718229 13.2553442, 76.4721689 13.2553076, 76.4727107 13.2552868, 76.4727976 13.2552846)",,,,
253989050,False,tertiary,False,37.243,,,"LINESTRING (76.4720428 13.2583454, 76.4720031 13.2586781)",,,,
1013266240,False,residential,False,42.89,,,"LINESTRING (76.4720428 13.2583454, 76.4716564 13.2582598)",,,,
253989050,False,tertiary,True,54.491,,,"LINESTRING (76.4720428 13.2583454, 76.472134 13.2579575, 76.4721449 13.257866)",,,,
758400522,False,tertiary,True,57.345,,,"LINESTRING (76.4749624 13.2552136, 76.4744326 13.2552189)",,,,
758400523,False,residential,True,54.059,,,"LINESTRING (76.4749624 13.2552136, 76.4749865 13.254728)",,,,
758400523,False,residential,False,54.059,,,"LINESTRING (76.4749865 13.254728, 76.4749624 13.2552136)",,,,
878579985,False,residential,False,55.618,,,"LINESTRING (76.4749865 13.254728, 76.4755003 13.2547194)",,,,
758400522,False,tertiary,False,57.345,,,"LINESTRING (76.4744326 13.2552189, 76.4749624 13.2552136)",,,,
758400522,False,tertiary,True,140.712,,,"LINESTRING (76.4744326 13.2552189, 76.4740115 13.2552371, 76.4734966 13.2552763, 76.4731345 13.2552763)",,,,
758400522,False,tertiary,False,140.712,,,"LINESTRING (76.4731345 13.2552763, 76.4734966 13.2552763, 76.4740115 13.2552371, 76.4744326 13.2552189)",,,,
758400522,False,tertiary,True,36.476,,,"LINESTRING (76.4731345 13.2552763, 76.4728342 13.2552837, 76.4727976 13.2552846)",,,,
253989052,False,tertiary,False,23.514,,,"LINESTRING (76.4715869 13.2541615, 76.4716351 13.2543677)",,,,
758400527,False,residential,False,118.016,,,"LINESTRING (76.4715869 13.2541615, 76.4726747 13.2540885)",,,,
878579978,False,residential,True,24.762,,,"LINESTRING (76.4726878 13.2543314, 76.4727124 13.2545528)",,,,
878579990,False,residential,True,114.008,,,"LINESTRING (76.4726878 13.2543314, 76.4716351 13.2543677)",,,,
1014033153,False,residential,False,27.046,,,"LINESTRING (76.4726878 13.2543314, 76.4726747 13.2540885)",,,,
878579978,False,residential,False,24.762,,,"LINESTRING (76.4727124 13.2545528, 76.4726878 13.2543314)",,,,
878579978,False,residential,True,27.122,,,"LINESTRING (76.4727124 13.2545528, 76.4727352 13.2547957)",,,,
878579991,False,residential,True,118.591,,,"LINESTRING (76.4727124 13.2545528, 76.4716183 13.2546105)",,,,
878579978,False,residential,False,27.122,,,"LINESTRING (76.4727352 13.2547957, 76.4727124 13.2545528)",,,,
878579978,False,residential,True,28.591,,,"LINESTRING (76.4727352 13.2547957, 76.4727721 13.2550503)",,,,
878579992,False,residential,True,123.173,,,"LINESTRING (76.4727352 13.2547957, 76.4721984 13.2548325, 76.4716 13.2548739)",,,,
878579982,False,residential,True,42.222,,,"LINESTRING (76.4765864 13.2543215, 76.4765891 13.2547012)",,,,
878579983,False,residential,True,119.561,,,"LINESTRING (76.4765864 13.2543215, 76.4754822 13.2543526)",,,,
878579983,False,residential,False,85.618,,,"LINESTRING (76.4765864 13.2543215, 76.4772624 13.2543025, 76.4773759 13.2542859)",,,,
878579982,False,residential,False,42.222,,,"LINESTRING (76.4765891 13.2547012, 76.4765864 13.2543215)",,,,
878579985,False,residential,False,163.553,,,"LINESTRING (76.4765891 13.2547012, 76.4781 13.2546759)",,,,
878579985,False,residential,True,117.861,,,"LINESTRING (76.4765891 13.2547012, 76.4755003 13.2547194)",,,,
150785080,False,tertiary,False,54.512,,,"LINESTRING (76.4773759 13.2542859, 76.477455 13.2543161, 76.4777732 13.2544731, 76.4778257 13.2545051)",,,,
150785080,False,tertiary,True,55.031000000000006,,,"LINESTRING (76.4773759 13.2542859, 76.476949 13.2541226, 76.4769026 13.2541051)",,,,
878579983,False,residential,True,85.618,,,"LINESTRING (76.4773759 13.2542859, 76.4772624 13.2543025, 76.4765864 13.2543215)",,,,
878579983,False,residential,False,119.561,,,"LINESTRING (76.4754822 13.2543526, 76.4765864 13.2543215)",,,,
878579984,False,residential,True,40.833,,,"LINESTRING (76.4754822 13.2543526, 76.4755003 13.2547194)",,,,
878579984,False,residential,False,40.833,,,"LINESTRING (76.4755003 13.2547194, 76.4754822 13.2543526)",,,,
878579985,False,residential,False,117.861,,,"LINESTRING (76.4755003 13.2547194, 76.4765891 13.2547012)",,,,
878579985,False,residential,True,55.618,,,"LINESTRING (76.4755003 13.2547194, 76.4749865 13.254728)",,,,
878579985,False,residential,True,163.553,,,"LINESTRING (76.4781 13.2546759, 76.4765891 13.2547012)",,,,
150785080,False,tertiary,True,35.246,,,"LINESTRING (76.4781 13.2546759, 76.4779961 13.254609, 76.4778257 13.2545051)",,,,
253989052,False,tertiary,False,29.356,,,"LINESTRING (76.4716183 13.2546105, 76.4716 13.2548739)",,,,
253989052,False,tertiary,True,27.059,,,"LINESTRING (76.4716183 13.2546105, 76.4716351 13.2543677)",,,,
878579991,False,residential,False,118.591,,,"LINESTRING (76.4716183 13.2546105, 76.4727124 13.2545528)",,,,
1012341034,False,residential,True,119.459,,,"LINESTRING (76.4716183 13.2546105, 76.4715328 13.2545705, 76.4714956 13.2545597, 76.4714583 13.2545542, 76.4705303 13.2546414)",,,,
253989052,False,tertiary,True,29.356,,,"LINESTRING (76.4716 13.2548739, 76.4716183 13.2546105)",,,,
1012341035,False,residential,True,115.8,,,"LINESTRING (76.4716 13.2548739, 76.4705375 13.2549963)",,,,
253989052,False,tertiary,False,29.066000000000003,,,"LINESTRING (76.4716 13.2548739, 76.4715846 13.2550964, 76.4715819 13.2551347)",,,,
878579992,False,residential,False,123.173,,,"LINESTRING (76.4716 13.2548739, 76.4721984 13.2548325, 76.4727352 13.2547957)",,,,
150785080,False,tertiary,False,55.031000000000006,,,"LINESTRING (76.4769026 13.2541051, 76.476949 13.2541226, 76.4773759 13.2542859)",,,,
167948880,False,residential,False,108.478,,,"LINESTRING (76.4779999 13.2569036, 76.4780543 13.2571561, 76.4781251 13.2575284, 76.4781741 13.2577096, 76.4782133 13.2578563)",2,20,yes,
167948880,False,residential,True,44.114,,,"LINESTRING (76.4779999 13.2569036, 76.4779869 13.2568433, 76.4779408 13.2565112)",2,20,yes,
1010877247,False,residential,False,76.288,,,"LINESTRING (76.4725846 13.2619118, 76.472649 13.262595)",,,,
1010877246,False,residential,False,112.28,,,"LINESTRING (76.4725846 13.2619118, 76.4729002 13.2618823, 76.4729252 13.2618916, 76.4729447 13.2619151, 76.4729579 13.261968, 76.4730245 13.2625549)",,,,
1010877246,False,residential,True,39.877,,,"LINESTRING (76.4725846 13.2619118, 76.4723094 13.2619572, 76.4722214 13.2619721)",,,,
168967235,False,residential,True,40.884,,,"LINESTRING (76.472649 13.262595, 76.4730245 13.2625549)",2,30,yes,
1010877247,False,residential,True,76.288,,,"LINESTRING (76.472649 13.262595, 76.4725846 13.2619118)",,,,
168967235,False,residential,False,38.025,,,"LINESTRING (76.472649 13.262595, 76.4725846 13.2626019, 76.4723003 13.2626368)",2,30,yes,
1010876005,False,residential,False,20.061999999999998,,,"LINESTRING (76.4733275 13.2612314, 76.4733469 13.2611994, 76.473338 13.2610564)",,,,
1010876006,False,residential,True,142.112,,,"LINESTRING (76.4733275 13.2612314, 76.4733083 13.2612444, 76.473282 13.261254, 76.4720275 13.2613839)",,,,
1011043903,False,residential,False,49.286,,,"LINESTRING (76.4733275 13.2612314, 76.4734956 13.261277, 76.4735526 13.2613117, 76.4736043 13.261355, 76.4736524 13.2613828, 76.4736959 13.2614005, 76.4737382 13.2614025)",,,,
1010876006,False,residential,True,27.197,,,"LINESTRING (76.4720275 13.2613839, 76.471777 13.2614033)",,,,
1010876005,False,residential,True,172.968,,,"LINESTRING (76.4720275 13.2613839, 76.4720211 13.2611683, 76.4720389 13.26112, 76.4720733 13.2611021, 76.473274 13.2610184, 76.4732941 13.261018, 76.4733232 13.2610336, 76.473338 13.2610564)",,,,
1010876006,False,residential,False,142.112,,,"LINESTRING (76.4720275 13.2613839, 76.473282 13.261254, 76.4733083 13.2612444, 76.4733275 13.2612314)",,,,
1011043902,False,residential,False,35.214,,,"LINESTRING (76.473338 13.2610564, 76.4736616 13.2610235)",,,,
1010876005,False,residential,False,172.968,,,"LINESTRING (76.473338 13.2610564, 76.4733232 13.2610336, 76.4732941 13.261018, 76.473274 13.2610184, 76.4720733 13.2611021, 76.4720389 13.26112, 76.4720211 13.2611683, 76.4720275 13.2613839)",,,,
1010876005,False,residential,True,20.061999999999998,,,"LINESTRING (76.473338 13.2610564, 76.4733469 13.2611994, 76.4733275 13.2612314)",,,,
168967235,False,residential,False,40.999,,,"LINESTRING (76.4723003 13.2626368, 76.4719219 13.2626541)",2,30,yes,
1010876007,False,residential,False,62.68,,,"LINESTRING (76.4723003 13.2626368, 76.4722306 13.2620772)",,,,
168967235,False,residential,True,38.025,,,"LINESTRING (76.4723003 13.2626368, 76.4725846 13.2626019, 76.472649 13.262595)",2,30,yes,
1010876007,False,residential,True,11.729,,,"LINESTRING (76.4722214 13.2619721, 76.4722306 13.2620772)",,,,
1010876007,False,residential,False,199.10700000000003,,,"LINESTRING (76.4722214 13.2619721, 76.4722279 13.2617134, 76.4722479 13.2616652, 76.4723069 13.2616488, 76.472826 13.2615855, 76.4737576 13.2614985)",,,,
1010877246,False,residential,False,39.877,,,"LINESTRING (76.4722214 13.2619721, 76.4723094 13.2619572, 76.4725846 13.2619118)",,,,
