osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,access
1010506672,True,SH16,Aluva - Munnar Road,primary,80,False,17.012,"LINESTRING (76.47358 10.11506, 76.47343 10.1151)",,
1010506673,True,,,residential,,False,7.487,"LINESTRING (76.47358 10.11506, 76.4736003 10.1151243)",,
1010545517,False,,kuzhuppally kaav road,tertiary,,False,73.45599999999999,"LINESTRING (76.47499 10.11497, 76.4748751 10.1152472, 76.4746498 10.1155323)",,
1010545518,True,SH16,Aluva - Munnar Road,primary,80,False,50.2,"LINESTRING (76.47499 10.11497, 76.47504 10.11493, 76.4751 10.11485, 76.4751625 10.114789, 76.4752294 10.1147419, 76.475307 10.1146481)",,
1010545519,True,SH16,Aluva - Munnar Road,primary,80,False,18.837,"LINESTRING (76.47343 10.1151, 76.4736003 10.1151243)",,
138890850,False,,CM Road,residential,,True,156.868,"LINESTRING (76.479263 10.1114404, 76.4786732 10.111589, 76.4785143 10.1116118, 76.4778766 10.1117926)",,
1010545516,False,SH1,MC Road,primary,50,False,160.67,"LINESTRING (76.479263 10.1114404, 76.4792528 10.111783, 76.4792394 10.1120004, 76.4791948 10.1122446, 76.4791164 10.1124721, 76.4790405 10.1126264, 76.4789349 10.1128255)",2,yes
1010545516,False,SH1,MC Road,primary,50,True,81.964,"LINESTRING (76.479263 10.1114404, 76.4792878 10.1112745, 76.4793199 10.111103, 76.4793718 10.1109502, 76.479487 10.1107456)",2,yes
30921625,True,SH16,Aluva - Munnar Road,primary,80,False,194.983,"LINESTRING (76.475307 10.1146481, 76.4751785 10.1146836, 76.475092 10.1147174, 76.4749258 10.1147752, 76.4747775 10.1148161, 76.4745452 10.114881, 76.47377 10.11504, 76.47358 10.11506)",,
622945716,False,,Perumbavoor-Puthencruz road,secondary,,False,49.45099999999999,"LINESTRING (76.475307 10.1146481, 76.4753676 10.1143214, 76.4753796 10.1142094)",,
1010545507,False,SH16,Aluva - Munnar Road,primary,80,True,107.321,"LINESTRING (76.475307 10.1146481, 76.4759038 10.1145406, 76.4762756 10.1145036)",,
30921555,False,SH16,Aluva - Munnar Road,primary,80,True,121.495,"LINESTRING (76.4762756 10.1145036, 76.4764878 10.1145337, 76.4773806 10.1146019)",,
138890706,False,,pp road,residential,,False,170.34199999999998,"LINESTRING (76.4762756 10.1145036, 76.4760879 10.1143774, 76.4760145 10.1143281, 76.4758858 10.1141592, 76.4758621 10.1140983, 76.4756819 10.1136353, 76.4755601 10.1132666, 76.475541 10.1132088)",,
1010545507,False,SH16,Aluva - Munnar Road,primary,80,False,107.321,"LINESTRING (76.4762756 10.1145036, 76.4759038 10.1145406, 76.475307 10.1146481)",,
1010545516,False,SH1,MC Road,primary,50,False,9.815,"LINESTRING (76.4789349 10.1128255, 76.4788845 10.1128985)",2,yes
497652519,False,,,residential,,False,109.64699999999999,"LINESTRING (76.4789349 10.1128255, 76.4792354 10.1128881, 76.4795717 10.1129404, 76.4799162 10.1130207)",,
1010545516,False,SH1,MC Road,primary,50,True,160.67000000000002,"LINESTRING (76.4789349 10.1128255, 76.4790405 10.1126264, 76.4791164 10.1124721, 76.4791948 10.1122446, 76.4792394 10.1120004, 76.4792528 10.111783, 76.479263 10.1114404)",2,yes
1010506679,False,,Perumbavoor-Puthencruz road,secondary,,False,43.924,"LINESTRING (76.4754352 10.11161, 76.4754128 10.1112156)",,
136532813,False,,,residential,,False,174.06099999999998,"LINESTRING (76.4754352 10.11161, 76.4750061 10.1116732, 76.4739206 10.1117564, 76.4738795 10.111809)",,
