osmid,ref,highway,oneway,reversed,length,geometry,lanes,bridge
155565859,NH73,trunk,False,False,174.3,"LINESTRING (75.2806325 12.9894256, 75.2807774 12.9895772, 75.2815103 12.9905987, 75.2815845 12.9906868)",,
"[155565859, 155565855]",NH73,trunk,False,"[False, True]",30.0,"LINESTRING (75.2806325 12.9894256, 75.2804783 12.9893369, 75.2803848 12.9893089)",,
236863329,,unclassified,False,False,118.60500000000002,"LINESTRING (75.2806325 12.9894256, 75.2810578 12.9894161, 75.281627 12.989377, 75.2817256 12.989375)",,
155565859,NH73,trunk,False,False,137.688,"LINESTRING (75.2815845 12.9906868, 75.2817891 12.9908926, 75.2819861 12.9910237, 75.2821989 12.9911035, 75.2825744 12.9911924, 75.2826953 12.991218)",,
155565859,NH73,trunk,False,True,174.3,"LINESTRING (75.2815845 12.9906868, 75.2815103 12.9905987, 75.2807774 12.9895772, 75.2806325 12.9894256)",,
236863333,,unclassified,False,False,154.503,"LINESTRING (75.2815845 12.9906868, 75.2817592 12.9905297, 75.2817085 12.9898971, 75.2817013 12.9896271, 75.2817256 12.989375)",,
"[155565859, 155565860, 199356087]",NH73,trunk,False,"[False, True]",144.975,"LINESTRING (75.2866255 12.9928491, 75.2862008 12.9927396, 75.2854283 12.9924678, 75.2853559 12.9924411)",2,yes
1052990324,,unclassified,False,True,130.228,"LINESTRING (75.2866255 12.9928491, 75.2866032 12.9929286, 75.2865918 12.9930286, 75.2865804 12.9931211, 75.28655 12.9932025, 75.2864854 12.9932914, 75.2863753 12.9935208, 75.2862537 12.9937392, 75.2861284 12.9938947)",,
236863329,,unclassified,False,False,56.974,"LINESTRING (75.2826492 12.9893007, 75.2831687 12.9892214)",,
236863329,,unclassified,False,True,100.412,"LINESTRING (75.2826492 12.9893007, 75.2817256 12.989375)",,
1052995372,,unclassified,False,False,19.206,"LINESTRING (75.2826492 12.9893007, 75.2826665 12.9891288)",,
236863329,,unclassified,False,True,86.44700000000002,"LINESTRING (75.2866293 12.9897359, 75.2863414 12.9896054, 75.2859262 12.9894226, 75.2859049 12.9894104)",,
236863329,,unclassified,False,False,100.412,"LINESTRING (75.2817256 12.989375, 75.2826492 12.9893007)",,
236863329,,unclassified,False,True,118.605,"LINESTRING (75.2817256 12.989375, 75.281627 12.989377, 75.2810578 12.9894161, 75.2806325 12.9894256)",,
236863333,,unclassified,False,False,226.52999999999997,"LINESTRING (75.2817256 12.989375, 75.2818552 12.9888216, 75.2819847 12.9883153, 75.2820676 12.9879981, 75.2821233 12.9877272, 75.2821369 12.9876019, 75.2821346 12.9875076, 75.282155 12.9874208, 75.2821719 12.9873901)",,
236863333,,unclassified,False,True,154.50300000000001,"LINESTRING (75.2817256 12.989375, 75.2817013 12.9896271, 75.2817085 12.9898971, 75.2817592 12.9905297, 75.2815845 12.9906868)",,
155565859,NH73,trunk,False,False,31.645000000000003,"LINESTRING (75.2826953 12.991218, 75.2827842 12.9912368, 75.2829646 12.9913234)",,
155565859,NH73,trunk,False,True,137.688,"LINESTRING (75.2826953 12.991218, 75.2825744 12.9911924, 75.2821989 12.9911035, 75.2819861 12.9910237, 75.2817891 12.9908926, 75.2815845 12.9906868)",,
"[1052990312, 1052990313]",,unclassified,False,"[False, True]",385.65500000000003,"LINESTRING (75.2826953 12.991218, 75.2829401 12.9911368, 75.2832005 12.9911183, 75.283442 12.9911183, 75.2836504 12.9911137, 75.2838019 12.9911691, 75.2839345 12.991266, 75.2840671 12.9913859, 75.2841712 12.9915013, 75.2842801 12.9915705, 75.284498 12.991672, 75.284801 12.9917412, 75.2852553 12.9918987, 75.2854434 12.9919345, 75.2854943 12.9919727, 75.2854793 12.9920463, 75.2854743 12.9921057, 75.2854624 12.9921568, 75.2854184 12.9922591, 75.2853829 12.9923646, 75.2853559 12.9924411)",,
"[155565859, 155565860, 199356087]",NH73,trunk,False,"[False, True]",144.975,"LINESTRING (75.2853559 12.9924411, 75.2854283 12.9924678, 75.2862008 12.9927396, 75.2866255 12.9928491)",2,yes
155565859,NH73,trunk,False,True,140.196,"LINESTRING (75.2853559 12.9924411, 75.2851231 12.9923554, 75.2846237 12.9921385, 75.2841788 12.9919198)",,
"[1052990312, 1052990313]",,unclassified,False,"[False, True]",385.65500000000003,"LINESTRING (75.2853559 12.9924411, 75.2853829 12.9923646, 75.2854184 12.9922591, 75.2854624 12.9921568, 75.2854743 12.9921057, 75.2854793 12.9920463, 75.2854943 12.9919727, 75.2854434 12.9919345, 75.2852553 12.9918987, 75.284801 12.9917412, 75.284498 12.991672, 75.2842801 12.9915705, 75.2841712 12.9915013, 75.2840671 12.9913859, 75.2839345 12.991266, 75.2838019 12.9911691, 75.2836504 12.9911137, 75.283442 12.9911183, 75.2832005 12.9911183, 75.2829401 12.9911368, 75.2826953 12.991218)",,
1052990323,,unclassified,False,True,77.848,"LINESTRING (75.2861284 12.9938947, 75.2864095 12.9940871, 75.2866792 12.994287, 75.2867087 12.9943073)",,
1052990324,,unclassified,False,False,130.22799999999998,"LINESTRING (75.2861284 12.9938947, 75.2862537 12.9937392, 75.2863753 12.9935208, 75.2864854 12.9932914, 75.28655 12.9932025, 75.2865804 12.9931211, 75.2865918 12.9930286, 75.2866032 12.9929286, 75.2866255 12.9928491)",,
1052990325,,unclassified,False,False,73.37,"LINESTRING (75.2861284 12.9938947, 75.2860106 12.9939946, 75.2858891 12.9940945, 75.2858093 12.9941574, 75.2857637 12.9942278, 75.2857447 12.9943573, 75.2857373 12.9943953)",,
1052990335,,residential,False,False,119.611,"LINESTRING (75.2861284 12.9938947, 75.2859869 12.9938156, 75.2858987 12.993764, 75.2857328 12.9937847, 75.2855422 12.9938775, 75.2853058 12.9939807, 75.2852211 12.9940736, 75.2851893 12.9941355)",,
1052990325,,unclassified,False,True,57.614999999999995,"LINESTRING (75.2853877 12.9947644, 75.2855092 12.9946793, 75.2856232 12.9945979, 75.2856916 12.9945128, 75.2857295 12.994435, 75.2857373 12.9943953)",,
1052990327,,residential,False,False,16.829,"LINESTRING (75.2857373 12.9943953, 75.2858656 12.9944806)",,
1052990325,,unclassified,False,False,57.61500000000001,"LINESTRING (75.2857373 12.9943953, 75.2857295 12.994435, 75.2856916 12.9945128, 75.2856232 12.9945979, 75.2855092 12.9946793, 75.2853877 12.9947644)",,
1052990325,,unclassified,False,True,73.37,"LINESTRING (75.2857373 12.9943953, 75.2857447 12.9943573, 75.2857637 12.9942278, 75.2858093 12.9941574, 75.2858891 12.9940945, 75.2860106 12.9939946, 75.2861284 12.9938947)",,
1052990327,,residential,False,True,75.381,"LINESTRING (75.2864757 12.9948044, 75.2862216 12.994653, 75.2858925 12.9944986, 75.2858656 12.9944806)",,
1052990328,,residential,False,False,61.158,"LINESTRING (75.2864757 12.9948044, 75.2865116 12.9946881, 75.28658 12.9945095, 75.2867087 12.9943073)",,
1052990323,,unclassified,False,False,77.848,"LINESTRING (75.2867087 12.9943073, 75.2866792 12.994287, 75.2864095 12.9940871, 75.2861284 12.9938947)",,
