osmid,oneway,ref,highway,reversed,length,name,geometry,width,lanes,access
128195024,False,NH73,trunk,False,133.467,,"LINESTRING (76.936919 13.3087971, 76.9381277 13.3090362)",,,
128195024,False,NH73,trunk,True,121.494,,"LINESTRING (76.936919 13.3087971, 76.9358124 13.3086123)",,,
69256859,False,,residential,False,260.756,Gatti Layout Main Road,"LINESTRING (76.936919 13.3087971, 76.9368885 13.3089914, 76.9368571 13.3091924, 76.9368571 13.3094751, 76.9368696 13.3098771, 76.9365542 13.309875, 76.9365352 13.3099407, 76.9364835 13.3105224, 76.9364568 13.3108225)",,,
53890317,False,NH73,trunk,False,49.045,,"LINESTRING (76.9403743 13.3091715, 76.9408271 13.3091519)",,,
53890316,False,SH84,primary,False,104.679,,"LINESTRING (76.9403743 13.3091715, 76.9404119 13.3093624, 76.9404512 13.3096883, 76.9404671 13.3101069)",,,
69104555,False,,unclassified,False,46.283,,"LINESTRING (76.9403743 13.3091715, 76.9403163 13.3090231, 76.9403109 13.3087657)",4,,
128195024,False,NH73,trunk,True,114.58500000000001,,"LINESTRING (76.9403743 13.3091715, 76.9396311 13.3091267, 76.9393169 13.3091189)",,,
53890316,False,SH84,primary,False,60.46,,"LINESTRING (76.9408572 13.3125637, 76.9409435 13.3131009)",,,
68555620,False,Extension,residential,True,195.391,2nd Cross Road,"LINESTRING (76.9408572 13.3125637, 76.93906 13.3127341)",,1,
53890316,False,SH84,primary,True,67.799,,"LINESTRING (76.9408572 13.3125637, 76.9408433 13.3122402, 76.9408057 13.3119566)",,,
68555618,False,Hits NH 206,unclassified,True,62.032,Vivekananda Road,"LINESTRING (76.93906 13.3127341, 76.9389944 13.3121799)",,1,
68555620,False,Extension,residential,False,195.391,2nd Cross Road,"LINESTRING (76.93906 13.3127341, 76.9408572 13.3125637)",,1,
68555620,False,Extension,residential,True,114.353,2nd Cross Road,"LINESTRING (76.93906 13.3127341, 76.9380048 13.3127906)",,1,
68555618,False,Hits NH 206,unclassified,False,61.434,Vivekananda Road,"LINESTRING (76.93906 13.3127341, 76.9390992 13.3129285, 76.9391335 13.3132813)",,1,
53890317,False,NH73,trunk,True,164.856,,"LINESTRING (76.9428242 13.3091701, 76.9413007 13.3091714)",,,
68555619,False,Main Road,tertiary,False,76.164,Market Road,"LINESTRING (76.9428242 13.3091701, 76.9427909 13.3086618, 76.9427616 13.3084885)",,1,
69996969,False,,tertiary,True,306.15700000000004,Dr. Raj Kumar Road,"LINESTRING (76.9428242 13.3091701, 76.9428248 13.3092394, 76.9428315 13.3094598, 76.9428515 13.3099216, 76.9428515 13.310111, 76.9428515 13.310216, 76.9428181 13.3102963, 76.9427646 13.3104903, 76.9426776 13.3107982, 76.9426106 13.3109788, 76.9425134 13.3111866, 76.9424274 13.3113858, 76.9424666 13.3116342, 76.942523 13.3118394)",,,yes
68555618,False,Hits NH 206,unclassified,False,97.85,Vivekananda Road,"LINESTRING (76.9389175 13.3113031, 76.9389944 13.3121799)",,1,
68555618,False,Hits NH 206,unclassified,True,60.672,Vivekananda Road,"LINESTRING (76.9389175 13.3113031, 76.9388846 13.3110356, 76.9388486 13.3107616)",,1,
119130149,False,,residential,False,90.424,,"LINESTRING (76.9389175 13.3113031, 76.9394414 13.3111776, 76.939737 13.3111606)",,,
68668318,False,Extension,residential,True,197.562,1st Cross Road,"LINESTRING (76.9408057 13.3119566, 76.9389944 13.3121799)",,1,
53890316,False,SH84,primary,False,67.799,,"LINESTRING (76.9408057 13.3119566, 76.9408433 13.3122402, 76.9408572 13.3125637)",,,
53890316,False,SH84,primary,True,109.674,,"LINESTRING (76.9408057 13.3119566, 76.9406884 13.3115568, 76.9405762 13.3109968)",,,
69256853,False,,unclassified,False,61.88,,"LINESTRING (76.9380468 13.3133456, 76.9380048 13.3127906)",,,
68668320,False,Extension,residential,False,117.828,3rd Cross Road,"LINESTRING (76.9380468 13.3133456, 76.9382685 13.3133409, 76.9391335 13.3132813)",,1,
68668320,False,Extension,residential,True,35.815,3rd Cross Road,"LINESTRING (76.9380468 13.3133456, 76.9377695 13.3133608, 76.9377166 13.3133667)",,1,
69256853,False,,unclassified,True,65.738,,"LINESTRING (76.9380468 13.3133456, 76.9380741 13.3137585, 76.9380305 13.3139308)",,,
53890316,False,SH84,primary,True,60.46,,"LINESTRING (76.9409435 13.3131009, 76.9408572 13.3125637)",,,
53890316,False,SH84,primary,False,38.066,,"LINESTRING (76.9409435 13.3131009, 76.9409402 13.3131886, 76.9409366 13.3132854, 76.9409321 13.3133996, 76.9409275 13.3134428)",,,
68668320,False,Extension,residential,True,196.962,3rd Cross Road,"LINESTRING (76.9409435 13.3131009, 76.9404483 13.3131703, 76.9402361 13.3131963, 76.9399895 13.3132153, 76.9391335 13.3132813)",,1,
68668318,False,Extension,residential,False,112.435,1st Cross Road,"LINESTRING (76.9379599 13.3122746, 76.9389944 13.3121799)",,1,
69256853,False,,unclassified,True,57.582,,"LINESTRING (76.9379599 13.3122746, 76.9380048 13.3127906)",,,
69256860,False,,residential,False,167.988,,"LINESTRING (76.9379599 13.3122746, 76.9375417 13.3123102, 76.936779 13.3123439, 76.9364107 13.3123687)",,,
68555618,False,Hits NH 206,unclassified,False,62.032,Vivekananda Road,"LINESTRING (76.9389944 13.3121799, 76.93906 13.3127341)",,1,
68555618,False,Hits NH 206,unclassified,True,97.85,Vivekananda Road,"LINESTRING (76.9389944 13.3121799, 76.9389175 13.3113031)",,1,
68668318,False,Extension,residential,False,197.562,1st Cross Road,"LINESTRING (76.9389944 13.3121799, 76.9408057 13.3119566)",,1,
68668318,False,Extension,residential,True,112.435,1st Cross Road,"LINESTRING (76.9389944 13.3121799, 76.9379599 13.3122746)",,1,
68555620,False,Extension,residential,False,114.353,2nd Cross Road,"LINESTRING (76.9380048 13.3127906, 76.93906 13.3127341)",,1,
69256853,False,,unclassified,False,57.582,,"LINESTRING (76.9380048 13.3127906, 76.9379599 13.3122746)",,,
69256853,False,,unclassified,True,61.88,,"LINESTRING (76.9380048 13.3127906, 76.9380468 13.3133456)",,,
119128617,False,,unclassified,True,32.793,,"LINESTRING (76.9380048 13.3127906, 76.9377036 13.3128232)",,,
68861178,False,Extension,residential,True,113.24199999999999,4th Cross Road,"LINESTRING (76.9402366 13.313769, 76.9396835 13.3137904, 76.9391923 13.3138314)",,1,
53890316,False,SH84,primary,False,109.674,,"LINESTRING (76.9405762 13.3109968, 76.9406884 13.3115568, 76.9408057 13.3119566)",,,
53890316,False,SH84,primary,True,100.05,,"LINESTRING (76.9405762 13.3109968, 76.9405323 13.3107911, 76.9404691 13.3104482, 76.9404691 13.3102629, 76.9404671 13.3101069)",,,
1010188550,False,,residential,True,92.61999999999999,,"LINESTRING (76.9405762 13.3109968, 76.940167 13.3110799, 76.9399927 13.3111117, 76.9398413 13.3111406, 76.939737 13.3111606)",,,
68861178,False,Extension,residential,False,52.715,4th Cross Road,"LINESTRING (76.9380305 13.3139308, 76.9385165 13.3138979)",,1,
69256853,False,,unclassified,False,65.738,,"LINESTRING (76.9380305 13.3139308, 76.9380741 13.3137585, 76.9380468 13.3133456)",,,
119128574,False,,residential,False,62.201,,"LINESTRING (76.9380305 13.3139308, 76.9375782 13.3139168, 76.9374559 13.3139176)",,,
