osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,bridge,width,access
284578307,True,2,SH8,Main Road Pala,primary,50,False,17.632,"LINESTRING (76.68665 9.7133983, 76.6868094 9.7134197)",,,,
1023627040,True,2,SH8,River View Road,primary,50,False,21.825,"LINESTRING (76.68665 9.7133983, 76.6867201 9.7133479, 76.6867416 9.7132904, 76.6867549 9.7132427)",,,,
53444928,False,,,Employees Co-op Bank Road,tertiary,50,False,65.388,"LINESTRING (76.6833916 9.7123093, 76.6832863 9.7125758, 76.6831054 9.7128196)",,,,
284572485,True,2,SH8,River View Road,primary,50,False,56.724000000000004,"LINESTRING (76.6833916 9.7123093, 76.6833142 9.7123088, 76.6832709 9.7123072, 76.6831288 9.7122883, 76.6828922 9.7121988)",,,,
57779902,False,,,Main Eastern Highway,primary,30,False,127.61699999999999,"LINESTRING (76.6833462 9.7134209, 76.6834941 9.714004, 76.6835408 9.7145487)",,,,
57779902,False,,,Main Eastern Highway,primary,30,True,49.22,"LINESTRING (76.6833462 9.7134209, 76.6833017 9.7131997, 76.6833121 9.7129828)",,,,
99140589,False,,,Manarkattu Road,tertiary,50,False,140.206,"LINESTRING (76.6833462 9.7134209, 76.6836676 9.713331, 76.6846086 9.7134182)",,,,
56054348,False,,,Pala Bypass Road,primary,50,True,104.959,"LINESTRING (76.6834219 9.7149479, 76.6832794 9.7149315, 76.6831508 9.7149232, 76.6829044 9.7149206, 76.6827065 9.7149132, 76.6825983 9.7149105, 76.6824661 9.7149208)",,,,
57779902,False,,,Main Eastern Highway,primary,30,True,46.311,"LINESTRING (76.6834219 9.7149479, 76.6834941 9.714739, 76.6835408 9.7145487)",,,,
270569392,False,2,,Pala- Ramapuram Road Pala- Uzhavoor Road,secondary,50,False,272.5,"LINESTRING (76.6834219 9.7149479, 76.6832197 9.7151861, 76.6831592 9.7152774, 76.6831076 9.7154684, 76.6830966 9.7158377, 76.6831231 9.7160564, 76.6831207 9.7162855, 76.6831087 9.7163464, 76.6830645 9.7165707, 76.6829804 9.7168369, 76.6828043 9.7171554, 76.6827504 9.7172185)",,,,
"[214123624, 56054723, 214123622]",False,,,Road through Civil Station Pala,tertiary,"['70', '30']",False,128.27200000000002,"LINESTRING (76.6835408 9.7145487, 76.6837216 9.7145527, 76.6838832 9.7145563, 76.6839937 9.7145568, 76.6842371 9.7145479, 76.6847065 9.7144844)",building_passage,,,
57779902,False,,,Main Eastern Highway,primary,30,False,46.311,"LINESTRING (76.6835408 9.7145487, 76.6834941 9.714739, 76.6834219 9.7149479)",,,,
57779902,False,,,Main Eastern Highway,primary,30,True,127.61699999999999,"LINESTRING (76.6835408 9.7145487, 76.6834941 9.714004, 76.6833462 9.7134209)",,,,
98869419,False,,,T.B. Road,tertiary,30,False,15.353,"LINESTRING (76.6847065 9.7144844, 76.6846995 9.7143465)",,,,
98869419,False,,,T.B. Road,tertiary,30,True,132.35000000000002,"LINESTRING (76.6847065 9.7144844, 76.6847761 9.7148765, 76.684921 9.7150985, 76.685157 9.7153788, 76.685216 9.7155321)",,,,
