osmid,oneway,ref,highway,reversed,length,geometry,name
385717112,True,NH67;NH544D,trunk,False,159.846,"LINESTRING (78.0126254 14.9080809, 78.0140531 14.9076771)",
568071198,False,,unclassified,False,11.487,"LINESTRING (78.0126254 14.9080809, 78.0125998 14.9079806)",
568071198,False,,unclassified,True,261.695,"LINESTRING (78.0126254 14.9080809, 78.0126983 14.908387, 78.0127627 14.9085684, 78.0127788 14.9088017, 78.0128807 14.9091283, 78.0129611 14.9095275, 78.0129182 14.9097348, 78.0128002 14.9100251, 78.0126929 14.9103517)",
22838733,False,MDR,secondary,True,14.2,"LINESTRING (78.0115739 14.9083381, 78.0115284 14.9082182)",
385717112,True,NH67;NH544D,trunk,False,116.54999999999998,"LINESTRING (78.0115739 14.9083381, 78.0122432 14.9081734, 78.0123788 14.9081394, 78.0126254 14.9080809)",
759527437,False,,unclassified,False,294.57599999999996,"LINESTRING (78.0115739 14.9083381, 78.01162 14.9085166, 78.011502 14.9099577, 78.0114859 14.9103932, 78.0115503 14.9109737)",
385717112,True,NH67;NH544D,trunk,False,156.023,"LINESTRING (78.0079025 14.9097476, 78.0083802 14.9095627, 78.0088275 14.9093562, 78.009003 14.9092676, 78.009168 14.9091859, 78.0092208 14.909162)",
568071581,False,,unclassified,True,66.681,"LINESTRING (78.0079025 14.9097476, 78.0080742 14.909937, 78.0083649 14.9101422)",
579241920,True,MDR,secondary,False,148.166,"LINESTRING (78.0087259 14.907533, 78.0085449 14.9072531, 78.0081466 14.9067515, 78.0079199 14.9065312, 78.0078735 14.9064921)",
595750140,False,MDR,secondary,False,176.00599999999997,"LINESTRING (78.0087259 14.907533, 78.0088735 14.9078945, 78.0090022 14.9083844, 78.009198 14.9090467)",
884010058,False,,unclassified,True,11.932,"LINESTRING (78.0068672 14.9057795, 78.0069637 14.9057264)",
579241921,True,MDR,secondary,False,93.307,"LINESTRING (78.0068672 14.9057795, 78.0071273 14.9060504, 78.0074573 14.9063951)",
1188757847,False,,residential,True,12.034,"LINESTRING (78.0140531 14.9076771, 78.0140118 14.9075765)",
568071198,False,,unclassified,False,261.695,"LINESTRING (78.0126929 14.9103517, 78.0128002 14.9100251, 78.0129182 14.9097348, 78.0129611 14.9095275, 78.0128807 14.9091283, 78.0127788 14.9088017, 78.0127627 14.9085684, 78.0126983 14.908387, 78.0126254 14.9080809)",
568071198,False,,unclassified,True,141.006,"LINESTRING (78.0126929 14.9103517, 78.0121028 14.910699, 78.0116683 14.9109167, 78.0115503 14.9109737)",
759527435,False,,tertiary,True,29.107,"LINESTRING (78.0096864 14.9108958, 78.0096352 14.9107612, 78.0095913 14.9106507)",
595750140,False,MDR,secondary,True,13.053,"LINESTRING (78.0092208 14.909162, 78.009198 14.9090467)",
385717112,True,NH67;NH544D,trunk,False,269.646,"LINESTRING (78.0092208 14.909162, 78.0094774 14.9090117, 78.0104215 14.9087066, 78.0111057 14.9084831, 78.0115739 14.9083381)",
759527435,False,,tertiary,False,97.93599999999999,"LINESTRING (78.0092208 14.909162, 78.0093616 14.9097607, 78.0094074 14.9100238)",
568071578,False,,unclassified,False,85.705,"LINESTRING (78.0064541 14.9113677, 78.006615 14.9113418, 78.0069262 14.9113522, 78.0070817 14.9114144, 78.0072319 14.9113781)",
568071581,False,,unclassified,False,66.681,"LINESTRING (78.0083649 14.9101422, 78.0080742 14.909937, 78.0079025 14.9097476)",
