osmid,oneway,ref,highway,reversed,length,geometry,junction,maxspeed
146344926,True,NH7,trunk,False,89.088,"LINESTRING (76.0361531 30.2629778, 76.0369602 30.2633727)",,
635015976,False,,tertiary,False,13.252,"LINESTRING (76.0361531 30.2629778, 76.0362188 30.262873)",,
635029893,False,,unclassified,False,137.868,"LINESTRING (76.0376357 30.2605918, 76.038945 30.2611001)",,
635015976,False,,tertiary,True,181.804,"LINESTRING (76.0376357 30.2605918, 76.0371025 30.2614629, 76.0367444 30.2620342)",,
635018743,False,,tertiary,False,8.893,"LINESTRING (76.0427366 30.2653897, 76.0426534 30.2654248)",,
635029847,False,,unclassified,True,12.499,"LINESTRING (76.0417265 30.2658205, 76.0415974 30.2658347)",,
635018743,False,,tertiary,True,99.306,"LINESTRING (76.0417265 30.2658205, 76.0418365 30.2657696, 76.0426534 30.2654248)",,
635029842,False,,unclassified,False,20.089,"LINESTRING (76.0407426 30.2649303, 76.040882 30.2647956)",,
146344926,True,NH7,trunk,False,167.892,"LINESTRING (76.0407426 30.2649303, 76.041122 30.2650586, 76.0420507 30.265275, 76.0424226 30.2653372)",,
635029842,False,,unclassified,False,157.555,"LINESTRING (76.0439507 30.2620234, 76.044628 30.2613695, 76.0450252 30.2609531)",,
635029842,False,,unclassified,True,167.99599999999998,"LINESTRING (76.0439507 30.2620234, 76.0434703 30.2624911, 76.0430068 30.2629721, 76.0428082 30.2631672)",,
1090688850,False,,residential,True,43.606,"LINESTRING (76.0439507 30.2620234, 76.0436453 30.2618977, 76.0435296 30.2618955)",,
1090688858,False,,residential,False,53.508,"LINESTRING (76.0450252 30.2609531, 76.0455823 30.2609578)",,
635029842,False,,unclassified,True,157.555,"LINESTRING (76.0450252 30.2609531, 76.044628 30.2613695, 76.0439507 30.2620234)",,
635029898,False,,residential,True,444.71900000000005,"LINESTRING (76.0450252 30.2609531, 76.0437686 30.2609685, 76.042747 30.2609604, 76.0415224 30.2609847, 76.0410647 30.2609766, 76.0403956 30.2609621)",,
635029847,False,,unclassified,False,155.978,"LINESTRING (76.0378614 30.2668576, 76.0393792 30.2663584)",,
635029852,True,,unclassified,False,14.673000000000002,"LINESTRING (76.0378614 30.2668576, 76.0378486 30.2668337, 76.0378281 30.2668141, 76.0378017 30.2668008, 76.0377719 30.266795, 76.0377414 30.2667972)",roundabout,
635029847,False,,unclassified,True,155.978,"LINESTRING (76.0393792 30.2663584, 76.0378614 30.2668576)",,
635029847,False,,unclassified,False,222.105,"LINESTRING (76.0393792 30.2663584, 76.0407564 30.2659273, 76.0415974 30.2658347)",,
635029877,False,,residential,True,135.503,"LINESTRING (76.0393792 30.2663584, 76.0392813 30.2662896, 76.0387153 30.2659218, 76.0386587 30.2659396, 76.038247 30.2656707)",,
