osmid,highway,oneway,reversed,length,ref,geometry,lanes
164674781,secondary,False,False,38.573,,"LINESTRING (76.9475771 17.8703134, 76.9475685 17.8699666)",
164674781,secondary,False,True,16.363,,"LINESTRING (76.9475771 17.8703134, 76.9475727 17.8704605)",
161549956,primary,False,True,40.126,SH51,"LINESTRING (76.9479998 17.8736701, 76.9481523 17.8738901, 76.9481901 17.8739805)",
164674780,primary,False,False,70.922,SH51,"LINESTRING (76.9479998 17.8736701, 76.9478366 17.8736458, 76.9473431 17.8735439)",
164674781,secondary,False,False,31.194,,"LINESTRING (76.9479998 17.8736701, 76.9479426 17.8735504, 76.9479159 17.8734561, 76.9479072 17.8734054)",
152946862,tertiary,False,False,22.112,,"LINESTRING (76.9514858 17.8697442, 76.9516633 17.8696393)",
381311421,primary,False,True,20.494,SH11,"LINESTRING (76.9514858 17.8697442, 76.9516138 17.8698825)",4
381311421,primary,False,False,117.549,SH11,"LINESTRING (76.9514858 17.8697442, 76.9511963 17.8694193, 76.9508513 17.8688803)",4
164674780,primary,False,True,70.922,SH51,"LINESTRING (76.9473431 17.8735439, 76.9478366 17.8736458, 76.9479998 17.8736701)",
381311421,primary,False,False,48.798,SH11,"LINESTRING (76.9562817 17.875015, 76.955981 17.8746823)",4
152947394,tertiary,False,True,119.26,,"LINESTRING (76.9523729 17.8727334, 76.951246 17.8727274)",
152947395,tertiary,False,True,138.827,,"LINESTRING (76.9523729 17.8727334, 76.9527272 17.8739355)",
152947394,tertiary,False,False,162.433,,"LINESTRING (76.9523729 17.8727334, 76.9537998 17.8725088, 76.9538814 17.872476)",
984721860,residential,False,True,205.88400000000001,,"LINESTRING (76.9523729 17.8727334, 76.9522746 17.8725803, 76.9522214 17.8719079, 76.952087 17.8709183)",
152947394,tertiary,False,True,7.83,,"LINESTRING (76.9539376 17.8724302, 76.9538814 17.872476)",
381311421,primary,False,False,15.128,SH11,"LINESTRING (76.9539376 17.8724302, 76.9538436 17.8723277)",4
381311421,primary,False,True,103.536,SH11,"LINESTRING (76.9539376 17.8724302, 76.9545007 17.8730443, 76.9545802 17.8731323)",4
152947392,tertiary,False,False,78.68299999999999,,"LINESTRING (76.9484706 17.8751072, 76.949085 17.8751491, 76.9492113 17.8751659)",
161549956,primary,False,False,129.40699999999998,SH51,"LINESTRING (76.9484706 17.8751072, 76.9483949 17.8745656, 76.9482894 17.8742185, 76.9481901 17.8739805)",
152947392,tertiary,False,True,138.39100000000002,,"LINESTRING (76.9504953 17.8753898, 76.9500666 17.8752793, 76.9492113 17.8751659)",
152947394,tertiary,False,False,220.841,,"LINESTRING (76.9477561 17.8729895, 76.9498278 17.8727512)",
164674781,secondary,False,False,134.482,,"LINESTRING (76.9477561 17.8729895, 76.9476729 17.8727622, 76.9476125 17.872445, 76.94757 17.8721048, 76.9475634 17.8718011)",
164674781,secondary,False,True,48.933,,"LINESTRING (76.9477561 17.8729895, 76.9478392 17.8732207, 76.9479072 17.8734054)",
381311421,primary,False,True,154.115,SH11,"LINESTRING (76.9487434 17.8669772, 76.9490736 17.8670202, 76.949426 17.8670605, 76.9497264 17.867183, 76.9499767 17.8675288)",4
208635797,residential,False,True,67.194,,"LINESTRING (76.9499767 17.8675288, 76.9493429 17.8675645)",
381311421,primary,False,False,154.115,SH11,"LINESTRING (76.9499767 17.8675288, 76.9497264 17.867183, 76.949426 17.8670605, 76.9490736 17.8670202, 76.9487434 17.8669772)",4
381311421,primary,False,True,94.78,SH11,"LINESTRING (76.9499767 17.8675288, 76.950059 17.8676425, 76.9504495 17.8682525)",4
208635790,residential,False,True,87.901,,"LINESTRING (76.9493429 17.8675645, 76.9493925 17.8683536)",
208635797,residential,False,False,67.194,,"LINESTRING (76.9493429 17.8675645, 76.9499767 17.8675288)",
208635797,residential,False,True,94.112,,"LINESTRING (76.9493429 17.8675645, 76.9491889 17.8675691, 76.948456 17.8676242)",
208635797,residential,False,False,94.112,,"LINESTRING (76.948456 17.8676242, 76.9491889 17.8675691, 76.9493429 17.8675645)",
208635803,residential,False,True,83.418,,"LINESTRING (76.948456 17.8676242, 76.9484802 17.8679172, 76.9485066 17.8683728)",
381311421,primary,False,True,81.74,SH11,"LINESTRING (76.9504495 17.8682525, 76.9508513 17.8688803)",4
208635800,residential,False,False,112.605,,"LINESTRING (76.9504495 17.8682525, 76.9498636 17.8683369, 76.9493925 17.8683536)",
381311421,primary,False,False,94.78,SH11,"LINESTRING (76.9504495 17.8682525, 76.950059 17.8676425, 76.9499767 17.8675288)",4
208635790,residential,False,False,87.901,,"LINESTRING (76.9493925 17.8683536, 76.9493429 17.8675645)",
208635800,residential,False,False,93.79599999999999,,"LINESTRING (76.9493925 17.8683536, 76.9488496 17.8683728, 76.9485066 17.8683728)",
208635800,residential,False,True,112.605,,"LINESTRING (76.9493925 17.8683536, 76.9498636 17.8683369, 76.9504495 17.8682525)",
208635803,residential,False,True,53.108,,"LINESTRING (76.9485066 17.8683728, 76.948534 17.8688497)",
208635800,residential,False,True,93.79599999999999,,"LINESTRING (76.9485066 17.8683728, 76.9488496 17.8683728, 76.9493925 17.8683536)",
208635803,residential,False,False,83.418,,"LINESTRING (76.9485066 17.8683728, 76.9484802 17.8679172, 76.948456 17.8676242)",
208635805,residential,False,True,141.561,,"LINESTRING (76.9498674 17.8687531, 76.9489099 17.8688356, 76.948534 17.8688497)",
208635803,residential,False,False,53.108,,"LINESTRING (76.948534 17.8688497, 76.9485066 17.8683728)",
208635805,residential,False,True,49.663,,"LINESTRING (76.948534 17.8688497, 76.9480651 17.8688673)",
208635805,residential,False,False,141.561,,"LINESTRING (76.948534 17.8688497, 76.9489099 17.8688356, 76.9498674 17.8687531)",
208635805,residential,False,False,49.663,,"LINESTRING (76.9480651 17.8688673, 76.948534 17.8688497)",
208635805,residential,False,True,60.407000000000004,,"LINESTRING (76.9480651 17.8688673, 76.9475717 17.8688859, 76.9474947 17.868886)",
164674781,secondary,False,True,35.013,,"LINESTRING (76.9474947 17.868886, 76.9475288 17.8691992)",
1084648100,unclassified,False,True,33.877,,"LINESTRING (76.9474947 17.868886, 76.9471747 17.8688783)",
208635805,residential,False,False,60.407000000000004,,"LINESTRING (76.9474947 17.868886, 76.9475717 17.8688859, 76.9480651 17.8688673)",
381311421,primary,False,False,81.74,SH11,"LINESTRING (76.9508513 17.8688803, 76.9504495 17.8682525)",4
208635801,residential,False,True,139.2,,"LINESTRING (76.9508513 17.8688803, 76.9503699 17.8689905, 76.9495556 17.8690838)",
381311421,primary,False,True,117.549,SH11,"LINESTRING (76.9508513 17.8688803, 76.9511963 17.8694193, 76.9514858 17.8697442)",4
208635801,residential,False,True,108.575,,"LINESTRING (76.9495556 17.8690838, 76.9485343 17.8691764)",
208635801,residential,False,False,139.2,,"LINESTRING (76.9495556 17.8690838, 76.9503699 17.8689905, 76.9508513 17.8688803)",
977843146,residential,False,True,304.68899999999996,,"LINESTRING (76.9495556 17.8690838, 76.9495789 17.8693695, 76.9496381 17.8696553, 76.9497938 17.8700658, 76.9499675 17.8709451, 76.9500751 17.8717699)",
164674781,secondary,False,False,35.013,,"LINESTRING (76.9475288 17.8691992, 76.9474947 17.868886)",
1084648098,unclassified,False,True,35.331,,"LINESTRING (76.9475288 17.8691992, 76.9471961 17.8692255)",
164674781,secondary,False,True,85.494,,"LINESTRING (76.9475288 17.8691992, 76.9475556 17.8694454, 76.9475685 17.8699666)",
208635801,residential,False,False,106.46900000000001,,"LINESTRING (76.9475288 17.8691992, 76.9484474 17.8691843, 76.9485343 17.8691764)",
152946862,tertiary,False,False,49.515,,"LINESTRING (76.9516633 17.8696393, 76.9521287 17.8695936)",
152946862,tertiary,False,True,22.112,,"LINESTRING (76.9516633 17.8696393, 76.9514858 17.8697442)",
208635788,tertiary,False,False,119.668,,"LINESTRING (76.9516633 17.8696393, 76.9516392 17.8691983, 76.9514594 17.8685872)",
381311421,primary,False,False,20.494,SH11,"LINESTRING (76.9516138 17.8698825, 76.9514858 17.8697442)",4
208635796,residential,False,True,27.028,,"LINESTRING (76.9516138 17.8698825, 76.9515293 17.869999, 76.9514972 17.8700958)",
381311421,primary,False,True,360.02,SH11,"LINESTRING (76.9516138 17.8698825, 76.9523566 17.8707064, 76.9538436 17.8723277)",4
208635796,residential,False,False,27.028,,"LINESTRING (76.9514972 17.8700958, 76.9515293 17.869999, 76.9516138 17.8698825)",
208635796,residential,False,True,151.891,,"LINESTRING (76.9514972 17.8700958, 76.9515462 17.8702196, 76.9515688 17.8705856, 76.9515217 17.8710233, 76.9513973 17.8712798, 76.9512654 17.8713515)",
977843147,residential,False,True,150.019,,"LINESTRING (76.9514972 17.8700958, 76.9513004 17.8701901, 76.951083 17.8713106)",
208635796,residential,False,True,24.569,,"LINESTRING (76.9512654 17.8713515, 76.951173 17.8715542)",
976287492,residential,False,True,19.832,,"LINESTRING (76.9512654 17.8713515, 76.951083 17.8713106)",
208635796,residential,False,False,151.891,,"LINESTRING (76.9512654 17.8713515, 76.9513973 17.8712798, 76.9515217 17.8710233, 76.9515688 17.8705856, 76.9515462 17.8702196, 76.9514972 17.8700958)",
208635796,residential,False,False,24.569,,"LINESTRING (76.951173 17.8715542, 76.9512654 17.8713515)",
984721861,residential,False,False,130.683,,"LINESTRING (76.951173 17.8715542, 76.951246 17.8727274)",
208635796,residential,False,True,172.55400000000003,,"LINESTRING (76.951173 17.8715542, 76.9508281 17.871904, 76.9506867 17.8719848, 76.9505077 17.8720386, 76.9502683 17.8722, 76.9499912 17.8724117, 76.9499159 17.8725068)",
152947394,tertiary,False,False,7.83,,"LINESTRING (76.9538814 17.872476, 76.9539376 17.8724302)",
152947394,tertiary,False,True,162.433,,"LINESTRING (76.9538814 17.872476, 76.9537998 17.8725088, 76.9523729 17.8727334)",
208635793,residential,False,True,157.54700000000003,,"LINESTRING (76.9538814 17.872476, 76.9538814 17.8726485, 76.9538654 17.8728666, 76.9538227 17.8731152, 76.9538494 17.8733588, 76.9538779 17.8735515, 76.9538515 17.8738098, 76.9538551 17.8738845)",
208635796,residential,False,False,172.554,,"LINESTRING (76.9499159 17.8725068, 76.9499912 17.8724117, 76.9502683 17.8722, 76.9505077 17.8720386, 76.9506867 17.8719848, 76.9508281 17.871904, 76.951173 17.8715542)",
208635796,residential,False,True,28.778,,"LINESTRING (76.9499159 17.8725068, 76.9498612 17.8726359, 76.9498278 17.8727512)",
208635809,residential,False,False,84.95,,"LINESTRING (76.9499159 17.8725068, 76.9497963 17.8724123, 76.949751 17.8723692, 76.9495814 17.8723638, 76.9494834 17.8723082, 76.9493052 17.8720792)",
152947394,tertiary,False,True,220.841,,"LINESTRING (76.9498278 17.8727512, 76.9477561 17.8729895)",
152947394,tertiary,False,False,151.05100000000002,,"LINESTRING (76.9498278 17.8727512, 76.949882 17.8727201, 76.951246 17.8727274)",
