osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,name
98204208,unclassified,False,True,184.7,"LINESTRING (77.279336 14.1009805, 77.2793292 14.1007165, 77.2793763 14.1000906, 77.2798132 14.0994484)",,,,
156831685,primary,False,True,11.428,"LINESTRING (77.2843189 14.1021144, 77.2842458 14.10204)",2,SH3,,
98204233,unclassified,False,True,35.0,"LINESTRING (77.2798132 14.0994484, 77.2801083 14.0995794)",,,,
98204208,unclassified,False,False,184.7,"LINESTRING (77.2798132 14.0994484, 77.2793763 14.1000906, 77.2793292 14.1007165, 77.279336 14.1009805)",,,,
98204208,unclassified,False,True,194.285,"LINESTRING (77.2798132 14.0994484, 77.2801292 14.0989432, 77.2805089 14.0983923, 77.2807375 14.0982293, 77.2809172 14.0980975)",,,,
98204233,unclassified,False,False,181.67200000000003,"LINESTRING (77.2798132 14.0994484, 77.2793685 14.0992865, 77.2790929 14.099179, 77.2788341 14.0990714, 77.2782124 14.0989671)",,,,
98204233,unclassified,False,True,229.109,"LINESTRING (77.2755175 14.0995123, 77.2761897 14.0995735, 77.2764109 14.0995375, 77.2766562 14.0993908, 77.2768175 14.0993061, 77.2771469 14.0989084, 77.2772948 14.0987715, 77.2773173 14.0987759)",,,,
291938080,secondary,False,True,90.964,"LINESTRING (77.2761025 14.0964219, 77.276736 14.0964437, 77.2769356 14.0965056)",2,,30,
98204233,unclassified,False,False,98.852,"LINESTRING (77.2782124 14.0989671, 77.2776074 14.0988334, 77.2773173 14.0987759)",,,,
98204233,unclassified,False,True,181.67200000000003,"LINESTRING (77.2782124 14.0989671, 77.2788341 14.0990714, 77.2790929 14.099179, 77.2793685 14.0992865, 77.2798132 14.0994484)",,,,
"[368033329, 368033252]","['residential', 'unclassified']",False,False,270.532,"LINESTRING (77.2782124 14.0989671, 77.2782655 14.0984325, 77.2783515 14.0977535, 77.2782368 14.0978392, 77.2779859 14.0980988, 77.277876 14.0982424, 77.2778163 14.0983815, 77.277747 14.0984464, 77.2775989 14.0985298, 77.2774842 14.09859)",,,,
368033329,residential,False,True,116.884,"LINESTRING (77.2782124 14.0989671, 77.2781412 14.0993779, 77.2780719 14.0997162, 77.2779883 14.0999943)",,,,
98204233,unclassified,False,False,59.779,"LINESTRING (77.2832562 14.1004625, 77.2827019 14.10046)",,,,
156831685,primary,False,False,205.364,"LINESTRING (77.2832562 14.1004625, 77.283732 14.1011867, 77.2838203 14.1013333, 77.2842458 14.10204)",2,SH3,,
156831685,primary,False,True,88.51700000000001,"LINESTRING (77.2832562 14.1004625, 77.2831787 14.1003052, 77.2828161 14.0997925)",2,SH3,,
98204208,unclassified,False,False,194.28499999999997,"LINESTRING (77.2809172 14.0980975, 77.2807375 14.0982293, 77.2805089 14.0983923, 77.2801292 14.0989432, 77.2798132 14.0994484)",,,,
152484088,primary,False,True,182.652,"LINESTRING (77.2809172 14.0980975, 77.2814425 14.0969789, 77.2815224 14.096887, 77.2815834 14.096826, 77.2817667 14.0967175)",2,SH3,50,
156831685,primary,False,False,280.336,"LINESTRING (77.2809172 14.0980975, 77.2815612 14.0986091, 77.2824907 14.0993324, 77.2828161 14.0997925)",2,SH3,,
291938080,secondary,False,False,292.726,"LINESTRING (77.2809172 14.0980975, 77.279818 14.0976606, 77.2796951 14.0976118, 77.2789279 14.0973069, 77.2784056 14.0970993)",2,,30,
291938080,secondary,False,False,90.964,"LINESTRING (77.2769356 14.0965056, 77.276736 14.0964437, 77.2761025 14.0964219)",2,,30,
291938080,secondary,False,True,20.426000000000002,"LINESTRING (77.2769356 14.0965056, 77.2770466 14.09654, 77.2771131 14.0965689)",2,,30,
368033281,unclassified,False,True,68.834,"LINESTRING (77.2769356 14.0965056, 77.2768827 14.0966199, 77.2768421 14.0967728, 77.2767967 14.0969003, 77.2767322 14.0970579, 77.2767311 14.0970893)",,,,
291938080,secondary,False,False,102.4,"LINESTRING (77.2779855 14.0969321, 77.2775312 14.0967511, 77.2771131 14.0965689)",2,,30,
291938080,secondary,False,True,48.973,"LINESTRING (77.2779855 14.0969321, 77.2782037 14.0970191, 77.2784056 14.0970993)",2,,30,
368033285,unclassified,False,True,171.668,"LINESTRING (77.2779855 14.0969321, 77.277868 14.097328, 77.2777175 14.0972886, 77.2769936 14.0971056, 77.2767311 14.0970893)",,,,
