osmid,oneway,lanes,ref,highway,reversed,length,geometry,bridge,junction
169365574,True,2,NH352A,trunk,False,64.28999999999999,"LINESTRING (77.0204358 28.9941672, 77.0203438 28.99412, 77.0199431 28.99393, 77.0198455 28.9939179)",,
267309163,False,,,tertiary,True,25.577,"LINESTRING (77.0244787 28.9947926, 77.0245175 28.9945651)",,
1212960417,False,2,NH352A,trunk,False,7.178,"LINESTRING (77.0244787 28.9947926, 77.024405 28.9947961)",,
1212960417,False,2,NH352A,trunk,True,43.738,"LINESTRING (77.0244787 28.9947926, 77.0249247 28.9947422)",,
1212960417,False,2,NH352A,trunk,False,42.455,"LINESTRING (77.0253533 28.9946698, 77.0249247 28.9947422)",,
1044774543,False,,,residential,True,66.091,"LINESTRING (77.0253533 28.9946698, 77.025307 28.9942749, 77.025288 28.9940782)",,
"[1212960417, 261137893, 261137894]",False,2,NH352A,trunk,"[False, True]",53.504999999999995,"LINESTRING (77.0253533 28.9946698, 77.0255086 28.9946595, 77.0258147 28.9946076, 77.025896 28.9945949)",yes,
169365574,True,2,NH352A,trunk,False,69.354,"LINESTRING (77.0234585 28.99484, 77.02275 28.9949107)",,
267309186,False,,,residential,False,90.68600000000002,"LINESTRING (77.0234585 28.99484, 77.0233835 28.9946016, 77.0233471 28.9945133, 77.0232555 28.9943834, 77.0231656 28.9942744, 77.0231143 28.9942189, 77.0230974 28.9941908, 77.0230885 28.9941603, 77.0230847 28.9941076)",,
169365574,True,2,NH352A,trunk,False,141.525,"LINESTRING (77.02275 28.9949107, 77.022006 28.9950019, 77.0218902 28.9949864, 77.0213657 28.9947564)",,
"[267311808, 267309176]",False,,,residential,True,88.233,"LINESTRING (77.02275 28.9949107, 77.0226509 28.9945493, 77.0226433 28.9945047, 77.0226429 28.9944127, 77.0226357 28.994358, 77.0226267 28.9943206, 77.0225303 28.9941487)",,
261137939,False,,,residential,False,47.145,"LINESTRING (77.0279428 28.99252, 77.0283153 28.9927913)",,
261138004,False,,,residential,True,34.359,"LINESTRING (77.0279428 28.99252, 77.02772 28.9927598)",,
261138004,False,,,residential,False,34.359,"LINESTRING (77.02772 28.9927598, 77.0279428 28.99252)",,
261138004,False,,,residential,True,49.034,"LINESTRING (77.02772 28.9927598, 77.0273718 28.9930787)",,
261138086,False,,,residential,True,46.245,"LINESTRING (77.02772 28.9927598, 77.0280681 28.9930431)",,
261137939,False,,,residential,False,22.417,"LINESTRING (77.0283153 28.9927913, 77.0284871 28.9929257)",,
261137939,False,,,residential,True,47.145,"LINESTRING (77.0283153 28.9927913, 77.0279428 28.99252)",,
261138006,False,,,residential,False,36.905,"LINESTRING (77.0283153 28.9927913, 77.0280681 28.9930431)",,
261137939,False,,,residential,True,22.417,"LINESTRING (77.0284871 28.9929257, 77.0283153 28.9927913)",,
261138745,False,,,residential,False,28.677,"LINESTRING (77.0284871 28.9929257, 77.0283161 28.9931358)",,
261138006,False,,,residential,True,36.905,"LINESTRING (77.0280681 28.9930431, 77.0283153 28.9927913)",,
261138086,False,,,residential,False,46.245,"LINESTRING (77.0280681 28.9930431, 77.02772 28.9927598)",,
261138006,False,,,residential,False,52.858999999999995,"LINESTRING (77.0280681 28.9930431, 77.0278858 28.9932129, 77.0276863 28.9933812)",,
261138004,False,,,residential,False,49.034,"LINESTRING (77.0273718 28.9930787, 77.02772 28.9927598)",,
261138254,False,,,residential,False,45.465,"LINESTRING (77.0273718 28.9930787, 77.0276863 28.9933812)",,
261138004,False,,,residential,True,58.522999999999996,"LINESTRING (77.0273718 28.9930787, 77.0271805 28.993265, 77.02696 28.9934623)",,
261138745,False,,,residential,False,62.013,"LINESTRING (77.0283161 28.9931358, 77.027888 28.9935491)",,
261138745,False,,,residential,True,28.677,"LINESTRING (77.0283161 28.9931358, 77.0284871 28.9929257)",,
261138006,False,,,residential,False,75.164,"LINESTRING (77.0276863 28.9933812, 77.027144 28.9938628)",,
261138254,False,,,residential,True,45.465,"LINESTRING (77.0276863 28.9933812, 77.0273718 28.9930787)",,
261138006,False,,,residential,True,52.858999999999995,"LINESTRING (77.0276863 28.9933812, 77.0278858 28.9932129, 77.0280681 28.9930431)",,
261138364,False,,,residential,False,47.995,"LINESTRING (77.02696 28.9934623, 77.027144 28.9938628)",,
261138004,False,,,residential,False,58.522999999999996,"LINESTRING (77.02696 28.9934623, 77.0271805 28.993265, 77.0273718 28.9930787)",,
261138004,False,,,residential,True,175.008,"LINESTRING (77.02696 28.9934623, 77.026408 28.9938767, 77.026121 28.994077, 77.0258846 28.9942754, 77.0258677 28.9943113, 77.0258494 28.994373, 77.0258467 28.9944252, 77.025896 28.9945949)",,
261138745,False,,,residential,False,50.98,"LINESTRING (77.027888 28.9935491, 77.0275227 28.9938779)",,
261138745,False,,,residential,True,62.013,"LINESTRING (77.027888 28.9935491, 77.0283161 28.9931358)",,
261138006,False,,,residential,True,75.164,"LINESTRING (77.027144 28.9938628, 77.0276863 28.9933812)",,
261138364,False,,,residential,True,47.995,"LINESTRING (77.027144 28.9938628, 77.02696 28.9934623)",,
261138364,False,,,residential,False,60.086,"LINESTRING (77.027144 28.9938628, 77.0271824 28.9940032, 77.0271843 28.9940648, 77.0271818 28.9941092, 77.0271717 28.994148, 77.0270972 28.9943895)",,
261138745,False,,,residential,True,50.98,"LINESTRING (77.0275227 28.9938779, 77.027888 28.9935491)",,
261138745,False,,,residential,False,27.646,"LINESTRING (77.0275227 28.9938779, 77.0274969 28.993911, 77.0274873 28.9939464, 77.0274916 28.9939853, 77.0275432 28.9941105)",,
261138745,False,,,residential,False,30.944,"LINESTRING (77.0275432 28.9941105, 77.0276517 28.9943721)",,
261138745,False,,,residential,True,27.646,"LINESTRING (77.0275432 28.9941105, 77.0274916 28.9939853, 77.0274873 28.9939464, 77.0274969 28.993911, 77.0275227 28.9938779)",,
261137894,False,2,NH352A,trunk,False,26.706,"LINESTRING (77.0270972 28.9943895, 77.0273717 28.9943833)",,
261137894,False,2,NH352A,trunk,True,76.025,"LINESTRING (77.0270972 28.9943895, 77.0270102 28.9943915, 77.0265758 28.9944332, 77.0263244 28.9944825)",,
261138364,False,,,residential,True,60.08599999999999,"LINESTRING (77.0270972 28.9943895, 77.0271717 28.994148, 77.0271818 28.9941092, 77.0271843 28.9940648, 77.0271824 28.9940032, 77.027144 28.9938628)",,
261137894,False,2,NH352A,trunk,True,79.28399999999999,"LINESTRING (77.0284605 28.994285, 77.028242 28.9943169, 77.0276517 28.9943721)",,
261138573,False,,,residential,False,126.78999999999999,"LINESTRING (77.0284605 28.994285, 77.0284382 28.9944032, 77.028423 28.9944298, 77.0283876 28.9944479, 77.0275907 28.9946191, 77.0273247 28.9946648)",,
261137894,False,2,NH352A,trunk,True,27.261,"LINESTRING (77.0276517 28.9943721, 77.0273717 28.9943833)",,
261138745,False,,,residential,True,30.944,"LINESTRING (77.0276517 28.9943721, 77.0275432 28.9941105)",,
261137894,False,2,NH352A,trunk,False,79.28399999999999,"LINESTRING (77.0276517 28.9943721, 77.028242 28.9943169, 77.0284605 28.994285)",,
261137894,False,2,NH352A,trunk,False,27.261,"LINESTRING (77.0273717 28.9943833, 77.0276517 28.9943721)",,
261137894,False,2,NH352A,trunk,True,26.706,"LINESTRING (77.0273717 28.9943833, 77.0270972 28.9943895)",,
261138777,False,,,residential,False,31.633,"LINESTRING (77.0273717 28.9943833, 77.0273247 28.9946648)",,
261137894,False,2,NH352A,trunk,True,43.5,"LINESTRING (77.0263244 28.9944825, 77.025896 28.9945949)",,
261138293,False,,,residential,True,58.521,"LINESTRING (77.0263244 28.9944825, 77.0264327 28.9950002)",,
261137894,False,2,NH352A,trunk,False,76.025,"LINESTRING (77.0263244 28.9944825, 77.0265758 28.9944332, 77.0270102 28.9943915, 77.0270972 28.9943895)",,
261137894,False,2,NH352A,trunk,False,43.5,"LINESTRING (77.025896 28.9945949, 77.0263244 28.9944825)",,
261137940,False,,,residential,True,52.469,"LINESTRING (77.025896 28.9945949, 77.025987 28.99506)",,
"[1212960417, 261137893, 261137894]",False,2,NH352A,trunk,"[False, True]",53.504999999999995,"LINESTRING (77.025896 28.9945949, 77.0258147 28.9946076, 77.0255086 28.9946595, 77.0253533 28.9946698)",yes,
261138004,False,,,residential,False,175.008,"LINESTRING (77.025896 28.9945949, 77.0258467 28.9944252, 77.0258494 28.994373, 77.0258677 28.9943113, 77.0258846 28.9942754, 77.026121 28.994077, 77.026408 28.9938767, 77.02696 28.9934623)",,
261138777,False,,,residential,False,27.117,"LINESTRING (77.0273247 28.9946648, 77.0273074 28.9949082)",,
261138777,False,,,residential,True,31.633,"LINESTRING (77.0273247 28.9946648, 77.0273717 28.9943833)",,
261138573,False,,,residential,True,126.78999999999999,"LINESTRING (77.0273247 28.9946648, 77.0275907 28.9946191, 77.0283876 28.9944479, 77.028423 28.9944298, 77.0284382 28.9944032, 77.0284605 28.994285)",,
1212960417,False,2,NH352A,trunk,False,43.738,"LINESTRING (77.0249247 28.9947422, 77.0244787 28.9947926)",,
1212960417,False,2,NH352A,trunk,True,42.455,"LINESTRING (77.0249247 28.9947422, 77.0253533 28.9946698)",,
"[261138576, 261138404]",False,,,residential,True,89.80000000000001,"LINESTRING (77.0249247 28.9947422, 77.0249436 28.9950328, 77.0249451 28.9950606, 77.0249567 28.9950772, 77.0249814 28.9950926, 77.0251505 28.9951407, 77.0251745 28.9951497, 77.0251909 28.9951643, 77.0251979 28.9951829, 77.0251866 28.9952216, 77.0251001 28.9953897)",,
261138637,False,,,residential,True,34.102,"LINESTRING (77.024405 28.9947961, 77.0243672 28.995101)",,
1212960417,False,2,NH352A,trunk,False,33.534,"LINESTRING (77.024405 28.9947961, 77.0240616 28.9948232)",,
1212960417,False,2,NH352A,trunk,True,7.178,"LINESTRING (77.024405 28.9947961, 77.0244787 28.9947926)",,
261138634,False,,,residential,True,45.049,"LINESTRING (77.0273074 28.9949082, 77.0268479 28.9949592)",,
261138777,False,,,residential,False,27.834,"LINESTRING (77.0273074 28.9949082, 77.0272987 28.9951584)",,
261138777,False,,,residential,True,27.117,"LINESTRING (77.0273074 28.9949082, 77.0273247 28.9946648)",,
261138634,False,,,residential,False,45.049,"LINESTRING (77.0268479 28.9949592, 77.0273074 28.9949082)",,
261138634,False,,,residential,True,40.638,"LINESTRING (77.0268479 28.9949592, 77.0264327 28.9950002)",,
261138649,False,,,residential,True,44.229,"LINESTRING (77.0268479 28.9949592, 77.0268561 28.9953569)",,
261138293,False,,,residential,False,58.521,"LINESTRING (77.0264327 28.9950002, 77.0263244 28.9944825)",,
261138634,False,,,residential,False,40.638,"LINESTRING (77.0264327 28.9950002, 77.0268479 28.9949592)",,
261138634,False,,,residential,True,43.855,"LINESTRING (77.0264327 28.9950002, 77.025987 28.99506)",,
261137940,False,,,residential,False,52.469,"LINESTRING (77.025987 28.99506, 77.025896 28.9945949)",,
261138634,False,,,residential,False,43.855,"LINESTRING (77.025987 28.99506, 77.0264327 28.9950002)",,
261137940,False,,,residential,True,47.074,"LINESTRING (77.025987 28.99506, 77.0259878 28.9950944, 77.0259826 28.9951289, 77.0259693 28.9951755, 77.0258695 28.9954689)",,
261138363,False,,,residential,True,48.313,"LINESTRING (77.0277299 28.9950473, 77.0278545 28.9954679)",,
