osmid,oneway,highway,reversed,length,lanes,maxspeed,geometry,name,junction
1076508003,True,primary,False,4.824,,,"LINESTRING (75.6509681 32.2734507, 75.6509419 32.2734134)",,
44800072,False,primary,False,58.902,2,60,"LINESTRING (75.6509681 32.2734507, 75.6510059 32.2734646, 75.6515424 32.2736624)",,
126606874,False,unclassified,False,71.454,1,,"LINESTRING (75.6485079 32.2705251, 75.6477638 32.2703944)",,
421754314,False,residential,False,38.569,,,"LINESTRING (75.6485079 32.2705251, 75.6484808 32.270179)",,
126606874,False,unclassified,True,98.437,1,,"LINESTRING (75.6485079 32.2705251, 75.6488991 32.2705765, 75.6492361 32.2706129, 75.6492599 32.2706184, 75.6492753 32.270625, 75.6493488 32.2706871, 75.6493657 32.2706947, 75.6493896 32.2707012, 75.6495104 32.2707101)",,
126606905,False,tertiary,True,10.121,1,,"LINESTRING (75.6520054 32.2703785, 75.652025 32.270468)",,
239430591,False,tertiary,True,7.665,1,,"LINESTRING (75.6520054 32.2703785, 75.6520003 32.2703097)",Dhangu Road,
1080243987,True,unclassified,False,118.476,,,"LINESTRING (75.6520054 32.2703785, 75.6524858 32.2703585, 75.6532636 32.2703199)",,
239355654,False,residential,False,7.696,1,,"LINESTRING (75.6521937 32.2733249, 75.652192 32.2733941)",,
44715658,True,tertiary,False,123.319,,,"LINESTRING (75.6521937 32.2733249, 75.6510173 32.2733577, 75.6509643 32.2733651, 75.6509247 32.2733787, 75.650893 32.2733967)",Dalhousie Road,
126606905,False,tertiary,False,64.809,1,,"LINESTRING (75.6521937 32.2733249, 75.6522031 32.2731218, 75.6522206 32.2727425)",,
1111970930,False,unclassified,True,9.548,1,,"LINESTRING (75.6556738 32.2699611, 75.6557407 32.2698965)",Saili Road,
1111980578,True,unclassified,False,13.826,,,"LINESTRING (75.6556738 32.2699611, 75.655637 32.2699601, 75.655603 32.2699718, 75.6555775 32.2699942, 75.6555649 32.2700234)",,roundabout
126614726,False,residential,False,14.546,,,"LINESTRING (75.6556787 32.2704947, 75.6556595 32.2706245)",,
126614726,False,residential,True,11.769,,,"LINESTRING (75.6556787 32.2704947, 75.6556993 32.2703903)",,
421754323,False,residential,True,69.516,,,"LINESTRING (75.6556787 32.2704947, 75.6564144 32.2704324)",,
126614726,False,residential,False,53.885999999999996,,,"LINESTRING (75.6550983 32.2714119, 75.6551425 32.2715933, 75.6551633 32.2716574, 75.6551938 32.2717067, 75.655227 32.2717504, 75.6552619 32.2717895, 75.655281 32.2718246, 75.655286 32.2718621)",,
126614726,False,residential,True,64.46000000000001,,,"LINESTRING (75.6550983 32.2714119, 75.6553444 32.2713399, 75.6554275 32.2713087, 75.6554808 32.2712801, 75.6555086 32.2712486, 75.6555864 32.2710704)",,
239355660,False,residential,False,125.84800000000001,,,"LINESTRING (75.6550983 32.2714119, 75.6548331 32.2714793, 75.65477 32.2714967, 75.6546557 32.2715406, 75.6543515 32.2717184, 75.6539235 32.2719368)",Campbell Road,
421730197,False,residential,False,114.862,,,"LINESTRING (75.655286 32.2718621, 75.6565004 32.2719749)",,
126614726,False,residential,False,122.257,,,"LINESTRING (75.655286 32.2718621, 75.65528 32.271912, 75.6551518 32.2724735, 75.6549963 32.2729325)",,
126614726,False,residential,True,53.886,,,"LINESTRING (75.655286 32.2718621, 75.655281 32.2718246, 75.6552619 32.2717895, 75.655227 32.2717504, 75.6551938 32.2717067, 75.6551633 32.2716574, 75.6551425 32.2715933, 75.6550983 32.2714119)",,
239355655,False,residential,False,8.15,,,"LINESTRING (75.6549963 32.2729325, 75.6549601 32.2729991)",,
44715658,True,tertiary,False,156.90200000000002,,,"LINESTRING (75.6549963 32.2729325, 75.654543 32.2729756, 75.6541917 32.2730277, 75.6540173 32.2730584, 75.6536975 32.2731101, 75.6533544 32.2731778)",Dalhousie Road,
126614726,False,residential,True,122.257,,,"LINESTRING (75.6549963 32.2729325, 75.6551518 32.2724735, 75.65528 32.271912, 75.655286 32.2718621)",,
1111970926,True,unclassified,False,47.036,1,,"LINESTRING (75.6576911 32.2680406, 75.6579964 32.2677055)",Saili Road,
1111970939,False,unclassified,False,6.142,,,"LINESTRING (75.6576911 32.2680406, 75.6576355 32.2680116)",,
1111970926,True,unclassified,False,21.053,1,,"LINESTRING (75.6575467 32.2681853, 75.6576911 32.2680406)",Saili Road,
232459687,False,residential,True,47.048,,,"LINESTRING (75.6575467 32.2681853, 75.6578566 32.2684108, 75.657876 32.2684335, 75.6578954 32.2684801)",,
232459701,False,unclassified,True,77.293,,,"LINESTRING (75.6562706 32.2695044, 75.657081 32.2696212)",,
1111970926,True,unclassified,False,48.381,1,,"LINESTRING (75.6562706 32.2695044, 75.6566087 32.2691764)",Saili Road,
1111970938,False,unclassified,False,5.877,,,"LINESTRING (75.6562706 32.2695044, 75.6562255 32.2694678)",,
232459687,False,residential,True,30.011,,,"LINESTRING (75.658022 32.2697461, 75.6580047 32.2700156)",,
232459701,False,unclassified,False,59.511,,,"LINESTRING (75.658022 32.2697461, 75.6573967 32.2696631)",,
232459687,False,residential,False,37.603,,,"LINESTRING (75.658022 32.2697461, 75.6580818 32.2694912, 75.6580986 32.2694142)",,
421963881,False,residential,False,31.869,,,"LINESTRING (75.6576181 32.2706649, 75.6576193 32.2703783)",,
232459701,False,unclassified,True,30.577,,,"LINESTRING (75.6576181 32.2706649, 75.6576005 32.2707045, 75.6575794 32.2709365)",,
1195993164,False,residential,False,120.96100000000001,,,"LINESTRING (75.6576181 32.2706649, 75.6569251 32.2708774, 75.6567233 32.2709434, 75.6564477 32.2710253, 75.6564206 32.2710512)",,
232459701,False,unclassified,True,7.642,,,"LINESTRING (75.6573278 32.2728922, 75.65733 32.2729609)",,
232459701,False,unclassified,False,53.909,,,"LINESTRING (75.6573278 32.2728922, 75.6573334 32.272774, 75.6573402 32.272672, 75.6573432 32.272639, 75.6573482 32.2725812, 75.6573713 32.272409)",,
239355648,True,tertiary,False,149.253,,,"LINESTRING (75.6573278 32.2728922, 75.6566378 32.272903, 75.6560424 32.2729019, 75.6557406 32.272911)",Dalhousie Road,
239355667,False,residential,False,37.067,,,"LINESTRING (75.6538841 32.2656588, 75.6538267 32.2659886)",,
421801233,False,residential,False,29.523,,,"LINESTRING (75.6538841 32.2656588, 75.6541979 32.265668)",,
239355667,False,residential,True,38.988,,,"LINESTRING (75.6538841 32.2656588, 75.6535281 32.265684, 75.6534707 32.2656831)",,
239355667,False,residential,True,7.052,,,"LINESTRING (75.6524422 32.2656668, 75.6523681 32.2656766)",,
239355667,False,residential,False,70.76599999999999,,,"LINESTRING (75.6524422 32.2656668, 75.652656 32.2656702, 75.6531947 32.2656787)",,
239355667,False,residential,False,118.303,,,"LINESTRING (75.651125 32.265841, 75.6523681 32.2656766)",,
239430591,False,tertiary,False,101.037,1,,"LINESTRING (75.651125 32.265841, 75.6512557 32.2667429)",Dhangu Road,
