osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,access
387917639,,,residential,False,False,180.749,,"LINESTRING (93.7021473 24.3453438, 93.7014872 24.3455397, 93.701287 24.3456749, 93.7007975 24.3457965, 93.7006195 24.3460533)",,
387917642,,,residential,False,False,61.62,,"LINESTRING (93.7021473 24.3453438, 93.7021473 24.3456816, 93.702088 24.3458911)",,
387917642,,,residential,False,False,27.877,,"LINESTRING (93.702088 24.3458911, 93.7020212 24.3461343)",,
387917642,,,residential,False,True,61.62,,"LINESTRING (93.702088 24.3458911, 93.7021473 24.3456816, 93.7021473 24.3453438)",,
387917639,,,residential,False,False,60.254,,"LINESTRING (93.7006195 24.3460533, 93.700068 24.3462562)",,
387917639,,,residential,False,True,180.749,,"LINESTRING (93.7006195 24.3460533, 93.7007975 24.3457965, 93.701287 24.3456749, 93.7014872 24.3455397, 93.7021473 24.3453438)",,
913308373,,,residential,False,True,109.724,,"LINESTRING (93.7006195 24.3460533, 93.7008449 24.3460263, 93.700919 24.3463033, 93.7009698 24.3464933, 93.7010411 24.3467599, 93.7010474 24.3467838)",,
387917642,,,residential,False,False,42.723,,"LINESTRING (93.7020212 24.3461343, 93.7020431 24.346518)",,
387917642,,,residential,False,True,27.877,,"LINESTRING (93.7020212 24.3461343, 93.702088 24.3458911)",,
913308369,,,residential,False,True,56.105999999999995,,"LINESTRING (93.7020212 24.3461343, 93.7016523 24.3461583, 93.7015048 24.3460581)",,
387917642,,,residential,False,False,66.622,,"LINESTRING (93.7016504 24.3479925, 93.7014205 24.3483168, 93.7012279 24.3484377)",,
387917642,,,residential,False,True,158.523,,"LINESTRING (93.7016504 24.3479925, 93.701858 24.3474925, 93.7020212 24.347033, 93.7020509 24.3466546, 93.7020493 24.3466259)",,
913308365,,,residential,False,False,98.73899999999999,,"LINESTRING (93.7016504 24.3479925, 93.7013519 24.3477906, 93.7010542 24.3476122, 93.7008124 24.3476562)",,
387919867,NH2,Tedim Rd,trunk,False,True,96.557,,"LINESTRING (93.7012279 24.3484377, 93.7008124 24.3476562)",,
387917642,,,residential,False,True,66.622,,"LINESTRING (93.7012279 24.3484377, 93.7014205 24.3483168, 93.7016504 24.3479925)",,
387919867,NH2,Tedim Rd,trunk,False,False,77.031,,"LINESTRING (93.7012279 24.3484377, 93.7015022 24.3489536, 93.7015613 24.3490603)",,
174064312,NH2,Tipaimukh Road,trunk,False,False,126.948,2,"LINESTRING (93.6929933 24.3414745, 93.693461 24.3418324, 93.6939603 24.3422005)",,
387917664,,IB Road,tertiary,False,False,122.807,,"LINESTRING (93.693318 24.3426879, 93.6943629 24.3431258, 93.6944233 24.3431388)",,
568235216,,Thangjam Rd,residential,False,False,87.52199999999999,,"LINESTRING (93.693318 24.3426879, 93.693467 24.3424615, 93.6937481 24.3422791, 93.6939603 24.3422005)",,
174064312,NH2,Tipaimukh Road,trunk,False,False,165.937,2,"LINESTRING (93.6939603 24.3422005, 93.6952336 24.3431392)",,
174064312,NH2,Tipaimukh Road,trunk,False,True,126.948,2,"LINESTRING (93.6939603 24.3422005, 93.693461 24.3418324, 93.6929933 24.3414745)",,
568235216,,Thangjam Rd,residential,False,False,383.875,,"LINESTRING (93.6939603 24.3422005, 93.6946124 24.3419921, 93.694953 24.3418718, 93.695366 24.3416352, 93.695911 24.3412861, 93.6961707 24.3411464, 93.6963921 24.3410766, 93.6972266 24.3408361, 93.6973685 24.3407549)",,
568235216,,Thangjam Rd,residential,False,True,87.522,,"LINESTRING (93.6939603 24.3422005, 93.6937481 24.3422791, 93.693467 24.3424615, 93.693318 24.3426879)",,
676861475,NH102B,Tedim Rd,trunk,False,False,114.08,,"LINESTRING (93.6973685 24.3407549, 93.6978435 24.3416851)",,
568235216,,Thangjam Rd,residential,False,True,383.875,,"LINESTRING (93.6973685 24.3407549, 93.6972266 24.3408361, 93.6963921 24.3410766, 93.6961707 24.3411464, 93.695911 24.3412861, 93.695366 24.3416352, 93.694953 24.3418718, 93.6946124 24.3419921, 93.6939603 24.3422005)",,
676861214,,Apollo Veng,living_street,False,False,164.782,2,"LINESTRING (93.6973685 24.3407549, 93.6975138 24.3407403, 93.6984687 24.3406523, 93.6986618 24.3407452, 93.698961 24.3407067)",30,permissive
174064312,NH2,Tipaimukh Road,trunk,False,False,20.73,2,"LINESTRING (93.6966857 24.344215, 93.6968423 24.344335)",,
174064312,NH2,Tipaimukh Road,trunk,False,True,189.61100000000002,2,"LINESTRING (93.6966857 24.344215, 93.696504 24.3440758, 93.6952336 24.3431392)",,
568261426,,,residential,False,False,225.216,,"LINESTRING (93.6966857 24.344215, 93.6967072 24.3440597, 93.6966759 24.3428953, 93.6966998 24.3421915)",,
387917664,,IB Road,tertiary,False,False,129.615,,"LINESTRING (93.6966998 24.3421915, 93.6971021 24.3419441, 93.6978435 24.3416851)",,
387917664,,IB Road,tertiary,False,True,182.43,,"LINESTRING (93.6966998 24.3421915, 93.695782 24.3427488, 93.695468 24.3429434, 93.6952336 24.3431392)",,
568261426,,,residential,False,True,225.216,,"LINESTRING (93.6966998 24.3421915, 93.6966759 24.3428953, 93.6967072 24.3440597, 93.6966857 24.344215)",,
387919867,NH2,Tedim Rd,trunk,False,True,77.031,,"LINESTRING (93.7015613 24.3490603, 93.7015022 24.3489536, 93.7012279 24.3484377)",,
387917662,,,residential,False,True,93.017,,"LINESTRING (93.698961 24.3407067, 93.6989866 24.3415429)",,
676861214,,Apollo Veng,living_street,False,True,164.782,2,"LINESTRING (93.698961 24.3407067, 93.6986618 24.3407452, 93.6984687 24.3406523, 93.6975138 24.3407403, 93.6973685 24.3407549)",30,permissive
676861476,,Nehru Marg,tertiary,False,False,23.778,2,"LINESTRING (93.7013189 24.3414991, 93.7015536 24.341499)",40,
676861476,,Nehru Marg,tertiary,False,True,108.75,2,"LINESTRING (93.7013189 24.3414991, 93.7002455 24.3414913)",40,
693882032,,,living_street,False,True,106.154,,"LINESTRING (93.7013189 24.3414991, 93.7012936 24.341849, 93.7012666 24.3422215, 93.7012499 24.3424517)",,
676861475,NH102B,Tedim Rd,trunk,False,True,114.08,,"LINESTRING (93.6978435 24.3416851, 93.6973685 24.3407549)",,
387917664,,IB Road,tertiary,False,True,129.615,,"LINESTRING (93.6978435 24.3416851, 93.6971021 24.3419441, 93.6966998 24.3421915)",,
676861475,NH102B,Tedim Rd,trunk,False,False,264.44399999999996,,"LINESTRING (93.6978435 24.3416851, 93.6983465 24.3426981, 93.6985093 24.3430168, 93.6989446 24.3438412)",,
676861476,,Nehru Marg,tertiary,False,False,117.677,2,"LINESTRING (93.6978435 24.3416851, 93.6980776 24.3416059, 93.6982629 24.3415859, 93.6989866 24.3415429)",40,
676861476,,Nehru Marg,tertiary,False,False,108.75,2,"LINESTRING (93.7002455 24.3414913, 93.7013189 24.3414991)",40,
676861476,,Nehru Marg,tertiary,False,True,127.669,2,"LINESTRING (93.7002455 24.3414913, 93.6989866 24.3415429)",40,
387917668,,,residential,False,True,102.686,,"LINESTRING (93.7002455 24.3414913, 93.7002116 24.3419855, 93.7002144 24.3424138)",,
174064312,NH2,Tipaimukh Road,trunk,False,True,62.985,2,"LINESTRING (93.6973181 24.3446996, 93.6968423 24.344335)",,
174064312,NH2,Tipaimukh Road,trunk,False,False,323.135,2,"LINESTRING (93.6973181 24.3446996, 93.6982607 24.3454218, 93.6993771 24.3461084, 93.6994784 24.3461456, 93.6995725 24.3461483, 93.6999537 24.3460165)",,
913308358,,,residential,False,True,263.389,,"LINESTRING (93.6973181 24.3446996, 93.6968055 24.3451539, 93.6962718 24.3457868, 93.6957461 24.3465712)",,
913308358,,,residential,False,False,263.389,,"LINESTRING (93.6957461 24.3465712, 93.6962718 24.3457868, 93.6968055 24.3451539, 93.6973181 24.3446996)",,
913308358,,,residential,False,True,167.162,,"LINESTRING (93.6957461 24.3465712, 93.6952418 24.3472701, 93.6951789 24.3472995, 93.6949512 24.3472865, 93.6946809 24.347239, 93.6945955 24.347118)",,
"[913308360, 913308359]",,,residential,False,True,527.6800000000001,,"LINESTRING (93.6957461 24.3465712, 93.696017 24.3467081, 93.6962905 24.3468278, 93.6968726 24.3470282, 93.6972991 24.3471357, 93.6976987 24.3471871, 93.6984014 24.3473068, 93.698785 24.3474778, 93.6992651 24.3476807, 93.6994582 24.3474876, 93.699984 24.3470698, 93.700437 24.3469502)",,
387919867,NH2,Tedim Rd,trunk,False,False,69.969,,"LINESTRING (93.700437 24.3469502, 93.7007381 24.3475165)",,
387919867,NH2,Tedim Rd,trunk,False,True,85.747,,"LINESTRING (93.700437 24.3469502, 93.7004218 24.3469216, 93.7002905 24.3466747, 93.7001673 24.346443, 93.700068 24.3462562)",,
"[913308360, 913308359]",,,residential,False,False,527.6800000000001,,"LINESTRING (93.700437 24.3469502, 93.699984 24.3470698, 93.6994582 24.3474876, 93.6992651 24.3476807, 93.698785 24.3474778, 93.6984014 24.3473068, 93.6976987 24.3471871, 93.6972991 24.3471357, 93.6968726 24.3470282, 93.6962905 24.3468278, 93.696017 24.3467081, 93.6957461 24.3465712)",,
387919867,NH2,Tedim Rd,trunk,False,False,96.557,,"LINESTRING (93.7008124 24.3476562, 93.7012279 24.3484377)",,
387919867,NH2,Tedim Rd,trunk,False,True,17.262,,"LINESTRING (93.7008124 24.3476562, 93.7007381 24.3475165)",,
913308365,,,residential,False,True,98.739,,"LINESTRING (93.7008124 24.3476562, 93.7010542 24.3476122, 93.7013519 24.3477906, 93.7016504 24.3479925)",,
387917642,,,residential,False,False,12.014,,"LINESTRING (93.7020431 24.346518, 93.7020493 24.3466259)",,
387917642,,,residential,False,True,42.723,,"LINESTRING (93.7020431 24.346518, 93.7020212 24.3461343)",,
913308369,,,residential,False,False,56.105999999999995,,"LINESTRING (93.7015048 24.3460581, 93.7016523 24.3461583, 93.7020212 24.3461343)",,
387919867,NH2,Tedim Rd,trunk,False,False,17.262,,"LINESTRING (93.7007381 24.3475165, 93.7008124 24.3476562)",,
387919867,NH2,Tedim Rd,trunk,False,True,69.969,,"LINESTRING (93.7007381 24.3475165, 93.700437 24.3469502)",,
913308374,,,residential,False,False,95.458,,"LINESTRING (93.7007381 24.3475165, 93.701022 24.3472775, 93.7010863 24.3471235, 93.7010474 24.3467838)",,
387917642,,,residential,False,True,12.014,,"LINESTRING (93.7020493 24.3466259, 93.7020431 24.346518)",,
913308375,,,residential,False,True,103.006,,"LINESTRING (93.7020493 24.3466259, 93.7010474 24.3467838)",,
387917642,,,residential,False,False,158.523,,"LINESTRING (93.7020493 24.3466259, 93.7020509 24.3466546, 93.7020212 24.347033, 93.701858 24.3474925, 93.7016504 24.3479925)",,
913308375,,,residential,False,False,103.006,,"LINESTRING (93.7010474 24.3467838, 93.7020493 24.3466259)",,
913308373,,,residential,False,False,109.72399999999999,,"LINESTRING (93.7010474 24.3467838, 93.7010411 24.3467599, 93.7009698 24.3464933, 93.700919 24.3463033, 93.7008449 24.3460263, 93.7006195 24.3460533)",,
913308374,,,residential,False,True,95.458,,"LINESTRING (93.7010474 24.3467838, 93.7010863 24.3471235, 93.701022 24.3472775, 93.7007381 24.3475165)",,
174064312,NH2,Tipaimukh Road,trunk,False,False,62.985,2,"LINESTRING (93.6968423 24.344335, 93.6973181 24.3446996)",,
174064312,NH2,Tipaimukh Road,trunk,False,True,20.73,2,"LINESTRING (93.6968423 24.344335, 93.6966857 24.344215)",,
913460735,,,residential,False,True,408.18899999999996,,"LINESTRING (93.6968423 24.344335, 93.696084 24.3452468, 93.6955181 24.3449609, 93.6954001 24.3447898, 93.6954752 24.3445992, 93.6954188 24.3445454, 93.6939947 24.3438794)",,
913460736,,,residential,False,True,93.097,,"LINESTRING (93.6939947 24.3438794, 93.6944233 24.3431388)",,
913460735,,,residential,False,False,408.18899999999996,,"LINESTRING (93.6939947 24.3438794, 93.6954188 24.3445454, 93.6954752 24.3445992, 93.6954001 24.3447898, 93.6955181 24.3449609, 93.696084 24.3452468, 93.6968423 24.344335)",,
913460736,,,residential,False,False,105.701,,"LINESTRING (93.6939947 24.3438794, 93.6938524 24.3441251, 93.6941609 24.3443402, 93.6943406 24.3446138)",,
913460736,,,residential,False,True,105.701,,"LINESTRING (93.6943406 24.3446138, 93.6941609 24.3443402, 93.6938524 24.3441251, 93.6939947 24.3438794)",,
913460736,,,residential,False,False,93.097,,"LINESTRING (93.6944233 24.3431388, 93.6939947 24.3438794)",,
387917664,,IB Road,tertiary,False,False,83.209,,"LINESTRING (93.6944233 24.3431388, 93.6946151 24.3431799, 93.6950007 24.3431866, 93.6952336 24.3431392)",,
387917664,,IB Road,tertiary,False,True,122.807,,"LINESTRING (93.6944233 24.3431388, 93.6943629 24.3431258, 93.693318 24.3426879)",,
913308358,,,residential,False,False,167.162,,"LINESTRING (93.6945955 24.347118, 93.6946809 24.347239, 93.6949512 24.3472865, 93.6951789 24.3472995, 93.6952418 24.3472701, 93.6957461 24.3465712)",,
676861476,,Nehru Marg,tertiary,False,True,23.778,2,"LINESTRING (93.7015536 24.341499, 93.7013189 24.3414991)",40,
