osmid,ref,highway,oneway,reversed,length,geometry,lanes,name,access
53108494,NH69;NH173,trunk,False,False,141.458,"LINESTRING (76.0150458 13.5536523, 76.0157804 13.5525995)",,,
53108494,NH69;NH173,trunk,False,True,241.03699999999998,"LINESTRING (76.0150458 13.5536523, 76.0147699 13.5539804, 76.0143759 13.5543637, 76.0138909 13.5547426, 76.0133835 13.5550792)",,,
976873869,,residential,False,True,98.694,"LINESTRING (76.0150458 13.5536523, 76.0157562 13.5539594, 76.0158795 13.5540141)",,,
53108494,NH69;NH173,trunk,False,False,63.227,"LINESTRING (76.0130734 13.5563522, 76.0131501 13.5557885)",,,
202965038,,unclassified,False,True,101.548,"LINESTRING (76.0130734 13.5563522, 76.0140038 13.5564784)",,,
53108494,NH69;NH173,trunk,False,True,48.660000000000004,"LINESTRING (76.0130734 13.5563522, 76.0129452 13.5566808, 76.0128991 13.5567544)",,,
370713218,NH173,trunk,False,True,244.655,"LINESTRING (76.0182956 13.5484676, 76.0160324 13.5484597)",2,Mudigere-Kadur Road,yes
664768707,NH69;NH173,trunk,False,True,132.583,"LINESTRING (76.0182956 13.5484676, 76.0176919 13.5495055)",,,
22839304,SH152,primary,False,True,100.239,"LINESTRING (76.0185438 13.5522269, 76.0178153 13.5524046, 76.0176394 13.5524147)",,,
22839304,SH152,primary,False,False,38.03,"LINESTRING (76.0161681 13.5520332, 76.0164992 13.5521488)",,,
53108494,NH69;NH173,trunk,False,True,35.453,"LINESTRING (76.0161681 13.5520332, 76.0159876 13.5522994)",,,
"[664768707, 53108494]",NH69;NH173,trunk,False,False,68.854,"LINESTRING (76.0161681 13.5520332, 76.016266 13.5518582, 76.016487 13.5514973)",,,
53108494,NH69;NH173,trunk,False,True,13.926,"LINESTRING (76.0133835 13.5550792, 76.0133136 13.5551844)",,,
53108494,NH69;NH173,trunk,False,False,241.03699999999998,"LINESTRING (76.0133835 13.5550792, 76.0138909 13.5547426, 76.0143759 13.5543637, 76.0147699 13.5539804, 76.0150458 13.5536523)",,,
976874532,,residential,False,False,294.057,"LINESTRING (76.0133835 13.5550792, 76.0132509 13.554934, 76.0133153 13.5543865, 76.0133314 13.5540788, 76.0127359 13.5540788, 76.0116953 13.5541152)",,,
53108494,NH69;NH173,trunk,False,False,35.453,"LINESTRING (76.0159876 13.5522994, 76.0161681 13.5520332)",,,
53108494,NH69;NH173,trunk,False,True,40.19,"LINESTRING (76.0159876 13.5522994, 76.0157804 13.5525995)",,,
202965037,,tertiary,False,True,58.91,"LINESTRING (76.0159876 13.5522994, 76.0154495 13.5523832)",,,
202965037,,tertiary,False,True,27.001,"LINESTRING (76.0144509 13.5519266, 76.0142058 13.5519734)",,,
977827145,,residential,False,True,19.298,"LINESTRING (76.0144509 13.5519266, 76.0146059 13.5518405)",,,
202965037,,tertiary,False,False,125.906,"LINESTRING (76.0144509 13.5519266, 76.0144793 13.5525308, 76.0150156 13.5524508)",,,
202965036,,unclassified,False,False,33.144,"LINESTRING (76.0175709 13.5562758, 76.0173102 13.5561189)",,,
202965038,,unclassified,False,False,61.172,"LINESTRING (76.0175709 13.5562758, 76.017011 13.5563557)",,,
202965035,,unclassified,False,False,19.61,"LINESTRING (76.0187322 13.5541615, 76.0186326 13.5543089)",,,
53108494,NH69;NH173,trunk,False,False,31.607,"LINESTRING (76.0131501 13.5557885, 76.0132081 13.5555099)",,,
53108494,NH69;NH173,trunk,False,True,63.227,"LINESTRING (76.0131501 13.5557885, 76.0130734 13.5563522)",,,
202965037,,tertiary,False,False,71.669,"LINESTRING (76.0131501 13.5557885, 76.0125052 13.5556389)",,,
