osmid,oneway,lanes,name,highway,reversed,length,bridge,geometry,ref
1116758440,True,2,Santa Cruz – Chembur Link Road,trunk_link,False,10.791,,"LINESTRING (72.8773593 19.0758789, 72.8772747 19.0759339)",
1238603170,True,,Lal Bahadur Shastri Marg,primary,False,112.909,,"LINESTRING (72.8773593 19.0758789, 72.8767259 19.0750587)",
"[427199176, 151889242, 151889243]",False,,A H Wadia Marg,tertiary,True,243.57,yes,"LINESTRING (72.8800151 19.0759669, 72.880069 19.0756668, 72.8800457 19.075219, 72.8799407 19.0749061, 72.8798167 19.0747459, 72.8796126 19.0745081, 72.879529 19.0744267, 72.8791224 19.0741205)",
275786437,False,,Mathuradas Vasanji Road (Andheri Kurla Road),tertiary,False,130.353,,"LINESTRING (72.8800151 19.0759669, 72.8801553 19.0765557, 72.8802187 19.0768216, 72.8802391 19.076953, 72.8802391 19.0771164)",
570227374,False,,Masrani Lane,tertiary,False,89.935,,"LINESTRING (72.8800151 19.0759669, 72.8803178 19.0760629, 72.8808534 19.0760924)",
436370624,False,,Kalina Kurla Road,tertiary,False,86.08,,"LINESTRING (72.8756234 19.0791357, 72.8748889 19.0794784)",
436370624,False,,Kalina Kurla Road,tertiary,True,24.837,,"LINESTRING (72.8756234 19.0791357, 72.8758427 19.0790524)",
436370626,False,,Shastri Nagar Road,residential,True,75.722,,"LINESTRING (72.8756234 19.0791357, 72.8754077 19.078873, 72.875348 19.0788102, 72.8752367 19.0787474, 72.8751016 19.0786863)",
1158161157,False,,,tertiary,False,14.339,,"LINESTRING (72.8803239 19.0796532, 72.8802079 19.0797211)",
1265532942,True,,Lal Bahadur Shastri Marg,primary,False,46.508,,"LINESTRING (72.8803239 19.0796532, 72.880066 19.0793133)",
275786437,False,,Mathuradas Vasanji Road (Andheri Kurla Road),tertiary,True,22.399,,"LINESTRING (72.8803239 19.0796532, 72.8803181 19.0795559, 72.8803115 19.0794521)",
1266513701,True,,Lal Bahadur Shastri Marg,primary,False,120.98,,"LINESTRING (72.8788698 19.0777367, 72.8781711 19.076872)",
1266513703,False,,Kalina Kurla Road,tertiary,False,16.597,,"LINESTRING (72.8788698 19.0777367, 72.8787234 19.0777927)",
691945179,False,,,primary_link,True,7.633,,"LINESTRING (72.8762608 19.0744568, 72.8761977 19.0744908)",
49014297,False,,,residential,False,146.01000000000002,,"LINESTRING (72.8775391 19.07767, 72.8774386 19.0776795, 72.8767707 19.0776693, 72.8764999 19.0776212, 72.8761673 19.077535)",
49014306,False,,,residential,False,41.546,,"LINESTRING (72.8775391 19.07767, 72.877562 19.0775755, 72.8776049 19.0773018)",
49014306,False,,,residential,True,71.26400000000001,,"LINESTRING (72.8775391 19.07767, 72.8775271 19.0777296, 72.8774976 19.0778594, 72.8774403 19.0781002, 72.8774806 19.0782972)",
49014297,False,,,residential,True,146.01000000000002,,"LINESTRING (72.8761673 19.077535, 72.8764999 19.0776212, 72.8767707 19.0776693, 72.8774386 19.0776795, 72.8775391 19.07767)",
436370624,False,,Kalina Kurla Road,tertiary,False,24.837,,"LINESTRING (72.8758427 19.0790524, 72.8756234 19.0791357)",
49014303,False,,,residential,False,180.4,,"LINESTRING (72.8758427 19.0790524, 72.8756845 19.0787213, 72.8756094 19.0785185, 72.8754913 19.0782752, 72.8754055 19.0781535, 72.8753197 19.0780825, 72.8752553 19.0780724, 72.8748798 19.0783664)",
"[436370624, 22855579, 436370623]",False,,Kalina Kurla Road,tertiary,True,105.51700000000001,yes,"LINESTRING (72.8758427 19.0790524, 72.875938 19.0790077, 72.8764141 19.0787847, 72.8767423 19.0786309)",
436370626,False,,Shastri Nagar Road,residential,True,35.65,,"LINESTRING (72.8748798 19.0783664, 72.8746867 19.0781028)",
