osmid,oneway,ref,highway,reversed,length,geometry,bridge,name
385492899,True,Old NH7,primary,False,164.012,"LINESTRING (78.3344112 18.3199812, 78.3349144 18.3185857)",,
385492922,True,SH11,primary,False,15.670000000000002,"LINESTRING (78.3344112 18.3199812, 78.3343701 18.3199901, 78.3342644 18.3199795)",,
385492909,False,SH11,primary,True,71.077,"LINESTRING (78.3361593 18.3203719, 78.3367019 18.3203931, 78.3368309 18.3204104)",,
385492922,True,SH11,primary,False,85.018,"LINESTRING (78.3361593 18.3203719, 78.3359803 18.3203319, 78.3357951 18.3203096, 78.3353629 18.3202643)",,
236470267,False,SH11,primary,True,39.378,"LINESTRING (78.3368309 18.3204104, 78.3371965 18.3204808)",yes,
366279038,False,,residential,True,222.502,"LINESTRING (78.3368309 18.3204104, 78.3362988 18.3223466)",,
366279744,False,,unclassified,True,97.69900000000001,"LINESTRING (78.3368309 18.3204104, 78.3369777 18.3199356, 78.3371269 18.3195789)",,
385492909,False,SH11,primary,False,71.077,"LINESTRING (78.3368309 18.3204104, 78.3367019 18.3203931, 78.3361593 18.3203719)",,
236470267,False,SH11,primary,False,39.378,"LINESTRING (78.3371965 18.3204808, 78.3368309 18.3204104)",yes,
366279458,False,,unclassified,False,63.631,"LINESTRING (78.3371965 18.3204808, 78.3377993 18.3204796)",,
385492915,False,SH11,primary,True,38.018,"LINESTRING (78.3371965 18.3204808, 78.3373673 18.3205171, 78.3375464 18.3205616)",,
366279257,False,,unclassified,False,29.124,"LINESTRING (78.3377936 18.3207404, 78.3378078 18.3206414, 78.3377993 18.3204796)",,
385492913,True,SH11,primary,False,24.311,"LINESTRING (78.3377936 18.3207404, 78.3377542 18.3206429, 78.3377492 18.3206337, 78.3377457 18.3206296, 78.3377404 18.3206249, 78.3377274 18.3206175, 78.3376499 18.3205938)",,
385492915,False,SH11,primary,True,11.497,"LINESTRING (78.3375464 18.3205616, 78.3376499 18.3205938)",,
366279323,False,,unclassified,False,181.094,"LINESTRING (78.3375464 18.3205616, 78.3375127 18.320596, 78.3374608 18.3206217, 78.3373839 18.3206197, 78.3371719 18.3205803, 78.3371345 18.3205822, 78.3371158 18.3206, 78.3368389 18.3217578)",,
385492915,False,SH11,primary,False,38.018,"LINESTRING (78.3375464 18.3205616, 78.3373673 18.3205171, 78.3371965 18.3204808)",,
366278986,False,,unclassified,True,0.66,"LINESTRING (78.3398381 18.317729, 78.3398388 18.3177349)",,
366278986,False,,unclassified,False,0.66,"LINESTRING (78.3398388 18.3177349, 78.3398381 18.317729)",,
366278986,False,,unclassified,True,44.918,"LINESTRING (78.3398388 18.3177349, 78.3398749 18.3181374)",,
366279414,False,,unclassified,True,88.645,"LINESTRING (78.3398388 18.3177349, 78.3390025 18.3178071)",,
366279414,False,,unclassified,False,88.645,"LINESTRING (78.3390025 18.3178071, 78.3398388 18.3177349)",,
366279414,False,,unclassified,True,54.011,"LINESTRING (78.3390025 18.3178071, 78.3387842 18.3182464)",,
