osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge
103230516,True,Anagarika Dharmapal Street,secondary,False,91.228,"LINESTRING (88.3597846 22.5752926, 88.3606229 22.5750207)",,
101972954,False,,residential,False,129.72299999999998,"LINESTRING (88.3591352 22.5701058, 88.3593071 22.5704496, 88.3593657 22.570561, 88.3595704 22.5709503, 88.359647 22.5711053, 88.3595856 22.5711277)",,
1126633511,False,Bepin Behari Ganguly Street,secondary,True,108.79599999999999,"LINESTRING (88.3649392 22.5681782, 88.3643014 22.5683919, 88.3639432 22.568512)",40,
52087651,True,Amhurst Street,tertiary,False,134.619,"LINESTRING (88.3669966 22.5727877, 88.3669648 22.5727163, 88.3668865 22.5725402, 88.3667891 22.5723219, 88.3666669 22.5720526, 88.3665424 22.5717752, 88.3665236 22.5717047, 88.3665208 22.5716942, 88.3665075 22.5716654)",,
102961691,True,Surya Sen Street,secondary,False,86.16499999999999,"LINESTRING (88.3669966 22.5727877, 88.3670501 22.5727702, 88.3675969 22.5725633, 88.3677686 22.572485)",40,
1132238886,True,College Street,secondary,False,166.394,"LINESTRING (88.3607478 22.5695827, 88.3613925 22.5709556)",,
1087118361,False,College Street,secondary,False,144.419,"LINESTRING (88.3607478 22.5695827, 88.3603155 22.5685872, 88.3603023 22.5683613)",,
1128043714,True,Bepin Behari Ganguly Street,secondary,False,175.5,"LINESTRING (88.3607478 22.5695827, 88.3602787 22.5697348, 88.360144 22.5697785, 88.3594354 22.5700084, 88.3591352 22.5701058)",40,
"[1234870860, 1126633511]",False,Bepin Behari Ganguly Street,secondary,False,92.475,"LINESTRING (88.3607478 22.5695827, 88.3607983 22.5695658, 88.3610898 22.5694681, 88.3613153 22.5693925, 88.3614583 22.5693446, 88.3615944 22.569299)",40,yes
101972944,False,,residential,True,89.58000000000001,"LINESTRING (88.3598402 22.5718972, 88.3596681 22.5714443, 88.3595856 22.5711277)",,
103230557,True,Eden Hospital Road,tertiary,False,86.219,"LINESTRING (88.3598402 22.5718972, 88.3602781 22.5716461, 88.3605503 22.5714834)",,
102961691,True,Surya Sen Street,secondary,False,156.997,"LINESTRING (88.3629194 22.5742734, 88.3634916 22.574065, 88.3642318 22.5738176, 88.3643493 22.5737737)",40,
1126641019,True,College Street,secondary,False,117.689,"LINESTRING (88.3629194 22.5742734, 88.3631317 22.5747635, 88.3633451 22.5752561)",,
1128136254,False,Raja Rammohan Sarani,secondary,False,14.915,"LINESTRING (88.3671942 22.5733708, 88.367258 22.5734913)",,
50219792,True,Mahatma Gandhi Road,primary,False,102.851,"LINESTRING (88.3671942 22.5733708, 88.3667741 22.5739912, 88.3666695 22.5741586)",,
1126633512,True,Amhurst Street,tertiary,False,67.938,"LINESTRING (88.3671942 22.5733708, 88.3670158 22.5728444, 88.3669966 22.5727877)",,
52097266,False,Zakaria Street,secondary,False,69.467,"LINESTRING (88.3594397 22.5770222, 88.3601114 22.5769473)",40,
1126633511,False,Bepin Behari Ganguly Street,secondary,False,46.325,"LINESTRING (88.3631083 22.5687917, 88.3635324 22.5686496)",40,
1126633511,False,Bepin Behari Ganguly Street,secondary,True,30.237,"LINESTRING (88.3631083 22.5687917, 88.3630797 22.5688013, 88.3628315 22.5688845)",40,
1087118361,False,College Street,secondary,True,144.419,"LINESTRING (88.3603023 22.5683613, 88.3603155 22.5685872, 88.3607478 22.5695827)",,
1126633511,False,Bepin Behari Ganguly Street,secondary,False,97.35499999999999,"LINESTRING (88.3615944 22.569299, 88.3620613 22.5691426, 88.3624857 22.5690004)",40,
"[1234870860, 1126633511]",False,Bepin Behari Ganguly Street,secondary,True,92.475,"LINESTRING (88.3615944 22.569299, 88.3614583 22.5693446, 88.3613153 22.5693925, 88.3610898 22.5694681, 88.3607983 22.5695658, 88.3607478 22.5695827)",40,yes
1126633511,False,Bepin Behari Ganguly Street,secondary,False,37.773,"LINESTRING (88.3624857 22.5690004, 88.3628315 22.5688845)",40,
1126633511,False,Bepin Behari Ganguly Street,secondary,True,97.35499999999999,"LINESTRING (88.3624857 22.5690004, 88.3620613 22.5691426, 88.3615944 22.569299)",40,
101972954,False,,residential,False,54.23,"LINESTRING (88.3595856 22.5711277, 88.3590959 22.5713104)",,
101972944,False,,residential,False,89.58000000000001,"LINESTRING (88.3595856 22.5711277, 88.3596681 22.5714443, 88.3598402 22.5718972)",,
101972954,False,,residential,True,129.723,"LINESTRING (88.3595856 22.5711277, 88.359647 22.5711053, 88.3595704 22.5709503, 88.3593657 22.570561, 88.3593071 22.5704496, 88.3591352 22.5701058)",,
102961708,False,,residential,True,130.65,"LINESTRING (88.3605503 22.5714834, 88.3603812 22.571217, 88.3603446 22.5711638, 88.3600781 22.5707064, 88.3599588 22.5704449)",,
103230557,True,Eden Hospital Road,tertiary,False,77.17999999999999,"LINESTRING (88.3605503 22.5714834, 88.360607 22.5714495, 88.3607425 22.5713686, 88.3610092 22.5712062, 88.3611751 22.5710977)",,
101972954,False,,residential,True,54.23,"LINESTRING (88.3590959 22.5713104, 88.3595856 22.5711277)",,
"[52155433, 1192799364]",True,Chittaranjan Avenue,primary,False,72.632,"LINESTRING (88.3599476 22.5759278, 88.3598749 22.5755947, 88.3597846 22.5752926)",40,
101943132,False,Badal Dutta Street,residential,True,66.55000000000001,"LINESTRING (88.3599476 22.5759278, 88.3602618 22.5759006, 88.3605868 22.5758354)",,
103230557,True,Eden Hospital Road,tertiary,False,72.665,"LINESTRING (88.3591905 22.5721563, 88.3598402 22.5718972)",,
102961708,False,,residential,False,130.64999999999998,"LINESTRING (88.3599588 22.5704449, 88.3600781 22.5707064, 88.3603446 22.5711638, 88.3603812 22.571217, 88.3605503 22.5714834)",,
103212682,False,,residential,True,40.735,"LINESTRING (88.3635324 22.5686496, 88.3633687 22.5683159)",,
1126633511,False,Bepin Behari Ganguly Street,secondary,False,4.425,"LINESTRING (88.3635324 22.5686496, 88.3635729 22.568636)",40,
1126633511,False,Bepin Behari Ganguly Street,secondary,True,46.325,"LINESTRING (88.3635324 22.5686496, 88.3631083 22.5687917)",40,
103212682,False,,residential,False,40.735,"LINESTRING (88.3633687 22.5683159, 88.3635324 22.5686496)",,
103230480,False,Brojo N Dutta Ln,residential,True,27.024,"LINESTRING (88.3644696 22.572109, 88.3643753 22.5718821)",,
103230487,False,,residential,False,39.061,"LINESTRING (88.3644696 22.572109, 88.3641137 22.5722331)",,
