osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,tunnel,bridge
16458620,Shahpur Road,tertiary,False,True,77.351,"LINESTRING (75.8563002 30.910522, 75.8557841 30.9099855)",,,,
33178126,Brown Road,tertiary,False,True,8.423,"LINESTRING (75.8563002 30.910522, 75.8563736 30.9104799)",,,,
11928765,Wool Bazar,residential,False,True,183.305,"LINESTRING (75.8563002 30.910522, 75.8563154 30.9106234, 75.8563437 30.9107397, 75.8563685 30.9108732, 75.8563739 30.9110228, 75.8563927 30.9114186, 75.8564125 30.9118734, 75.8564184 30.9121647)",,,,
33178126,Brown Road,tertiary,False,False,88.05799999999999,"LINESTRING (75.8563002 30.910522, 75.856155 30.9105914, 75.8554909 30.9109028)",,,,
33178126,Brown Road,tertiary,False,False,29.401,"LINESTRING (75.8536245 30.9117416, 75.8533301 30.9116634)",,,,
33178126,Brown Road,tertiary,False,True,11.271,"LINESTRING (75.8536245 30.9117416, 75.8537283 30.9116932)",,,,
135439031,,residential,False,True,39.394,"LINESTRING (75.8536245 30.9117416, 75.8532594 30.9119071)",,,,
30200155,,residential,False,False,87.216,"LINESTRING (75.851738 30.9114688, 75.8523184 30.9108628)",,,,
33178126,Brown Road,tertiary,False,True,4.841,"LINESTRING (75.851738 30.9114688, 75.8517887 30.9114671)",,,,
33178126,Brown Road,tertiary,False,False,55.131,"LINESTRING (75.851738 30.9114688, 75.8516355 30.9114701, 75.8513005 30.9114739, 75.8511604 30.9114668)",,,,
1067058673,,residential,False,False,11.281,"LINESTRING (75.8560614 30.9077434, 75.8560331 30.9076449)",,,,
11314086,G.Kalgidhar Road,residential,False,False,71.517,"LINESTRING (75.8560614 30.9077434, 75.85611 30.9078451, 75.8564498 30.9082916)",,,,
16458620,Shahpur Road,tertiary,False,False,48.787,"LINESTRING (75.854141 30.9078919, 75.8543279 30.9083003)",,,,
16388037,Jail Road,tertiary,True,False,77.49000000000001,"LINESTRING (75.854141 30.9078919, 75.8543636 30.9078723, 75.8546412 30.9078562, 75.854951 30.9078424)",,,,
11925408,Karim Pura Bazar,residential,False,False,73.789,"LINESTRING (75.8533301 30.9116634, 75.8535267 30.9110216)",,,,
11925420,,tertiary,False,True,27.925,"LINESTRING (75.8533301 30.9116634, 75.8532594 30.9119071)",,,,
33178126,Brown Road,tertiary,False,True,29.401,"LINESTRING (75.8533301 30.9116634, 75.8536245 30.9117416)",,,,
33178126,Brown Road,tertiary,False,False,39.609,"LINESTRING (75.8533301 30.9116634, 75.8531272 30.9116132, 75.8529285 30.9115735)",,,,
11925408,Karim Pura Bazar,residential,False,False,28.821,"LINESTRING (75.8535267 30.9110216, 75.853588 30.9107678)",,,,
11925408,Karim Pura Bazar,residential,False,True,73.789,"LINESTRING (75.8535267 30.9110216, 75.8533301 30.9116634)",,,,
258779892,,residential,False,True,71.363,"LINESTRING (75.8535267 30.9110216, 75.8529367 30.910979, 75.8528562 30.9109664, 75.8527841 30.9109517)",,,,
11925408,Karim Pura Bazar,residential,False,False,64.138,"LINESTRING (75.8536514 30.9099774, 75.853689 30.9094015)",,,,
11925408,Karim Pura Bazar,residential,False,True,31.544,"LINESTRING (75.8536514 30.9099774, 75.8536433 30.910261)",,,,
258779890,,residential,False,False,47.821,"LINESTRING (75.8536514 30.9099774, 75.8531505 30.9099936)",,,,
11925408,Karim Pura Bazar,residential,False,True,76.749,"LINESTRING (75.8538003 30.90791, 75.8537663 30.9085996)",,,,
254607467,Jail Road,tertiary,True,False,32.568,"LINESTRING (75.8538003 30.90791, 75.8540302 30.9078988, 75.854141 30.9078919)",,,,
254533398,,secondary,True,False,28.752,"LINESTRING (75.8467016 30.9069243, 75.8469745 30.907034)",60,,,
1061715624,,tertiary_link,True,False,12.86,"LINESTRING (75.8467016 30.9069243, 75.8467563 30.9068186)",,,,
11314001,Lakkar Bazar,tertiary,False,True,12.574,"LINESTRING (75.8564671 30.9105596, 75.8563736 30.9104799)",,,,
16388037,Jail Road,tertiary,True,False,73.407,"LINESTRING (75.855297 30.9078182, 75.8554338 30.9078033, 75.8557396 30.907778, 75.8560614 30.9077434)",,,,
258779089,,residential,False,False,107.44200000000001,"LINESTRING (75.855297 30.9078182, 75.8555404 30.9083457, 75.8558234 30.9086622)",,,,
16458620,Shahpur Road,tertiary,False,False,62.698,"LINESTRING (75.8553661 30.9095504, 75.8557841 30.9099855)",,,,
16458620,Shahpur Road,tertiary,False,True,55.463,"LINESTRING (75.8553661 30.9095504, 75.8549934 30.9091676)",,,,
258779088,,residential,False,False,65.771,"LINESTRING (75.8553661 30.9095504, 75.8559299 30.90921)",,,,
26214131,,tertiary,False,True,99.236,"LINESTRING (75.8490217 30.907653, 75.849401 30.906822)",,,,
1061961418,,residential,False,False,39.814,"LINESTRING (75.8490217 30.907653, 75.8488791 30.9079895)",,,,
26214131,,tertiary,False,False,168.52100000000002,"LINESTRING (75.8490217 30.907653, 75.8482314 30.9073247, 75.8474319 30.9069925)",,,,
1113519582,,tertiary,True,False,8.726,"LINESTRING (75.8467517 30.9067518, 75.8466685 30.9067844)",,,,
26214131,,tertiary,False,True,71.195,"LINESTRING (75.8467517 30.9067518, 75.8467756 30.9067481, 75.8467951 30.9067452, 75.8468239 30.906747, 75.8468494 30.906751, 75.8468856 30.9067608, 75.8474319 30.9069925)",,,,
30200155,,residential,False,False,9.416,"LINESTRING (75.8523184 30.9108628, 75.8523855 30.9108007)",,,,
30200155,,residential,False,True,87.216,"LINESTRING (75.8523184 30.9108628, 75.851738 30.9114688)",,,,
30200176,,residential,False,False,117.712,"LINESTRING (75.8523184 30.9108628, 75.8512217 30.9104807, 75.8511754 30.9104641)",,,,
30200155,,residential,False,True,19.597,"LINESTRING (75.8524378 30.910337, 75.8524485 30.910513)",,,,
30200181,Brown Road,residential,False,False,23.735,"LINESTRING (75.8524378 30.910337, 75.8526856 30.910318)",,,,
30200155,,residential,False,False,82.77199999999999,"LINESTRING (75.8524378 30.910337, 75.8524338 30.9100114, 75.8524284 30.9099527, 75.852415 30.9099147, 75.8523975 30.9099021, 75.8523506 30.9098975, 75.8520475 30.9098944)",,,,
30200155,,residential,False,False,55.6,"LINESTRING (75.8520475 30.9098944, 75.8514681 30.9098405)",,,,
1113578328,,residential,False,False,43.567,"LINESTRING (75.8520475 30.9098944, 75.8520768 30.9095034)",,,,
30200155,,residential,False,True,82.77199999999999,"LINESTRING (75.8520475 30.9098944, 75.8523506 30.9098975, 75.8523975 30.9099021, 75.852415 30.9099147, 75.8524284 30.9099527, 75.8524338 30.9100114, 75.8524378 30.910337)",,,,
11925408,Karim Pura Bazar,residential,False,False,31.544,"LINESTRING (75.8536433 30.910261, 75.8536514 30.9099774)",,,,
11925408,Karim Pura Bazar,residential,False,True,21.28,"LINESTRING (75.8536433 30.910261, 75.8536313 30.9104521)",,,,
30200181,Brown Road,residential,False,True,91.624,"LINESTRING (75.8536433 30.910261, 75.8535102 30.9102613, 75.8531513 30.9102822, 75.8526856 30.910318)",,,,
133377341,Sher Shah Suri Marg - GT Road,primary,True,False,14.004,"LINESTRING (75.8516006 30.908924, 75.8515539 30.9090434)",,,,
237415712,,secondary,True,False,53.465,"LINESTRING (75.8516006 30.908924, 75.8515521 30.9089012, 75.8513458 30.9088114, 75.8511099 30.9086922)",,,,
