osmid,name,highway,oneway,reversed,length,ref,geometry,junction,lanes,bridge
279711108,Arjuna Street,tertiary,False,True,10.56,,"LINESTRING (80.6194179 16.5092632, 80.6194031 16.5093571)",,,
1038947655,,trunk,True,False,437.57,NH65,"LINESTRING (80.6194179 16.5092632, 80.6192972 16.5092504, 80.6191725 16.5092285, 80.6189324 16.5091578, 80.6187031 16.5090793, 80.6185046 16.5089893, 80.6182002 16.5087977, 80.6177978 16.5085007, 80.6172963 16.5081201, 80.6168423 16.5077646, 80.6167363 16.5076836, 80.616635 16.5076135, 80.6165204 16.5075306, 80.6164354 16.5074647, 80.6161463 16.5072724, 80.6160804 16.5072326, 80.6159924 16.5071849)",,,
469902139,,primary,True,False,2.122,,"LINESTRING (80.6178251 16.5113501, 80.6178404 16.5113379)",roundabout,,
279711108,Arjuna Street,tertiary,False,False,13.735,,"LINESTRING (80.6174009 16.5100707, 80.617527 16.5100454)",,,
"[469902144, 469902142, 469902143]",,tertiary,True,False,99.51400000000001,,"LINESTRING (80.6174009 16.5100707, 80.6174813 16.5102327, 80.6176208 16.510792, 80.6176503 16.5109296)",,2,yes
"[628780762, 1257635287, 470178535]",,tertiary,False,"[False, True]",649.0290000000001,,"LINESTRING (80.6174009 16.5100707, 80.6153657 16.5103702, 80.615086 16.5104179, 80.6150699 16.5100551, 80.6148526 16.5100744, 80.614809 16.5100775, 80.6147842 16.5100793, 80.6147447 16.5100611, 80.6147103 16.5100146, 80.6146399 16.5096652, 80.6146112 16.5095483, 80.6145537 16.5092542, 80.6144786 16.5088042, 80.6144424 16.5085247, 80.6143616 16.508011, 80.6142744 16.5076342, 80.6142222 16.5074278, 80.6141696 16.5072108)",,,
177626316,,tertiary,False,False,143.881,,"LINESTRING (80.6222507 16.5101575, 80.6209259 16.5104044)",,,
848411147,Shivalayam Street,tertiary,False,True,58.633,,"LINESTRING (80.6222507 16.5101575, 80.6224469 16.5106501)",,,
177626316,,tertiary,False,True,98.55000000000001,,"LINESTRING (80.6222507 16.5101575, 80.6225654 16.5100176, 80.6227948 16.5099705, 80.6229051 16.5099617, 80.6230436 16.509962, 80.6231348 16.5099827)",,,
"[177626337, 1241606251, 848411147]",Shivalayam Street,tertiary,False,"[False, True]",147.838,,"LINESTRING (80.6222507 16.5101575, 80.6221024 16.509839, 80.6219497 16.5093617, 80.6219148 16.5092567, 80.62177 16.5091693, 80.6217385 16.509135, 80.6216857 16.5089816)",,,yes
177626306,Gopala Krishnaya Street,tertiary,False,False,42.997,,"LINESTRING (80.6209259 16.5104044, 80.6205332 16.5104925)",,,
177626316,,tertiary,False,True,143.881,,"LINESTRING (80.6209259 16.5104044, 80.6222507 16.5101575)",,,
279535133,,residential,False,True,91.903,,"LINESTRING (80.6209259 16.5104044, 80.6210867 16.5112164)",,,
"[177626305, 678625370, 699308934]",,tertiary,False,"[False, True]",107.624,,"LINESTRING (80.6209259 16.5104044, 80.6208803 16.5101549, 80.6207536 16.5096194, 80.6207221 16.5094567)",,,yes
396962769,Shivalayam Street,tertiary,False,False,11.864,,"LINESTRING (80.6224799 16.510752, 80.6224469 16.5106501)",,,
350502993,MG Road,primary,True,False,103.163,,"LINESTRING (80.6224799 16.510752, 80.6227081 16.5105345, 80.6231741 16.5101057)",,3,
469902139,,primary,True,False,1.548,,"LINESTRING (80.6176842 16.5110882, 80.6176702 16.5110919)",roundabout,,
469902141,,primary,True,False,19.73,,"LINESTRING (80.6172348 16.511079, 80.6173505 16.5111533, 80.6173875 16.5111792)",,,
374043424,Shivalayam Street,tertiary,True,False,64.964,,"LINESTRING (80.6225849 16.5113275, 80.6224799 16.510752)",,,
850872312,Gopal Reddy Road,secondary,False,False,58.126000000000005,,"LINESTRING (80.6225849 16.5113275, 80.6223453 16.5113713, 80.6220474 16.5114146)",,,
955165349,,primary,True,False,304.023,,"LINESTRING (80.6142533 16.5116818, 80.6145042 16.5116445, 80.614637 16.5116479, 80.6147619 16.5116699, 80.6153827 16.5118666, 80.6155183 16.5119465, 80.6163913 16.5127537, 80.6165861 16.5129876)",,,
470154177,,primary,True,False,12.81,,"LINESTRING (80.619493 16.5117061, 80.6194681 16.5115934)",,,
219187869,MG Road,primary,True,False,48.625,,"LINESTRING (80.619493 16.5117061, 80.6195753 16.5116608, 80.619926 16.5115779)",,3,
177626322,,secondary,True,False,99.62100000000001,,"LINESTRING (80.6149627 16.5120836, 80.6149171 16.5119814, 80.6148693 16.5118981, 80.614786 16.5118356, 80.6147216 16.5118234, 80.6145639 16.5118212, 80.6144169 16.5118155, 80.6143392 16.5118071, 80.6142834 16.5117683, 80.6142621 16.5117265, 80.6142533 16.5116818)",,,
374403782,,residential,True,False,116.244,,"LINESTRING (80.6141567 16.5127837, 80.6145886 16.5124546, 80.614783 16.5122771, 80.6148702 16.512182, 80.6149627 16.5120836)",,,
177626336,Prakasam Road,secondary,False,True,52.236,,"LINESTRING (80.6228596 16.5126175, 80.6223812 16.512719)",,,
374043424,Shivalayam Street,tertiary,True,False,62.498,,"LINESTRING (80.6228596 16.5126175, 80.6227393 16.5120674)",,,
374385068,,primary,True,False,12.439,,"LINESTRING (80.6172743 16.512672, 80.6173454 16.5125833)",,,
177626336,Prakasam Road,secondary,False,False,22.357,,"LINESTRING (80.6221784 16.5127702, 80.6223812 16.512719)",,,
177626311,Karl Marx Road,primary,True,False,106.887,,"LINESTRING (80.6221784 16.5127702, 80.6229481 16.5130375, 80.6231229 16.5130925)",,2,
469902132,,primary,True,False,8.953,,"LINESTRING (80.6168449 16.5131149, 80.6168927 16.5130487)",roundabout,,
"[852693207, 1096230057, 1096230058, 852595247]",Caltex Road,primary,True,False,1248.9640000000004,,"LINESTRING (80.6168449 16.5131149, 80.6173036 16.513412, 80.6177702 16.513812, 80.6178611 16.5139064, 80.6179698 16.5140503, 80.6180384 16.5141504, 80.6189454 16.5161328, 80.6191141 16.5165177, 80.6192137 16.5167174, 80.6192522 16.5168036, 80.6192716 16.5168553, 80.6193958 16.5171196, 80.6195887 16.5174513, 80.6196351 16.5175076, 80.6196945 16.5175557, 80.6197407 16.5175835, 80.6198138 16.5176168, 80.6199757 16.5176465, 80.6199229 16.5176008, 80.6198481 16.5175763, 80.6198151 16.5175666, 80.6197861 16.5175508, 80.6197491 16.5175218, 80.6197069 16.5174795, 80.619671 16.517435, 80.6193553 16.51688, 80.6193274 16.5168166, 80.6192876 16.5167019, 80.6192519 16.5166324, 80.6192037 16.5165347, 80.6191608 16.516437, 80.6190225 16.516107, 80.6190031 16.5160607, 80.6189125 16.5158629, 80.6188168 16.5156536, 80.618731 16.5154641, 80.6186084 16.5151935, 80.6184522 16.5148409, 80.6183117 16.5145216, 80.6181743 16.5142477, 80.6180671 16.514035, 80.6180023 16.513948, 80.6179486 16.5138769, 80.6178413 16.5137649, 80.6177292 16.5136589, 80.617393 16.5133532, 80.6172399 16.5132306, 80.6171026 16.5131406, 80.6170423 16.5131053, 80.61697 16.5130764, 80.6168927 16.5130487)",,2,
177626282,Caltex Road,secondary,False,True,11.243,,"LINESTRING (80.6231229 16.5130925, 80.6231476 16.5129942)",,,
850872312,Gopal Reddy Road,secondary,False,False,10.319,,"LINESTRING (80.6199698 16.5118856, 80.6198876 16.5119346)",,,
1250193628,Karl Marx Road,primary,True,False,54.61,,"LINESTRING (80.6199698 16.5118856, 80.619493 16.5117061)",,2,
850872312,Gopal Reddy Road,secondary,False,True,58.555,,"LINESTRING (80.6199698 16.5118856, 80.6201968 16.5117744, 80.620485 16.5117171)",,,
374043424,Shivalayam Street,tertiary,True,False,53.875,,"LINESTRING (80.6227393 16.5120674, 80.6226361 16.5115931)",,,
279503609,Gopu Vani Street,residential,False,True,149.345,,"LINESTRING (80.6220474 16.5114146, 80.6223812 16.512719)",,,
850872312,Gopal Reddy Road,secondary,False,False,52.628,,"LINESTRING (80.6220474 16.5114146, 80.6215646 16.5115133)",,,
