osmid,highway,oneway,reversed,length,ref,geometry,lanes,name
118866271,tertiary,False,True,38.292,,"LINESTRING (77.2800205 17.1734705, 77.2798597 17.1737787)",,
141131672,primary,False,False,87.322,SH10,"LINESTRING (77.2800205 17.1734705, 77.2798129 17.1735777, 77.2792357 17.1736742)",,
141131672,primary,False,False,22.646,SH10,"LINESTRING (77.2789022 17.173729, 77.2786971 17.1737845)",,
141131672,primary,False,True,35.95,SH10,"LINESTRING (77.2789022 17.173729, 77.2792357 17.1736742)",,
526998739,residential,False,True,19.574,,"LINESTRING (77.2789022 17.173729, 77.2788122 17.1735754)",,
118866271,tertiary,False,False,37.691,,"LINESTRING (77.2776955 17.1781755, 77.2778404 17.1778661)",,
118866271,tertiary,False,True,37.691,,"LINESTRING (77.2778404 17.1778661, 77.2776955 17.1781755)",,
118866271,tertiary,False,False,163.642,,"LINESTRING (77.2778404 17.1778661, 77.2782524 17.176986, 77.2784787 17.1765268)",,
118866299,tertiary,False,False,295.97700000000003,,"LINESTRING (77.2778404 17.1778661, 77.2800774 17.1786442, 77.2804607 17.1787704)",2,Main Road
118866299,tertiary,False,True,255.946,,"LINESTRING (77.2837687 17.1798656, 77.2814928 17.1791104)",2,Main Road
118866299,tertiary,False,False,149.881,,"LINESTRING (77.2837687 17.1798656, 77.2850492 17.1802814, 77.2851037 17.1803015)",2,Main Road
238150960,residential,False,False,140.177,,"LINESTRING (77.2837687 17.1798656, 77.2839169 17.1793718, 77.2841291 17.1786529)",,
526964642,residential,False,True,104.756,,"LINESTRING (77.2849017 17.1746633, 77.283943 17.1744429)",,
238150960,residential,False,True,85.563,,"LINESTRING (77.2849017 17.1746633, 77.2847387 17.1752768, 77.2847069 17.1754099)",,
526964642,residential,False,False,62.608000000000004,,"LINESTRING (77.2849017 17.1746633, 77.2852141 17.1747313, 77.2851478 17.1749803)",,
238151023,residential,False,False,45.731,,"LINESTRING (77.2822988 17.1762694, 77.2822282 17.1766751)",,
238151426,road,False,False,91.421,,"LINESTRING (77.2822988 17.1762694, 77.2824887 17.1754675)",,
"[338552749, 338552750, 238151023]",residential,False,True,171.177,,"LINESTRING (77.2822988 17.1762694, 77.2814776 17.1761195, 77.2809472 17.1760199, 77.2808906 17.1762375)",,
238151023,residential,False,False,281.838,,"LINESTRING (77.2822282 17.1766751, 77.2814928 17.1791104)",,
238151023,residential,False,True,45.731,,"LINESTRING (77.2822282 17.1766751, 77.2822988 17.1762694)",,
238151073,residential,False,False,64.96,,"LINESTRING (77.2822282 17.1766751, 77.2828331 17.1767605)",,
118866299,tertiary,False,False,255.946,,"LINESTRING (77.2814928 17.1791104, 77.2837687 17.1798656)",2,Main Road
118866299,tertiary,False,True,115.979,,"LINESTRING (77.2814928 17.1791104, 77.2804607 17.1787704)",2,Main Road
238151023,residential,False,True,281.838,,"LINESTRING (77.2814928 17.1791104, 77.2822282 17.1766751)",,
238151073,residential,False,False,66.451,,"LINESTRING (77.2828331 17.1767605, 77.2834453 17.1768831)",,
238151073,residential,False,True,64.96,,"LINESTRING (77.2828331 17.1767605, 77.2822282 17.1766751)",,
238151443,residential,False,True,26.848,,"LINESTRING (77.2828331 17.1767605, 77.2828786 17.176523)",,
238150960,residential,False,False,83.298,,"LINESTRING (77.2843881 17.1770648, 77.2845053 17.1763241)",,
238150960,residential,False,True,37.341,,"LINESTRING (77.2843881 17.1770648, 77.2843258 17.1773953)",,
238151073,residential,False,False,29.583,,"LINESTRING (77.2843881 17.1770648, 77.2846618 17.1771138)",,
238151073,residential,False,True,43.878,,"LINESTRING (77.2843881 17.1770648, 77.2839824 17.1769908)",,
238151073,residential,False,True,29.583,,"LINESTRING (77.2846618 17.1771138, 77.2843881 17.1770648)",,
338552740,residential,False,False,32.698,,"LINESTRING (77.2846618 17.1771138, 77.2847164 17.1768244)",,
526964648,residential,False,False,59.744,,"LINESTRING (77.2846618 17.1771138, 77.2852159 17.1772056)",,
338552740,residential,False,False,25.796,,"LINESTRING (77.2850165 17.1754997, 77.2850769 17.175275)",,
338552740,residential,False,True,11.713,,"LINESTRING (77.2850165 17.1754997, 77.2849911 17.1756022)",,
526983028,residential,False,True,34.373,,"LINESTRING (77.2850165 17.1754997, 77.2847069 17.1754099)",,
338552740,residential,False,True,40.111,,"LINESTRING (77.285518 17.1750512, 77.2851478 17.1749803)",,
526964643,residential,False,False,65.998,,"LINESTRING (77.285518 17.1750512, 77.2861253 17.1751762)",,
338552740,residential,False,False,214.075,,"LINESTRING (77.285518 17.1750512, 77.2855931 17.1746643, 77.2857433 17.1743081, 77.2858265 17.1739262, 77.2859683 17.1731808)",,
129579265,tertiary,False,False,90.137,,"LINESTRING (77.2859683 17.1731808, 77.2851374 17.1730168)",,
338552740,residential,False,True,214.075,,"LINESTRING (77.2859683 17.1731808, 77.2858265 17.1739262, 77.2857433 17.1743081, 77.2855931 17.1746643, 77.285518 17.1750512)",,
118866299,tertiary,False,False,28.74,,"LINESTRING (77.2851037 17.1803015, 77.2853566 17.1803933)",2,Main Road
238151081,residential,False,False,92.002,,"LINESTRING (77.2851037 17.1803015, 77.2853651 17.1795127)",,
118866299,tertiary,False,True,149.881,,"LINESTRING (77.2851037 17.1803015, 77.2850492 17.1802814, 77.2837687 17.1798656)",2,Main Road
238151081,residential,False,True,92.002,,"LINESTRING (77.2853651 17.1795127, 77.2851037 17.1803015)",,
238151081,residential,False,False,122.30300000000001,,"LINESTRING (77.2853651 17.1795127, 77.2854832 17.1794666, 77.2859662 17.1795489, 77.2861859 17.1795896, 77.2862987 17.1796057, 77.2864016 17.1794472)",,
526964659,residential,False,False,50.839,,"LINESTRING (77.2853651 17.1795127, 77.2853133 17.17931, 77.2853595 17.1790654)",,
238151081,residential,False,True,122.303,,"LINESTRING (77.2864016 17.1794472, 77.2862987 17.1796057, 77.2861859 17.1795896, 77.2859662 17.1795489, 77.2854832 17.1794666, 77.2853651 17.1795127)",,
338552772,residential,False,True,79.48599999999999,,"LINESTRING (77.2864016 17.1794472, 77.2866774 17.179012, 77.2867236 17.1788107)",,
526964660,residential,False,True,52.214,,"LINESTRING (77.2864016 17.1794472, 77.28631 17.1792643, 77.2860372 17.1792072)",,
118866299,tertiary,False,False,17.529,,"LINESTRING (77.2868778 17.1803634, 77.2870422 17.1803499)",2,Main Road
238151104,residential,False,False,71.152,,"LINESTRING (77.2868778 17.1803634, 77.2869765 17.1797305)",,
118866299,tertiary,False,True,102.306,,"LINESTRING (77.2868778 17.1803634, 77.2860521 17.1804134, 77.2859166 17.18042)",2,Main Road
338552769,residential,False,True,23.325,,"LINESTRING (77.2867524 17.1778937, 77.2867824 17.1776859)",,
338552772,residential,False,False,54.233000000000004,,"LINESTRING (77.2867524 17.1778937, 77.2867108 17.1782343, 77.286713 17.1783791)",,
118866299,tertiary,False,True,17.529,,"LINESTRING (77.2870422 17.1803499, 77.2868778 17.1803634)",2,Main Road
118866299,tertiary,False,True,31.422,,"LINESTRING (77.2859166 17.18042, 77.2856212 17.1804343)",2,Main Road
118866299,tertiary,False,False,102.306,,"LINESTRING (77.2859166 17.18042, 77.2860521 17.1804134, 77.2868778 17.1803634)",2,Main Road
238151426,road,False,True,68.829,,"LINESTRING (77.2826412 17.1748659, 77.2824887 17.1754675)",,
238151073,residential,False,False,43.878,,"LINESTRING (77.2839824 17.1769908, 77.2843881 17.1770648)",,
238151073,residential,False,True,31.23,,"LINESTRING (77.2839824 17.1769908, 77.2836947 17.1769331)",,
238151443,residential,False,False,86.416,,"LINESTRING (77.2839824 17.1769908, 77.2841696 17.1762345)",,
238151443,residential,False,False,65.349,,"LINESTRING (77.2842765 17.1758025, 77.2836896 17.1756265)",,
238151443,residential,False,True,49.36,,"LINESTRING (77.2842765 17.1758025, 77.2841696 17.1762345)",,
526983029,residential,False,False,35.004,,"LINESTRING (77.2842765 17.1758025, 77.2845955 17.1758813)",,
238151443,residential,False,False,122.163,,"LINESTRING (77.2831358 17.1754522, 77.2828786 17.176523)",,
238151443,residential,False,True,61.944,,"LINESTRING (77.2831358 17.1754522, 77.2836896 17.1756265)",,
