osmid,highway,oneway,reversed,length,ref,lanes,geometry,bridge
133870220,tertiary,False,False,31.012,,,"LINESTRING (80.1068343 29.0766647, 80.1071468 29.0766082)",
1090926497,trunk,False,True,37.796,NH9,,"LINESTRING (80.1068343 29.0766647, 80.1064535 29.0767338)",
1090926492,trunk,True,False,30.181,NH9,2,"LINESTRING (80.1068343 29.0766647, 80.1069418 29.0766001, 80.1069698 29.0765236, 80.1069816 29.0764472)",
1090926492,trunk,True,False,260.092,NH9,2,"LINESTRING (80.1069816 29.0764472, 80.1069433 29.0762764, 80.1065256 29.0745749, 80.1064289 29.0741586)",
227245274,unclassified,False,True,8.332,,,"LINESTRING (80.1061516 29.0730172, 80.1060661 29.0730227)",
227245278,tertiary,False,False,138.214,,,"LINESTRING (80.1061516 29.0730172, 80.1069132 29.0730216, 80.1075726 29.0729873)",
1090926492,trunk,True,False,86.179,NH9,2,"LINESTRING (80.1061516 29.0730172, 80.1060676 29.0726668, 80.1059711 29.0722584)",
227245271,residential,False,False,376.53900000000004,,,"LINESTRING (80.1103751 29.0726912, 80.1107129 29.0733722, 80.1111337 29.0741156, 80.111667 29.0750691, 80.1119459 29.0757819)",
227245278,tertiary,False,False,156.147,,,"LINESTRING (80.1103751 29.0726912, 80.1108457 29.0725832, 80.1119561 29.0724544)",
227245278,tertiary,False,True,97.131,,,"LINESTRING (80.1103751 29.0726912, 80.10996 29.0727895, 80.1093964 29.0728602)",
865679918,residential,False,True,312.026,,,"LINESTRING (80.1103751 29.0726912, 80.1101589 29.0722506, 80.108968 29.0701697)",
227245272,residential,False,False,29.052,,,"LINESTRING (80.1100058 29.0747553, 80.1100744 29.0750096)",
227245272,residential,False,True,63.649,,,"LINESTRING (80.1100058 29.0747553, 80.10983 29.0742039)",
259752259,residential,False,True,104.54499999999999,,,"LINESTRING (80.1100058 29.0747553, 80.1102136 29.0746838, 80.1105531 29.074544, 80.1109895 29.0743754)",
133870220,tertiary,False,False,131.384,,,"LINESTRING (80.1103485 29.0760257, 80.1116803 29.0758225)",
227245272,residential,False,True,116.083,,,"LINESTRING (80.1103485 29.0760257, 80.1100744 29.0750096)",
133870220,tertiary,False,True,302.39,,,"LINESTRING (80.1103485 29.0760257, 80.1103046 29.0760332, 80.1073022 29.0765799)",
227245278,tertiary,False,True,120.426,,,"LINESTRING (80.1134846 29.0722196, 80.1122649 29.0724107)",
133870220,tertiary,False,False,155.403,,,"LINESTRING (80.1134846 29.0722196, 80.1133863 29.0719631, 80.1129104 29.0709156)",
133870220,tertiary,False,True,86.128,,,"LINESTRING (80.1134846 29.0722196, 80.1136704 29.0725406, 80.1139152 29.072896)",
304702588,unclassified,False,False,55.896,,,"LINESTRING (80.1134846 29.0722196, 80.1135964 29.0722061, 80.1139633 29.0719603)",
227245272,residential,False,False,54.315,,,"LINESTRING (80.1093964 29.0728602, 80.1095514 29.0733295)",
227245278,tertiary,False,True,85.872,,,"LINESTRING (80.1093964 29.0728602, 80.1085173 29.072938)",
227245278,tertiary,False,False,97.131,,,"LINESTRING (80.1093964 29.0728602, 80.10996 29.0727895, 80.1103751 29.0726912)",
133870220,tertiary,False,True,26.203,,,"LINESTRING (80.1119459 29.0757819, 80.1116803 29.0758225)",
133870220,tertiary,False,False,63.537000000000006,,,"LINESTRING (80.1119459 29.0757819, 80.1121889 29.0757432, 80.1125825 29.0756534)",
227245271,residential,False,True,376.539,,,"LINESTRING (80.1119459 29.0757819, 80.111667 29.0750691, 80.1111337 29.0741156, 80.1107129 29.0733722, 80.1103751 29.0726912)",
259752261,residential,False,False,44.339,,,"LINESTRING (80.1076984 29.0698407, 80.1078097 29.0702274)",
259752265,residential,False,True,30.083,,,"LINESTRING (80.1084887 29.0700496, 80.1081934 29.0701307)",
259752262,residential,False,False,48.033,,,"LINESTRING (80.1065172 29.0701012, 80.1066185 29.070524)",
259752258,residential,False,False,55.18,,,"LINESTRING (80.1081934 29.0701307, 80.1083172 29.070615)",
259752265,residential,False,False,30.083,,,"LINESTRING (80.1081934 29.0701307, 80.1084887 29.0700496)",
259752265,residential,False,True,38.81,,,"LINESTRING (80.1081934 29.0701307, 80.1078097 29.0702274)",
259752261,residential,False,True,44.339,,,"LINESTRING (80.1078097 29.0702274, 80.1076984 29.0698407)",
259752265,residential,False,False,38.81,,,"LINESTRING (80.1078097 29.0702274, 80.1081934 29.0701307)",
259752265,residential,False,True,39.958,,,"LINESTRING (80.1078097 29.0702274, 80.1074143 29.0703259)",
259752261,residential,False,False,55.608999999999995,,,"LINESTRING (80.1078097 29.0702274, 80.1078166 29.0702512, 80.1079181 29.0707184)",
259752251,residential,False,False,55.837,,,"LINESTRING (80.1074143 29.0703259, 80.1075483 29.0708142)",
259752265,residential,False,False,39.958,,,"LINESTRING (80.1074143 29.0703259, 80.1078097 29.0702274)",
259752265,residential,False,True,80.417,,,"LINESTRING (80.1074143 29.0703259, 80.1066185 29.070524)",
259752262,residential,False,False,56.682,,,"LINESTRING (80.1066185 29.070524, 80.1067619 29.0710181)",
259752262,residential,False,True,48.033,,,"LINESTRING (80.1066185 29.070524, 80.1065172 29.0701012)",
259752265,residential,False,False,80.417,,,"LINESTRING (80.1066185 29.070524, 80.1074143 29.0703259)",
259752265,residential,False,True,99.891,,,"LINESTRING (80.1066185 29.070524, 80.1056298 29.0707695)",
259752258,residential,False,True,55.18,,,"LINESTRING (80.1083172 29.070615, 80.1081934 29.0701307)",
259752260,residential,False,True,40.455,,,"LINESTRING (80.1083172 29.070615, 80.1079181 29.0707184)",
"[259752260, 865679919]",residential,False,"[False, True]",87.508,,,"LINESTRING (80.1083172 29.070615, 80.10859 29.0705363, 80.1085656 29.070465, 80.1088929 29.0702494, 80.108968 29.0701697)",
259752260,residential,False,False,40.455,,,"LINESTRING (80.1079181 29.0707184, 80.1083172 29.070615)",
259752260,residential,False,True,37.485,,,"LINESTRING (80.1079181 29.0707184, 80.1075483 29.0708142)",
259752261,residential,False,False,34.125,,,"LINESTRING (80.1079181 29.0707184, 80.1079937 29.0710181)",
259752261,residential,False,True,55.608999999999995,,,"LINESTRING (80.1079181 29.0707184, 80.1078166 29.0702512, 80.1078097 29.0702274)",
259752236,residential,False,True,43.326,,,"LINESTRING (80.1089471 29.0707551, 80.1085198 29.0708662)",
259752265,residential,False,False,99.891,,,"LINESTRING (80.1056298 29.0707695, 80.1066185 29.070524)",
1090926492,trunk,True,False,91.247,NH9,2,"LINESTRING (80.1056298 29.0707695, 80.1054353 29.0699667)",
259752251,residential,False,True,55.837,,,"LINESTRING (80.1075483 29.0708142, 80.1074143 29.0703259)",
259752260,residential,False,False,37.485,,,"LINESTRING (80.1075483 29.0708142, 80.1079181 29.0707184)",
259752260,residential,False,True,79.72,,,"LINESTRING (80.1075483 29.0708142, 80.1067619 29.0710181)",
259752236,residential,False,False,43.326,,,"LINESTRING (80.1085198 29.0708662, 80.1089471 29.0707551)",
259752250,residential,False,True,33.096,,,"LINESTRING (80.1085198 29.0708662, 80.1086096 29.0711533)",
259752236,residential,False,True,29.211000000000002,,,"LINESTRING (80.1085198 29.0708662, 80.1084746 29.070878, 80.1082342 29.070948)",
259752236,residential,False,True,24.639,,,"LINESTRING (80.1082342 29.070948, 80.1079937 29.0710181)",
259752252,residential,False,False,32.45,,,"LINESTRING (80.1082342 29.070948, 80.1083115 29.0712319)",
259752236,residential,False,False,29.211000000000002,,,"LINESTRING (80.1082342 29.070948, 80.1084746 29.070878, 80.1085198 29.0708662)",
259752260,residential,False,False,79.72,,,"LINESTRING (80.1067619 29.0710181, 80.1075483 29.0708142)",
259752262,residential,False,False,36.451,,,"LINESTRING (80.1067619 29.0710181, 80.1068322 29.0713401)",
259752262,residential,False,True,56.682,,,"LINESTRING (80.1067619 29.0710181, 80.1066185 29.070524)",
259752236,residential,False,False,24.639,,,"LINESTRING (80.1079937 29.0710181, 80.1082342 29.070948)",
259752236,residential,False,True,9.602,,,"LINESTRING (80.1079937 29.0710181, 80.1078991 29.071043)",
259752261,residential,False,True,34.125,,,"LINESTRING (80.1079937 29.0710181, 80.1079181 29.0707184)",
259752236,residential,False,False,9.602,,,"LINESTRING (80.1078991 29.071043, 80.1079937 29.0710181)",
259752236,residential,False,True,34.926,,,"LINESTRING (80.1078991 29.071043, 80.107555 29.0711336)",
259752253,residential,False,True,32.893,,,"LINESTRING (80.1078991 29.071043, 80.1079797 29.0713303)",
259752236,residential,False,False,34.926,,,"LINESTRING (80.107555 29.0711336, 80.1078991 29.071043)",
259752236,residential,False,True,39.952,,,"LINESTRING (80.107555 29.0711336, 80.1071611 29.0712364)",
259752254,residential,False,True,31.692,,,"LINESTRING (80.107555 29.0711336, 80.1076394 29.0714089)",
259752250,residential,False,False,33.096,,,"LINESTRING (80.1086096 29.0711533, 80.1085198 29.0708662)",
259752250,residential,False,True,66.895,,,"LINESTRING (80.1086096 29.0711533, 80.1087821 29.0717357)",
259752275,residential,False,False,30.261,,,"LINESTRING (80.1086096 29.0711533, 80.1083115 29.0712319)",
259752252,residential,False,False,67.951,,,"LINESTRING (80.1083115 29.0712319, 80.1084709 29.0718269)",
259752252,residential,False,True,32.45,,,"LINESTRING (80.1083115 29.0712319, 80.1082342 29.070948)",
259752275,residential,False,False,34.052,,,"LINESTRING (80.1083115 29.0712319, 80.1079797 29.0713303)",
259752275,residential,False,True,30.261,,,"LINESTRING (80.1083115 29.0712319, 80.1086096 29.0711533)",
259752236,residential,False,False,39.952,,,"LINESTRING (80.1071611 29.0712364, 80.107555 29.0711336)",
259752266,residential,False,True,32.432,,,"LINESTRING (80.1071611 29.0712364, 80.1072288 29.071522)",
259752236,residential,False,True,34.037,,,"LINESTRING (80.1071611 29.0712364, 80.1069897 29.0712811, 80.1068322 29.0713401)",
259752253,residential,False,False,32.893,,,"LINESTRING (80.1079797 29.0713303, 80.1078991 29.071043)",
259752253,residential,False,True,65.869,,,"LINESTRING (80.1079797 29.0713303, 80.1081255 29.0719088)",
259752275,residential,False,False,34.208,,,"LINESTRING (80.1079797 29.0713303, 80.1076394 29.0714089)",
259752275,residential,False,True,34.052,,,"LINESTRING (80.1079797 29.0713303, 80.1083115 29.0712319)",
259752262,residential,False,False,29.442,,,"LINESTRING (80.1068322 29.0713401, 80.1068978 29.0715986)",
259752262,residential,False,True,36.451,,,"LINESTRING (80.1068322 29.0713401, 80.1067619 29.0710181)",
259752236,residential,False,False,34.037,,,"LINESTRING (80.1068322 29.0713401, 80.1069897 29.0712811, 80.1071611 29.0712364)",
259752254,residential,False,False,31.692,,,"LINESTRING (80.1076394 29.0714089, 80.107555 29.0711336)",
259752254,residential,False,True,63.382,,,"LINESTRING (80.1076394 29.0714089, 80.1077856 29.0719644)",
259752275,residential,False,False,41.839,,,"LINESTRING (80.1076394 29.0714089, 80.1072288 29.071522)",
259752275,residential,False,True,34.208,,,"LINESTRING (80.1076394 29.0714089, 80.1079797 29.0713303)",
259752266,residential,False,False,32.432,,,"LINESTRING (80.1072288 29.071522, 80.1071611 29.0712364)",
259752266,residential,False,True,52.921,,,"LINESTRING (80.1072288 29.071522, 80.1073469 29.0719866)",
259752275,residential,False,False,33.277,,,"LINESTRING (80.1072288 29.071522, 80.1068978 29.0715986)",
