osmid,highway,oneway,reversed,length,geometry,ref,lanes,name,maxspeed,width
72102106,tertiary,False,False,124.306,"LINESTRING (78.1359482 13.1364803, 78.137096 13.1364983)",,,,,
72102106,tertiary,False,True,155.811,"LINESTRING (78.1359482 13.1364803, 78.1345096 13.136452)",,,,,
792421584,primary,False,False,80.346,"LINESTRING (78.1359482 13.1364803, 78.136048 13.1371963)",,,,,
792421584,primary,False,True,155.899,"LINESTRING (78.1359482 13.1364803, 78.1358094 13.1350848)",,,,,
72102106,tertiary,False,False,92.002,"LINESTRING (78.1325789 13.1357417, 78.1333157 13.1361537)",,,,,
72102106,tertiary,False,True,69.702,"LINESTRING (78.1325789 13.1357417, 78.1320251 13.1354222)",,,,,
72102109,tertiary,False,True,55.816,"LINESTRING (78.1325789 13.1357417, 78.1326709 13.1352478)",,,,,
72102109,tertiary,False,False,37.042,"LINESTRING (78.1325789 13.1357417, 78.1325689 13.1358314, 78.1325685 13.1360743)",,,,,
133062145,residential,False,False,18.984,"LINESTRING (78.1333505 13.1384214, 78.1332899 13.1385816)",,,,,
133061462,residential,False,True,157.785,"LINESTRING (78.1333505 13.1384214, 78.133285 13.1382945, 78.1332341 13.1382005, 78.1331429 13.1380777, 78.1330849 13.1379434, 78.1330412 13.1377462, 78.133041 13.1373307, 78.1330879 13.1370786)",,,,,
133062145,residential,False,True,146.549,"LINESTRING (78.1333505 13.1384214, 78.1334299 13.1382945, 78.133514 13.1380479, 78.1335932 13.1373684, 78.1336335 13.1371462)",,,,,
72102109,tertiary,False,False,37.475,"LINESTRING (78.132567 13.1369741, 78.1325926 13.1373102)",,,,,
72102109,tertiary,False,True,42.113,"LINESTRING (78.132567 13.1369741, 78.1325623 13.1365954)",,,,,
133638065,unclassified,False,False,57.59,"LINESTRING (78.132567 13.1369741, 78.1330879 13.1370786)",,,,,
133638065,unclassified,False,True,56.725,"LINESTRING (78.132567 13.1369741, 78.1320499 13.1368925)",,,,,
133638118,residential,False,False,25.741,"LINESTRING (78.1305575 13.13836, 78.1304926 13.1381373)",,,,,
299883193,residential,False,True,115.927,"LINESTRING (78.1305575 13.13836, 78.1308557 13.1393613)",,,,,
792172461,residential,False,False,40.804,"LINESTRING (78.1305575 13.13836, 78.1309324 13.138323)",,,,,
792172461,residential,False,True,39.91,"LINESTRING (78.1305575 13.13836, 78.1301967 13.1384333)",,,,,
133062372,residential,False,False,32.879,"LINESTRING (78.1312517 13.1383616, 78.1315528 13.1383235)",,,,,
133639078,residential,False,False,7.879,"LINESTRING (78.1312517 13.1383616, 78.1312455 13.138291)",,,,,
133639078,residential,False,True,102.304,"LINESTRING (78.1312517 13.1383616, 78.1313322 13.1388404, 78.1314146 13.1392678)",,,,,
133062372,residential,False,True,17.991,"LINESTRING (78.1319344 13.1382373, 78.1317708 13.1382655)",,,,,
133638201,residential,False,True,17.893,"LINESTRING (78.1319344 13.1382373, 78.1320995 13.1382306)",,,,,
792515447,residential,False,False,102.874,"LINESTRING (78.1319344 13.1382373, 78.1320059 13.1389149, 78.1320182 13.1391586)",,,,,
133638021,residential,False,False,54.288,"LINESTRING (78.1312108 13.1374014, 78.1307148 13.1374725)",,,,,
133638021,residential,False,True,41.222,"LINESTRING (78.1312108 13.1374014, 78.1315885 13.1373551)",,,,,
133639078,residential,False,False,75.842,"LINESTRING (78.1312108 13.1374014, 78.1311525 13.1367217)",,,,,
