osmid,ref,highway,oneway,reversed,length,geometry,name,bridge
1127675645,SH117,primary,False,False,182.298,"LINESTRING (73.716795 16.2597889, 73.7183914 16.2603712)",,
938873077,,residential,False,False,183.251,"LINESTRING (73.716795 16.2597889, 73.7171727 16.2589479, 73.7175643 16.2583196)",,
1127675645,SH117,primary,False,True,112.59,"LINESTRING (73.716795 16.2597889, 73.7160926 16.2594885, 73.7158217 16.2594011)",,
1127675645,SH117,primary,False,False,19.127,"LINESTRING (73.7183914 16.2603712, 73.7185606 16.2604278)",,
1127675645,SH117,primary,False,True,182.298,"LINESTRING (73.7183914 16.2603712, 73.716795 16.2597889)",,
439330312,,residential,False,True,214.62500000000003,"LINESTRING (73.7183914 16.2603712, 73.7180041 16.2606841, 73.7179013 16.2609726, 73.7178064 16.2612004, 73.7177059 16.2615337, 73.7176267 16.2617375, 73.7174936 16.2619747, 73.7174743 16.2620318)",Shivaji Nagar Road,
658576490,,unclassified,False,False,337.841,"LINESTRING (73.7202483 16.2609763, 73.7188497 16.2582508)",,
1127675645,SH117,primary,False,False,20.08,"LINESTRING (73.7202483 16.2609763, 73.7204067 16.2610737)",,
1127675645,SH117,primary,False,True,190.201,"LINESTRING (73.7202483 16.2609763, 73.7185606 16.2604278)",,
1127675645,SH117,primary,False,True,63.07,"LINESTRING (73.7209512 16.2612939, 73.7204067 16.2610737)",,
941395030,,residential,False,False,249.32299999999998,"LINESTRING (73.7209512 16.2612939, 73.7208903 16.2615067, 73.721137 16.2620679, 73.721357 16.2624644, 73.7219417 16.2632471)",,
"[302603490, 1127675645, 1127675646]",SH117,primary,False,False,80.051,"LINESTRING (73.7209512 16.2612939, 73.7210792 16.2613388, 73.7214784 16.2614788, 73.7216556 16.2615409)",,
302603490,SH117,primary,False,False,43.509,"LINESTRING (73.7216556 16.2615409, 73.7220377 16.2616771)",,
"[302603490, 1127675645, 1127675646]",SH117,primary,False,True,80.051,"LINESTRING (73.7216556 16.2615409, 73.7214784 16.2614788, 73.7210792 16.2613388, 73.7209512 16.2612939)",,
439336703,,residential,False,False,328.18,"LINESTRING (73.7216556 16.2615409, 73.7214825 16.2613183, 73.7213216 16.261038, 73.7213623 16.2607632, 73.7209997 16.2601188, 73.7210291 16.2600265, 73.7212387 16.2598412, 73.7214802 16.2596862, 73.7218994 16.2594394, 73.7220625 16.2592812)",,
895778152,,residential,False,False,47.871,"LINESTRING (73.7245548 16.2624591, 73.7241298 16.2625965)",,
302603490,SH117,primary,False,True,282.95799999999997,"LINESTRING (73.7245548 16.2624591, 73.7242704 16.2624179, 73.7239182 16.2623204, 73.7231637 16.2620784, 73.7220377 16.2616771)",,
1127675645,SH117,primary,False,False,63.07,"LINESTRING (73.7204067 16.2610737, 73.7209512 16.2612939)",,
1127675645,SH117,primary,False,True,20.08,"LINESTRING (73.7204067 16.2610737, 73.7202483 16.2609763)",,
439325863,,tertiary,False,True,111.105,"LINESTRING (73.7204067 16.2610737, 73.7203536 16.2612379, 73.7204319 16.2614232, 73.7206145 16.2618339, 73.720698 16.2619959)",Old Nardave Road,
439325863,,tertiary,False,False,111.105,"LINESTRING (73.720698 16.2619959, 73.7206145 16.2618339, 73.7204319 16.2614232, 73.7203536 16.2612379, 73.7204067 16.2610737)",Old Nardave Road,
439325863,,tertiary,False,True,55.964,"LINESTRING (73.720698 16.2619959, 73.7208806 16.2623499, 73.7209345 16.262445)",Old Nardave Road,
439330313,,residential,False,False,406.26399999999995,"LINESTRING (73.720698 16.2619959, 73.7205831 16.2620832, 73.7203479 16.2621109, 73.7200838 16.2621432, 73.7197717 16.2621708, 73.7197477 16.2620095, 73.7192195 16.2619081, 73.7191763 16.2620418, 73.7191811 16.2622215, 73.7191043 16.2623229, 73.7186818 16.2622676, 73.7182401 16.2622077, 73.7179088 16.2621708, 73.7177119 16.262157, 73.7174515 16.2620994)",,
439330312,,residential,False,False,7.901,"LINESTRING (73.7174515 16.2620994, 73.7174743 16.2620318)",Shivaji Nagar Road,
439330312,,residential,False,True,199.294,"LINESTRING (73.7174515 16.2620994, 73.7173828 16.262522, 73.7173701 16.2627623, 73.7173733 16.2630755, 73.717443 16.2633613, 73.7175221 16.2637019, 73.7175687 16.2638641)",Shivaji Nagar Road,
