osmid,ref,highway,oneway,reversed,length,geometry,lanes,maxspeed,name
666588410,NH2,trunk,False,False,173.739,"LINESTRING (94.0999126 25.6573929, 94.0999357 25.6574543, 94.0999553 25.6575368, 94.099955 25.657615, 94.0999072 25.6577156, 94.0998407 25.6578331, 94.099737 25.6579888, 94.0996557 25.6580659, 94.0990766 25.6586797)",,,
666626210,,unclassified,False,False,342.9629999999999,"LINESTRING (94.0999126 25.6573929, 94.0999712 25.6573525, 94.1000243 25.65732, 94.1000983 25.6572892, 94.1002234 25.6572567, 94.1002955 25.6572294, 94.100341 25.6572054, 94.1004017 25.6571576, 94.1004434 25.657108, 94.100506 25.6570396, 94.1005478 25.6569986, 94.10058 25.6569695, 94.1006047 25.6569558, 94.1006312 25.6569524, 94.1007147 25.6569934, 94.100874 25.6571302, 94.1009479 25.6572174, 94.1009897 25.6572704, 94.1010048 25.6572978, 94.1010048 25.6573285, 94.1009897 25.6573679, 94.1009479 25.6574482, 94.1008759 25.6575457, 94.1007943 25.6576294, 94.10069 25.6577132, 94.1005952 25.6577782, 94.1005383 25.6578226, 94.1005041 25.6578602, 94.1004946 25.6578995, 94.100506 25.6579525, 94.1005136 25.6580004, 94.100525 25.6580466, 94.1005193 25.6580739, 94.1004984 25.658103, 94.1003865 25.6582432, 94.0999255 25.6585744, 94.0998548 25.6586452)",1,15,
666588224,,tertiary,False,False,284.508,"LINESTRING (94.10113 25.663407, 94.1012018 25.6633001, 94.1012447 25.6632003, 94.101259 25.6631263, 94.101259 25.663049, 94.1012447 25.662946, 94.1012304 25.6628816, 94.101234 25.6628237, 94.1012447 25.6627528, 94.1012661 25.6626498, 94.1013161 25.6625404, 94.101359 25.6624341, 94.1013875 25.6623118, 94.1014018 25.662109, 94.1014054 25.6619802, 94.1014447 25.6618321, 94.1014983 25.6617162, 94.1015804 25.6616357, 94.1016626 25.6615842, 94.101784 25.6615262, 94.101934 25.6614651, 94.1020447 25.6614265, 94.1021077 25.6613807, 94.1021442 25.6613468, 94.1022112 25.6612607)",1,30,PWD Road
666588410,NH2,trunk,False,True,282.706,"LINESTRING (94.10113 25.663407, 94.1011096 25.6631661, 94.1010695 25.6629881, 94.101063 25.662857, 94.101155 25.6625284, 94.1011995 25.6623164, 94.101211 25.6620887, 94.1011682 25.6619041, 94.1011946 25.6617339, 94.1012318 25.661642, 94.1012695 25.6615031, 94.1012882 25.6613743, 94.101286 25.661282, 94.1012529 25.6611897, 94.1011963 25.6610857, 94.1011033 25.6609389)",,,
625489902,,tertiary,False,True,3.566,"LINESTRING (94.1040835 25.6585245, 94.1040556 25.6585046)",1,20,Mohonkhola Road
129815387,,tertiary,False,False,272.47200000000004,"LINESTRING (94.1040835 25.6585245, 94.1038207 25.658487, 94.1036076 25.6583959, 94.1035307 25.6583825, 94.103493 25.6583938, 94.1034574 25.6584333, 94.1034218 25.6584966, 94.103434 25.6585968, 94.103515 25.6588047, 94.1035391 25.6588713, 94.1035507 25.6589035, 94.1035732 25.6590112, 94.1035307 25.6591403, 94.1034551 25.659305, 94.1032663 25.659569, 94.1031985 25.6597449, 94.1031301 25.659988, 94.103044 25.6601404)",,,
129815387,,tertiary,False,True,148.004,"LINESTRING (94.1040835 25.6585245, 94.1042874 25.6584871, 94.1045057 25.6584796, 94.1047239 25.6584961, 94.1048513 25.6585823, 94.1050519 25.6587233, 94.1053353 25.6589996)",,,
129815387,,tertiary,False,False,28.244,"LINESTRING (94.1055389 25.6591752, 94.1053353 25.6589996)",,,
129815387,,tertiary,False,True,13.753,"LINESTRING (94.1055389 25.6591752, 94.1056442 25.6592545)",,,
667064285,,residential,False,False,82.044,"LINESTRING (94.1055389 25.6591752, 94.1054069 25.6592903, 94.1052579 25.6594008, 94.1051386 25.6594665, 94.1048371 25.6594486)",,,
129815387,,tertiary,False,False,95.931,"LINESTRING (94.103044 25.6601404, 94.1026052 25.6607143, 94.1024846 25.6608394)",,,
129815387,,tertiary,False,True,272.472,"LINESTRING (94.103044 25.6601404, 94.1031301 25.659988, 94.1031985 25.6597449, 94.1032663 25.659569, 94.1034551 25.659305, 94.1035307 25.6591403, 94.1035732 25.6590112, 94.1035507 25.6589035, 94.1035391 25.6588713, 94.103515 25.6588047, 94.103434 25.6585968, 94.1034218 25.6584966, 94.1034574 25.6584333, 94.103493 25.6583938, 94.1035307 25.6583825, 94.1036076 25.6583959, 94.1038207 25.658487, 94.1040835 25.6585245)",,,
666588411,,unclassified,False,False,299.59,"LINESTRING (94.103044 25.6601404, 94.1031656 25.660017, 94.1032245 25.6599575, 94.1032858 25.6599235, 94.1034272 25.6598513, 94.1035426 25.6597897, 94.1036345 25.6597557, 94.1037147 25.6597345, 94.1037971 25.6597239, 94.1038584 25.6597175, 94.1039173 25.6597239, 94.1040163 25.6597494, 94.1041624 25.6598025, 94.1042543 25.6598449, 94.1043179 25.6598811, 94.1043839 25.6599065, 94.1044428 25.6599384, 94.1044711 25.6599596, 94.1044876 25.6600042, 94.1044993 25.6601083, 94.1044923 25.6601742, 94.1044593 25.6602591, 94.1044192 25.660308, 94.1043603 25.6603462, 94.1043038 25.6603696, 94.1042661 25.6603823, 94.1042331 25.6604036, 94.1042001 25.6604545, 94.10416 25.6605289, 94.1041365 25.6606202, 94.1041247 25.6606946, 94.1041294 25.6607307, 94.104153 25.6608029, 94.10416 25.6608687, 94.1041647 25.6609622, 94.1041836 25.661028)",1,20,
129815394,,secondary,False,False,10.818,"LINESTRING (94.0990766 25.6586797, 94.0990253 25.6585941)",,,
666588410,NH2,trunk,False,False,296.893,"LINESTRING (94.0990766 25.6586797, 94.098878 25.658873, 94.0987999 25.6589587, 94.0987357 25.6591032, 94.0987382 25.6592198, 94.0988244 25.6594439, 94.098972 25.659732, 94.099096 25.6599645, 94.0991814 25.6600534, 94.0992689 25.6601139, 94.0993591 25.6601595, 94.0994695 25.6601826, 94.0997049 25.660222, 94.100022 25.6603398, 94.1002732 25.6604933)",,,
666588410,NH2,trunk,False,True,173.739,"LINESTRING (94.0990766 25.6586797, 94.0996557 25.6580659, 94.099737 25.6579888, 94.0998407 25.6578331, 94.0999072 25.6577156, 94.099955 25.657615, 94.0999553 25.6575368, 94.0999357 25.6574543, 94.0999126 25.6573929)",,,
858176844,,unclassified,False,False,79.727,"LINESTRING (94.0990766 25.6586797, 94.0992106 25.6586422, 94.0992991 25.65863, 94.099383 25.6586392, 94.0995496 25.6586614, 94.0996973 25.6586819, 94.0997938 25.6586656, 94.0998548 25.6586452)",2,20,Old Industry Road
666626547,,unclassified,False,False,257.26,"LINESTRING (94.1006979 25.6593341, 94.1007595 25.6590959, 94.1007723 25.658982, 94.1007651 25.6589086, 94.1007474 25.6588384, 94.10072 25.6587415, 94.1007143 25.6586937, 94.1007181 25.6586253, 94.1007238 25.6585569, 94.1007371 25.6584953, 94.1007655 25.6584406, 94.1007921 25.6583859, 94.1008186 25.6583346, 94.1008471 25.658297, 94.1008812 25.6582765, 94.1009154 25.6582765, 94.1009552 25.6582919, 94.1009742 25.6583227, 94.1009874 25.6583842, 94.1010026 25.6584731, 94.1010045 25.6585159, 94.1010178 25.6585483, 94.1010671 25.6586116, 94.1011221 25.6586919, 94.1011467 25.6587432, 94.1012074 25.6588817, 94.101234 25.658974, 94.1012435 25.6590407, 94.1012492 25.6590681, 94.101289 25.6591706, 94.1013288 25.6592578, 94.1013554 25.6593023, 94.1013686 25.6593262, 94.1013819 25.6593416)",1,15,
