osmid,ref,name,highway,oneway,reversed,length,geometry,junction,bridge
366334983,SH15,Kakinada - Rajanagaram (ADB) Road,primary,False,False,104.64699999999999,"LINESTRING (82.1751831 17.0478868, 82.1744502 17.0474922, 82.1743258 17.0474243)",,
851861186,SH173,Samarlakota - Uppada Road,primary,False,False,360.216,"LINESTRING (82.1751831 17.0478868, 82.175067 17.0479871, 82.1749755 17.048042, 82.1748754 17.0480929, 82.1748 17.0481071, 82.1747276 17.0480942, 82.1746472 17.0480647, 82.1745318 17.0480173, 82.1743615 17.047925, 82.1725718 17.0470249, 82.1724605 17.0469871, 82.1723995 17.0469807, 82.1723438 17.0469896, 82.1722942 17.0470089, 82.1722493 17.0470358, 82.1721783 17.0470852)",,
366340985,,,residential,False,False,11.442,"LINESTRING (82.1750465 17.0530398, 82.1749757 17.0531173)",,
851463043,SH173,Samarlakota - Uppada Road,primary,False,False,36.884,"LINESTRING (82.1750465 17.0530398, 82.1750748 17.0533704)",,
851463043,SH173,Samarlakota - Uppada Road,primary,False,True,5.096,"LINESTRING (82.1750465 17.0530398, 82.1750556 17.0529948)",,
852305417,SH164,Samarlakota - Gokavaram Road,primary,True,False,23.082,"LINESTRING (82.1694612 17.0464437, 82.1694344 17.0464764, 82.1694263 17.0465172, 82.1694387 17.046557, 82.1694688 17.0465869, 82.1695099 17.0466002)",roundabout,
103390675,,,secondary,False,False,91.523,"LINESTRING (82.1721005 17.0470817, 82.1712429 17.0470096)",,
851861185,SH173,Samarlakota - Uppada Road,primary,True,False,14.828,"LINESTRING (82.1721005 17.0470817, 82.1720827 17.0471022, 82.1720763 17.0471282, 82.1720827 17.0471541, 82.1721005 17.0471747, 82.172126 17.0471855)",roundabout,
852305410,SH164,Samarlakota - Gokavaram Road,primary,False,False,14.752,"LINESTRING (82.1679953 17.0500701, 82.1679403 17.0501919)",,
852305410,SH164,Samarlakota - Gokavaram Road,primary,False,True,57.594,"LINESTRING (82.1679953 17.0500701, 82.1683896 17.0497149)",,
366336264,,,residential,False,False,133.594,"LINESTRING (82.1679953 17.0500701, 82.1677246 17.0502424, 82.1674393 17.0504278, 82.1671936 17.0505834, 82.1669715 17.0507643)",,
103390576,SH164,Samarlakota - Gokavaram Road,primary,True,False,26.764,"LINESTRING (82.1675393 17.0515509, 82.1674255 17.0517656)",,
852305410,SH164,Samarlakota - Gokavaram Road,primary,False,True,14.173,"LINESTRING (82.1675393 17.0515509, 82.1675688 17.0514266)",,
279225976,,,tertiary,False,False,39.098,"LINESTRING (82.170035 17.0471182, 82.1701477 17.0474529)",,
366337797,,,residential,False,False,90.305,"LINESTRING (82.170035 17.0471182, 82.1708637 17.0469398)",,
366337797,,,residential,False,True,64.078,"LINESTRING (82.170035 17.0471182, 82.1694517 17.0472634)",,
279225976,,,tertiary,False,True,78.622,"LINESTRING (82.170035 17.0471182, 82.1697725 17.0467221, 82.1697161 17.0466483, 82.1696952 17.0466245, 82.1695996 17.0465536)",,
279225976,,,tertiary,False,False,62.171,"LINESTRING (82.1701477 17.0474529, 82.1703929 17.0479605)",,
279225976,,,tertiary,False,True,39.098,"LINESTRING (82.1701477 17.0474529, 82.170035 17.0471182)",,
366337940,,,residential,False,True,86.947,"LINESTRING (82.1701477 17.0474529, 82.1698027 17.0477001, 82.1697756 17.047745, 82.1697636 17.0477868, 82.1697619 17.0478401, 82.169755 17.0478657, 82.1697454 17.0478861, 82.1696431 17.0480281)",,
279225976,,,tertiary,False,False,29.014,"LINESTRING (82.1706519 17.0484966, 82.1707486 17.0487406)",,
279225976,,,tertiary,False,True,65.663,"LINESTRING (82.1706519 17.0484966, 82.1703929 17.0479605)",,
366337859,,,residential,False,True,212.55599999999998,"LINESTRING (82.1706519 17.0484966, 82.1712275 17.0482474, 82.1712749 17.0482082, 82.1713427 17.0481398, 82.1713775 17.0480708, 82.1714043 17.0479687, 82.1713879 17.0478685, 82.1712429 17.0470096)",,
279225976,,,tertiary,False,False,28.65,"LINESTRING (82.170904 17.0491325, 82.1709871 17.0493776)",,
279225976,,,tertiary,False,True,46.604,"LINESTRING (82.170904 17.0491325, 82.1707486 17.0487406)",,
366335499,,,unclassified,False,False,87.257,"LINESTRING (82.170904 17.0491325, 82.1700998 17.0492895)",,
279225976,,,tertiary,False,False,53.047,"LINESTRING (82.1714257 17.0503121, 82.1718281 17.0505942)",,
279225976,,,tertiary,False,True,74.911,"LINESTRING (82.1714257 17.0503121, 82.1712286 17.0499403, 82.1711255 17.0497031)",,
366337801,,,residential,False,True,56.374,"LINESTRING (82.1714257 17.0503121, 82.1719107 17.0501455, 82.1719243 17.0501396)",,
366339223,,,residential,False,True,109.519,"LINESTRING (82.1714257 17.0503121, 82.1710975 17.0503275, 82.1703961 17.0503439)",,
279225976,,,tertiary,False,True,53.047,"LINESTRING (82.1718281 17.0505942, 82.1714257 17.0503121)",,
279225976,,,tertiary,False,False,139.715,"LINESTRING (82.1718281 17.0505942, 82.1721177 17.0505993, 82.1724289 17.0506044, 82.1727507 17.0506967, 82.1731155 17.0507891)",,
366339193,,,residential,False,False,198.539,"LINESTRING (82.1718281 17.0505942, 82.1719228 17.0511321, 82.1720472 17.0523094, 82.1720614 17.0523645)",,
279225976,,,tertiary,False,False,10.061,"LINESTRING (82.1731155 17.0507891, 82.1732077 17.0508095)",,
279225976,,,tertiary,False,True,139.715,"LINESTRING (82.1731155 17.0507891, 82.1727507 17.0506967, 82.1724289 17.0506044, 82.1721177 17.0505993, 82.1718281 17.0505942)",,
366341689,,,residential,False,False,70.368,"LINESTRING (82.1731155 17.0507891, 82.1729276 17.0511877, 82.1729938 17.0513728)",,
279225976,,,tertiary,False,True,94.796,"LINESTRING (82.1740811 17.0509814, 82.1732077 17.0508095)",,
279225976,,,tertiary,False,False,51.075,"LINESTRING (82.1740811 17.0509814, 82.1742891 17.0510022, 82.1744231 17.0509737, 82.1745311 17.0508978)",,
366341632,,,residential,False,True,134.656,"LINESTRING (82.1740811 17.0509814, 82.1740478 17.051318, 82.1740227 17.0513715, 82.1739724 17.0514265, 82.1739026 17.05146, 82.1734956 17.0516421, 82.1732725 17.0517452)",,
"[103390626, 851463043, 851463042]",SH173,Samarlakota - Uppada Road,primary,False,False,41.652,"LINESTRING (82.1745311 17.0508978, 82.1745642 17.0509232, 82.1746405 17.0509743, 82.1748538 17.05111)",,yes
103390626,SH173,Samarlakota - Uppada Road,primary,False,True,146.576,"LINESTRING (82.1745311 17.0508978, 82.1744261 17.050815, 82.1742501 17.0506202, 82.1737175 17.0498412)",,
279225976,,,tertiary,False,True,51.075,"LINESTRING (82.1745311 17.0508978, 82.1744231 17.0509737, 82.1742891 17.0510022, 82.1740811 17.0509814)",,
366335500,,,unclassified,False,False,35.575,"LINESTRING (82.1742499 17.0468957, 82.1745381 17.0470583)",,
"[366335501, 366335502, 366335503]",,,unclassified,False,True,47.075,"LINESTRING (82.1742499 17.0468957, 82.1742038 17.0469582, 82.1740683 17.0471745, 82.1740167 17.0472554)",,yes
366335499,,,unclassified,False,False,30.068,"LINESTRING (82.1683896 17.0497149, 82.1681185 17.0496378)",,
852305410,SH164,Samarlakota - Gokavaram Road,primary,False,False,57.594,"LINESTRING (82.1683896 17.0497149, 82.1679953 17.0500701)",,
366335499,,,unclassified,False,True,18.722,"LINESTRING (82.1683896 17.0497149, 82.1684884 17.0497233, 82.1685599 17.0496962)",,
852305410,SH164,Samarlakota - Gokavaram Road,primary,False,True,64.106,"LINESTRING (82.1683896 17.0497149, 82.1685304 17.0495456, 82.1685867 17.0493533, 82.1685974 17.0491931)",,
366334983,SH15,Kakinada - Rajanagaram (ADB) Road,primary,False,True,37.849,"LINESTRING (82.1740167 17.0472554, 82.1743258 17.0474243)",,
"[366335501, 366335502, 366335503]",,,unclassified,False,False,47.074999999999996,"LINESTRING (82.1740167 17.0472554, 82.1740683 17.0471745, 82.1742038 17.0469582, 82.1742499 17.0468957)",,yes
366337785,,,residential,False,True,75.596,"LINESTRING (82.1685974 17.0491931, 82.1688512 17.0492147, 82.1693042 17.0491624)",,
852305410,SH164,Samarlakota - Gokavaram Road,primary,False,False,64.106,"LINESTRING (82.1685974 17.0491931, 82.1685867 17.0493533, 82.1685304 17.0495456, 82.1683896 17.0497149)",,
852305410,SH164,Samarlakota - Gokavaram Road,primary,False,True,98.053,"LINESTRING (82.1685974 17.0491931, 82.1686725 17.0488302, 82.1687919 17.048484, 82.1688502 17.0483476)",,
103390626,SH173,Samarlakota - Uppada Road,primary,False,False,63.078,"LINESTRING (82.173412 17.0493549, 82.1737175 17.0498412)",,
103390626,SH173,Samarlakota - Uppada Road,primary,False,True,27.179,"LINESTRING (82.173412 17.0493549, 82.1732779 17.0491468)",,
366337801,,,residential,False,False,107.17599999999999,"LINESTRING (82.173412 17.0493549, 82.1726508 17.049823, 82.172557 17.0498639)",,
366335499,,,unclassified,False,False,62.942,"LINESTRING (82.1677453 17.0496045, 82.1671534 17.0495908)",,
366335499,,,unclassified,False,True,39.911,"LINESTRING (82.1677453 17.0496045, 82.1680169 17.0496196, 82.1681185 17.0496378)",,
852269321,,,residential,False,True,201.219,"LINESTRING (82.1677453 17.0496045, 82.1677066 17.048177, 82.1676963 17.0477955)",,
366336336,,,residential,False,False,25.074,"LINESTRING (82.1666519 17.0467837, 82.1668233 17.0469386)",,
366336336,,,residential,False,True,29.264,"LINESTRING (82.1666519 17.0467837, 82.166389 17.0468617)",,
