osmid,oneway,name,highway,reversed,length,geometry,junction,maxspeed,lanes,access
764388842,True,Fountain Square,secondary,False,29.668,"LINESTRING (77.0335358 28.4636062, 77.0336778 28.463842)",,,,
1075051308,True,,secondary,False,39.222,"LINESTRING (77.0335358 28.4636062, 77.0332404 28.4633675)",,,,
764399431,True,Fountain Square,secondary,False,26.392,"LINESTRING (77.0335358 28.4636062, 77.0334791 28.4636103, 77.0334384 28.4636184, 77.0334111 28.463629, 77.0333765 28.463655, 77.0333604 28.4636751, 77.0333477 28.4636975, 77.0333314 28.4637292)",,,,
190041763,False,,tertiary,True,17.095000000000002,"LINESTRING (77.0327869 28.4608155, 77.0328699 28.4607774, 77.0329001 28.4607526, 77.0329246 28.4607249)",,,,
764399429,True,,tertiary,False,28.147999999999996,"LINESTRING (77.0333314 28.4637292, 77.033278 28.4638256, 77.0332587 28.4638905, 77.0332442 28.4639683)",,,,
1047794643,True,,secondary,False,28.71,"LINESTRING (77.0333314 28.4637292, 77.0334913 28.4638724, 77.033534 28.463916)",,,,
1075051309,True,,secondary,False,13.119,"LINESTRING (77.032296 28.462511, 77.0323035 28.4624884, 77.0323035 28.4624648, 77.0322959 28.4624421, 77.0322814 28.4624223, 77.0322611 28.4624068)",roundabout,,,
35330733,False,,residential,True,30.439,"LINESTRING (77.0248531 28.4619748, 77.025063 28.4617726)",,,,
648527011,False,,residential,False,74.609,"LINESTRING (77.0248531 28.4619748, 77.025402 28.462441)",,,,
213174196,False,,residential,False,54.598,"LINESTRING (77.025402 28.462441, 77.0250584 28.4628281)",,,,
213174196,False,,residential,True,39.423,"LINESTRING (77.025402 28.462441, 77.0256742 28.4621794)",,,,
648527011,False,,residential,False,54.696,"LINESTRING (77.025402 28.462441, 77.0258236 28.4627644)",,,,
648527011,False,,residential,True,74.609,"LINESTRING (77.025402 28.462441, 77.0248531 28.4619748)",,,,
648527011,False,,residential,False,39.737,"LINESTRING (77.0259636 28.4628801, 77.0262795 28.463105)",,,,
648527011,False,,residential,True,18.783,"LINESTRING (77.0259636 28.4628801, 77.0258236 28.4627644)",,,,
1082232646,False,,residential,False,47.791,"LINESTRING (77.0259636 28.4628801, 77.0256924 28.4632377)",,,,
1082232646,False,,residential,True,41.946,"LINESTRING (77.0259636 28.4628801, 77.0262418 28.4625929)",,,,
35330736,False,,residential,False,44.283,"LINESTRING (77.0262795 28.463105, 77.0260103 28.4634253)",,,,
35330736,False,,residential,True,34.68,"LINESTRING (77.0262795 28.463105, 77.0264967 28.4628584)",,,,
648527011,False,,residential,True,39.737,"LINESTRING (77.0262795 28.463105, 77.0259636 28.4628801)",,,,
28846300,False,,residential,False,36.919,"LINESTRING (77.0276344 28.4614422, 77.0273367 28.4612379)",,,,
28846300,False,,residential,True,21.917,"LINESTRING (77.0276344 28.4614422, 77.027807 28.461568)",,,,
35330736,False,,residential,False,35.254,"LINESTRING (77.0276344 28.4614422, 77.0274132 28.4616926)",,,,
28846300,False,,residential,False,6.559,"LINESTRING (77.0263157 28.4605122, 77.0262629 28.4604758)",,,,
28846300,False,,residential,True,33.584,"LINESTRING (77.0263157 28.4605122, 77.0265861 28.4606985)",,,,
35330733,False,,residential,False,10.696,"LINESTRING (77.0263157 28.4605122, 77.0262403 28.4605819)",,,,
28846300,False,,residential,False,36.358,"LINESTRING (77.0268798 28.4608991, 77.0265861 28.4606985)",,,,
28846300,False,,residential,True,32.925,"LINESTRING (77.0268798 28.4608991, 77.0271364 28.4610909)",,,,
213174196,False,,residential,False,32.09,"LINESTRING (77.0268798 28.4608991, 77.0266687 28.4611201)",,,,
213174196,False,,residential,True,63.437000000000005,"LINESTRING (77.0268798 28.4608991, 77.0270676 28.4607026, 77.0273222 28.4604826)",,,,
28846300,False,,residential,False,25.506,"LINESTRING (77.0273367 28.4612379, 77.0271364 28.4610909)",,,,
28846300,False,,residential,True,36.919,"LINESTRING (77.0273367 28.4612379, 77.0276344 28.4614422)",,,,
35330735,False,,residential,False,66.186,"LINESTRING (77.0273367 28.4612379, 77.0269357 28.4617175)",,,,
35330735,False,,residential,True,67.621,"LINESTRING (77.0273367 28.4612379, 77.0277147 28.4607286)",,,,
212744144,False,,residential,False,36.231,"LINESTRING (77.0253599 28.4636629, 77.025638 28.4638783)",,,,
212744144,False,,residential,True,18.465,"LINESTRING (77.0253599 28.4636629, 77.025212 28.4635596)",,,,
1082232646,False,,residential,True,57.375,"LINESTRING (77.0253599 28.4636629, 77.0256924 28.4632377)",,,,
1075051308,True,,secondary,False,132.658,"LINESTRING (77.0332404 28.4633675, 77.0330589 28.4631913, 77.032296 28.462511)",,,,
59203956,True,,secondary_link,False,19.474,"LINESTRING (77.0331163 28.4635045, 77.0332404 28.4633675)",,,,
190041698,True,,secondary,False,32.656,"LINESTRING (77.0331163 28.4635045, 77.0333314 28.4637292)",,30,,
1016538667,False,Fountain Square,secondary,False,14.661,"LINESTRING (77.0342284 28.4646318, 77.0343141 28.4645236)",,,,
190041493,True,,tertiary,False,77.45400000000001,"LINESTRING (77.0323365 28.4616251, 77.0322274 28.4617061, 77.0318305 28.4621581)",,,,
1075051307,True,,secondary,False,88.834,"LINESTRING (77.0323365 28.4616251, 77.0322647 28.4618871, 77.0321933 28.462143, 77.0321709 28.4622386, 77.0321591 28.4624066)",,30,,
189088017,True,New Railway Road,secondary,False,15.169,"LINESTRING (77.0316801 28.4624001, 77.0316158 28.4624309, 77.031555 28.4624792)",,,,
189088017,True,New Railway Road,secondary,False,43.690000000000005,"LINESTRING (77.0321155 28.4624738, 77.0317292 28.4623928, 77.0316801 28.4624001)",,,,
1075051309,True,,secondary,False,8.658999999999999,"LINESTRING (77.0321155 28.4624738, 77.0321191 28.4624995, 77.0321316 28.4625231, 77.0321517 28.4625421)",roundabout,,,
312149546,True,,secondary,False,185.20999999999998,"LINESTRING (77.0322611 28.4624068, 77.0322559 28.4623325, 77.032276 28.4622349, 77.0323285 28.4620011, 77.032585 28.461307, 77.0327577 28.4609325, 77.0327869 28.4608155)",,,,
1075051309,True,,secondary,False,10.492999999999999,"LINESTRING (77.0322611 28.4624068, 77.0322367 28.462397, 77.0322102 28.4623936, 77.0321836 28.4623969, 77.0321591 28.4624066)",roundabout,,,
190041698,True,,secondary,False,90.80199999999999,"LINESTRING (77.0322005 28.4625593, 77.0324686 28.4628497, 77.0327876 28.4631921)",,30,,
1075051309,True,,secondary,False,11.454,"LINESTRING (77.0322005 28.4625593, 77.0322297 28.4625579, 77.0322571 28.4625487, 77.0322799 28.4625325, 77.032296 28.462511)",roundabout,,,
28846300,False,,residential,False,77.374,"LINESTRING (77.0306193 28.4634432, 77.0299787 28.4630345)",,,,
"[189088017, 189074891]",True,New Railway Road,secondary,False,99.024,"LINESTRING (77.0306193 28.4634432, 77.0304213 28.4636249, 77.0302937 28.4637536, 77.0299445 28.4641071)",,,,
212744524,False,,residential,False,7.233,"LINESTRING (77.0270968 28.4602497, 77.027063 28.4602717, 77.027037 28.460288)",,,,
212744238,False,,residential,False,35.292,"LINESTRING (77.027037 28.460288, 77.0273222 28.4604826)",,,,
212744524,False,,residential,False,64.095,"LINESTRING (77.027037 28.460288, 77.0269946 28.4603015, 77.0269732 28.460312, 77.0269513 28.4603286, 77.0265861 28.4606985)",,,,
212744524,False,,residential,True,7.233,"LINESTRING (77.027037 28.460288, 77.027063 28.4602717, 77.0270968 28.4602497)",,,,
