osmid,ref,name,highway,junction,oneway,reversed,length,geometry,bridge
316769771,NH216H,Nehru Chowk,trunk,roundabout,True,False,10.785,"LINESTRING (80.9932483 16.4344989, 80.9932985 16.4344934, 80.9933396 16.4344651)",
177629319,,,residential,,False,True,33.616,"LINESTRING (80.996583 16.4352897, 80.9966193 16.4349894)",
316769837,,,unclassified,,False,False,40.267,"LINESTRING (80.996583 16.4352897, 80.9962295 16.4351625)",
421235081,,,unclassified,,False,False,2.899,"LINESTRING (80.996583 16.4352897, 80.996606 16.4353036)",
177629323,NH216H,Machilipatnam - Nuzvid - Kalluru Road,trunk,,True,False,55.574,"LINESTRING (80.9926577 16.4364059, 80.9927539 16.4359147)",
420533213,,,residential,,False,True,8.174,"LINESTRING (80.9926577 16.4364059, 80.9925898 16.43644)",
420533213,,,residential,,False,False,43.211,"LINESTRING (80.9926577 16.4364059, 80.9929448 16.4362764, 80.9930273 16.4362473)",
316769837,,,unclassified,,False,True,32.453,"LINESTRING (80.9949188 16.4342263, 80.995021 16.4345012)",
420785415,,,residential,,False,True,14.979,"LINESTRING (80.9949188 16.4342263, 80.9948503 16.4341087)",
202291856,NH216H,Machilipatnam - Nuzvid - Kalluru Road,trunk,,True,False,87.696,"LINESTRING (80.9949188 16.4342263, 80.9951526 16.4341727, 80.9954419 16.434108, 80.9957206 16.4340517)",
202291856,NH216H,Machilipatnam - Nuzvid - Kalluru Road,trunk,,True,False,11.879,"LINESTRING (80.9967414 16.431017, 80.9968477 16.4309851)",
1065120030,,,residential,,False,False,9.898,"LINESTRING (80.9967414 16.431017, 80.9967113 16.4309328)",
420763455,,,residential,,False,True,204.08599999999998,"LINESTRING (80.9967414 16.431017, 80.9968494 16.4314279, 80.9968964 16.4317251, 80.9969976 16.4322518, 80.9971002 16.4326693, 80.9971182 16.4328148)",
316769786,,,secondary,,False,True,53.459,"LINESTRING (80.9960979 16.4339087, 80.996588 16.4338079)",
1065084788,,,secondary_link,,False,True,11.227,"LINESTRING (80.9960979 16.4339087, 80.9960085 16.4338554)",
202291856,NH216H,Machilipatnam - Nuzvid - Kalluru Road,trunk,,True,False,78.405,"LINESTRING (80.9960979 16.4339087, 80.9961382 16.4338611, 80.9961623 16.433811, 80.9963507 16.4332508)",
850952987,SH243,Gudivada - Kankipadu Road,primary,,True,False,27.146,"LINESTRING (80.9928075 16.4335385, 80.992835 16.4337812)",
316769832,SH243,Gudivada - Kankipadu Road,primary,,False,False,40.958,"LINESTRING (80.9928075 16.4335385, 80.9927952 16.4335196, 80.9926032 16.4332266)",
316769786,,,secondary,,False,False,49.736,"LINESTRING (80.9980422 16.4336449, 80.997577 16.4336761)",
850952988,SH243,Gudivada - Kankipadu Road,primary,,True,False,21.685,"LINESTRING (80.9929498 16.4336778, 80.9928075 16.4335385)",
316769777,SH243,Gudivada - Kankipadu Road,primary,roundabout,True,False,18.9,"LINESTRING (80.9929498 16.4336778, 80.9928997 16.4336837, 80.9928508 16.4337223, 80.992835 16.4337812)",
316769777,SH243,Gudivada - Kankipadu Road,primary,roundabout,True,False,6.754,"LINESTRING (80.992835 16.4337812, 80.9928585 16.4338376)",
177629319,,,residential,,False,False,45.672,"LINESTRING (80.996588 16.4338079, 80.9966486 16.4342145)",
316769786,,,secondary,,False,False,53.459,"LINESTRING (80.996588 16.4338079, 80.9960979 16.4339087)",
316769786,,,secondary,,False,True,22.088,"LINESTRING (80.996588 16.4338079, 80.9967904 16.4337658)",
202291855,SH243,Gudivada - Kankipadu Road,primary,,False,True,59.303,"LINESTRING (80.9930237 16.4338263, 80.9930793 16.4339092, 80.9931979 16.4343288)",
316769777,SH243,Gudivada - Kankipadu Road,primary,roundabout,True,False,21.498,"LINESTRING (80.9930237 16.4338263, 80.9930387 16.4337802, 80.9930289 16.4337327, 80.9929966 16.4336956, 80.9929498 16.4336778)",
421923988,,,residential,,False,True,78.985,"LINESTRING (80.9928585 16.4338376, 80.9921277 16.4339527)",
316769777,SH243,Gudivada - Kankipadu Road,primary,roundabout,True,False,20.258,"LINESTRING (80.9928585 16.4338376, 80.9929121 16.4338698, 80.9929753 16.4338655, 80.9930237 16.4338263)",
177629319,,,residential,,False,False,36.284,"LINESTRING (80.9966486 16.4342145, 80.9966517 16.4345408)",
177629319,,,residential,,False,True,45.672,"LINESTRING (80.9966486 16.4342145, 80.996588 16.4338079)",
420694676,,,residential,,False,False,99.851,"LINESTRING (80.9966486 16.4342145, 80.9975848 16.4342222)",
316769771,NH216H,Nehru Chowk,trunk,roundabout,True,False,13.829,"LINESTRING (80.9933195 16.4343237, 80.9932795 16.434308, 80.9932363 16.4343098, 80.9931979 16.4343288)",
431068844,,,residential,,False,True,86.233,"LINESTRING (80.9931979 16.4343288, 80.9923912 16.4343811)",
202291855,SH243,Gudivada - Kankipadu Road,primary,,False,False,59.303,"LINESTRING (80.9931979 16.4343288, 80.9930793 16.4339092, 80.9930237 16.4338263)",
316769771,NH216H,Nehru Chowk,trunk,roundabout,True,False,11.989,"LINESTRING (80.9931979 16.4343288, 80.993179 16.4343488, 80.9931666 16.4343729, 80.9931616 16.4343995, 80.9931644 16.4344263)",
316769771,NH216H,Nehru Chowk,trunk,roundabout,True,False,12.712,"LINESTRING (80.9931644 16.4344263, 80.9931813 16.4344608, 80.9932108 16.4344863, 80.9932483 16.4344989)",
851382574,NH216H,Machilipatnam - Nuzvid - Kalluru Road,trunk,,True,False,112.50799999999998,"LINESTRING (80.9931644 16.4344263, 80.9931354 16.4344599, 80.9931114 16.4345052, 80.9930959 16.434548, 80.9929324 16.4350584, 80.9929172 16.4351056, 80.9928268 16.435381)",
202291856,NH216H,Machilipatnam - Nuzvid - Kalluru Road,trunk,,True,False,79.822,"LINESTRING (80.9933396 16.4344651, 80.9935153 16.4344403, 80.9940791 16.4343546)",
316769771,NH216H,Nehru Chowk,trunk,roundabout,True,False,17.729,"LINESTRING (80.9933396 16.4344651, 80.9933591 16.4344299, 80.9933621 16.4343901, 80.9933481 16.4343526, 80.9933195 16.4343237)",
