osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,access
624396555,residential,False,False,82.118,"LINESTRING (33.4322561 14.6100304, 33.4321649 14.6102108, 33.4319705 14.6105015, 33.431902 14.61063, 33.4318713 14.6106662)",,,,
624384109,residential,False,False,119.477,"LINESTRING (33.4288135 14.6102822, 33.4297965 14.6107819)",,,,
622709906,tertiary,False,True,66.424,"LINESTRING (33.4288135 14.6102822, 33.4286767 14.6105495, 33.428548 14.6107052, 33.4284823 14.610782)",الرفاعيين البحر,,,
622709906,tertiary,False,False,69.313,"LINESTRING (33.427567 14.6128893, 33.4275877 14.6127842, 33.4276146 14.6126077, 33.4276709 14.6124546, 33.4277441 14.6122941)",الرفاعيين البحر,,,
622709906,tertiary,False,True,55.888,"LINESTRING (33.427567 14.6128893, 33.4275073 14.613023, 33.4274134 14.6131553, 33.4273718 14.6132565, 33.4273477 14.6133409)",الرفاعيين البحر,,,
624095751,residential,False,False,53.022,"LINESTRING (33.427567 14.6128893, 33.4277111 14.6129204, 33.4277889 14.6129431, 33.4280317 14.6130431)",,,,
622709906,tertiary,False,False,55.888,"LINESTRING (33.4273477 14.6133409, 33.4273718 14.6132565, 33.4274134 14.6131553, 33.4275073 14.613023, 33.427567 14.6128893)",الرفاعيين البحر,,,
622709906,tertiary,False,True,26.194,"LINESTRING (33.4273477 14.6133409, 33.4273356 14.6135057, 33.4273265 14.6135755)",الرفاعيين البحر,,,
622709906,tertiary,False,False,26.194,"LINESTRING (33.4273265 14.6135755, 33.4273356 14.6135057, 33.4273477 14.6133409)",الرفاعيين البحر,,,
622709906,tertiary,False,True,23.545,"LINESTRING (33.4273265 14.6135755, 33.4273115 14.61369, 33.4272692 14.6137772)",الرفاعيين البحر,,,
624095748,residential,False,False,64.498,"LINESTRING (33.4273265 14.6135755, 33.4276387 14.6138976, 33.4277361 14.613999)",,,,
624095748,residential,False,True,103.747,"LINESTRING (33.4283803 14.6146931, 33.4279928 14.6142662, 33.4277361 14.613999)",,,,
624095749,residential,False,True,44.353,"LINESTRING (33.4283803 14.6146931, 33.4284743 14.6144997, 33.4285662 14.6143373)",,,,
624376867,residential,False,True,203.503,"LINESTRING (33.4283803 14.6146931, 33.428261 14.6149124, 33.4281966 14.6150085, 33.4277567 14.6155717, 33.4272792 14.6161774)",,,,
624382718,residential,False,False,121.38499999999999,"LINESTRING (33.4283803 14.6146931, 33.4285989 14.6149514, 33.4287693 14.615111, 33.4291126 14.6153614, 33.4292143 14.6154155)",,,,
624095749,residential,False,False,13.348,"LINESTRING (33.4286311 14.614235, 33.4285662 14.6143373)",,,,
624095749,residential,False,True,92.00999999999999,"LINESTRING (33.4286311 14.614235, 33.4287485 14.6140585, 33.4288236 14.6139404, 33.4288665 14.6138561, 33.4289114 14.6137808, 33.4289959 14.6136381, 33.4290549 14.6135174)",,,,
624381864,residential,False,True,129.403,"LINESTRING (33.4286311 14.614235, 33.4284595 14.6140177, 33.4284058 14.6139489, 33.4283482 14.6138924, 33.4282409 14.6138237, 33.4281188 14.6137808, 33.4279995 14.6137666, 33.4279042 14.6137938, 33.4278439 14.61386, 33.4277361 14.613999)",,,,
624376861,residential,False,True,100.30900000000001,"LINESTRING (33.429362 14.6133202, 33.4291528 14.6132306, 33.4288792 14.6131008, 33.428843 14.6130736, 33.4288162 14.6130359, 33.4287854 14.6129749, 33.4287599 14.6129308, 33.4286901 14.612862, 33.428623 14.6128137)",,,,
624384122,residential,False,False,56.419,"LINESTRING (33.429362 14.6133202, 33.4296383 14.6134551, 33.4297509 14.6135018, 33.4298334 14.613542)",,,,
624391361,residential,False,False,40.053,"LINESTRING (33.429362 14.6133202, 33.4292628 14.6133837, 33.4291951 14.6134129, 33.4291317 14.6134434, 33.4290549 14.6135174)",,,,
622709906,tertiary,False,False,40.193,"LINESTRING (33.4277441 14.6122941, 33.4278949 14.6119634)",الرفاعيين البحر,,,
622709906,tertiary,False,True,69.313,"LINESTRING (33.4277441 14.6122941, 33.4276709 14.6124546, 33.4276146 14.6126077, 33.4275877 14.6127842, 33.427567 14.6128893)",الرفاعيين البحر,,,
624384123,residential,False,False,71.078,"LINESTRING (33.4277441 14.6122941, 33.4279552 14.6123988, 33.4282368 14.6125584, 33.4283184 14.6126092)",,,,
624095749,residential,False,False,92.01,"LINESTRING (33.4290549 14.6135174, 33.4289959 14.6136381, 33.4289114 14.6137808, 33.4288665 14.6138561, 33.4288236 14.6139404, 33.4287485 14.6140585, 33.4286311 14.614235)",,,,
