osmid,name,highway,oneway,reversed,length,geometry,lanes,width
105521433,Dehsuah Street,tertiary,False,False,8.938,"LINESTRING (-8.1360439 6.0683617, -8.1359633 6.0683556)",,
314356591,Towah Street,tertiary,True,False,197.225,"LINESTRING (-8.1360439 6.0683617, -8.1361954 6.0681551, -8.1364864 6.0676763, -8.1369729 6.0668488)",,
687475820,Dehsuah Street,residential,False,True,192.556,"LINESTRING (-8.1360439 6.0683617, -8.1361583 6.0683384, -8.1376993 6.0688502)",,
105521433,Dehsuah Street,tertiary,False,False,78.749,"LINESTRING (-8.1346881 6.0684652, -8.1339781 6.0685208)",,
105521433,Dehsuah Street,tertiary,False,True,4.65,"LINESTRING (-8.1346881 6.0684652, -8.13473 6.0684616)",,
105521432,Moses P. Harris Street,trunk,False,False,106.513,"LINESTRING (-8.1346881 6.0684652, -8.1348717 6.0682777, -8.1352982 6.0677256)",,
105521432,Moses P. Harris Street,trunk,False,True,126.429,"LINESTRING (-8.1346881 6.0684652, -8.1346009 6.0685923, -8.1341831 6.0691665, -8.1340056 6.0693766)",,
105521433,Dehsuah Street,tertiary,False,True,78.749,"LINESTRING (-8.1339781 6.0685208, -8.1346881 6.0684652)",,
246980945,Doe Street,residential,False,True,96.766,"LINESTRING (-8.1339781 6.0685208, -8.134014 6.0676513)",,
105521433,Dehsuah Street,tertiary,False,False,395.44599999999997,"LINESTRING (-8.1339781 6.0685208, -8.1326186 6.068609, -8.1324704 6.0686192, -8.131677 6.0686781, -8.1304147 6.0688153)",,
246980945,Doe Street,residential,False,False,95.71,"LINESTRING (-8.1339781 6.0685208, -8.1340352 6.0692122, -8.1340056 6.0693766)",,
105521432,Moses P. Harris Street,trunk,False,False,126.429,"LINESTRING (-8.1340056 6.0693766, -8.1341831 6.0691665, -8.1346009 6.0685923, -8.1346881 6.0684652)",,
105521432,Moses P. Harris Street,trunk,False,True,211.74,"LINESTRING (-8.1340056 6.0693766, -8.1338568 6.0696438, -8.1337047 6.0700085, -8.1332289 6.0711156)",,
246980945,Doe Street,residential,False,True,95.71,"LINESTRING (-8.1340056 6.0693766, -8.1340352 6.0692122, -8.1339781 6.0685208)",,
492135865,Gibson Street,residential,False,True,66.667,"LINESTRING (-8.1376993 6.0688502, -8.1375282 6.0694251)",,
492135865,Gibson Street,residential,False,False,194.923,"LINESTRING (-8.1376993 6.0688502, -8.1379689 6.0681109, -8.1383035 6.0672034)",,
687475820,Dehsuah Street,residential,False,False,192.556,"LINESTRING (-8.1376993 6.0688502, -8.1361583 6.0683384, -8.1360439 6.0683617)",,
105521432,Moses P. Harris Street,trunk,False,True,226.563,"LINESTRING (-8.1332289 6.0711156, -8.1325516 6.0730386)",,
314363533,Diggs Street,residential,False,False,129.428,"LINESTRING (-8.1332289 6.0711156, -8.1343988 6.0710773)",,
105521432,Moses P. Harris Street,trunk,False,False,211.73999999999998,"LINESTRING (-8.1332289 6.0711156, -8.1337047 6.0700085, -8.1338568 6.0696438, -8.1340056 6.0693766)",,
314363533,Diggs Street,residential,False,True,270.262,"LINESTRING (-8.1332289 6.0711156, -8.1329819 6.0711127, -8.1317604 6.0711694, -8.1307874 6.071221)",,
246980933,Zoe Bush Road,residential,False,True,134.31799999999998,"LINESTRING (-8.1298146 6.0647249, -8.1298191 6.0652672, -8.1297963 6.0655772, -8.129796 6.065932)",,
