osmid,oneway,name,highway,reversed,length,ref,geometry
316405221,True,Calle Carrillo Puerto,tertiary,False,18.692,,"LINESTRING (-110.0350528 27.3543744, -110.0350529 27.3545425)"
316405215,True,Calle Emiliano Zapata,secondary,False,108.37299999999999,SON 140,"LINESTRING (-110.0350528 27.3543744, -110.0341789 27.3543631, -110.0339556 27.354366)"
316405208,True,Calle Emiliano Zapata,secondary,False,120.789,SON 140,"LINESTRING (-110.0352243 27.3545423, -110.0364473 27.354534)"
316445975,True,Calle Carrillo Puerto,tertiary,False,19.049,,"LINESTRING (-110.0352243 27.3545423, -110.0352261 27.354371)"
316405215,True,Calle Emiliano Zapata,secondary,False,17.12,SON 140,"LINESTRING (-110.0352261 27.354371, -110.0350528 27.3543744)"
316445975,True,Calle Carrillo Puerto,tertiary,False,104.102,,"LINESTRING (-110.0352261 27.354371, -110.0352299 27.3534348)"
316405208,True,Calle Emiliano Zapata,secondary,False,16.928,SON 140,"LINESTRING (-110.0350529 27.3545425, -110.0352243 27.3545423)"
316405221,True,Calle Carrillo Puerto,tertiary,False,146.333,,"LINESTRING (-110.0350529 27.3545425, -110.0350553 27.3558585)"
316405204,False,Calle Emiliano Zapata,secondary,True,184.58,SON 140,"LINESTRING (-110.0290317 27.3544661, -110.0309006 27.354478)"
316405209,False,Calle Santiago Xicoténcatl,tertiary,False,71.121,,"LINESTRING (-110.0290317 27.3544661, -110.0290336 27.3538265)"
756539989,False,Calle Santiago Xicoténcatl,tertiary,True,75.105,,"LINESTRING (-110.0290317 27.3544661, -110.0290243 27.3551415)"
316405209,False,Calle Santiago Xicoténcatl,tertiary,False,23.785,,"LINESTRING (-110.0290401 27.3515764, -110.0290408 27.3513625)"
316405209,False,Calle Santiago Xicoténcatl,tertiary,True,30.056,,"LINESTRING (-110.0290401 27.3515764, -110.0290393 27.3518467)"
316410851,False,Calle Pedro María Anaya,residential,False,74.241,,"LINESTRING (-110.0308697 27.3551451, -110.0309006 27.354478)"
316410851,False,Calle Pedro María Anaya,residential,True,41.977,,"LINESTRING (-110.0308697 27.3551451, -110.0308666 27.3555226)"
316410874,False,Calle Precursores de la Revolución,residential,True,182.254,,"LINESTRING (-110.0308697 27.3551451, -110.0290243 27.3551415)"
316410903,False,Calle Gardenias,residential,True,160.861,,"LINESTRING (-110.0308697 27.3551451, -110.0324985 27.3551451)"
316410845,False,Calle Jesús Rodríguez,residential,True,213.153,,"LINESTRING (-110.0308629 27.3571843, -110.0330212 27.357176)"
316410851,False,Calle Pedro María Anaya,residential,False,38.485,,"LINESTRING (-110.0308629 27.3571843, -110.0308624 27.3568382)"
316410851,False,Calle Pedro María Anaya,residential,True,23.84,,"LINESTRING (-110.0308629 27.3571843, -110.0308632 27.3573987)"
316410944,False,Calle Mártires de Cananea,residential,True,183.083,,"LINESTRING (-110.0290096 27.3557049, -110.0308634 27.3557097)"
756539989,False,Calle Santiago Xicoténcatl,tertiary,False,62.664,,"LINESTRING (-110.0290096 27.3557049, -110.0290243 27.3551415)"
756539989,False,Calle Santiago Xicoténcatl,tertiary,True,62.256,,"LINESTRING (-110.0290096 27.3557049, -110.0289989 27.3562647)"
316405209,False,Calle Santiago Xicoténcatl,tertiary,True,46.035,,"LINESTRING (-110.029045 27.3499182, -110.0290438 27.3503322)"
316410848,False,Calle Vicente Guerrero,residential,False,85.834,,"LINESTRING (-110.029045 27.3499182, -110.0281762 27.3499375)"
316405209,False,Calle Santiago Xicoténcatl,tertiary,False,46.035,,"LINESTRING (-110.0290438 27.3503322, -110.029045 27.3499182)"
316405209,False,Calle Santiago Xicoténcatl,tertiary,True,17.413,,"LINESTRING (-110.0290438 27.3503322, -110.0290433 27.3504888)"
316410915,False,Calle Leonardo Bravo,residential,True,135.36,,"LINESTRING (-110.0290438 27.3503322, -110.0304143 27.3503391)"
316410851,False,Calle Pedro María Anaya,residential,False,14.3,,"LINESTRING (-110.0308624 27.3568382, -110.0308632 27.3567096)"
316410851,False,Calle Pedro María Anaya,residential,True,38.485,,"LINESTRING (-110.0308624 27.3568382, -110.0308629 27.3571843)"
316410954,False,Calle Mariano Escobedo,residential,False,184.838,,"LINESTRING (-110.0308624 27.3568382, -110.0289908 27.35684)"
316410851,False,Calle Pedro María Anaya,residential,False,20.807,,"LINESTRING (-110.0308634 27.3557097, -110.0308666 27.3555226)"
316410944,False,Calle Mártires de Cananea,residential,False,183.083,,"LINESTRING (-110.0308634 27.3557097, -110.0290096 27.3557049)"
316410851,False,Calle Pedro María Anaya,residential,True,61.583,,"LINESTRING (-110.0308634 27.3557097, -110.0308596 27.3559282, -110.0308576 27.3562635)"
316405209,False,Calle Santiago Xicoténcatl,tertiary,False,17.413,,"LINESTRING (-110.0290433 27.3504888, -110.0290438 27.3503322)"
