osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed,lanes,access
194678463,Callejón Vicente Guerrero,residential,False,False,195.718,,"LINESTRING (-114.9973712 32.2008116, -114.9958558 32.1996059)",,,
194678463,Callejón Vicente Guerrero,residential,False,True,97.595,,"LINESTRING (-114.9973712 32.2008116, -114.9981402 32.2014006)",,,
232605850,Calle Juan Lara,residential,False,False,57.26,,"LINESTRING (-114.9973712 32.2008116, -114.9969719 32.2012002)",,,
232605850,Calle Juan Lara,residential,False,True,58.657,,"LINESTRING (-114.9973712 32.2008116, -114.9977877 32.2004191)",,,
194678463,Callejón Vicente Guerrero,residential,False,True,195.718,,"LINESTRING (-114.9958558 32.1996059, -114.9973712 32.2008116)",,,
400678028,Calle 5 de Mayo,primary,False,False,57.62,SON 34,"LINESTRING (-114.9958558 32.1996059, -114.9962662 32.1992213)",,,
400678028,Calle 5 de Mayo,primary,False,True,56.603,SON 34,"LINESTRING (-114.9958558 32.1996059, -114.9954414 32.1999749)",,,
194678463,Callejón Vicente Guerrero,residential,False,False,195.98000000000002,,"LINESTRING (-114.9958558 32.1996059, -114.9946877 32.1986979, -114.9943219 32.1984136)",,,
501061481,Boulevard Vicente Guerrero,residential,False,True,30.008,,"LINESTRING (-114.9939441 32.1987969, -114.9936933 32.1986302)",,,
754991230,Quinta,residential,False,False,37.408,,"LINESTRING (-114.9939441 32.1987969, -114.993687 32.1990535)",,,
754991230,Quinta,residential,False,True,55.5,,"LINESTRING (-114.9939441 32.1987969, -114.9943219 32.1984136)",,,
501061481,Boulevard Vicente Guerrero,residential,False,False,192.371,,"LINESTRING (-114.9939441 32.1987969, -114.9952033 32.1997875, -114.9954414 32.1999749)",,,
195246329,Calle Benito Juárez García,secondary,False,False,195.537,SON 34,"LINESTRING (-114.9977877 32.2004191, -114.9962662 32.1992213)",,,
195246329,Calle Benito Juárez García,secondary,False,True,202.142,SON 34,"LINESTRING (-114.9977877 32.2004191, -114.9993588 32.201659)",,,
232605850,Calle Juan Lara,residential,False,False,58.657,,"LINESTRING (-114.9977877 32.2004191, -114.9973712 32.2008116)",,,
232605850,Calle Juan Lara,residential,False,True,59.612,,"LINESTRING (-114.9977877 32.2004191, -114.998219 32.2000264)",,,
313040132,Boulevard Tulipanes,residential,True,False,47.073,SON 34,"LINESTRING (-114.993687 32.1990535, -114.9936933 32.1986302)",40,,
754991230,Quinta,residential,False,False,16.386,,"LINESTRING (-114.993687 32.1990535, -114.9935726 32.1991646)",,,
754991230,Quinta,residential,False,True,37.408,,"LINESTRING (-114.993687 32.1990535, -114.9939441 32.1987969)",,,
400678034,Calle Benito Juárez García,residential,False,False,133.387,,"LINESTRING (-114.9947737 32.1980157, -114.9937087 32.197224)",,,
400678034,Calle Benito Juárez García,residential,False,True,194.148,,"LINESTRING (-114.9947737 32.1980157, -114.9962662 32.1992213)",,,
754991230,Quinta,residential,False,False,61.358,,"LINESTRING (-114.9947737 32.1980157, -114.9943219 32.1984136)",,,
754991230,Quinta,residential,False,True,56.837,,"LINESTRING (-114.9947737 32.1980157, -114.9951848 32.1976412)",,,
194681883,,unclassified,False,True,42.445,,"LINESTRING (-114.992369 32.2015314, -114.9923729 32.2019131)",,,
753444869,Carretera Luis B. Sánchez,primary,False,False,13.597,SON 34,"LINESTRING (-114.992369 32.2015314, -114.9925135 32.2015323)",60,,
194678470,Calle Rosas,residential,False,False,195.515,,"LINESTRING (-114.9951848 32.1976412, -114.9967054 32.1988395)",,,
754991230,Quinta,residential,False,False,56.837,,"LINESTRING (-114.9951848 32.1976412, -114.9947737 32.1980157)",,,
754991230,Quinta,residential,False,True,60.565,,"LINESTRING (-114.9951848 32.1976412, -114.9956218 32.1972413)",,,
313040132,Boulevard Tulipanes,residential,True,False,10.376,SON 34,"LINESTRING (-114.9936933 32.1986302, -114.9936914 32.1985369)",40,,
501061481,Boulevard Vicente Guerrero,residential,False,False,30.008,,"LINESTRING (-114.9936933 32.1986302, -114.9939441 32.1987969)",,,
232605850,Calle Juan Lara,residential,False,True,56.822,,"LINESTRING (-114.9944292 32.2035132, -114.9948286 32.2031299)",,,
501061469,Calle Independencia,residential,False,False,203.223,,"LINESTRING (-114.9944292 32.2035132, -114.9960469 32.2047242)",,,
501061469,Calle Independencia,residential,False,True,8.026,,"LINESTRING (-114.9944292 32.2035132, -114.9943656 32.2034651)",,,
194681883,,unclassified,False,False,42.445,,"LINESTRING (-114.9923729 32.2019131, -114.992369 32.2015314)",,,
194681883,,unclassified,False,True,107.777,,"LINESTRING (-114.9923729 32.2019131, -114.9923602 32.2028823)",,,
501061469,Calle Independencia,residential,False,False,67.915,,"LINESTRING (-114.9923729 32.2019131, -114.9928841 32.2023443)",,,
400678034,Calle Benito Juárez García,residential,False,False,11.282,,"LINESTRING (-114.9937087 32.197224, -114.9935894 32.1972139)",,,
400678034,Calle Benito Juárez García,residential,False,True,133.387,,"LINESTRING (-114.9937087 32.197224, -114.9947737 32.1980157)",,,
194678463,Callejón Vicente Guerrero,residential,False,False,79.378,,"LINESTRING (-114.9943219 32.1984136, -114.9937128 32.1979197)",,,
754991230,Quinta,residential,False,False,55.5,,"LINESTRING (-114.9943219 32.1984136, -114.9939441 32.1987969)",,,
754991230,Quinta,residential,False,True,61.358,,"LINESTRING (-114.9943219 32.1984136, -114.9947737 32.1980157)",,,
194678463,Callejón Vicente Guerrero,residential,False,True,195.98000000000002,,"LINESTRING (-114.9943219 32.1984136, -114.9946877 32.1986979, -114.9958558 32.1996059)",,,
754991228,Ignacio Aldama,residential,False,False,54.284,,"LINESTRING (-115.0010232 32.200109, -115.0006237 32.2004612)",,,
754991229,Calle Segunda,residential,False,True,42.56,,"LINESTRING (-115.0010232 32.200109, -115.0013341 32.199831)",,,
194678474,Avenida Argentina,residential,False,False,196.232,,"LINESTRING (-115.0010232 32.200109, -114.99994 32.1992801, -114.9994764 32.1989253)",,,
194681881,Calle Tercera,residential,False,False,35.084,,"LINESTRING (-114.9994764 32.1989253, -114.9997256 32.1986906)",,,
194678474,Avenida Argentina,residential,False,False,197.712,,"LINESTRING (-114.9994764 32.1989253, -114.9988908 32.1984622, -114.9979292 32.1977223)",,,
194678474,Avenida Argentina,residential,False,True,196.232,,"LINESTRING (-114.9994764 32.1989253, -114.99994 32.1992801, -115.0010232 32.200109)",,,
754991227,Calle Juan Lara,residential,False,False,52.683,,"LINESTRING (-114.9994764 32.1989253, -114.999324 32.1990615, -114.9990914 32.1992693)",,,
232605850,Calle Juan Lara,residential,False,False,62.391,,"LINESTRING (-114.9952776 32.202717, -114.9948286 32.2031299)",,,
232605850,Calle Juan Lara,residential,False,True,52.171,,"LINESTRING (-114.9952776 32.202717, -114.9956539 32.2023724)",,,
400678027,Calle González Ortega,residential,False,False,201.768,,"LINESTRING (-114.9952776 32.202717, -114.9968582 32.2039433)",,,
400678027,Calle González Ortega,residential,False,True,190.113,,"LINESTRING (-114.9952776 32.202717, -114.9937529 32.2015951)",,,
194681873,Calle 5 de Mayo,residential,False,False,58.442,,"LINESTRING (-114.9928841 32.2023443, -114.9933237 32.201973)",,,
194681873,Calle 5 de Mayo,residential,False,True,58.61,,"LINESTRING (-114.9928841 32.2023443, -114.992488 32.2027511)",,,
501061469,Calle Independencia,residential,False,True,67.915,,"LINESTRING (-114.9928841 32.2023443, -114.9923729 32.2019131)",,,
501061469,Calle Independencia,residential,False,False,186.983,,"LINESTRING (-114.9928841 32.2023443, -114.9932574 32.2026267, -114.9943656 32.2034651)",,,
195246325,Calle Padre Eusebio Francisco Kino,residential,False,False,23.882,,"LINESTRING (-115.0002612 32.2033839, -115.0004339 32.2032265)",,,
195246325,Calle Padre Eusebio Francisco Kino,residential,False,True,35.536,,"LINESTRING (-115.0002612 32.2033839, -115.0000102 32.2036227)",,,
501061481,Boulevard Vicente Guerrero,residential,False,True,83.782,,"LINESTRING (-115.0002612 32.2033839, -114.9996026 32.2028768)",,,
194681876,Calle Sonora,residential,False,False,197.466,,"LINESTRING (-114.9990914 32.1992693, -114.997555 32.1980596)",,,
232605850,Calle Juan Lara,residential,False,False,58.071,,"LINESTRING (-114.9990914 32.1992693, -114.9986562 32.1996396)",,,
994073760,Calle Sonora,residential,False,True,195.838,,"LINESTRING (-114.9990914 32.1992693, -115.0006237 32.2004612)",,,
754991227,Calle Juan Lara,residential,False,True,52.683,,"LINESTRING (-114.9990914 32.1992693, -114.999324 32.1990615, -114.9994764 32.1989253)",,,
194678470,Calle Rosas,residential,False,True,194.168,,"LINESTRING (-114.998219 32.2000264, -114.9967054 32.1988395)",,,
194690378,Callejón Benito Juárez García,residential,False,True,199.691,,"LINESTRING (-114.998219 32.2000264, -114.9997788 32.2012442)",,,
232605850,Calle Juan Lara,residential,False,False,59.612,,"LINESTRING (-114.998219 32.2000264, -114.9977877 32.2004191)",,,
232605850,Calle Juan Lara,residential,False,True,59.516,,"LINESTRING (-114.998219 32.2000264, -114.9986562 32.1996396)",,,
195246325,Calle Padre Eusebio Francisco Kino,residential,False,True,57.635,,"LINESTRING (-114.9983516 32.2050906, -114.9979433 32.205477)",,,
400678027,Calle González Ortega,residential,False,True,189.785,,"LINESTRING (-114.9983516 32.2050906, -114.9968582 32.2039433)",,,
195246325,Calle Padre Eusebio Francisco Kino,residential,False,False,106.787,,"LINESTRING (-114.9983516 32.2050906, -114.9984723 32.2049942, -114.9987084 32.2047729, -114.9991315 32.2043933)",,,
194681881,Calle Tercera,residential,False,False,54.441,,"LINESTRING (-115.0001863 32.1982523, -115.0005765 32.1978908)",,,
659581757,Calle Bolivia,primary,False,False,197.333,BC 4,"LINESTRING (-115.0001863 32.1982523, -115.0017245 32.1994586)",,,
659581757,Calle Bolivia,primary,False,True,191.026,BC 4,"LINESTRING (-115.0001863 32.1982523, -114.998717 32.1970668)",,,
194681881,Calle Tercera,residential,False,True,65.229,,"LINESTRING (-115.0001863 32.1982523, -114.9998267 32.1985979, -114.9997256 32.1986906)",,,
