osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,tunnel,bridge
83146014,True,,,primary_link,False,134.362,"LINESTRING (-101.2856589 20.9954468, -101.2855136 20.995424, -101.285408 20.9953951, -101.2853227 20.9953597, -101.285261 20.995331, -101.2851902 20.9952622, -101.2850979 20.9951595, -101.2850196 20.9950509, -101.2849731 20.9949395, -101.284934 20.9946049)",,,,
188547478,True,MEX 110,,primary_link,False,51.841,"LINESTRING (-101.2856589 20.9954468, -101.2855338 20.9954807, -101.2854519 20.9955094, -101.2853292 20.9955658, -101.2852085 20.9956406)",,,,
188547480,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,161.77800000000002,"LINESTRING (-101.284934 20.9946049, -101.285053 20.9939666, -101.285088 20.9937415, -101.2851495 20.9931648)",3,50,,
713458342,False,,Calle Jalapa,residential,False,128.517,"LINESTRING (-101.2852085 20.9956406, -101.2852697 20.995734, -101.2852952 20.9957928, -101.285334 20.9958785, -101.2856699 20.9962752, -101.2859278 20.9965745)",,,,
740829367,False,,Camino Antiguo,residential,False,8.251,"LINESTRING (-101.286179 20.9982781, -101.2862582 20.9982719)",,,,
"[83364260, 192265741, 192265742]",False,,Callejón del Limonero,residential,False,134.133,"LINESTRING (-101.286179 20.9982781, -101.2861164 20.9981061, -101.2860794 20.9979308, -101.2861469 20.9978499, -101.2864446 20.997706, -101.2865625 20.9976421, -101.2865786 20.9975695, -101.2865823 20.9973405)",,,,yes
740829367,False,,Camino Antiguo,residential,True,8.251,"LINESTRING (-101.2862582 20.9982719, -101.286179 20.9982781)",,,,
"[83364264, 192265744, 192265740]",False,,Calle Jalapa,residential,False,125.019,"LINESTRING (-101.2865823 20.9973405, -101.2867904 20.9975597, -101.2869742 20.9977455, -101.2871254 20.9979055, -101.2873724 20.9981886)",,,,yes
"[83364260, 192265741, 192265742]",False,,Callejón del Limonero,residential,True,134.133,"LINESTRING (-101.2865823 20.9973405, -101.2865786 20.9975695, -101.2865625 20.9976421, -101.2864446 20.997706, -101.2861469 20.9978499, -101.2860794 20.9979308, -101.2861164 20.9981061, -101.286179 20.9982781)",,,,yes
"[885816282, 713458341]",False,,,residential,"[False, True]",117.005,"LINESTRING (-101.2865823 20.9973405, -101.286462 20.9971837, -101.286464 20.9971574, -101.2866122 20.9970667, -101.2866792 20.9969834, -101.2867195 20.9969176, -101.2867342 20.9968313, -101.2866685 20.9966716, -101.2865608 20.9964657)",,,,
66504227,False,,Carretera a Marfil,secondary,False,55.791,"LINESTRING (-101.2873724 20.9981886, -101.2875486 20.9979652, -101.2876934 20.9977862)",,,,
"[192265744, 192265740, 83364264]",False,,Calle Jalapa,residential,True,125.019,"LINESTRING (-101.2873724 20.9981886, -101.2871254 20.9979055, -101.2869742 20.9977455, -101.2867904 20.9975597, -101.2865823 20.9973405)",,,,yes
66504227,False,,Carretera a Marfil,secondary,True,122.464,"LINESTRING (-101.2881313 20.9967846, -101.2880548 20.9971525, -101.2880223 20.9972857, -101.2879465 20.99745, -101.28787 20.9975592, -101.2877685 20.9976862, -101.2876934 20.9977862)",,,,
188547476,True,,Carretera a Marfil,secondary,False,23.145,"LINESTRING (-101.2881313 20.9967846, -101.288178 20.9966721, -101.2882295 20.996599)",,,,
83476879,True,,Carretera a Marfil,primary_link,False,38.958,"LINESTRING (-101.2878556 20.9963323, -101.2879453 20.9963564, -101.2879934 20.9963837, -101.2880522 20.9964363, -101.2880858 20.9964764, -101.2881369 20.9965452)",,,,
188547482,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,28.798,"LINESTRING (-101.2878556 20.9963323, -101.2879184 20.9963259, -101.2881323 20.9963147)",,,,
210118176,True,MEX 110,Carretera Libre Guanajuato - Silao,primary,False,64.914,"LINESTRING (-101.2890171 20.9961999, -101.289092 20.9961921, -101.2896386 20.9961356)",2,60,,
848969038,True,MEX 110,Carretera Guanajuato-Juventino Rosas,primary,False,17.474,"LINESTRING (-101.2848497 20.9945507, -101.2848385 20.9947075)",3,50,,
210118176,True,MEX 110,Carretera Libre Guanajuato - Silao,primary,False,38.179,"LINESTRING (-101.2881323 20.9963147, -101.2884994 20.996294)",2,60,,
121390862,True,,,secondary,False,25.866,"LINESTRING (-101.2881323 20.9963147, -101.2881461 20.9963675, -101.2881483 20.9964398, -101.2881369 20.9965452)",,,,
185018591,False,,Privada Artesanos,residential,False,129.942,"LINESTRING (-101.2930592 20.9936223, -101.293087 20.9935289, -101.2931889 20.9934338, -101.2932372 20.9933787, -101.2933043 20.993271, -101.2933204 20.9931633, -101.2932909 20.9930381, -101.2932667 20.9929355, -101.2932211 20.9928378, -101.293138 20.9927476, -101.2930468 20.9927101, -101.2929717 20.99267)",,,,
740786221,False,,,residential,True,59.065,"LINESTRING (-101.2930592 20.9936223, -101.2929562 20.9936389, -101.2928617 20.9936416, -101.2927517 20.9936291, -101.2926418 20.9936567, -101.2925747 20.9936917, -101.2925291 20.9937393)",,,,
"[83146013, 1068971162, 188547469, 188547479]",True,MEX 110,"['Carretera a Marfil', 'Acceso a la Ciudad de Guanajuato']",primary,False,271.07,"LINESTRING (-101.288236 20.9955597, -101.288059 20.9954708, -101.287984 20.9954382, -101.2878755 20.9954201, -101.2877866 20.9954143, -101.2876674 20.9954208, -101.2856589 20.9954468)",,,yes,yes
188547463,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,6.479,"LINESTRING (-101.2865608 20.9964657, -101.2866145 20.996436)",,,,
614482199,False,,Jalapa,residential,False,3.672,"LINESTRING (-101.2865608 20.9964657, -101.2865492 20.9964345)",,,,
"[885816282, 713458341]",False,,,residential,"[False, True]",117.005,"LINESTRING (-101.2865608 20.9964657, -101.2866685 20.9966716, -101.2867342 20.9968313, -101.2867195 20.9969176, -101.2866792 20.9969834, -101.2866122 20.9970667, -101.286464 20.9971574, -101.286462 20.9971837, -101.2865823 20.9973405)",,,,
188547476,True,,Carretera a Marfil,secondary,False,22.311,"LINESTRING (-101.2882295 20.996599, -101.288294 20.9965015, -101.2883544 20.9964365)",,,,
713458336,False,,Callejón Tenería,residential,True,246.809,"LINESTRING (-101.2882295 20.996599, -101.2884294 20.9969759, -101.288432 20.9971399, -101.2884454 20.9973916, -101.2884843 20.997632, -101.2884575 20.997801, -101.2884562 20.9980789, -101.2884682 20.9981816, -101.2885138 20.9983406, -101.2884664 20.9987615)",,,,
66207060,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,19.1,"LINESTRING (-101.2855268 20.9972853, -101.2853929 20.9971675)",,,,
885841056,True,,,primary_link,False,23.644,"LINESTRING (-101.2855268 20.9972853, -101.2856747 20.9971236)",,,,
885509709,True,,Carretera a Marfil,secondary,False,26.629,"LINESTRING (-101.2881369 20.9965452, -101.288137 20.9966217, -101.2881313 20.9967846)",,,,
188547468,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,42.669,"LINESTRING (-101.2853201 20.997484, -101.2853193 20.9975569, -101.285326 20.9976195, -101.285346 20.9976658, -101.2853689 20.9976934, -101.2854131 20.9977209, -101.2854547 20.9977309, -101.2855333 20.9977323)",,,,
188547473,True,,,primary_link,False,32.894999999999996,"LINESTRING (-101.2853201 20.997484, -101.2853783 20.9974685, -101.2854188 20.9974458, -101.2854847 20.9973859, -101.2855067 20.9973555, -101.2855268 20.9972853)",,,,
1089593862,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,129.393,"LINESTRING (-101.2866145 20.996436, -101.2867914 20.9964114, -101.2873891 20.9963669, -101.2877256 20.9963419, -101.2878556 20.9963323)",,,,
916325985,True,MEX 110,Euquerio Guerrero,primary,False,10.888,"LINESTRING (-101.2855333 20.9977323, -101.2855442 20.9977272, -101.2856113 20.9976675)",,50,,
66207060,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,46.742999999999995,"LINESTRING (-101.2856113 20.9976675, -101.2856492 20.9975431, -101.2856501 20.9974933, -101.2856366 20.9974357, -101.2855965 20.9973723, -101.2855268 20.9972853)",,,,
188547463,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,82.82499999999999,"LINESTRING (-101.2856113 20.9976675, -101.2856529 20.9976107, -101.2856996 20.9975113, -101.2857248 20.9974334, -101.2857551 20.9973079, -101.2857754 20.9972101, -101.2858207 20.9971176, -101.2858659 20.9970416, -101.2859131 20.9969882)",,,,
"[188547472, 335981307, 335981308, 335981310]",True,MEX 110,Boulevard Euquerio Guerrero,primary,False,215.969,"LINESTRING (-101.2847744 20.995622, -101.284811 20.9958416, -101.2848365 20.9959735, -101.2848712 20.9961, -101.2849004 20.9961942, -101.2849311 20.9963067, -101.2849605 20.9963778, -101.2850073 20.9965098, -101.2851406 20.9968552, -101.2852562 20.9970996, -101.2852952 20.9972013, -101.2853201 20.997484)",1,40,yes,
"[889450097, 188547466, 188547467, 210122188]",True,,Boulevard Euquerio Guerrero,primary_link,False,327.73299999999995,"LINESTRING (-101.2847744 20.995622, -101.2847564 20.9958331, -101.2847636 20.9959511, -101.2847714 20.9959848, -101.2847933 20.996079, -101.2848259 20.9961836, -101.2848717 20.9963212, -101.2850506 20.9967772, -101.285119 20.9969147, -101.285196 20.9969831, -101.2852844 20.9970252, -101.2853741 20.997055, -101.2854575 20.9970698, -101.2855486 20.9970701, -101.2856285 20.9970537, -101.2857185 20.9970173, -101.2858092 20.9969598, -101.2858821 20.9968979, -101.285998 20.9968016, -101.2860834 20.9967097, -101.2862213 20.9965828, -101.2863131 20.9965252, -101.2865492 20.9964345)",,,,
188547464,True,MEX 110,Glorieta El Laurel,secondary,False,80.408,"LINESTRING (-101.2882911 20.9957647, -101.2882229 20.9957654, -101.288145 20.9957827, -101.2880966 20.995812, -101.2880529 20.9958765, -101.2880315 20.995944, -101.2880352 20.9960134, -101.2881323 20.9963147)",,,,
188547476,True,,Carretera a Marfil,secondary,False,21.855,"LINESTRING (-101.2883544 20.9964365, -101.2884994 20.996294)",,,,
885509710,True,,,primary_link,False,58.91100000000001,"LINESTRING (-101.2883544 20.9964365, -101.2885739 20.9963497, -101.2886399 20.9963236, -101.2887886 20.9962656, -101.2888774 20.9962309)",,,,
713458824,False,,Calle Burócratas,residential,True,234.788,"LINESTRING (-101.2853036 20.9903655, -101.2856358 20.9904388, -101.2857431 20.9904588, -101.285845 20.9904658, -101.2863976 20.9904609, -101.2875536 20.9904671)",,,,
189429846,True,,,primary_link,False,30.741,"LINESTRING (-101.2886012 20.9955216, -101.2883692 20.9956934)",,,,
188547481,True,,,primary_link,False,98.717,"LINESTRING (-101.2886012 20.9955216, -101.2885786 20.9956377, -101.2885549 20.9956946, -101.2885739 20.9957902, -101.2886511 20.9959462, -101.2887109 20.996036, -101.2887839 20.9961019, -101.2888938 20.996155, -101.2889627 20.9961789, -101.2890171 20.9961999)",,,,
210118823,True,MEX 110,,primary,False,39.385999999999996,"LINESTRING (-101.2886012 20.9955216, -101.2885098 20.9955623, -101.2883665 20.9955809, -101.2883048 20.9955786, -101.288236 20.9955597)",,,,
614482200,False,,Jalapita,residential,True,23.043,"LINESTRING (-101.2863206 20.9958702, -101.2865344 20.9958145)",,,,
614482202,False,,,residential,False,41.766,"LINESTRING (-101.2863206 20.9958702, -101.2865354 20.9955526)",,,,
614482199,False,,Jalapa,residential,True,67.46000000000001,"LINESTRING (-101.2863206 20.9958702, -101.2864244 20.9961032, -101.2864409 20.9961969, -101.2864894 20.9962737, -101.2865492 20.9964345)",,,,
"[614482200, 614482203]",False,,Jalapita,residential,False,342.021,"LINESTRING (-101.2863206 20.9958702, -101.2860001 20.9955675, -101.2857332 20.9953895, -101.2855448 20.9951932, -101.2854825 20.9950746, -101.2853635 20.9947456, -101.285278 20.9945043, -101.2852088 20.9942929, -101.2852017 20.9941057, -101.2852194 20.9939875, -101.2852385 20.9939216, -101.2852895 20.993416, -101.2853229 20.9931749)",,,,
614482200,False,,Jalapita,residential,False,23.043,"LINESTRING (-101.2865344 20.9958145, -101.2863206 20.9958702)",,,,
614482200,False,,Jalapita,residential,True,43.293,"LINESTRING (-101.2865344 20.9958145, -101.2869514 20.9958099)",,,,
614482201,False,,,residential,False,24.588,"LINESTRING (-101.2865344 20.9958145, -101.2866703 20.9956334)",,,,
614482200,False,,Jalapita,residential,False,43.293,"LINESTRING (-101.2869514 20.9958099, -101.2865344 20.9958145)",,,,
614482201,False,,,residential,True,24.588,"LINESTRING (-101.2866703 20.9956334, -101.2865344 20.9958145)",,,,
614482202,False,,,residential,True,41.766,"LINESTRING (-101.2865354 20.9955526, -101.2863206 20.9958702)",,,,
713458819,False,,Calle Jalapita,residential,False,18.036,"LINESTRING (-101.2853229 20.9931749, -101.2851495 20.9931648)",,,,
614482203,False,,Jalapita,residential,False,108.729,"LINESTRING (-101.2853229 20.9931749, -101.2853676 20.9930431, -101.2853981 20.9928618, -101.2854901 20.9922114)",,,,
"[614482200, 614482203]",False,,Jalapita,residential,True,342.02099999999996,"LINESTRING (-101.2853229 20.9931749, -101.2852895 20.993416, -101.2852385 20.9939216, -101.2852194 20.9939875, -101.2852017 20.9941057, -101.2852088 20.9942929, -101.285278 20.9945043, -101.2853635 20.9947456, -101.2854825 20.9950746, -101.2855448 20.9951932, -101.2857332 20.9953895, -101.2860001 20.9955675, -101.2863206 20.9958702)",,,,
713458819,False,,Calle Jalapita,residential,True,197.88099999999997,"LINESTRING (-101.2853229 20.9931749, -101.285833 20.9931937, -101.2872282 20.9931623)",,,,
1178201540,False,,,residential,False,25.53,"LINESTRING (-101.2854901 20.9922114, -101.2852448 20.9921951)",,,,
614482203,False,,Jalapita,residential,False,125.489,"LINESTRING (-101.2854901 20.9922114, -101.285542 20.9921316, -101.2855768 20.9920089, -101.2856063 20.9918486, -101.2856604 20.9911047)",,,,
614482203,False,,Jalapita,residential,True,108.729,"LINESTRING (-101.2854901 20.9922114, -101.2853981 20.9928618, -101.2853676 20.9930431, -101.2853229 20.9931749)",,,,
614482203,False,,Jalapita,residential,False,84.03999999999999,"LINESTRING (-101.2856604 20.9911047, -101.2856411 20.9909541, -101.2855701 20.9907255, -101.2855376 20.9906616, -101.2855204 20.9906279, -101.2854509 20.990572, -101.2853109 20.9904596)",,,,
614482203,False,,Jalapita,residential,True,125.489,"LINESTRING (-101.2856604 20.9911047, -101.2856063 20.9918486, -101.2855768 20.9920089, -101.285542 20.9921316, -101.2854901 20.9922114)",,,,
713458825,False,,Privada La Esperanza,residential,False,103.832,"LINESTRING (-101.2856604 20.9911047, -101.2862178 20.9911169, -101.2866014 20.9911169, -101.2866604 20.9911169)",,,,
188547480,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,10.491,"LINESTRING (-101.2853109 20.9904596, -101.2853036 20.9903655)",3,50,,
614482203,False,,Jalapita,residential,True,84.04,"LINESTRING (-101.2853109 20.9904596, -101.2854509 20.990572, -101.2855204 20.9906279, -101.2855376 20.9906616, -101.2855701 20.9907255, -101.2856411 20.9909541, -101.2856604 20.9911047)",,,,
"[740797570, 713458815]",False,,"['Cerrada de la Concha', 'Privada La Concha']",residential,False,171.13399999999996,"LINESTRING (-101.2837315 20.9934153, -101.2842894 20.9934754, -101.2843966 20.9934989, -101.2844409 20.9935264, -101.2844839 20.9935605, -101.2844999 20.9935928, -101.2845012 20.9936269, -101.2844101 20.9939421, -101.2843578 20.9943526)",,,,
890040850,False,,Camino Viejo a la Sahop,residential,True,17.501,"LINESTRING (-101.2843578 20.9943526, -101.2845146 20.9944104)",,,,
"[740797570, 713458815]",False,,"['Cerrada de la Concha', 'Privada La Concha']",residential,True,171.134,"LINESTRING (-101.2843578 20.9943526, -101.2844101 20.9939421, -101.2845012 20.9936269, -101.2844999 20.9935928, -101.2844839 20.9935605, -101.2844409 20.9935264, -101.2843966 20.9934989, -101.2842894 20.9934754, -101.2837315 20.9934153)",,,,
"[713458817, 740790790]",False,,,residential,False,114.694,"LINESTRING (-101.2872282 20.9931623, -101.2872478 20.9936032, -101.2872248 20.9939425, -101.2869568 20.9939434)",,,,
"[713458818, 885832413]",False,,,residential,"[False, True]",266.249,"LINESTRING (-101.2872282 20.9931623, -101.2872305 20.992997, -101.2872673 20.9924348, -101.2872094 20.9920328, -101.2871835 20.9916172, -101.2871433 20.9912665, -101.2871654 20.991155, -101.2872358 20.9911112, -101.2875555 20.9910964)",,,,
713458819,False,,Calle Jalapita,residential,False,197.88099999999997,"LINESTRING (-101.2872282 20.9931623, -101.285833 20.9931937, -101.2853229 20.9931749)",,,,
188547480,True,MEX 110,Boulevard Euquerio Guerrero,primary,False,108.279,"LINESTRING (-101.2851495 20.9931648, -101.2852448 20.9921951)",3,50,,
713458819,False,,Calle Jalapita,residential,True,18.036,"LINESTRING (-101.2851495 20.9931648, -101.2853229 20.9931749)",,,,
740724258,False,,,residential,True,79.371,"LINESTRING (-101.2883716 20.9914411, -101.2876072 20.9914548)",,,,
"[713458821, 713458823]",False,,,residential,False,111.59,"LINESTRING (-101.2883716 20.9914411, -101.2884508 20.9917979, -101.2884629 20.9918179, -101.2885702 20.9918211, -101.2886412 20.9917988, -101.288892 20.9915143, -101.2889557 20.9914645)",,,,
740720825,False,,Privada Barranca,residential,False,37.754999999999995,"LINESTRING (-101.2883716 20.9914411, -101.2885299 20.9914455, -101.2886158 20.9914229, -101.2887043 20.9913528)",,,,
740724258,False,,,residential,False,79.371,"LINESTRING (-101.2876072 20.9914548, -101.2883716 20.9914411)",,,,
740739521,False,,Privada Barranca,residential,True,35.662,"LINESTRING (-101.2876072 20.9914548, -101.2876166 20.9917754)",,,,
740739521,False,,Privada Barranca,residential,False,40.688,"LINESTRING (-101.2876072 20.9914548, -101.2876046 20.9912327, -101.2875555 20.9910964)",,,,
740744781,False,,Privada Burócratas,residential,True,53.465,"LINESTRING (-101.2875536 20.9904671, -101.2880686 20.9904663)",,,,
713458820,False,,,residential,True,45.370999999999995,"LINESTRING (-101.2875536 20.9904671, -101.2875455 20.9905715, -101.2875442 20.9907167, -101.2875396 20.9908748)",,,,
713458824,False,,Calle Burócratas,residential,False,234.788,"LINESTRING (-101.2875536 20.9904671, -101.2863976 20.9904609, -101.285845 20.9904658, -101.2857431 20.9904588, -101.2856358 20.9904388, -101.2853036 20.9903655)",,,,
"[713458821, 713458823]",False,,,residential,True,111.59,"LINESTRING (-101.2889557 20.9914645, -101.288892 20.9915143, -101.2886412 20.9917988, -101.2885702 20.9918211, -101.2884629 20.9918179, -101.2884508 20.9917979, -101.2883716 20.9914411)",,,,
713458825,False,,Privada La Esperanza,residential,True,103.832,"LINESTRING (-101.2866604 20.9911169, -101.2866014 20.9911169, -101.2862178 20.9911169, -101.2856604 20.9911047)",,,,
713458336,False,,Callejón Tenería,residential,False,246.80899999999997,"LINESTRING (-101.2884664 20.9987615, -101.2885138 20.9983406, -101.2884682 20.9981816, -101.2884562 20.9980789, -101.2884575 20.997801, -101.2884843 20.997632, -101.2884454 20.9973916, -101.288432 20.9971399, -101.2884294 20.9969759, -101.2882295 20.996599)",,,,
"[740829368, 740829369, 713458337]",False,,Callejón Luna de Enero,residential,False,257.23699999999997,"LINESTRING (-101.2884664 20.9987615, -101.2882376 20.9988718, -101.2880646 20.9988314, -101.2879707 20.9987992, -101.2876555 20.9987169, -101.2876052 20.9986987, -101.2875818 20.9986524, -101.2875442 20.9984846, -101.2876529 20.9983694, -101.2875442 20.9983344, -101.2876944 20.9981616, -101.2877655 20.9980401, -101.2878862 20.9979475, -101.2879197 20.9979149, -101.2879411 20.9978561, -101.2879438 20.9977985, -101.2879411 20.9977559, -101.2879143 20.9977271, -101.287862 20.9977184, -101.2878111 20.9977359, -101.2876934 20.9977862)",,,,
713458339,False,,Callejón Arroyo de la Bolsa,residential,False,29.686,"LINESTRING (-101.2892975 20.9973188, -101.2893105 20.9972125, -101.2894169 20.9970871)",,,,
713458339,False,,Callejón Arroyo de la Bolsa,residential,False,109.087,"LINESTRING (-101.2894169 20.9970871, -101.2894017 20.997031, -101.2894075 20.9969794, -101.2895068 20.9966014, -101.2895738 20.9963985, -101.2896386 20.9961356)",,,,
713458339,False,,Callejón Arroyo de la Bolsa,residential,True,29.686,"LINESTRING (-101.2894169 20.9970871, -101.2893105 20.9972125, -101.2892975 20.9973188)",,,,
"[740786216, 713458340]",False,,"['Callejón Arroyo de la Bolsa', 'Calle Las Palmas']",residential,False,100.181,"LINESTRING (-101.2894169 20.9970871, -101.2898822 20.9974327, -101.2900445 20.9975754, -101.2901403 20.9976801)",,,,
713458340,False,,Calle Las Palmas,residential,True,58.955,"LINESTRING (-101.2894169 20.9970871, -101.2892085 20.9969471, -101.2891442 20.9968895, -101.2891361 20.9968319, -101.2891629 20.9967843, -101.2891978 20.9967242, -101.2892139 20.9967017)",,,,
713459352,False,,,residential,False,66.845,"LINESTRING (-101.2837073 20.990829, -101.2836993 20.9902279)",,,,
713459349,False,,Calle Villa Jacaranda,residential,False,158.423,"LINESTRING (-101.2837073 20.990829, -101.2840319 20.9908265, -101.2845817 20.9908139, -101.2852329 20.9907981)",,,,
69913377,True,MEX 110,Carretera Guanajuato-Juventino Rosas,primary,False,212.58399999999997,"LINESTRING (-101.2852329 20.9907981, -101.285255 20.9911801, -101.2852381 20.9914999, -101.2852156 20.991759, -101.285176 20.9920007, -101.2850618 20.9926972)",3,50,,
713459349,False,,Calle Villa Jacaranda,residential,True,158.423,"LINESTRING (-101.2852329 20.9907981, -101.2845817 20.9908139, -101.2840319 20.9908265, -101.2837073 20.990829)",,,,
713459352,False,,,residential,False,37.577,"LINESTRING (-101.2836993 20.9902279, -101.2836939 20.98989)",,,,
713459352,False,,,residential,True,66.845,"LINESTRING (-101.2836993 20.9902279, -101.2837073 20.990829)",,,,
713459352,False,,,residential,True,37.577,"LINESTRING (-101.2836939 20.98989, -101.2836993 20.9902279)",,,,
740720825,False,,Privada Barranca,residential,True,37.754999999999995,"LINESTRING (-101.2887043 20.9913528, -101.2886158 20.9914229, -101.2885299 20.9914455, -101.2883716 20.9914411)",,,,
740739521,False,,Privada Barranca,residential,False,35.662,"LINESTRING (-101.2876166 20.9917754, -101.2876072 20.9914548)",,,,
890040850,False,,Camino Viejo a la Sahop,residential,False,17.501,"LINESTRING (-101.2845146 20.9944104, -101.2843578 20.9943526)",,,,
84617200,True,,Camino Viejo a la Sahop,residential,False,38.298,"LINESTRING (-101.2845146 20.9944104, -101.2846971 20.9944718, -101.2847534 20.9944943, -101.2848497 20.9945507)",,,,
740744781,False,,Privada Burócratas,residential,False,53.465,"LINESTRING (-101.2880686 20.9904663, -101.2875536 20.9904671)",,,,
713458340,False,,Calle Las Palmas,residential,False,58.955,"LINESTRING (-101.2892139 20.9967017, -101.2891978 20.9967242, -101.2891629 20.9967843, -101.2891361 20.9968319, -101.2891442 20.9968895, -101.2892085 20.9969471, -101.2894169 20.9970871)",,,,
185018591,False,,Privada Artesanos,residential,True,129.942,"LINESTRING (-101.2929717 20.99267, -101.2930468 20.9927101, -101.293138 20.9927476, -101.2932211 20.9928378, -101.2932667 20.9929355, -101.2932909 20.9930381, -101.2933204 20.9931633, -101.2933043 20.993271, -101.2932372 20.9933787, -101.2931889 20.9934338, -101.293087 20.9935289, -101.2930592 20.9936223)",,,,
740786221,False,,,residential,False,59.065,"LINESTRING (-101.2925291 20.9937393, -101.2925747 20.9936917, -101.2926418 20.9936567, -101.2927517 20.9936291, -101.2928617 20.9936416, -101.2929562 20.9936389, -101.2930592 20.9936223)",,,,
69913377,True,MEX 110,Carretera Guanajuato-Juventino Rosas,primary,False,89.967,"LINESTRING (-101.2851523 20.9899938, -101.2851992 20.9902435, -101.285222 20.9905301, -101.2852329 20.9907981)",3,50,,
210118176,True,MEX 110,Carretera Libre Guanajuato - Silao,primary,False,14.907,"LINESTRING (-101.2888774 20.9962309, -101.2890171 20.9961999)",2,60,,
210118176,True,MEX 110,Carretera Libre Guanajuato - Silao,primary,False,72.925,"LINESTRING (-101.292474 20.993985, -101.2925425 20.9939396, -101.2930592 20.9936223)",2,60,,
907509514,True,,,residential,False,27.999000000000002,"LINESTRING (-101.292474 20.993985, -101.2924969 20.9938357, -101.2925291 20.9937393)",,,,
740818284,False,,Calle Segunda Sección de Tenería,residential,False,127.762,"LINESTRING (-101.2893869 20.9984874, -101.2894701 20.998387, -101.2896122 20.9981741, -101.2898174 20.9978285, -101.2898697 20.9977859, -101.2899743 20.9978136, -101.2900293 20.997796, -101.2901403 20.9976801)",,,,
"[740786216, 713458340]",False,,"['Callejón Arroyo de la Bolsa', 'Calle Las Palmas']",residential,True,100.181,"LINESTRING (-101.2901403 20.9976801, -101.2900445 20.9975754, -101.2898822 20.9974327, -101.2894169 20.9970871)",,,,
740818284,False,,Calle Segunda Sección de Tenería,residential,True,127.76199999999999,"LINESTRING (-101.2901403 20.9976801, -101.2900293 20.997796, -101.2899743 20.9978136, -101.2898697 20.9977859, -101.2898174 20.9978285, -101.2896122 20.9981741, -101.2894701 20.998387, -101.2893869 20.9984874)",,,,
