osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry
171309540,False,ZAC 144,Carretera Ojocaliente-Ojuelos de Jalisco,primary,80,True,110.392,"LINESTRING (-102.1087943 22.6609017, -102.1095635 22.6615958)"
171309540,False,ZAC 144,Carretera Ojocaliente-Ojuelos de Jalisco,primary,80,False,141.023,"LINESTRING (-102.1087943 22.6609017, -102.1083926 22.6605107, -102.1078981 22.6599416)"
898573787,False,,,residential,,False,125.679,"LINESTRING (-102.1087943 22.6609017, -102.1089629 22.6612896, -102.1091631 22.6615607, -102.1094349 22.6618518)"
171309540,False,ZAC 144,Carretera Ojocaliente-Ojuelos de Jalisco,primary,80,False,14.793,"LINESTRING (-102.1137797 22.6630932, -102.1136377 22.6631162)"
580990614,False,,,residential,,False,184.429,"LINESTRING (-102.1137797 22.6630932, -102.1137785 22.6628219, -102.1137403 22.6626947, -102.1128899 22.6617149)"
171309538,True,,Bulevar Norte General Pánfilo Natera,tertiary,,False,146.341,"LINESTRING (-102.1091981 22.6638611, -102.1079726 22.6645343)"
580990621,False,,,residential,,False,100.881,"LINESTRING (-102.1091981 22.6638611, -102.1088521 22.6630119)"
898573364,False,,,residential,,False,14.071,"LINESTRING (-102.1091981 22.6638611, -102.1091823 22.6639868)"
171309540,False,ZAC 144,Carretera Ojocaliente-Ojuelos de Jalisco,primary,80,True,28.934,"LINESTRING (-102.1133589 22.6631552, -102.1136377 22.6631162)"
898573362,False,,,residential,,True,90.805,"LINESTRING (-102.1133589 22.6631552, -102.1129655 22.6638867)"
171309540,False,ZAC 144,Carretera Ojocaliente-Ojuelos de Jalisco,primary,80,False,212.40699999999998,"LINESTRING (-102.1133589 22.6631552, -102.1127419 22.6631442, -102.1121274 22.6630463, -102.1113534 22.6627714)"
377555399,False,,Avenida Cuauhtémoc,residential,,False,33.264,"LINESTRING (-102.1074325 22.6654842, -102.1071114 22.665443)"
171309538,True,,Bulevar Norte General Pánfilo Natera,tertiary,,False,64.531,"LINESTRING (-102.1074325 22.6654842, -102.1074053 22.6655599, -102.10736 22.6658757, -102.1073464 22.6660573)"
377555399,False,,Avenida Cuauhtémoc,residential,,True,130.565,"LINESTRING (-102.1074325 22.6654842, -102.1079429 22.6656178, -102.1086499 22.6658254)"
171309538,True,,Bulevar Norte General Pánfilo Natera,tertiary,,False,119.28,"LINESTRING (-102.1079726 22.6645343, -102.1074325 22.6654842)"
377555226,False,,Avenida Constituyentes,residential,,False,77.577,"LINESTRING (-102.1079726 22.6645343, -102.1072506 22.6643273)"
377555226,False,,Avenida Constituyentes,residential,,True,115.844,"LINESTRING (-102.1079726 22.6645343, -102.1083082 22.6646151, -102.1090671 22.6647898)"
898581694,False,,,residential,,False,112.584,"LINESTRING (-102.1078981 22.6599416, -102.1074376 22.6608606)"
171309540,False,ZAC 144,Carretera Ojocaliente-Ojuelos de Jalisco,primary,80,True,141.023,"LINESTRING (-102.1078981 22.6599416, -102.1083926 22.6605107, -102.1087943 22.6609017)"
171309538,True,,Bulevar Norte General Pánfilo Natera,tertiary,,False,42.12,"LINESTRING (-102.1113534 22.6627714, -102.111005 22.6629717)"
171309540,False,ZAC 144,Carretera Ojocaliente-Ojuelos de Jalisco,primary,80,False,80.455,"LINESTRING (-102.1113534 22.6627714, -102.1106945 22.6623792)"
580990613,False,,,residential,,True,77.363,"LINESTRING (-102.1113534 22.6627714, -102.1119579 22.6623556)"
171309540,False,ZAC 144,Carretera Ojocaliente-Ojuelos de Jalisco,primary,80,True,212.407,"LINESTRING (-102.1113534 22.6627714, -102.1121274 22.6630463, -102.1127419 22.6631442, -102.1133589 22.6631552)"
898572188,False,,,residential,,False,58.255,"LINESTRING (-102.1126979 22.6656526, -102.1124811 22.6661368)"
