osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry
94838137,True,2,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,False,62.878,,"LINESTRING (-98.2375001 19.280986, -98.2371612 19.2805197)"
848649301,False,,,Privada Sánchez,residential,True,45.134,,"LINESTRING (-98.2375001 19.280986, -98.2378096 19.2807042)"
94838137,True,2,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,False,37.348,,"LINESTRING (-98.2362445 19.278878, -98.2361114 19.2785665)"
848143524,False,,,Privada 5 de Mayo,residential,False,20.554,,"LINESTRING (-98.2362445 19.278878, -98.2364298 19.2788182)"
31377066,False,,,Avenida Reforma,residential,True,21.019,40,"LINESTRING (-98.2376489 19.2790366, -98.2377572 19.2791956)"
848101591,False,,,Calle Francisco Sarabia,residential,False,52.627,40,"LINESTRING (-98.2376489 19.2790366, -98.2380818 19.2787978)"
848101591,False,,,Calle Francisco Sarabia,residential,True,125.108,40,"LINESTRING (-98.2376489 19.2790366, -98.2365788 19.2795322)"
31377066,False,,,Avenida Reforma,residential,False,60.415,40,"LINESTRING (-98.2376489 19.2790366, -98.2375105 19.27878, -98.2374273 19.278537)"
31377066,False,,,Avenida Reforma,residential,False,119.67399999999999,40,"LINESTRING (-98.2374273 19.278537, -98.2373333 19.2780856, -98.2372224 19.2775915, -98.2372048 19.2774816)"
31377066,False,,,Avenida Reforma,residential,True,60.415,40,"LINESTRING (-98.2374273 19.278537, -98.2375105 19.27878, -98.2376489 19.2790366)"
848143518,False,,,,residential,False,78.48599999999999,,"LINESTRING (-98.2374273 19.278537, -98.2370579 19.2786338, -98.2369519 19.2783047)"
31377066,False,,,Avenida Reforma,residential,False,193.132,40,"LINESTRING (-98.2371469 19.2770916, -98.2373562 19.2759713, -98.2375208 19.2753925)"
31377066,False,,,Avenida Reforma,residential,True,43.826,40,"LINESTRING (-98.2371469 19.2770916, -98.2371499 19.2771267, -98.2371656 19.2771915, -98.2372048 19.2774816)"
31993349,False,,,Calle Xicohténcatl,residential,False,152.113,40,"LINESTRING (-98.2371469 19.2770916, -98.2359321 19.276879, -98.2357228 19.2768381)"
31377066,False,,,Avenida Reforma,residential,True,48.326,40,"LINESTRING (-98.2375854 19.2749673, -98.2375904 19.2751664, -98.2375208 19.2753925)"
848143514,False,,,,residential,False,144.672,,"LINESTRING (-98.2375854 19.2749673, -98.2375152 19.275026, -98.2374045 19.2750817, -98.2372979 19.2751234, -98.2371236 19.2751564, -98.2369452 19.2751677, -98.2366676 19.2752013, -98.2362606 19.2752152)"
848143528,False,,,Avenida Reforma,residential,False,88.375,40,"LINESTRING (-98.2375854 19.2749673, -98.2375622 19.2748075, -98.2374837 19.2744996, -98.2373868 19.2741963)"
31448556,False,,,Calle 4 Señoríos,residential,True,92.615,40,"LINESTRING (-98.2373868 19.2741963, -98.2382584 19.2740666)"
31448556,False,,,Calle 4 Señoríos,residential,False,149.61599999999999,40,"LINESTRING (-98.2373868 19.2741963, -98.2369253 19.2741323, -98.2368389 19.2741252, -98.2366555 19.2741107, -98.2366244 19.2741077, -98.2364412 19.2740927, -98.2362773 19.2740961, -98.2361912 19.2741216, -98.2359944 19.274212)"
848143528,False,,,Avenida Reforma,residential,False,126.11099999999999,40,"LINESTRING (-98.2373868 19.2741963, -98.2369459 19.2735075, -98.2367991 19.2732087)"
848143528,False,,,Avenida Reforma,residential,True,88.375,40,"LINESTRING (-98.2373868 19.2741963, -98.2374837 19.2744996, -98.2375622 19.2748075, -98.2375854 19.2749673)"
31448544,False,,,Calle Mextli,residential,True,55.517,40,"LINESTRING (-98.2367991 19.2732087, -98.2373096 19.2730781)"
31448544,False,,,Calle Mextli,residential,False,153.083,40,"LINESTRING (-98.2367991 19.2732087, -98.2365154 19.2732899, -98.235955 19.2734116, -98.2356656 19.2734398, -98.2353768 19.2735011)"
848143528,False,,,Avenida Reforma,residential,True,126.11099999999999,40,"LINESTRING (-98.2367991 19.2732087, -98.2369459 19.2735075, -98.2373868 19.2741963)"
31377066,False,,,Avenida Reforma,residential,False,70.212,40,"LINESTRING (-98.2386397 19.2802713, -98.2382057 19.2797908)"
31448477,False,,,Calle Los Ángeles,residential,True,50.261,40,"LINESTRING (-98.2386397 19.2802713, -98.2391177 19.2802441)"
31377066,False,,,Avenida Reforma,residential,True,187.97600000000003,40,"LINESTRING (-98.2386397 19.2802713, -98.2392403 19.2809768, -98.2393971 19.2812514, -98.2394581 19.2814715, -98.239494 19.2816574, -98.239492 19.2817144)"
848101591,False,,,Calle Francisco Sarabia,residential,False,125.108,40,"LINESTRING (-98.2365788 19.2795322, -98.2376489 19.2790366)"
94838137,True,2,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,False,80.932,,"LINESTRING (-98.2365788 19.2795322, -98.236343 19.2791225, -98.2362445 19.278878)"
31448544,False,,,Calle Mextli,residential,False,6.344,40,"LINESTRING (-98.2353768 19.2735011, -98.2353171 19.27351)"
94838137,True,2,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,False,49.34,,"LINESTRING (-98.2353768 19.2735011, -98.23535 19.2730581)"
31448544,False,,,Calle Mextli,residential,True,153.083,40,"LINESTRING (-98.2353768 19.2735011, -98.2356656 19.2734398, -98.235955 19.2734116, -98.2365154 19.2732899, -98.2367991 19.2732087)"
31448550,False,,,Privada Porfirio Díaz,residential,True,70.354,40,"LINESTRING (-98.2385158 19.2740168, -98.2383566 19.2734022)"
31448556,False,,,Calle 4 Señoríos,residential,False,27.579,40,"LINESTRING (-98.2385158 19.2740168, -98.2382584 19.2740666)"
31448556,False,,,Calle 4 Señoríos,residential,True,49.761,40,"LINESTRING (-98.2385158 19.2740168, -98.2386442 19.273991, -98.2387966 19.2739569, -98.2389736 19.2739024)"
31448550,False,,,Privada Porfirio Díaz,residential,False,70.354,40,"LINESTRING (-98.2383566 19.2734022, -98.2385158 19.2740168)"
31448559,False,,,Calle Venustiano Carranza,residential,False,118.246,40,"LINESTRING (-98.2383566 19.2734022, -98.2394496 19.2731446)"
848159537,False,,,,residential,False,39.104,,"LINESTRING (-98.2321018 19.2789611, -98.2323003 19.2792587)"
848160426,False,,,Avenida Laguna,residential,False,273.044,40,"LINESTRING (-98.2321018 19.2789611, -98.2345596 19.2781565)"
848159533,False,,,Avenida Laguna,residential,True,156.826,40,"LINESTRING (-98.2321018 19.2789611, -98.2317787 19.2785777, -98.2315292 19.2781451, -98.231381 19.2777407)"
31993346,False,,,Privada Tapia,residential,True,148.979,40,"LINESTRING (-98.2341629 19.2764976, -98.2355809 19.2764386)"
848160427,False,,,Privada del Sol,residential,False,41.454,,"LINESTRING (-98.2341629 19.2764976, -98.2341608 19.2761248)"
