osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction
353552339,True,MEX 120,Quiroga - Tepalcatepec,primary,False,43.132000000000005,"LINESTRING (-101.6059717 19.4157841, -101.6059164 19.4158697, -101.6058976 19.4158953, -101.6058581 19.4159422, -101.6058138 19.4159801, -101.6057541 19.4160301, -101.6057004 19.4160707)",,
918818558,False,MEX 120,Quiroga - Tepalcatepec,primary,False,139.466,"LINESTRING (-101.6059717 19.4157841, -101.6060378 19.4150403, -101.6061142 19.4145376)",40,
720254444,False,MEX 120,Quiroga - Tepalcatepec,primary,False,13.999,"LINESTRING (-101.6066198 19.4122438, -101.6067526 19.4122311)",40,
722292817,False,,Calle Morelos,unclassified,False,164.01,"LINESTRING (-101.6066198 19.4122438, -101.6065869 19.4121951, -101.6065427 19.4121552, -101.606479 19.412123, -101.605166 19.4117568)",,
722292824,False,MEX 120,Quiroga - Tepalcatepec,primary,True,86.553,"LINESTRING (-101.6066198 19.4122438, -101.6065249 19.4123076, -101.6064528 19.4123835, -101.6063952 19.4124727, -101.6063569 19.4125789, -101.6063013 19.4129249)",40,
183383905,False,MEX 41,Opopeo - Puruarán,primary,False,117.486,"LINESTRING (-101.603829 19.4150619, -101.6036338 19.4151441, -101.6033961 19.4152976, -101.6028915 19.4156348)",90,
183383905,False,MEX 41,Opopeo - Puruarán,primary,True,101.075,"LINESTRING (-101.603829 19.4150619, -101.6039329 19.4150492, -101.6040248 19.4150549, -101.6041072 19.4150777, -101.6042005 19.4151169, -101.604303 19.4151807, -101.6044573 19.4152971, -101.6046558 19.4154533)",90,
353552321,False,,,residential,True,100.37699999999998,"LINESTRING (-101.603829 19.4150619, -101.6036932 19.4151959, -101.6036312 19.4152481, -101.6035656 19.4152952, -101.603493 19.4153306, -101.6034166 19.4153724, -101.6033267 19.4154495, -101.6032369 19.4155545, -101.603151 19.4156823)",,
918818557,False,MEX 41,Opopeo - Puruarán,primary,False,21.528,"LINESTRING (-101.6052225 19.4159762, -101.6050796 19.4158372)",90,
918818557,False,MEX 41,Opopeo - Puruarán,primary,True,7.929,"LINESTRING (-101.6052225 19.4159762, -101.605272 19.4160301)",90,
844944179,False,,Calle Vista Bella,unclassified,False,81.36699999999999,"LINESTRING (-101.6052225 19.4159762, -101.6050749 19.4161901, -101.6048147 19.4165986)",,
722329180,True,MEX 120,Quiroga - Tepalcatepec,primary,False,43.93299999999999,"LINESTRING (-101.6055842 19.4163565, -101.6056079 19.4164253, -101.6056288 19.4164842, -101.6056757 19.4165898, -101.6057361 19.4167244)",,
1263639411,True,MEX 120,Quiroga - Tepalcatepec,primary,False,36.881,"LINESTRING (-101.6055842 19.4163565, -101.6056344 19.4163921, -101.6056754 19.4164069, -101.605719 19.416412, -101.6057625 19.4164071, -101.6058036 19.4163925, -101.6058398 19.4163691, -101.6058877 19.4163217)",,roundabout
736537737,False,,Privada Guillermo Prieto,residential,False,53.677,"LINESTRING (-101.6013328 19.4142731, -101.601478 19.4138102)",,
736537745,False,,,residential,True,7.124,"LINESTRING (-101.6013328 19.4142731, -101.6013359 19.4143371)",,
736537745,False,,,residential,False,98.33399999999999,"LINESTRING (-101.6013328 19.4142731, -101.601254 19.4137654, -101.6012373 19.4137268, -101.6012024 19.413687, -101.6011729 19.4136547, -101.6011414 19.4136079, -101.6010777 19.4134384)",,
353552336,False,,Calle Vicente Guerrero,residential,False,155.786,"LINESTRING (-101.6015303 19.4153869, -101.6000685 19.4151377)",,
353552336,False,,Calle Vicente Guerrero,residential,True,97.235,"LINESTRING (-101.6015303 19.4153869, -101.6024463 19.4155223)",,
722325401,False,,Calle Guillermo Prieto,residential,False,118.5,"LINESTRING (-101.6015303 19.4153869, -101.6013359 19.4143371)",,
932978156,False,,Calle Guillermo Prieto,residential,True,70.051,"LINESTRING (-101.6015303 19.4153869, -101.601541 19.4160168)",,
183383905,False,MEX 41,Opopeo - Puruarán,primary,False,27.378,"LINESTRING (-101.6028915 19.4156348, -101.6026743 19.4157714)",90,
932977621,False,,Calle Vicente Guerrero,residential,False,10.819,"LINESTRING (-101.6028915 19.4156348, -101.6027903 19.4156159)",,
183383905,False,MEX 41,Opopeo - Puruarán,primary,True,117.486,"LINESTRING (-101.6028915 19.4156348, -101.6033961 19.4152976, -101.6036338 19.4151441, -101.603829 19.4150619)",90,
353552303,False,,Calle Vicente Guerrero,residential,True,145.656,"LINESTRING (-101.603151 19.4156823, -101.6035098 19.415736, -101.6037633 19.4157512, -101.6039886 19.4157487, -101.6045344 19.4157272)",,
353552321,False,,,residential,False,100.377,"LINESTRING (-101.603151 19.4156823, -101.6032369 19.4155545, -101.6033267 19.4154495, -101.6034166 19.4153724, -101.603493 19.4153306, -101.6035656 19.4152952, -101.6036312 19.4152481, -101.6036932 19.4151959, -101.603829 19.4150619)",,
