osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,access
441475943,True,2,Avenida Licenciado Raúl Caballero Escamilla,tertiary,False,97.14,,"LINESTRING (-100.323211 25.806438, -100.3233581 25.8055745)",
776324332,True,,Calle Nicolás Bravo,tertiary,False,8.83,,"LINESTRING (-100.323211 25.806438, -100.323124 25.8064249)",
300701210,False,2,Avenida Licenciado Raúl Caballero Escamilla,residential,True,96.013,,"LINESTRING (-100.3227724 25.8090464, -100.3229079 25.8081916)",
651606947,False,2,Calle Miguel Hidalgo y Costilla,residential,True,99.277,,"LINESTRING (-100.3227724 25.8090464, -100.3237525 25.8091828)",
"[156250540, 289519300]",False,2,"['Calle José María Morelos Y Pavón', 'Avenida Licenciado Raúl Caballero Escamilla']",residential,"[False, True]",176.94000000000003,40,"LINESTRING (-100.3227724 25.8090464, -100.3226793 25.809678, -100.3226811 25.8096982, -100.3226845 25.809712, -100.3226988 25.8097283, -100.3227155 25.8097383, -100.3230601 25.8099317, -100.3231882 25.809986, -100.3232505 25.810009, -100.3233048 25.8100234, -100.3236019 25.8100926)",
776324329,False,2,Calle Miguel Hidalgo y Costilla,residential,False,99.364,,"LINESTRING (-100.3227724 25.8090464, -100.3218754 25.8089147, -100.3217922 25.808906)",
156251078,False,,Calle Francisco I. Madero,residential,False,97.612,,"LINESTRING (-100.3240354 25.8074266, -100.324181 25.8065586)",
156251078,False,,Calle Francisco I. Madero,residential,True,101.646,,"LINESTRING (-100.3240354 25.8074266, -100.3238892 25.8083312)",
776319381,True,,Calle José Mariano Abasolo,tertiary,False,99.645,,"LINESTRING (-100.3240354 25.8074266, -100.3244528 25.8074867, -100.3250183 25.8075682)",
156208475,True,,Calle José Mariano Abasolo,tertiary,False,39.437,,"LINESTRING (-100.319753 25.8068471, -100.320142 25.8069032)",
171493739,True,,Avenida Licenciado Benito Juárez,tertiary,False,91.975,,"LINESTRING (-100.319753 25.8068471, -100.3192588 25.8061498)",
156250569,False,,Calle Guadalupe Victoria,residential,True,45.697,,"LINESTRING (-100.3264843 25.8043101, -100.3264081 25.8047153)",
156250835,False,,Calle Eduardo A. Elizondo,residential,False,89.536,,"LINESTRING (-100.3264843 25.8043101, -100.3273747 25.8043862)",
156250534,False,,Calle General Jerónimo Treviño,residential,True,45.637,,"LINESTRING (-100.3273747 25.8043862, -100.3273232 25.804794)",
156250835,False,,Calle Eduardo A. Elizondo,residential,True,89.536,,"LINESTRING (-100.3273747 25.8043862, -100.3264843 25.8043101)",
156250526,False,,Avenida los Eucaliptos,residential,True,48.085,,"LINESTRING (-100.3197322 25.8046385, -100.319774 25.8050693)",
156250867,False,,Calle Fresnos,residential,True,51.752,,"LINESTRING (-100.3197322 25.8046385, -100.320242 25.8047157)",
156250569,False,,Calle Guadalupe Victoria,residential,False,45.697,,"LINESTRING (-100.3264081 25.8047153, -100.3264843 25.8043101)",
156250569,False,,Calle Guadalupe Victoria,residential,True,37.851,,"LINESTRING (-100.3264081 25.8047153, -100.3263416 25.8050504)",
156250883,False,,Calle Eduardo A. Livas Villarreal,residential,True,92.025,,"LINESTRING (-100.3264081 25.8047153, -100.3273232 25.804794)",
156250867,False,,Calle Fresnos,residential,False,51.752,,"LINESTRING (-100.320242 25.8047157, -100.3197322 25.8046385)",
156250867,False,,Calle Fresnos,residential,True,30.517,,"LINESTRING (-100.320242 25.8047157, -100.3205424 25.8047624)",
156250867,False,,Calle Fresnos,residential,False,30.517,,"LINESTRING (-100.3205424 25.8047624, -100.320242 25.8047157)",
156250534,False,,Calle General Jerónimo Treviño,residential,False,45.637,,"LINESTRING (-100.3273232 25.804794, -100.3273747 25.8043862)",
156250534,False,,Calle General Jerónimo Treviño,residential,True,44.34,,"LINESTRING (-100.3273232 25.804794, -100.3272741 25.8051903)",
156250883,False,,Calle Eduardo A. Livas Villarreal,residential,False,92.025,,"LINESTRING (-100.3273232 25.804794, -100.3264081 25.8047153)",
156250534,False,,Calle General Jerónimo Treviño,residential,False,44.34,,"LINESTRING (-100.3272741 25.8051903, -100.3273232 25.804794)",
156250534,False,,Calle General Jerónimo Treviño,residential,True,119.09700000000001,,"LINESTRING (-100.3272741 25.8051903, -100.3272146 25.8056891, -100.3271546 25.806192, -100.3271477 25.8062553)",
566772032,False,,Calle Raúl Rangel Frías,residential,False,95.68599999999999,,"LINESTRING (-100.3272741 25.8051903, -100.3265793 25.8051376, -100.3265245 25.805128, -100.32648 25.8051145, -100.3264311 25.8050951, -100.3263416 25.8050504)",
776324333,True,,Calle Nicolás Bravo,tertiary,False,27.699,,"LINESTRING (-100.3193127 25.8058953, -100.3190373 25.8058712)",
"[533668987, 156250671]",False,,"['Calle Monterrey', 'Calle Vicente Guerrero']",residential,"[False, True]",130.76000000000002,,"LINESTRING (-100.3193127 25.8058953, -100.3194275 25.8050521, -100.3194297 25.805044, -100.3194333 25.8050386, -100.3194391 25.8050339, -100.3194476 25.805031, -100.3194578 25.80503, -100.319774 25.8050693)",
171493742,False,,Calle José Mariano Jiménez,residential,False,97.637,,"LINESTRING (-100.3202738 25.8060283, -100.3204282 25.8051613)",
171493742,False,,Calle José Mariano Jiménez,residential,True,98.175,,"LINESTRING (-100.3202738 25.8060283, -100.320142 25.8069032)",
776324333,True,,Calle Nicolás Bravo,tertiary,False,97.342,,"LINESTRING (-100.3202738 25.8060283, -100.3193127 25.8058953)",
156250534,False,,Calle General Jerónimo Treviño,residential,True,73.44,,"LINESTRING (-100.3271477 25.8062553, -100.3270819 25.8069131)",
156250534,False,,Calle General Jerónimo Treviño,residential,False,119.09700000000001,,"LINESTRING (-100.3271477 25.8062553, -100.3271546 25.806192, -100.3272146 25.8056891, -100.3272741 25.8051903)",
156250953,False,,Calle Francisco Javier Mina,residential,False,47.67,,"LINESTRING (-100.322211 25.806295, -100.3222791 25.8058707)",
156250953,False,,Calle Francisco Javier Mina,residential,True,98.924,,"LINESTRING (-100.322211 25.806295, -100.3220697 25.8071755)",
776324333,True,,Calle Nicolás Bravo,tertiary,False,97.053,,"LINESTRING (-100.322211 25.806295, -100.3216158 25.8062174, -100.3212515 25.8061699)",
156250886,False,,Calle Vicente Guerrero,residential,False,145.01,,"LINESTRING (-100.319225 25.8063473, -100.3190163 25.8076378)",
156250886,False,,Calle Vicente Guerrero,residential,True,22.22,,"LINESTRING (-100.319225 25.8063473, -100.3192588 25.8061498)",
289519304,True,,Avenida Licenciado Benito Juárez,tertiary,False,65.809,,"LINESTRING (-100.319225 25.8063473, -100.3196046 25.8068305)",
156208475,True,,Calle José Mariano Abasolo,tertiary,False,96.98,,"LINESTRING (-100.320142 25.8069032, -100.3210996 25.8070353)",
171493742,False,,Calle José Mariano Jiménez,residential,False,98.175,,"LINESTRING (-100.320142 25.8069032, -100.3202738 25.8060283)",
171493742,False,,Calle José Mariano Jiménez,residential,True,37.577,,"LINESTRING (-100.320142 25.8069032, -100.3200902 25.8072379)",
156208475,True,,Calle José Mariano Abasolo,tertiary,False,98.355,,"LINESTRING (-100.3210996 25.8070353, -100.3220697 25.8071755)",
156250731,False,,Calle Ignacio Allende,residential,False,97.422,,"LINESTRING (-100.3210996 25.8070353, -100.3212515 25.8061699)",
156250731,False,,Calle Ignacio Allende,residential,True,99.319,,"LINESTRING (-100.3210996 25.8070353, -100.3209523 25.8079186)",
171493742,False,,Calle José Mariano Jiménez,residential,False,37.577,,"LINESTRING (-100.3200902 25.8072379, -100.320142 25.8069032)",
906682113,True,,Avenida Licenciado Benito Juárez,residential,False,55.025,,"LINESTRING (-100.3200902 25.8072379, -100.319753 25.8068471)",
156250869,False,,José Mariano Jiménez,residential,True,34.359,,"LINESTRING (-100.3200452 25.8074714, -100.3199895 25.8077763)",
906682112,True,,Avenida Licenciado Benito Juárez,residential,False,51.665,,"LINESTRING (-100.3200452 25.8074714, -100.3202116 25.8076414, -100.3203148 25.8077458, -100.3203702 25.8078305)",
156250731,False,,Calle Ignacio Allende,residential,False,99.319,,"LINESTRING (-100.3209523 25.8079186, -100.3210996 25.8070353)",
156250731,False,,Calle Ignacio Allende,residential,True,98.871,,"LINESTRING (-100.3209523 25.8079186, -100.3208078 25.8087982)",
156251041,False,,Calle Licenciado Benito Juárez,residential,False,48.062,,"LINESTRING (-100.3209523 25.8079186, -100.320479 25.807846)",
156251041,False,,Calle Licenciado Benito Juárez,residential,True,98.896,,"LINESTRING (-100.3209523 25.8079186, -100.321929 25.8080523)",
156250953,False,,Calle Francisco Javier Mina,residential,False,98.508,,"LINESTRING (-100.321929 25.8080523, -100.3220697 25.8071755)",
156250953,False,,Calle Francisco Javier Mina,residential,True,95.91,,"LINESTRING (-100.321929 25.8080523, -100.3217922 25.808906)",
156251041,False,,Calle Licenciado Benito Juárez,residential,False,98.896,,"LINESTRING (-100.321929 25.8080523, -100.3209523 25.8079186)",
300701210,False,2,Avenida Licenciado Raúl Caballero Escamilla,residential,False,96.013,,"LINESTRING (-100.3229079 25.8081916, -100.3227724 25.8090464)",
156250530,False,,Calle Licenciado Benito Juárez,residential,True,99.451,,"LINESTRING (-100.3229079 25.8081916, -100.3236721 25.8082998, -100.323752 25.8083117, -100.3238892 25.8083312)",
300701210,False,2,Avenida Licenciado Raúl Caballero Escamilla,residential,True,99.791,,"LINESTRING (-100.3229079 25.8081916, -100.322979 25.8076871, -100.3230452 25.8073028)",
156250530,False,,Calle Licenciado Benito Juárez,residential,True,97.718,,"LINESTRING (-100.3238892 25.8083312, -100.3248534 25.8084684)",
156251078,False,,Calle Francisco I. Madero,residential,False,101.646,,"LINESTRING (-100.3238892 25.8083312, -100.3240354 25.8074266)",
156251078,False,,Calle Francisco I. Madero,residential,True,95.677,,"LINESTRING (-100.3238892 25.8083312, -100.3237525 25.8091828)",
156250530,False,,Calle Licenciado Benito Juárez,residential,False,99.451,,"LINESTRING (-100.3238892 25.8083312, -100.323752 25.8083117, -100.3236721 25.8082998, -100.3229079 25.8081916)",
156250530,False,,Calle Licenciado Benito Juárez,residential,False,97.718,,"LINESTRING (-100.3248534 25.8084684, -100.3238892 25.8083312)",
156250530,False,,Calle Licenciado Benito Juárez,residential,True,100.698,,"LINESTRING (-100.3248534 25.8084684, -100.325847 25.8086098)",
156251019,False,,Calle Agustín de Iturbide,residential,False,101.45,,"LINESTRING (-100.3248534 25.8084684, -100.3250183 25.8075682)",
156251019,False,,Calle Agustín de Iturbide,residential,True,97.169,,"LINESTRING (-100.3248534 25.8084684, -100.3247356 25.8093358)",
156250886,False,,Calle Vicente Guerrero,residential,True,98.08,,"LINESTRING (-100.3188834 25.8085117, -100.3190163 25.8076378)",
752625711,False,,Privada Vicente Guerrero,residential,False,72.595,,"LINESTRING (-100.3188834 25.8085117, -100.3188007 25.8091603)",
776324331,False,2,Calle Miguel Hidalgo y Costilla,residential,True,96.36,,"LINESTRING (-100.3188834 25.8085117, -100.3198306 25.8086661)",
156250530,False,,Calle Licenciado Benito Juárez,residential,False,100.698,,"LINESTRING (-100.325847 25.8086098, -100.3248534 25.8084684)",
156250530,False,,Calle Licenciado Benito Juárez,residential,True,94.829,,"LINESTRING (-100.325847 25.8086098, -100.3267827 25.8087429)",
156250569,False,,Calle Guadalupe Victoria,residential,False,30.796,,"LINESTRING (-100.325847 25.8086098, -100.3258968 25.8083365)",
156250569,False,,Calle Guadalupe Victoria,residential,True,97.114,,"LINESTRING (-100.325847 25.8086098, -100.3257091 25.8094743)",
156250869,False,,José Mariano Jiménez,residential,False,100.212,,"LINESTRING (-100.3198306 25.8086661, -100.3199895 25.8077763)",
752625710,False,,Privada José Mariano Jiménez,residential,True,82.744,,"LINESTRING (-100.3198306 25.8086661, -100.3197133 25.8094027)",
776324331,False,2,Calle Miguel Hidalgo y Costilla,residential,False,96.36,,"LINESTRING (-100.3198306 25.8086661, -100.3188834 25.8085117)",
