osmid,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge
261890122,residential,False,True,73.134,"LINESTRING (-108.2764 29.688114, -108.276414 29.6887716)",,,
261890122,residential,False,False,96.982,"LINESTRING (-108.2764 29.688114, -108.2763798 29.6877772, -108.2763664 29.687652, -108.2763322 29.6874906, -108.2762899 29.6872483)",,,
316864445,residential,False,True,77.17699999999999,"LINESTRING (-108.2764 29.688114, -108.2767975 29.6881087, -108.2770255 29.6880924, -108.2771958 29.6880679)",,,
261890122,residential,False,False,24.756,"LINESTRING (-108.2759942 29.686244, -108.2762405 29.6861825)",,,
261890122,residential,False,True,34.343,"LINESTRING (-108.2759942 29.686244, -108.2760824 29.6865432)",,,
335646698,residential,False,False,21.268,"LINESTRING (-108.2759942 29.686244, -108.2758735 29.6862154, -108.2757796 29.6862026)",,,
261890126,residential,False,True,153.608,"LINESTRING (-108.2828808 29.6873456, -108.2822974 29.6860605)",,,
261890126,residential,False,False,141.499,"LINESTRING (-108.2828808 29.6873456, -108.2826969 29.6873736, -108.2814386 29.6875683)",,,
759611368,tertiary,False,True,35.623,"LINESTRING (-108.2802744 29.6853289, -108.2799062 29.6853113)",,,
794381013,tertiary,False,True,91.138,"LINESTRING (-108.2802744 29.6853289, -108.2811709 29.6850736)",,,
812400669,residential,False,True,14.223,"LINESTRING (-108.2802744 29.6853289, -108.2803179 29.6854511)",,,
261890119,residential,False,False,47.26,"LINESTRING (-108.2788779 29.6865525, -108.2790003 29.686964)",,,
261890119,residential,False,True,40.856,"LINESTRING (-108.2788779 29.6865525, -108.2787642 29.6861986)",,,
316864446,residential,False,False,51.038,"LINESTRING (-108.2788779 29.6865525, -108.278373 29.6866877)",,,
316864446,residential,False,True,66.777,"LINESTRING (-108.2788779 29.6865525, -108.2795391 29.6863773)",,,
261890126,residential,False,False,153.608,"LINESTRING (-108.2822974 29.6860605, -108.2828808 29.6873456)",,,
610617871,residential,False,True,42.246,"LINESTRING (-108.2822974 29.6860605, -108.2827145 29.6859463)",,,
443462543,residential,False,True,166.95499999999998,"LINESTRING (-108.2822974 29.6860605, -108.2821982 29.6860826, -108.2820915 29.6860809, -108.281997 29.6860564, -108.2819125 29.6860209, -108.2818025 29.6859207, -108.2816201 29.6856084, -108.2815196 29.6854593, -108.2814311 29.6853428, -108.2813159 29.6852237, -108.2811709 29.6850736)",,,
316864461,residential,False,False,70.73,"LINESTRING (-108.2731672 29.6882298, -108.2738994 29.6882275)",,,
316864461,residential,False,True,42.631,"LINESTRING (-108.2731672 29.6882298, -108.2727269 29.6882559)",,,
261890132,residential,False,False,66.372,"LINESTRING (-108.2731672 29.6882298, -108.2731269 29.6880959, -108.2730914 29.6879042, -108.273074 29.6876403)",,,
261890132,residential,False,True,93.773,"LINESTRING (-108.2731672 29.6882298, -108.2732785 29.688718, -108.2732879 29.6889172, -108.2732731 29.6890629)",,,
261890122,residential,False,False,73.134,"LINESTRING (-108.276414 29.6887716, -108.2764 29.688114)",,,
261890122,residential,False,True,94.951,"LINESTRING (-108.276414 29.6887716, -108.276583 29.6896128)",,,
261890131,residential,False,False,72.595,"LINESTRING (-108.276414 29.6887716, -108.2756656 29.688831)",,,
768004499,residential,False,True,77.509,"LINESTRING (-108.276414 29.6887716, -108.2772126 29.688704)",,,
316864461,residential,False,True,70.73,"LINESTRING (-108.2738994 29.6882275, -108.2731672 29.6882298)",,,
794401148,residential,False,False,45.779,"LINESTRING (-108.2738994 29.6882275, -108.2743701 29.6881797)",,,
316864459,residential,False,False,83.46000000000001,"LINESTRING (-108.2738994 29.6882275, -108.2739276 29.6881157, -108.2739276 29.6878978, -108.2739066 29.6877129, -108.2738344 29.6874891)",,,
767754765,residential,False,False,99.862,"LINESTRING (-108.2738994 29.6882275, -108.2736245 29.6888811, -108.2735518 29.6890732)",,,
794332321,residential,False,True,26.946,"LINESTRING (-108.2732731 29.6890629, -108.2735518 29.6890732)",,,
261890132,residential,False,False,93.773,"LINESTRING (-108.2732731 29.6890629, -108.2732879 29.6889172, -108.2732785 29.688718, -108.2731672 29.6882298)",,,
261890132,residential,False,True,16.577,"LINESTRING (-108.2732731 29.6890629, -108.2732496 29.6891519, -108.2732269 29.6892062)",,,
316864457,residential,False,False,7.521,"LINESTRING (-108.2769772 29.6859655, -108.2769507 29.6859019)",,,
316864457,residential,False,True,34.708,"LINESTRING (-108.2769772 29.6859655, -108.277119 29.6862523)",,,
759611366,residential,True,False,69.828,"LINESTRING (-108.2769772 29.6859655, -108.2776679 29.6857803)",,,
812400669,residential,False,False,31.687,"LINESTRING (-108.2814418 29.689226, -108.2813117 29.6889644)",,,
812399995,residential,False,False,132.658,"LINESTRING (-108.2814418 29.689226, -108.2817543 29.6893879, -108.2822022 29.6895778, -108.2826868 29.6897188)",,,
812400669,residential,False,True,157.232,"LINESTRING (-108.2814418 29.689226, -108.2815075 29.6898924, -108.2815343 29.6900264, -108.2816631 29.6904044, -108.2817435 29.6906077)",,,
261890126,residential,False,True,35.715,"LINESTRING (-108.2807223 29.6876683, -108.2810877 29.6876193)",,,
812400669,residential,False,False,10.358,"LINESTRING (-108.2807223 29.6876683, -108.2806787 29.6875832)",,,
812400669,residential,False,True,81.696,"LINESTRING (-108.2807223 29.6876683, -108.2810227 29.6883551)",,,
