osmid,oneway,name,highway,reversed,length,geometry,access,lanes,tunnel,bridge
410477056,True,Avenida Francisco Villa,secondary,False,162.46800000000002,"LINESTRING (-106.4831125 31.7389819, -106.4831393 31.7390919, -106.4831444 31.7391069, -106.4832157 31.7393948, -106.4834314 31.7400959, -106.483525 31.7403999)",,,,
1106480787,True,Avenida Francisco Villa,tertiary,False,163.887,"LINESTRING (-106.4831125 31.7389819, -106.4831886 31.7391016, -106.4832318 31.7391691, -106.4833011 31.7393947, -106.4836 31.7403677, -106.4836066 31.7403891)",no,,,
91646877,True,Calle Ramón Corona,primary,False,93.537,"LINESTRING (-106.4804828 31.7389984, -106.4804591 31.739344, -106.4804551 31.739839)",,,,
1058040422,True,Avenida 16 de Septiembre,primary,False,99.622,"LINESTRING (-106.4804828 31.7389984, -106.4810305 31.7389916, -106.481536 31.7390041)",,3,,
459045087,True,Calle Vicente Guerrero,primary,False,175.35699999999997,"LINESTRING (-106.4857176 31.738289, -106.4856311 31.738265, -106.4855037 31.7382166, -106.485324 31.738139, -106.4848366 31.7379351, -106.4846454 31.7378618, -106.4844932 31.7377989, -106.4843416 31.7377039, -106.4841341 31.7375507, -106.4841053 31.7375309)",,,,
626069794,False,Calle Noche Triste,residential,True,130.761,"LINESTRING (-106.4857176 31.738289, -106.4859777 31.737666, -106.4861657 31.7371766)",,,,
60251830,True,Calle Ramón Corona,primary,False,56.311,"LINESTRING (-106.4804786 31.7359263, -106.4804833 31.7364327)",,,,
42708195,False,Calle Segunda De Ugarte,residential,False,45.415,"LINESTRING (-106.4905767 31.7415937, -106.4901364 31.7414306)",,,,
758445956,False,Calle Fray García de San Francisco,residential,False,44.717,"LINESTRING (-106.4889514 31.7406127, -106.4893935 31.7407554)",,,,
758445956,False,Calle Fray García de San Francisco,residential,True,42.815,"LINESTRING (-106.4889514 31.7406127, -106.4885202 31.7404953)",,,,
758448899,False,Calle Melchor Ocampo,residential,False,35.142,"LINESTRING (-106.4889514 31.7406127, -106.488829 31.7409111)",,,,
758448899,False,Calle Melchor Ocampo,residential,True,74.288,"LINESTRING (-106.4889514 31.7406127, -106.4892165 31.7399838)",,,,
42708195,False,Calle Segunda De Ugarte,residential,True,45.853,"LINESTRING (-106.488829 31.7409111, -106.489267 31.741088)",,,,
758448899,False,Calle Melchor Ocampo,residential,False,37.978,"LINESTRING (-106.488829 31.7409111, -106.4887016 31.741235)",,,,
758448899,False,Calle Melchor Ocampo,residential,True,35.142,"LINESTRING (-106.488829 31.7409111, -106.4889514 31.7406127)",,,,
672139559,False,Segunda de Ugarte,residential,False,50.092,"LINESTRING (-106.4887016 31.741235, -106.4890828 31.7415478)",,,,
672139559,False,Segunda de Ugarte,residential,True,45.915,"LINESTRING (-106.4887016 31.741235, -106.4883267 31.7409726)",,,,
758448899,False,Calle Melchor Ocampo,residential,True,37.978,"LINESTRING (-106.4887016 31.741235, -106.488829 31.7409111)",,,,
42708188,False,Calle José María Morelos,residential,True,45.979,"LINESTRING (-106.4890395 31.7379149, -106.4894991 31.7380498)",,,,
402348259,True,Calle Santos Delgollado,secondary,False,74.754,"LINESTRING (-106.4890395 31.7379149, -106.4887847 31.7385513)",,,,
954472647,True,Calle Ignacio Mariscal,residential,False,74.478,"LINESTRING (-106.4881374 31.7376569, -106.4883989 31.7370251)",,,,
954541700,True,Calle José María Morelos,residential,False,48.294,"LINESTRING (-106.4881374 31.7376569, -106.4886205 31.7377977)",,,,
758447111,False,Calle Francisco Javier Mina,residential,True,45.239,"LINESTRING (-106.4883989 31.7370251, -106.4888518 31.7371561)",,,,
