osmid,highway,oneway,reversed,length,geometry,bridge,name,lanes,ref,maxspeed
160435298,residential,False,True,119.804,"LINESTRING (-111.982281 26.8885188, -111.9822383 26.8884952, -111.9821006 26.8884192, -111.9818375 26.8882697, -111.9815733 26.8881303, -111.9813419 26.8880119, -111.9812407 26.8879731)",,,,,
160435308,residential,False,False,513.968,"LINESTRING (-111.982281 26.8885188, -111.9820376 26.8885765, -111.9819273 26.8886208, -111.9816846 26.8887583, -111.9814305 26.8889067, -111.9812058 26.8890562, -111.9810475 26.8891949, -111.9808826 26.889366, -111.9807773 26.8894718, -111.9804997 26.8897332, -111.9802597 26.8899425, -111.9800237 26.8901249, -111.9797561 26.8903193, -111.9795623 26.8904825, -111.9794194 26.8906278, -111.9791821 26.8908861, -111.9790084 26.891025, -111.9788857 26.8911188, -111.9787214 26.8912276, -111.9785766 26.8913125, -111.9784619 26.8913359, -111.9784036 26.8913526, -111.9783057 26.8913622)",,,,,
160435308,residential,False,True,24.78,"LINESTRING (-111.982281 26.8885188, -111.9824097 26.8885171, -111.9825308 26.8885203)",,,,,
160435308,residential,False,False,14.56,"LINESTRING (-111.9826562 26.8885884, -111.9825308 26.8885203)",,,,,
"[1047522608, 155796652]",residential,False,False,114.788,"LINESTRING (-111.9826562 26.8885884, -111.9827856 26.8888074, -111.9829667 26.889147, -111.9831795 26.8894498, -111.9832101 26.8894933)",yes,Zaragoza,,,
"[120710105, 120710106, 669702876]",trunk,False,False,670.703,"LINESTRING (-111.9869283 26.888979, -111.9862363 26.8890352, -111.9857005 26.8890597, -111.9854718 26.8890795, -111.9852398 26.8891112, -111.9849602 26.8891752, -111.9847027 26.8892678, -111.9844949 26.8893366, -111.9843044 26.8893824, -111.9840965 26.8894168, -111.9839551 26.8894221, -111.9837975 26.889406, -111.9836875 26.8893785, -111.9835306 26.8893193, -111.983434 26.889275, -111.982962 26.8890041, -111.9819374 26.8884055, -111.9817221 26.8882912, -111.9815156 26.8882003, -111.9813828 26.8881579, -111.9812427 26.888125, -111.9811448 26.8881154, -111.9809175 26.8881064, -111.9807713 26.8881052, -111.9806197 26.8881136)",yes,Carretera Loreto-Santa Rosalía,2,MEX 1,
"[1132988733, 155796655]",residential,False,True,62.336,"LINESTRING (-111.9869283 26.888979, -111.9869632 26.8890877, -111.9869612 26.8891227, -111.9869578 26.8891841, -111.9869243 26.8892846, -111.9868585 26.8893827, -111.9867567 26.8894783)",,,"['2', '3']",,20
"[1132988733, 155796655]",residential,False,False,62.336,"LINESTRING (-111.9867567 26.8894783, -111.9868585 26.8893827, -111.9869243 26.8892846, -111.9869578 26.8891841, -111.9869612 26.8891227, -111.9869632 26.8890877, -111.9869283 26.888979)",,,"['2', '3']",,20
155796655,residential,False,True,82.78999999999999,"LINESTRING (-111.9867567 26.8894783, -111.9865769 26.8896542, -111.9864106 26.889891, -111.9862839 26.890088)",,,2,,20
366645093,residential,False,False,88.86899999999999,"LINESTRING (-111.9867567 26.8894783, -111.9869256 26.8897056, -111.9869417 26.8897858, -111.9869243 26.8898575, -111.9868894 26.8899724, -111.9868304 26.8901267, -111.9867982 26.8902116)",,,,,
155796652,residential,False,False,48.332,"LINESTRING (-111.9832101 26.8894933, -111.9833992 26.8898294, -111.9834253 26.8898832)",,Zaragoza,,,
"[1047522608, 155796652]",residential,False,True,114.788,"LINESTRING (-111.9832101 26.8894933, -111.9831795 26.8894498, -111.9829667 26.889147, -111.9827856 26.8888074, -111.9826562 26.8885884)",yes,Zaragoza,,,
155796652,residential,False,False,33.891,"LINESTRING (-111.9834253 26.8898832, -111.9835574 26.8901643)",,Zaragoza,,,
155796648,residential,True,False,65.146,"LINESTRING (-111.9834253 26.8898832, -111.9830458 26.8900513, -111.9829995 26.8901159, -111.9829962 26.8901811, -111.9830036 26.8902468)",,Calle Jardín Corona,1,,
155796652,residential,False,True,48.332,"LINESTRING (-111.9834253 26.8898832, -111.9833992 26.8898294, -111.9832101 26.8894933)",,Zaragoza,,,
155796655,residential,False,False,82.78999999999999,"LINESTRING (-111.9862839 26.890088, -111.9864106 26.889891, -111.9865769 26.8896542, -111.9867567 26.8894783)",,,2,,20
155796655,residential,False,True,74.096,"LINESTRING (-111.9862839 26.890088, -111.9860204 26.8903599, -111.9858722 26.8905286, -111.985804 26.8905985)",,,2,,20
366626314,residential,False,True,81.531,"LINESTRING (-111.9862839 26.890088, -111.9863086 26.8901263, -111.9864401 26.89033, -111.9866185 26.8907552)",,,,,
155796652,residential,False,True,33.891,"LINESTRING (-111.9835574 26.8901643, -111.9834253 26.8898832)",,Zaragoza,,,
155796652,residential,False,False,64.664,"LINESTRING (-111.9835574 26.8901643, -111.9837063 26.8904484, -111.9838243 26.8906948)",,Zaragoza,,,
160435311,residential,False,True,93.259,"LINESTRING (-111.9835574 26.8901643, -111.9836114 26.8901418, -111.9839555 26.8899989, -111.9840733 26.8899395, -111.9843918 26.8897789)",,,,,
155796643,residential,True,False,57.164,"LINESTRING (-111.9830036 26.8902468, -111.9832081 26.8902726, -111.9833261 26.8902391, -111.9835574 26.8901643)",,Calle Jardín Corona,,,
366644906,residential,True,False,55.723,"LINESTRING (-111.9818816 26.8903346, -111.982202 26.8907094, -111.9822223 26.8907331)",,Calle de los Estudiantes,1,,
1137746209,residential,True,False,161.654,"LINESTRING (-111.9818816 26.8903346, -111.9823231 26.8900302, -111.9832101 26.8894933)",,Calle Romero Rubio,1,,15
776254923,residential,False,False,33.586,"LINESTRING (-111.9855382 26.8906069, -111.9855578 26.8906603, -111.9856136 26.8908213, -111.9856435 26.8908939)",,Calle Moctezuma,,,
1132988738,residential,True,False,94.593,"LINESTRING (-111.9855382 26.8906069, -111.9850186 26.8906063, -111.9845851 26.8906287)",,Avenida General Martínez,1,,15
155796624,residential,True,False,26.376,"LINESTRING (-111.985804 26.8905985, -111.9855382 26.8906069)",,Avenida General Martínez,,,
155796655,residential,False,False,74.096,"LINESTRING (-111.985804 26.8905985, -111.9858722 26.8905286, -111.9860204 26.8903599, -111.9862839 26.890088)",,,2,,20
155796652,residential,False,False,61.305,"LINESTRING (-111.9838243 26.8906948, -111.9840387 26.8911501, -111.9840637 26.8912031)",,Zaragoza,,,
155796652,residential,False,True,64.664,"LINESTRING (-111.9838243 26.8906948, -111.9837063 26.8904484, -111.9835574 26.8901643)",,Zaragoza,,,
1132988738,residential,True,False,138.14399999999998,"LINESTRING (-111.9838243 26.8906948, -111.983244 26.8907291, -111.9828326 26.8907534, -111.9826428 26.8907799, -111.9826155 26.8907837, -111.9824383 26.8908084)",,Avenida General Martínez,1,,15
1137746209,residential,True,False,57.681,"LINESTRING (-111.9815032 26.8907258, -111.9815723 26.8906257, -111.9816451 26.8905503, -111.9818816 26.8903346)",,Calle Romero Rubio,1,,15
1133556102,residential,True,False,94.49600000000001,"LINESTRING (-111.9822223 26.8907331, -111.9824785 26.8905668, -111.9829656 26.8902699, -111.9830036 26.8902468)",,Calle Francisco I. Madero,1,,
1132988738,residential,True,False,30.393,"LINESTRING (-111.9820173 26.8908684, -111.9817831 26.8910447)",,Avenida General Martínez,1,,15
1133556102,residential,True,False,25.291,"LINESTRING (-111.9820173 26.8908684, -111.9822223 26.8907331)",,Calle Francisco I. Madero,1,,
155796653,residential,True,False,9.743,"LINESTRING (-111.9856127 26.8909771, -111.9856435 26.8908939)",,Calle Moctezuma,,,
160435294,residential,False,True,22.412,"LINESTRING (-111.9856127 26.8909771, -111.9856644 26.8910108, -111.9857951 26.8910961)",,,,,
155796625,residential,True,False,45.032999999999994,"LINESTRING (-111.9817831 26.8910447, -111.981547 26.8907757, -111.9815032 26.8907258)",,Calle Homero Yee,,,
1132988738,residential,True,False,61.972,"LINESTRING (-111.9817831 26.8910447, -111.9813732 26.891382, -111.9813238 26.8914226)",,Avenida General Martínez,1,,15
155796652,residential,False,True,61.305,"LINESTRING (-111.9840637 26.8912031, -111.9840387 26.8911501, -111.9838243 26.8906948)",,Zaragoza,,,
155796653,residential,True,False,160.144,"LINESTRING (-111.9840637 26.8912031, -111.9843292 26.8911673, -111.9844828 26.8911547, -111.9847805 26.8911272, -111.9851272 26.89112, -111.9852982 26.891117, -111.9854289 26.8911051, -111.9854926 26.8910919, -111.9855443 26.8910596, -111.9856127 26.8909771)",,Calle Moctezuma,,,
"[160435313, 155796635]",residential,False,True,176.008,"LINESTRING (-111.9840637 26.8912031, -111.9841743 26.8914136, -111.9842743 26.8916421, -111.9842072 26.89166, -111.9841133 26.8916774, -111.9840174 26.891684, -111.9838786 26.891684, -111.9837693 26.8916917, -111.98365 26.8917139, -111.9835219 26.8917563, -111.9834542 26.891806, -111.9833804 26.8918735, -111.9833361 26.8919549, -111.9833107 26.8920428, -111.9832952 26.8921068)",,,,,
1132988738,residential,True,False,46.145,"LINESTRING (-111.9813238 26.8914226, -111.9810127 26.8917312)",,Avenida General Martínez,1,,15
366644885,residential,False,False,29.968,"LINESTRING (-111.9813238 26.8914226, -111.9812511 26.8913281, -111.9811528 26.8912004)",,Calle Iglesia Inmaculada,,,
155796621,residential,False,False,29.426,"LINESTRING (-111.9805339 26.8921492, -111.9803409 26.8923502)",,Calle Francisco I. Madero,2,,
155796619,residential,True,False,122.06700000000001,"LINESTRING (-111.9805339 26.8921492, -111.9807767 26.8917765, -111.9809777 26.8914574, -111.9811528 26.8912004)",,Calle Romero Rubio,1,,15
155796635,residential,False,True,11.832,"LINESTRING (-111.9832952 26.8921068, -111.9832644 26.8922096)",,,,,
"[160435313, 155796635]",residential,False,False,176.00799999999998,"LINESTRING (-111.9832952 26.8921068, -111.9833107 26.8920428, -111.9833361 26.8919549, -111.9833804 26.8918735, -111.9834542 26.891806, -111.9835219 26.8917563, -111.98365 26.8917139, -111.9837693 26.8916917, -111.9838786 26.891684, -111.9840174 26.891684, -111.9841133 26.8916774, -111.9842072 26.89166, -111.9842743 26.8916421, -111.9841743 26.8914136, -111.9840637 26.8912031)",,,,,
776280096,residential,False,False,43.711,"LINESTRING (-111.9832952 26.8921068, -111.9832255 26.8920428, -111.9831558 26.8919495, -111.9830699 26.8917737)",,,,,
155796635,residential,False,False,11.832,"LINESTRING (-111.9832644 26.8922096, -111.9832952 26.8921068)",,,,,
366645087,residential,False,True,5.179,"LINESTRING (-111.9832644 26.8922096, -111.9832872 26.8922515)",,,,,
155796635,residential,False,True,80.48599999999999,"LINESTRING (-111.9832644 26.8922096, -111.9831356 26.892206, -111.9829693 26.8921977, -111.9828285 26.8921875, -111.982685 26.8921528, -111.9825831 26.8920948, -111.9825013 26.8920356)",,,,,
155796621,residential,False,True,91.237,"LINESTRING (-111.9797977 26.8930001, -111.9798379 26.8928788, -111.9799063 26.8927891, -111.9801879 26.8925045, -111.9803409 26.8923502)",,Calle Francisco I. Madero,2,,
155796646,unclassified,False,True,45.574,"LINESTRING (-111.9797977 26.8930001, -111.9799197 26.8930583, -111.9800444 26.8931527, -111.9801611 26.8932472)",,Calle Rangel,2,,20
366644976,unclassified,False,True,120.134,"LINESTRING (-111.9797977 26.8930001, -111.9797959 26.8930468, -111.9791941 26.8939302)",,Calle Francisco I. Madero,,,30
473897128,residential,False,False,94.422,"LINESTRING (-111.9797977 26.8930001, -111.9797279 26.8929723, -111.979636 26.8929584, -111.9794624 26.8929446, -111.9793262 26.8929374, -111.9792344 26.8929099, -111.9791371 26.8928495, -111.9790252 26.8927712, -111.9789393 26.8927042)",,Huerta La Fortuna Way,1,,10
155796646,unclassified,False,False,6.205,"LINESTRING (-111.9806281 26.8935612, -111.9805731 26.8935346)",,Calle Rangel,2,,20
155796646,unclassified,False,True,216.017,"LINESTRING (-111.9806281 26.8935612, -111.9808564 26.8936999, -111.9810328 26.8938142, -111.9814217 26.8941395, -111.9815639 26.894237, -111.9817114 26.8943315, -111.9818844 26.8944397, -111.9821633 26.8945808, -111.982382 26.8947027)",,Calle Rangel,2,,20
160435316,residential,False,False,65.88900000000001,"LINESTRING (-111.9806281 26.8935612, -111.980691 26.8935143, -111.9811378 26.8931811)",,Calle Ignacio Meza,,,
155796646,unclassified,False,False,45.574,"LINESTRING (-111.9801611 26.8932472, -111.9800444 26.8931527, -111.9799197 26.8930583, -111.9797977 26.8930001)",,Calle Rangel,2,,20
155796646,unclassified,False,True,51.873000000000005,"LINESTRING (-111.9801611 26.8932472, -111.9803529 26.8933836, -111.9805731 26.8935346)",,Calle Rangel,2,,20
160435302,residential,False,False,79.515,"LINESTRING (-111.9801611 26.8932472, -111.980632 26.8927596, -111.9806844 26.8927054)",,Calle Geronimo Canet,,,
160435295,residential,True,False,30.121,"LINESTRING (-111.9824383 26.8908084, -111.9825073 26.8910722)",,Calle Moctezuma,,,
1132988738,residential,True,False,42.385000000000005,"LINESTRING (-111.9824383 26.8908084, -111.9823746 26.8908108, -111.9822036 26.8908294, -111.9820173 26.8908684)",,Avenida General Martínez,1,,15
160435299,residential,False,False,18.047,"LINESTRING (-111.9842853 26.8896473, -111.9843918 26.8897789)",,,,,
366626314,residential,False,False,25.494,"LINESTRING (-111.9868129 26.8911702, -111.986705 26.8909621)",,,,,
160435306,residential,False,False,34.004999999999995,"LINESTRING (-111.9868129 26.8911702, -111.9869384 26.8912379, -111.987086 26.8913532)",,,,,
"[160435306, 160435294]",residential,False,"[False, True]",115.612,"LINESTRING (-111.9868129 26.8911702, -111.9862899 26.8913562, -111.9862061 26.8913652, -111.9861565 26.8913574, -111.9860955 26.8913305, -111.986011 26.8912773, -111.9857951 26.8910961)",,,,,
160435299,residential,False,True,55.525,"LINESTRING (-111.9845851 26.8906287, -111.9845989 26.8901295)",,,,,
1132988738,residential,True,False,75.815,"LINESTRING (-111.9845851 26.8906287, -111.9844861 26.8906338, -111.9843285 26.8906483, -111.9838243 26.8906948)",,Avenida General Martínez,1,,15
120710106,trunk,False,True,450.6319999999999,"LINESTRING (-111.9783057 26.8913622, -111.9784713 26.8906709, -111.9785652 26.8903431, -111.9786765 26.8901398, -111.9787744 26.8899819, -111.9789507 26.8897176, -111.9791137 26.8894329, -111.9792572 26.8891728, -111.9794302 26.8889174, -111.9795764 26.8887033, -111.9797219 26.8885346, -111.9798647 26.888409, -111.9800511 26.8882936, -111.980267 26.8882057, -111.980444 26.8881459, -111.9806197 26.8881136)",,Carretera Loreto-Santa Rosalía,2,MEX 1,
160435308,residential,False,True,513.9680000000001,"LINESTRING (-111.9783057 26.8913622, -111.9784036 26.8913526, -111.9784619 26.8913359, -111.9785766 26.8913125, -111.9787214 26.8912276, -111.9788857 26.8911188, -111.9790084 26.891025, -111.9791821 26.8908861, -111.9794194 26.8906278, -111.9795623 26.8904825, -111.9797561 26.8903193, -111.9800237 26.8901249, -111.9802597 26.8899425, -111.9804997 26.8897332, -111.9807773 26.8894718, -111.9808826 26.889366, -111.9810475 26.8891949, -111.9812058 26.8890562, -111.9814305 26.8889067, -111.9816846 26.8887583, -111.9819273 26.8886208, -111.9820376 26.8885765, -111.982281 26.8885188)",,,,,
160435298,residential,False,False,115.21100000000001,"LINESTRING (-111.9806573 26.8869994, -111.9807867 26.8871106, -111.9809577 26.8872464, -111.981012 26.8872972, -111.9810636 26.8873786, -111.9811039 26.8874814, -111.9811582 26.8876232, -111.9812293 26.8878642)",,,,,
366645117,residential,False,True,507.457,"LINESTRING (-111.9806573 26.8869994, -111.9806921 26.886817, -111.9806921 26.8866639, -111.9806814 26.8864665, -111.9806774 26.8863039, -111.9806801 26.8861795, -111.9807056 26.8859809, -111.9807123 26.8858697, -111.9807149 26.8857369, -111.9807243 26.8857082, -111.9807364 26.8856759, -111.9807565 26.8856448, -111.980786 26.8856149, -111.9809121 26.8855503, -111.9809912 26.8855216, -111.9810636 26.8855018, -111.9810992 26.8854767, -111.9811072 26.885448, -111.9811079 26.8854103, -111.9811414 26.8853667, -111.9811998 26.8853356, -111.9814029 26.8852656, -111.9814834 26.8852608, -111.9815719 26.8852692, -111.9816712 26.8853386, -111.98171 26.885384, -111.9817409 26.8854426, -111.9817624 26.8855371, -111.9817798 26.8856256, -111.9818079 26.8857034, -111.9818375 26.8857728, -111.9818468 26.8858296, -111.9818442 26.8858804, -111.9818214 26.885945, -111.9817878 26.8860455, -111.9817664 26.8861161, -111.9817691 26.8861914, -111.9817778 26.8862578, -111.9817945 26.8863027, -111.9818603 26.8863924, -111.9819199 26.8864516, -111.9819702 26.8865216, -111.9820145 26.8865891, -111.9820312 26.8866328, -111.9820346 26.8866956, -111.9820306 26.8867512, -111.9820165 26.8868451, -111.9820172 26.8868792, -111.9820366 26.8869169, -111.9820621 26.886942, -111.9821117 26.8869755, -111.9821459 26.8870006, -111.9821768 26.8870496, -111.9821875 26.8870861, -111.9822156 26.8871471, -111.9823503 26.8873371)",,,,,
160435300,residential,False,False,90.027,"LINESTRING (-111.9866185 26.8907552, -111.9857951 26.8910961)",,,,,
366626314,residential,False,True,24.554,"LINESTRING (-111.9866185 26.8907552, -111.986705 26.8909621)",,,,,
366626314,residential,False,False,81.53099999999999,"LINESTRING (-111.9866185 26.8907552, -111.9864401 26.89033, -111.9863086 26.8901263, -111.9862839 26.890088)",,,,,
160435315,residential,True,False,181.062,"LINESTRING (-111.9811378 26.8931811, -111.9815774 26.8936501, -111.9819716 26.8940785, -111.9820212 26.8941192, -111.9820641 26.8941407, -111.9821486 26.8941467, -111.9824662 26.8941485)",,Calle General Agustín Sanginés,1,,20
160435316,residential,False,True,65.88900000000001,"LINESTRING (-111.9811378 26.8931811, -111.980691 26.8935143, -111.9806281 26.8935612)",,Calle Ignacio Meza,,,
160435315,residential,True,False,9.625,"LINESTRING (-111.9806264 26.892636, -111.9806844 26.8927054)",,Calle General Agustín Sanginés,1,,20
160435307,residential,False,True,100.494,"LINESTRING (-111.9806264 26.892636, -111.9809403 26.8923071, -111.9812742 26.8919411)",,,,,
776255442,residential,False,True,62.187,"LINESTRING (-111.9824662 26.8941485, -111.982382 26.8947027)",,Calle Panteón,2,,
366645088,residential,False,True,131.29999999999998,"LINESTRING (-111.9824662 26.8941485, -111.9824919 26.893667, -111.9824544 26.8935259, -111.9823578 26.8934135, -111.9822317 26.8933298, -111.982111 26.8932915, -111.9819474 26.8932317)",,Calle Panteón,,,
160435315,residential,True,False,69.424,"LINESTRING (-111.9806844 26.8927054, -111.9811378 26.8931811)",,Calle General Agustín Sanginés,1,,20
160435302,residential,False,True,79.515,"LINESTRING (-111.9806844 26.8927054, -111.980632 26.8927596, -111.9801611 26.8932472)",,Calle Geronimo Canet,,,
160435299,residential,False,True,18.047,"LINESTRING (-111.9843918 26.8897789, -111.9842853 26.8896473)",,,,,
160435299,residential,False,False,44.629000000000005,"LINESTRING (-111.9843918 26.8897789, -111.9845103 26.8899234, -111.9845679 26.8900202, -111.9845989 26.8901295)",,,,,
160435311,residential,False,False,93.259,"LINESTRING (-111.9843918 26.8897789, -111.9840733 26.8899395, -111.9839555 26.8899989, -111.9836114 26.8901418, -111.9835574 26.8901643)",,,,,
366626314,residential,False,False,24.554,"LINESTRING (-111.986705 26.8909621, -111.9866185 26.8907552)",,,,,
366626314,residential,False,True,25.494,"LINESTRING (-111.986705 26.8909621, -111.9868129 26.8911702)",,,,,
1132988734,residential,False,True,90.82799999999999,"LINESTRING (-111.986705 26.8909621, -111.9870067 26.8909777, -111.9870282 26.8909872, -111.9870517 26.8910136, -111.9870792 26.8910925, -111.9870979 26.8911158, -111.9871278 26.8911311, -111.987163 26.8911296, -111.9872274 26.8911212, -111.9875097 26.8910536)",,,,,
