osmid,oneway,name,highway,reversed,length,geometry,junction,bridge,maxspeed
280843207,True,Minerva,residential,False,87.624,"LINESTRING (-102.3373189 21.2427734, -102.3365655 21.243131)",,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,False,144.69,"LINESTRING (-102.3373189 21.2427734, -102.3379085 21.243343, -102.3382651 21.2437295)",,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,True,104.178,"LINESTRING (-102.3373189 21.2427734, -102.3369322 21.2423531, -102.3366464 21.2420776)",,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,False,78.692,"LINESTRING (-102.3387703 21.2444524, -102.3390479 21.2451111)",,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,True,95.931,"LINESTRING (-102.3387703 21.2444524, -102.3382651 21.2437295)",,,
280844617,True,Presbítero Ángel Gómez G.,residential,False,135.44,"LINESTRING (-102.3387703 21.2444524, -102.3375816 21.2449585)",,,
228281888,False,Leonardo Zermeño,tertiary,False,128.571,"LINESTRING (-102.3390479 21.2451111, -102.337904 21.2455586)",,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,True,78.692,"LINESTRING (-102.3390479 21.2451111, -102.3387703 21.2444524)",,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,False,223.106,"LINESTRING (-102.3390479 21.2451111, -102.3391599 21.2455411, -102.3391811 21.2457425, -102.3391837 21.2459125, -102.3391432 21.2461148, -102.3390734 21.2463373, -102.3389987 21.24647, -102.3386688 21.24699)",,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,True,6.076,"LINESTRING (-102.337936 21.2480055, -102.3379584 21.247955)",,,
228172335,True,,tertiary,False,7.309,"LINESTRING (-102.337936 21.2480055, -102.3379219 21.248005, -102.3379083 21.2480086, -102.3378966 21.248016, -102.337888 21.2480263, -102.3378832 21.2480387)",roundabout,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,False,104.178,"LINESTRING (-102.3366464 21.2420776, -102.3369322 21.2423531, -102.3373189 21.2427734)",,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,True,142.90300000000002,"LINESTRING (-102.3366464 21.2420776, -102.3359505 21.2415195, -102.3356012 21.2412394)",,,
228172335,True,,tertiary,False,6.247,"LINESTRING (-102.3379722 21.2480454, -102.3379693 21.2480316, -102.3379616 21.2480195, -102.3379501 21.2480105, -102.337936 21.2480055)",roundabout,,
"[280843195, 228172332, 280843197]",False,,residential,True,66.267,"LINESTRING (-102.3379722 21.2480454, -102.3380587 21.2480362, -102.3385062 21.2480483, -102.3386107 21.2480537)",,yes,
"[280843195, 228172332, 280843197]",False,,residential,False,66.267,"LINESTRING (-102.3386107 21.2480537, -102.3385062 21.2480483, -102.3380587 21.2480362, -102.3379722 21.2480454)",,yes,
228172336,True,,residential,False,9.49,"LINESTRING (-102.3386107 21.2480537, -102.3386114 21.2480708, -102.3386174 21.2480869, -102.3386281 21.2481008, -102.3386427 21.248111, -102.3386599 21.2481169)",roundabout,,
280844611,False,Corregidora,residential,False,61.071,"LINESTRING (-102.3378832 21.2480387, -102.3372984 21.2479711)",,,
228172335,True,,tertiary,False,7.352,"LINESTRING (-102.3378832 21.2480387, -102.3378827 21.2480519, -102.3378868 21.2480646, -102.3378948 21.2480755, -102.3379061 21.2480835, -102.3379195 21.2480878)",roundabout,,
488967409,True,Independencia,residential,False,84.597,"LINESTRING (-102.334269 21.2462875, -102.3335184 21.2465865)",,,
913808489,False,Zaragoza,residential,False,48.38,"LINESTRING (-102.334269 21.2462875, -102.3340756 21.2458915)",,,
280844608,False,Malecón David Noel Pérez Padilla,tertiary,False,25.729,"LINESTRING (-102.335413 21.2410885, -102.3356012 21.2412394)",,,
280844609,False,Buen Viaje,residential,False,48.586,"LINESTRING (-102.335413 21.2410885, -102.3349937 21.2412839)",,,
914557065,False,Malecón Romelio Ruiz,residential,True,46.627,"LINESTRING (-102.3387073 21.2480122, -102.3389447 21.247656)",,,
228172336,True,,residential,False,13.181000000000001,"LINESTRING (-102.3387073 21.2480122, -102.3386878 21.248004, -102.3386668 21.2480024, -102.3386463 21.2480075, -102.3386289 21.2480188, -102.3386165 21.2480347, -102.3386107 21.2480537)",roundabout,,
907503207,False,Reforma,residential,False,22.198,"LINESTRING (-102.3381005 21.2493626, -102.3378888 21.249393)",,,
228172337,False,Malecón del Río,tertiary,False,143.347,"LINESTRING (-102.3381005 21.2493626, -102.3379132 21.2483024, -102.3379195 21.2480878)",,,
280845500,True,Reforma,residential,False,106.154,"LINESTRING (-102.3358149 21.249495, -102.3347999 21.2496234)",,,
