osmid,name,highway,oneway,reversed,length,access,geometry,ref
29553716,Manuel Villagrana,residential,False,False,86.062,,"LINESTRING (-103.3106846 20.4308203, -103.309889 20.4306125)",
29553716,Manuel Villagrana,residential,False,True,44.512,,"LINESTRING (-103.3106846 20.4308203, -103.311105 20.4308913)",
264937200,Corona,residential,False,True,39.604,yes,"LINESTRING (-103.3106846 20.4308203, -103.3106526 20.4311752)",
264937200,Corona,residential,False,False,183.82100000000003,yes,"LINESTRING (-103.3106846 20.4308203, -103.3107478 20.4302258, -103.3107758 20.4297531, -103.3107572 20.4291711)",
29553716,Manuel Villagrana,residential,False,False,74.058,,"LINESTRING (-103.309889 20.4306125, -103.309182 20.4305444)",
29553716,Manuel Villagrana,residential,False,True,86.062,,"LINESTRING (-103.309889 20.4306125, -103.3106846 20.4308203)",
264937202,Juárez,residential,False,False,49.376,,"LINESTRING (-103.309889 20.4306125, -103.3099435 20.4301714)",
264937202,Juárez,residential,False,True,55.429,,"LINESTRING (-103.309889 20.4306125, -103.309789 20.4311021)",
29553716,Manuel Villagrana,residential,False,True,154.552,,"LINESTRING (-103.3077062 20.4304056, -103.309182 20.4305444)",
29553716,Manuel Villagrana,residential,False,False,52.02,,"LINESTRING (-103.3077062 20.4304056, -103.3076793 20.4304029, -103.307208 20.430376)",
437507659,Campesinos,residential,False,False,111.747,,"LINESTRING (-103.3077062 20.4304056, -103.3076943 20.4302755, -103.3076602 20.4294017)",
438887273,Lázaro Cárdenas,residential,False,False,121.741,,"LINESTRING (-103.3077062 20.4304056, -103.3076983 20.4305055, -103.3076299 20.4314981)",
471525614,Manuel Villagrana,residential,True,False,59.91,,"LINESTRING (-103.3054273 20.4301408, -103.3048558 20.4300819)",
264937199,Dalia,residential,False,False,50.785000000000004,,"LINESTRING (-103.3054273 20.4301408, -103.3054866 20.4297221, -103.305491 20.429688)",
264937199,Dalia,residential,False,True,83.291,,"LINESTRING (-103.305441 20.4284675, -103.3055685 20.4284958, -103.3056061 20.4285473, -103.3056209 20.4286114, -103.3055514 20.4291054)",
264937200,Corona,residential,False,False,39.604,yes,"LINESTRING (-103.3106526 20.4311752, -103.3106846 20.4308203)",
"[264937200, 265438514]","['Corona', 'Jorge Tadeo']",residential,False,True,65.502,yes,"LINESTRING (-103.3106526 20.4311752, -103.310644 20.4313291, -103.3106535 20.4313657, -103.3106808 20.4313813, -103.3110639 20.4314591)",
264937201,Jorge Tadeo,residential,False,False,90.354,,"LINESTRING (-103.3106526 20.4311752, -103.3102408 20.4311425, -103.309789 20.4311021)",
437507661,Nicolás Bravo,residential,False,True,66.014,,"LINESTRING (-103.3107572 20.4291711, -103.3101265 20.4291151)",
264937200,Corona,residential,False,True,183.82100000000003,yes,"LINESTRING (-103.3107572 20.4291711, -103.3107758 20.4297531, -103.3107478 20.4302258, -103.3106846 20.4308203)",
"[437507661, 438887287]","['Vicente Guerrero', 'Nicolás Bravo']",residential,False,False,236.892,,"LINESTRING (-103.3107572 20.4291711, -103.3111107 20.4291851, -103.3111946 20.4292059, -103.3112381 20.4292499, -103.3112642 20.4293139, -103.3112777 20.4295968, -103.3112615 20.429838, -103.3112027 20.4301095, -103.311105 20.4308913)",
264937202,Juárez,residential,False,False,55.429,,"LINESTRING (-103.309789 20.4311021, -103.309889 20.4306125)",
264937201,Jorge Tadeo,residential,False,True,90.354,,"LINESTRING (-103.309789 20.4311021, -103.3102408 20.4311425, -103.3106526 20.4311752)",
264937202,Juárez,residential,False,True,82.037,,"LINESTRING (-103.309789 20.4311021, -103.309738 20.4314819, -103.3096829 20.4318331)",
264937202,Juárez,residential,False,False,82.037,,"LINESTRING (-103.3096829 20.4318331, -103.309738 20.4314819, -103.309789 20.4311021)",
437507641,Independencia,residential,False,False,48.274,,"LINESTRING (-103.3096829 20.4318331, -103.3095217 20.4318124, -103.3092239 20.4317742)",
437507641,Independencia,residential,False,True,92.819,,"LINESTRING (-103.3096829 20.4318331, -103.3100426 20.4318751, -103.3105669 20.4319359)",
264937202,Juárez,residential,False,True,49.376,,"LINESTRING (-103.3099435 20.4301714, -103.309889 20.4306125)",
264937202,Juárez,residential,False,False,119.143,,"LINESTRING (-103.3099435 20.4301714, -103.3100438 20.4297025, -103.3100621 20.4294607, -103.3101265 20.4291151)",
437507643,Francisco I. Madero,residential,False,False,133.619,,"LINESTRING (-103.3099435 20.4301714, -103.3097829 20.4299124, -103.3092486 20.429162)",
437507661,Nicolás Bravo,residential,False,False,66.014,,"LINESTRING (-103.3101265 20.4291151, -103.3107572 20.4291711)",
264937202,Juárez,residential,False,True,119.143,,"LINESTRING (-103.3101265 20.4291151, -103.3100621 20.4294607, -103.3100438 20.4297025, -103.3099435 20.4301714)",
437507661,Nicolás Bravo,residential,False,True,91.759,,"LINESTRING (-103.3101265 20.4291151, -103.3099863 20.4291142, -103.3096 20.4291218, -103.3092486 20.429162)",
265438514,Jorge Tadeo,residential,False,False,61.787,,"LINESTRING (-103.311645 20.4315697, -103.3110639 20.4314591)",
437507642,Cuauhtémoc,residential,False,True,49.251,,"LINESTRING (-103.311645 20.4315697, -103.3116085 20.4320113)",
"[437507642, 29553716]","['Cuauhtémoc', 'Manuel Villagrana']",residential,False,False,119.60400000000001,,"LINESTRING (-103.311645 20.4315697, -103.3116323 20.4310315, -103.3116168 20.4309907, -103.3115716 20.4309623, -103.311105 20.4308913)",
470286627,Matamoros,residential,False,True,62.684,,"LINESTRING (-103.3108948 20.4333059, -103.3114887 20.4333957)",
437507658,Hidalgo,residential,False,False,97.308,,"LINESTRING (-103.3108948 20.4333059, -103.3109165 20.4330261, -103.310958 20.4324328)",
437507658,Hidalgo,residential,False,True,56.757999999999996,,"LINESTRING (-103.3108948 20.4333059, -103.3108521 20.4336494, -103.3108317 20.4338129)",
264937199,Dalia,residential,False,True,65.087,,"LINESTRING (-103.3055514 20.4291054, -103.305491 20.429688)",
264937199,Dalia,residential,False,False,83.29100000000001,,"LINESTRING (-103.3055514 20.4291054, -103.3056209 20.4286114, -103.3056061 20.4285473, -103.3055685 20.4284958, -103.305441 20.4284675)",
"[437507653, 437507654]",Antonio Bravo,residential,False,"[False, True]",182.963,,"LINESTRING (-103.3055514 20.4291054, -103.306569 20.4289495, -103.3066499 20.4289541, -103.3066857 20.4289822, -103.3067139 20.42904, -103.3067123 20.4295359)",
437507645,Panteón,residential,False,False,39.395,,"LINESTRING (-103.3092136 20.4322412, -103.3091141 20.432583)",
