osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel
"[1112152494, 776614694]",2,Calle a Santa Águeda,secondary,False,False,49.708,"LINESTRING (-98.3072587 19.17533, -98.3072469 19.1752362, -98.3072699 19.1751863, -98.3074833 19.1749666)",,
776614694,2,Calle a Santa Águeda,secondary,False,True,18.372,"LINESTRING (-98.3072587 19.17533, -98.3072527 19.1753796, -98.3072436 19.1754359, -98.3072239 19.1754912)",,
872390064,2,,motorway_link,True,False,32.259,"LINESTRING (-98.3072587 19.17533, -98.3073584 19.1753899, -98.3075289 19.1754669)",,
1112152494,2,Calle a Santa Águeda,secondary,False,False,48.404,"LINESTRING (-98.3074833 19.1749666, -98.3077825 19.1746355)",,
27483411,1,,secondary_link,True,False,58.278999999999996,"LINESTRING (-98.3074833 19.1749666, -98.3074606 19.1750292, -98.3074325 19.1751279, -98.3074321 19.1751895, -98.3074405 19.1752566, -98.3074853 19.175348, -98.3075027 19.1753932, -98.3075289 19.1754669)",,
"[776614694, 1112152494]",2,Calle a Santa Águeda,secondary,False,True,49.708,"LINESTRING (-98.3074833 19.1749666, -98.3072699 19.1751863, -98.3072469 19.1752362, -98.3072587 19.17533)",,
776614695,2,Avenida Arboledas del Río Prieto,secondary,False,False,52.198,"LINESTRING (-98.3080149 19.1743685, -98.3083721 19.1740421)",,
776614695,2,Avenida Arboledas del Río Prieto,secondary,False,True,38.434,"LINESTRING (-98.3080149 19.1743685, -98.3077825 19.1746355)",,
872390548,2,,motorway_link,True,False,40.88,"LINESTRING (-98.3080149 19.1743685, -98.3079748 19.174328, -98.3078924 19.1742833, -98.3078266 19.174252, -98.3077681 19.174223, -98.3076762 19.1741976)",60,
872390548,2,,motorway_link,True,False,11.645,"LINESTRING (-98.3076762 19.1741976, -98.3075676 19.1741765)",60,
776614695,2,Avenida Arboledas del Río Prieto,secondary,False,True,52.198,"LINESTRING (-98.3083721 19.1740421, -98.3080149 19.1743685)",,
872388420,1,,secondary_link,True,False,75.201,"LINESTRING (-98.3083721 19.1740421, -98.3081458 19.1740896, -98.3080226 19.1741131, -98.3079091 19.1741302, -98.3076762 19.1741976)",,
776614695,2,Avenida Arboledas del Río Prieto,secondary,False,False,38.434,"LINESTRING (-98.3077825 19.1746355, -98.3080149 19.1743685)",,
1112152494,2,Calle a Santa Águeda,secondary,False,True,48.404,"LINESTRING (-98.3077825 19.1746355, -98.3074833 19.1749666)",,
872388421,1,,secondary_link,True,False,51.671,"LINESTRING (-98.3077825 19.1746355, -98.307791 19.1745693, -98.3077864 19.1745129, -98.3077823 19.1744409, -98.3077755 19.1743929, -98.3077639 19.1743439, -98.3077513 19.1743006, -98.3077324 19.1742635, -98.3076762 19.1741976)",,
31856382,,Avenida Domingo Arenas,tertiary,False,True,54.774,"LINESTRING (-98.3086693 19.1725434, -98.3089317 19.1721177)",,
776654061,,Avenida Jesús Carranza,residential,False,False,162.176,"LINESTRING (-98.3086693 19.1725434, -98.307351 19.171784)",,
31856382,,Avenida Domingo Arenas,tertiary,False,False,82.214,"LINESTRING (-98.3086693 19.1725434, -98.3083967 19.1729931, -98.3083183 19.1732015)",,
31856456,,Avenida Jesús Carranza,residential,False,False,136.939,"LINESTRING (-98.3065157 19.1712567, -98.3054654 19.170527)",,
31856456,,Avenida Jesús Carranza,residential,False,True,105.52,"LINESTRING (-98.3065157 19.1712567, -98.307351 19.171784)",,
776657571,,Avenida Corregidora,residential,False,True,85.922,"LINESTRING (-98.3065157 19.1712567, -98.3061076 19.1719264)",,
776657571,,Avenida Corregidora,residential,False,False,127.81700000000001,"LINESTRING (-98.3065157 19.1712567, -98.3065416 19.1712029, -98.3071465 19.1702742)",,
31856456,,Avenida Jesús Carranza,residential,False,False,101.615,"LINESTRING (-98.3046527 19.1699696, -98.3039153 19.169378)",,
776659559,,Avenida Agustín de Iturbide,residential,False,False,53.714,"LINESTRING (-98.3046527 19.1699696, -98.3049334 19.1695658)",,
31856456,,Avenida Jesús Carranza,residential,False,True,105.533,"LINESTRING (-98.3046527 19.1699696, -98.3050328 19.1702478, -98.3054654 19.170527)",,
31856456,,Avenida Jesús Carranza,residential,False,True,37.964,"LINESTRING (-98.3029413 19.1685781, -98.3032139 19.1688023)",,
31856493,,Avenida 5 de Febrero,residential,False,True,120.225,"LINESTRING (-98.3029413 19.1685781, -98.3024058 19.1695337)",,
776651860,,Calle Amado Nervo,residential,False,True,202.111,"LINESTRING (-98.3061076 19.1719264, -98.3045106 19.1709123)",,
776657571,,Avenida Corregidora,residential,False,False,85.922,"LINESTRING (-98.3061076 19.1719264, -98.3065157 19.1712567)",,
776657571,,Avenida Corregidora,residential,False,True,106.343,"LINESTRING (-98.3061076 19.1719264, -98.3056894 19.172619, -98.3056046 19.1727564)",,
31856493,,Avenida 5 de Febrero,residential,False,False,120.225,"LINESTRING (-98.3024058 19.1695337, -98.3029413 19.1685781)",,
31856493,,Avenida 5 de Febrero,residential,False,True,52.038,"LINESTRING (-98.3024058 19.1695337, -98.3021954 19.1699574)",,
776651860,,Calle Amado Nervo,residential,False,False,138.321,"LINESTRING (-98.3024058 19.1695337, -98.3034891 19.1702411)",,
776651860,,Calle Amado Nervo,residential,False,True,205.306,"LINESTRING (-98.3024058 19.1695337, -98.3009202 19.1683337)",,
776651860,,Calle Amado Nervo,residential,False,False,205.306,"LINESTRING (-98.3009202 19.1683337, -98.3024058 19.1695337)",,
31856382,,Avenida Domingo Arenas,tertiary,False,False,54.774,"LINESTRING (-98.3089317 19.1721177, -98.3086693 19.1725434)",,
31856382,,Avenida Domingo Arenas,tertiary,False,True,7.594,"LINESTRING (-98.3089317 19.1721177, -98.3089672 19.1720582)",,
776656773,,Calle 5 de Mayo,residential,False,False,70.171,"LINESTRING (-98.3089317 19.1721177, -98.3083548 19.1717994)",,
31856395,,Avenida 2 de Abril,residential,False,False,51.773,"LINESTRING (-98.307351 19.171784, -98.3075778 19.1713706)",,
31856456,,Avenida Jesús Carranza,residential,False,False,105.52,"LINESTRING (-98.307351 19.171784, -98.3065157 19.1712567)",,
776654061,,Avenida Jesús Carranza,residential,False,True,162.176,"LINESTRING (-98.307351 19.171784, -98.3086693 19.1725434)",,
"[31856395, 776652869]",,Avenida 2 de Abril,residential,False,True,248.622,"LINESTRING (-98.307351 19.171784, -98.3071502 19.1720994, -98.3071218 19.1722124, -98.3071127 19.1723416, -98.3071448 19.1724876, -98.3071931 19.1725271, -98.3076797 19.1727165, -98.3077074 19.1727379, -98.3077066 19.1727697, -98.3073703 19.1735582)",,
31856382,,Avenida Domingo Arenas,tertiary,False,False,153.432,"LINESTRING (-98.3096833 19.1708555, -98.3089672 19.1720582)",,
31856389,,Calle José María Morelos,residential,False,False,68.726,"LINESTRING (-98.3096833 19.1708555, -98.3091041 19.1705679)",,
31856389,,Calle José María Morelos,residential,False,False,83.204,"LINESTRING (-98.3082054 19.17013, -98.3075628 19.1696924)",,
31856389,,Calle José María Morelos,residential,False,True,92.217,"LINESTRING (-98.3082054 19.17013, -98.3089862 19.1705093)",,
31856395,,Avenida 2 de Abril,residential,False,False,215.857,"LINESTRING (-98.3082054 19.17013, -98.3090691 19.1683685)",,
31856395,,Avenida 2 de Abril,residential,False,True,152.888,"LINESTRING (-98.3082054 19.17013, -98.3075778 19.1713706)",,
31856389,,Calle José María Morelos,residential,False,True,133.13,"LINESTRING (-98.3065443 19.1689797, -98.3075628 19.1696924)",,
31856432,,Avenida Cuauhtémoc,residential,False,False,53.908,"LINESTRING (-98.3065443 19.1689797, -98.3068182 19.1685697)",,
31856432,,Avenida Cuauhtémoc,residential,False,True,57.501,"LINESTRING (-98.3065443 19.1689797, -98.3062344 19.169406)",,
776656280,,Privada Primera de Cuauhtémoc,residential,False,False,51.781,"LINESTRING (-98.3065443 19.1689797, -98.306163 19.1686845)",,
640750729,,Avenida Corregidora,unclassified,False,False,46.597,"LINESTRING (-98.3072522 19.1738613, -98.3076453 19.1740556)",,
776652869,,Avenida 2 de Abril,residential,False,False,35.913,"LINESTRING (-98.3072522 19.1738613, -98.3073703 19.1735582)",,
640750729,,Avenida Corregidora,unclassified,False,True,98.648,"LINESTRING (-98.3072522 19.1738613, -98.3068362 19.1736313, -98.3067651 19.1735766, -98.3065846 19.1733696, -98.3065215 19.1733207)",,
776657569,,Calle Plaza Benito Juárez,residential,False,False,26.888,"LINESTRING (-98.3093829 19.1685308, -98.309536 19.168337)",,
"[776657568, 776659557]",,Calle Pino Suárez,residential,False,True,156.14299999999997,"LINESTRING (-98.3093829 19.1685308, -98.3090022 19.1691026, -98.3089921 19.1691368, -98.3090181 19.1691699, -98.3095876 19.1695384)",,
31856389,,Calle José María Morelos,residential,False,False,92.217,"LINESTRING (-98.3089862 19.1705093, -98.3082054 19.17013)",,
31856389,,Calle José María Morelos,residential,False,True,13.993,"LINESTRING (-98.3089862 19.1705093, -98.3091041 19.1705679)",,
31856402,,Calle Pino Suárez,residential,False,False,125.08,"LINESTRING (-98.3089862 19.1705093, -98.3095876 19.1695384)",,
