osmid,oneway,name,highway,reversed,length,geometry,maxspeed,access,lanes
185335329,True,Zaragoza,residential,False,35.152,"LINESTRING (-102.7733354 20.3477069, -102.7730006 20.3476695)",,,
630045970,True,Francisco I. Madero,residential,False,135.605,"LINESTRING (-102.7733354 20.3477069, -102.773169 20.3489164)",,,
918612886,False,Insurgentes,residential,False,71.876,"LINESTRING (-102.7676365 20.348086, -102.7675772 20.34873)",,,
918612886,False,Insurgentes,residential,True,61.781,"LINESTRING (-102.7676365 20.348086, -102.7676722 20.3475314)",,,
185539860,False,Domingo Márquez,residential,False,57.875,"LINESTRING (-102.7664868 20.3487106, -102.7665451 20.348193)",,,
185539860,False,Domingo Márquez,residential,True,76.466,"LINESTRING (-102.7664868 20.3487106, -102.7664164 20.3493951)",,,
642023642,True,Calle Reforma,residential,False,113.701,"LINESTRING (-102.7664868 20.3487106, -102.7675772 20.34873)",,,
642023642,True,Calle Reforma,residential,False,104.343,"LINESTRING (-102.7675772 20.34873, -102.7685779 20.3487456)",,,
918612886,False,Insurgentes,residential,False,139.586,"LINESTRING (-102.7675772 20.34873, -102.7673931 20.3499734)",,,
918612886,False,Insurgentes,residential,True,71.876,"LINESTRING (-102.7675772 20.34873, -102.7676365 20.348086)",,,
364718988,False,Manuel Martínez,tertiary,False,145.141,"LINESTRING (-102.7643227 20.34874, -102.7641606 20.3500364)",,,
642023642,True,Calle Reforma,residential,False,108.604,"LINESTRING (-102.7643227 20.34874, -102.765364 20.3487128)",,,
364718988,False,Manuel Martínez,tertiary,True,184.936,"LINESTRING (-102.7643227 20.34874, -102.7644414 20.3474541, -102.7644851 20.3470839)",,,
189295749,True,1910,tertiary,False,108.457,"LINESTRING (-102.7673475 20.3505702, -102.7683878 20.3505665)",,,
918612886,False,Insurgentes,residential,False,59.565,"LINESTRING (-102.7673475 20.3505702, -102.7672388 20.3510961)",,,
918612886,False,Insurgentes,residential,True,66.538,"LINESTRING (-102.7673475 20.3505702, -102.7673776 20.3501251, -102.7673931 20.3499734)",,,
189295749,True,1910,tertiary,False,41.983,"LINESTRING (-102.7640265 20.3511806, -102.764391 20.3510201)",,,
364718988,False,Manuel Martínez,tertiary,True,127.995,"LINESTRING (-102.7640265 20.3511806, -102.7641606 20.3500364)",,,
136565814,False,Oxnard,tertiary,False,109.054,"LINESTRING (-102.7670325 20.3531182, -102.7680709 20.3532366)",,,
