osmid,name,highway,oneway,reversed,length,geometry,tunnel,lanes,ref
119143166,5 de Mayo,residential,False,True,41.568,"LINESTRING (-109.0458016 25.9439228, -109.0462089 25.9439977)",,,
119143167,Calle Pablo Sidar,residential,False,True,47.463,"LINESTRING (-109.0458016 25.9439228, -109.0456568 25.9443293)",,,
119143166,5 de Mayo,residential,False,False,41.568,"LINESTRING (-109.0462089 25.9439977, -109.0458016 25.9439228)",,,
119143136,Calle Principal,residential,False,True,114.304,"LINESTRING (-109.0462089 25.9439977, -109.0462735 25.9441136, -109.0462816 25.9442686, -109.0463026 25.9450115)",,,
"[119143164, 119143166]","['Calle 5 de Mayo', '5 de Mayo']",residential,False,True,186.732,"LINESTRING (-109.0462089 25.9439977, -109.0469724 25.9441288, -109.047077 25.9441542, -109.0471353 25.944171, -109.0471897 25.9441988, -109.0472084 25.9442199, -109.0472138 25.944247, -109.0472175 25.9443132, -109.0472639 25.9449627)",,,
119143167,Calle Pablo Sidar,residential,False,False,47.463,"LINESTRING (-109.0456568 25.9443293, -109.0458016 25.9439228)",,,
119143167,Calle Pablo Sidar,residential,False,True,82.261,"LINESTRING (-109.0456568 25.9443293, -109.0455669 25.9446884, -109.0454917 25.9450539)",,,
119143168,Calle Libertad,residential,False,True,48.39,"LINESTRING (-109.0482066 25.9444761, -109.0482159 25.9449112)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,True,100.524,"LINESTRING (-109.050208 25.9447963, -109.0492047 25.9448541)",,,
119143161,Calle Sinaloa,residential,False,False,98.776,"LINESTRING (-109.050208 25.9447963, -109.0502476 25.9456839)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,False,98.412,"LINESTRING (-109.050208 25.9447963, -109.050667 25.9447873, -109.0511907 25.944822)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,False,98.109,"LINESTRING (-109.0511907 25.944822, -109.0521652 25.944925)",,,
119143156,Calle Ignacio Allende,residential,False,False,88.445,"LINESTRING (-109.0511907 25.944822, -109.0511888 25.9456174)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,True,98.412,"LINESTRING (-109.0511907 25.944822, -109.050667 25.9447873, -109.050208 25.9447963)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,False,100.524,"LINESTRING (-109.0492047 25.9448541, -109.050208 25.9447963)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,True,99.072,"LINESTRING (-109.0492047 25.9448541, -109.0482159 25.9449112)",,,
119143160,Calle Cuauhtémoc,residential,False,False,97.908,"LINESTRING (-109.0492047 25.9448541, -109.0492537 25.9457335)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,False,99.072,"LINESTRING (-109.0482159 25.9449112, -109.0492047 25.9448541)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,True,95.361,"LINESTRING (-109.0482159 25.9449112, -109.0472639 25.9449627)",,,
119143168,Calle Libertad,residential,False,False,48.39,"LINESTRING (-109.0482159 25.9449112, -109.0482066 25.9444761)",,,
119143168,Calle Libertad,residential,False,True,97.101,"LINESTRING (-109.0482159 25.9449112, -109.0482657 25.9457833)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,False,93.177,"LINESTRING (-109.0521652 25.944925, -109.0530852 25.9450584)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,True,98.109,"LINESTRING (-109.0521652 25.944925, -109.0511907 25.944822)",,,
645433399,Calle Guillermo Prieto,residential,False,False,73.93,"LINESTRING (-109.0521652 25.944925, -109.0521899 25.9455895)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,False,95.361,"LINESTRING (-109.0472639 25.9449627, -109.0482159 25.9449112)",,,
119143134,Calle Miguel Hidalgo y Costilla,residential,False,True,96.272,"LINESTRING (-109.0472639 25.9449627, -109.0463026 25.9450115)",,,
