osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed,access
27238148,Calle Progreso,tertiary,False,False,54.565,,"LINESTRING (-98.884531 19.3159834, -98.8840382 19.3158268)",,,
27238148,Calle Progreso,tertiary,False,True,22.027,,"LINESTRING (-98.884531 19.3159834, -98.884728 19.3160518)",,,
27238148,Calle Progreso,tertiary,False,False,54.748,,"LINESTRING (-98.8840382 19.3158268, -98.8835402 19.31568)",,,
27238148,Calle Progreso,tertiary,False,True,54.565,,"LINESTRING (-98.8840382 19.3158268, -98.884531 19.3159834)",,,
27238150,Calle Miguel Hidalgo,tertiary,True,False,94.541,,"LINESTRING (-98.8840382 19.3158268, -98.8843999 19.3150481)",,,
168458992,Avenida Hidalgo,residential,False,True,116.24,,"LINESTRING (-98.8840382 19.3158268, -98.8836552 19.3168077)",,,
297571782,Avenida Cuauhtémoc,primary,True,False,95.02199999999999,MEX 190,"LINESTRING (-98.8846028 19.3145364, -98.8850229 19.3144693, -98.8854989 19.3144152)",,,
27238150,Calle Miguel Hidalgo,tertiary,True,False,60.752,,"LINESTRING (-98.8843999 19.3150481, -98.8846028 19.3145364)",,,
27238151,Cerrada Hidalgo,tertiary,True,False,69.855,,"LINESTRING (-98.8843999 19.3150481, -98.8850226 19.3152702)",,,
27238152,Calle Benito Juárez,tertiary,True,False,94.606,,"LINESTRING (-98.8850226 19.3152702, -98.884531 19.3159834)",,,
27238152,Calle Benito Juárez,tertiary,True,False,107.409,,"LINESTRING (-98.8854989 19.3144152, -98.8850226 19.3152702)",,,
297571782,Avenida Cuauhtémoc,primary,True,False,184.286,MEX 190,"LINESTRING (-98.8854989 19.3144152, -98.8872187 19.3140797)",,,
650389571,,trunk_link,True,False,31.548,,"LINESTRING (-98.8886794 19.3089178, -98.8886918 19.3089639, -98.8886972 19.3089968, -98.8886972 19.3090335, -98.8886891 19.3090601, -98.8886757 19.3090765, -98.8886529 19.3090955, -98.8886274 19.3091069, -98.8885953 19.3091208, -98.8885649 19.3091257)",,,
27574485,Calle Chalco,residential,False,True,64.159,,"LINESTRING (-98.8881559 19.3145085, -98.8887563 19.3143995)",,,
27574456,Calle Río Lerma,residential,False,False,113.611,,"LINESTRING (-98.8881559 19.3145085, -98.8872829 19.3142106, -98.8872515 19.3141695, -98.8872187 19.3140797)",,,
27238148,Calle Progreso,tertiary,False,False,118.185,,"LINESTRING (-98.8883824 19.3171871, -98.8873109 19.3168597)",,,
27238148,Calle Progreso,tertiary,False,True,45.952,,"LINESTRING (-98.8883824 19.3171871, -98.8887951 19.3173253)",,,
27574520,Latamex,residential,False,False,73.062,,"LINESTRING (-98.8883824 19.3171871, -98.8886221 19.3165702)",,,
297571782,Avenida Cuauhtémoc,primary,True,False,152.104,MEX 190,"LINESTRING (-98.8872187 19.3140797, -98.8886419 19.3138204)",,,
27574456,Calle Río Lerma,residential,False,True,113.611,,"LINESTRING (-98.8872187 19.3140797, -98.8872515 19.3141695, -98.8872829 19.3142106, -98.8881559 19.3145085)",,,
27574526,Manuél Acuña,tertiary,True,False,13.75,,"LINESTRING (-98.8830763 19.3148302, -98.8831123 19.3147113)",,,
297571782,Avenida Cuauhtémoc,primary,True,False,14.725,MEX 190,"LINESTRING (-98.8830763 19.3148302, -98.8832137 19.3148033)",,,
891804853,Calle Ignacio Zaragoza,tertiary,False,True,75.699,,"LINESTRING (-98.8830763 19.3148302, -98.882785 19.315453)",,,
27238148,Calle Progreso,tertiary,False,False,45.952,,"LINESTRING (-98.8887951 19.3173253, -98.8883824 19.3171871)",,,
27696269,Calle Otumba,residential,False,True,65.503,,"LINESTRING (-98.8886419 19.3138204, -98.8887563 19.3143995)",,,
27574485,Calle Chalco,residential,False,False,64.159,,"LINESTRING (-98.8887563 19.3143995, -98.8881559 19.3145085)",,,
27696269,Calle Otumba,residential,False,False,65.503,,"LINESTRING (-98.8887563 19.3143995, -98.8886419 19.3138204)",,,
27767955,Calle Centenario,residential,True,False,194.013,,"LINESTRING (-98.8839093 19.3130828, -98.8831985 19.3146935)",,,
168456218,Calle Municipio Libre,residential,False,True,26.793999999999997,,"LINESTRING (-98.8839093 19.3130828, -98.8837746 19.313026, -98.8837004 19.3129522)",,,
168456199,Calle San José,residential,False,False,14.555,,"LINESTRING (-98.880196 19.3152284, -98.8802556 19.3151102)",,,
168458824,Calle Francisco Villa,residential,False,True,74.037,,"LINESTRING (-98.880196 19.3152284, -98.8799264 19.3158437)",,,
297571782,Avenida Cuauhtémoc,primary,True,False,173.613,MEX 190,"LINESTRING (-98.880196 19.3152284, -98.8811247 19.31509, -98.8818302 19.3149848)",,,
168456219,Calle Nezahualcóyotl,residential,False,False,43.356,,"LINESTRING (-98.8824604 19.308591, -98.8828612 19.3086856)",,,
740454874,Jaime Torres Bodet,residential,False,True,64.65,,"LINESTRING (-98.8824604 19.308591, -98.8823313 19.3091595)",,,
790516146,Privada Amado Nervo,residential,False,True,45.845,,"LINESTRING (-98.8839908 19.3085906, -98.8838906 19.3089919)",,,
555493716,Calle Ignacio Manuel Altamirano,secondary,False,False,167.619,,"LINESTRING (-98.8866643 19.3085579, -98.8881901 19.3090038)",,,
790467114,Calle Hidalgo,residential,False,True,283.368,,"LINESTRING (-98.8866643 19.3085579, -98.8857422 19.3109531)",,,
168456177,Calle Juan de Dios Peza,residential,False,True,65.508,,"LINESTRING (-98.8828612 19.3086856, -98.8827166 19.3092587)",,,
168456219,Calle Nezahualcóyotl,residential,False,False,21.6,,"LINESTRING (-98.8828612 19.3086856, -98.8830582 19.3087419)",,,
168456219,Calle Nezahualcóyotl,residential,False,True,43.356,,"LINESTRING (-98.8828612 19.3086856, -98.8824604 19.308591)",,,
552495593,Calle Benito Juárez Sur,tertiary,False,True,290.761,,"LINESTRING (-98.8881901 19.3090038, -98.8870579 19.3113904)",,,
555493716,Calle Ignacio Manuel Altamirano,secondary,False,False,41.602,,"LINESTRING (-98.8881901 19.3090038, -98.8885649 19.3091257)",,,
555493716,Calle Ignacio Manuel Altamirano,secondary,False,True,167.619,,"LINESTRING (-98.8881901 19.3090038, -98.8866643 19.3085579)",,,
168456176,Calle Alfonso Reyes,residential,False,False,66.22,,"LINESTRING (-98.8830582 19.3087419, -98.8829543 19.3093293)",,,
168456219,Calle Nezahualcóyotl,residential,False,False,13.082,,"LINESTRING (-98.8830582 19.3087419, -98.8831781 19.3087741)",,,
168456219,Calle Nezahualcóyotl,residential,False,True,21.6,,"LINESTRING (-98.8830582 19.3087419, -98.8828612 19.3086856)",,,
168456219,Calle Nezahualcóyotl,residential,False,False,40.131,,"LINESTRING (-98.8831781 19.3087741, -98.8835443 19.3088781)",,,
168456219,Calle Nezahualcóyotl,residential,False,True,13.082,,"LINESTRING (-98.8831781 19.3087741, -98.8830582 19.3087419)",,,
168456219,Calle Nezahualcóyotl,residential,False,False,38.481,,"LINESTRING (-98.8835443 19.3088781, -98.8838906 19.3089919)",,,
168456219,Calle Nezahualcóyotl,residential,False,True,40.131,,"LINESTRING (-98.8835443 19.3088781, -98.8831781 19.3087741)",,,
168456192,Calle Amado Nervo,residential,False,True,65.332,,"LINESTRING (-98.8838906 19.3089919, -98.8837247 19.3095582)",,,
168456219,Calle Nezahualcóyotl,residential,False,False,62.212,,"LINESTRING (-98.8838906 19.3089919, -98.8844614 19.309143)",,,
168456219,Calle Nezahualcóyotl,residential,False,True,38.481,,"LINESTRING (-98.8838906 19.3089919, -98.8835443 19.3088781)",,,
