osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,tunnel
25175199,True,2,MEX 95,Avenida José María Morelos y Pavón,primary,60,False,62.219,"LINESTRING (-99.2377163 18.9220293, -99.2378125 18.9225814)",,,
652522587,True,2,MEX 95,Avenida José María Morelos y Pavón,primary,60,False,38.211,"LINESTRING (-99.238175 18.9256719, -99.2382173 18.9260132)",,,
29389309,True,1,,Calle Dwight W. Morrow,residential,,False,153.349,"LINESTRING (-99.2379145 18.9232485, -99.2364567 18.9232334)",,,
25175199,True,2,MEX 95,Avenida José María Morelos y Pavón,primary,60,False,65.419,"LINESTRING (-99.2379145 18.9232485, -99.2379471 18.9235965, -99.2379658 18.9238348)",,,
29389309,True,1,,Calle Dwight W. Morrow,residential,,False,65.98400000000001,"LINESTRING (-99.2364567 18.9232334, -99.2360094 18.9232243, -99.2358421 18.9232869)",,,
434527573,True,1,,Calle Arteaga,residential,,False,42.48,"LINESTRING (-99.2358421 18.9232869, -99.2354625 18.9234173)",,,
842839157,True,2,,Calle Mariano Matamoros,tertiary,,False,84.03299999999999,"LINESTRING (-99.2358421 18.9232869, -99.2354178 18.9226662, -99.2354083 18.9226523)",,,
25175199,True,2,MEX 95,Avenida José María Morelos y Pavón,primary,60,False,74.95,"LINESTRING (-99.2378125 18.9225814, -99.2379145 18.9232485)",,,
26758704,True,,,Calle Sebastián Lerdo de Tejada,residential,,False,19.107,"LINESTRING (-99.2363254 18.9225274, -99.2365064 18.9225419)",,,
26758707,True,,,Calle Comonfort,residential,,False,77.069,"LINESTRING (-99.2365064 18.9225419, -99.2364567 18.9232334)",,,
26758704,True,,,Calle Sebastián Lerdo de Tejada,residential,,False,137.479,"LINESTRING (-99.2365064 18.9225419, -99.2371136 18.9225721, -99.2378125 18.9225814)",,,
26758714,True,,,Calle Comonfort,residential,,False,46.921,"LINESTRING (-99.2363651 18.9221071, -99.2363254 18.9225274)",,,
29441269,True,1,,Calle Ignacio Rayón,tertiary,,False,52.788,"LINESTRING (-99.2363651 18.9221071, -99.2368667 18.9220919)",,,
29369581,True,2,,Calle Mariano Abasolo,residential,,False,96.86599999999999,"LINESTRING (-99.2350863 18.9188893, -99.2356489 18.9188503, -99.2359426 18.91883, -99.236004 18.9188201)",,,
617866495,True,2,,Calle Hermenegildo Galeana,tertiary,40,False,171.92,"LINESTRING (-99.2350863 18.9188893, -99.2350838 18.9180553, -99.2350825 18.9176432, -99.2350816 18.9173432)",,,
29369581,True,2,,Calle Mariano Abasolo,residential,,False,134.695,"LINESTRING (-99.2338058 18.9188972, -99.2338631 18.9188968, -99.2346059 18.9188923, -99.2350863 18.9188893)",,,
