osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry
863570918,residential,False,False,7.721,,,,"LINESTRING (-102.1515122 23.0739126, -102.1515453 23.073975)"
1032393399,secondary,False,False,89.062,SLP 44,Calle Benito Juárez,80,"LINESTRING (-102.1515122 23.0739126, -102.1522525 23.0734911)"
1033963787,secondary,False,True,15.973,SLP 44,,80,"LINESTRING (-102.1515122 23.0739126, -102.1514491 23.0737812)"
863570983,residential,False,True,30.862,,Calle Lázaro Cárdenas,,"LINESTRING (-102.152392 23.0734117, -102.1523382 23.0731386)"
1032393399,secondary,False,False,39.285,SLP 44,Calle Benito Juárez,80,"LINESTRING (-102.152392 23.0734117, -102.1527407 23.0732637)"
1032393399,secondary,False,True,16.781,SLP 44,Calle Benito Juárez,80,"LINESTRING (-102.152392 23.0734117, -102.1522525 23.0734911)"
1032381545,residential,False,False,44.468,,Calle Benito Juárez,,"LINESTRING (-102.1527407 23.0732637, -102.1531385 23.0731025)"
1032393399,secondary,False,True,39.285,SLP 44,Calle Benito Juárez,80,"LINESTRING (-102.1527407 23.0732637, -102.152392 23.0734117)"
1032393400,secondary,False,False,48.609,SLP 44,Calle Lázaro Cárdenas,80,"LINESTRING (-102.1527407 23.0732637, -102.1528952 23.0736771)"
863570981,residential,False,False,123.386,,Calle Lázaro Cárdenas,,"LINESTRING (-102.1527407 23.0732637, -102.1526718 23.0730532, -102.15235 23.0722141)"
1032356816,secondary,False,False,18.652,SLP 44,Privada Ignacio Zaragoza,80,"LINESTRING (-102.1539316 23.0758991, -102.1540925 23.075978)"
863570928,residential,False,False,80.085,,Calle Miguel Hidalgo,,"LINESTRING (-102.1539316 23.0758991, -102.1538037 23.0758564, -102.1536374 23.0758564, -102.1534791 23.0758637, -102.1531585 23.0758913)"
1032356816,secondary,False,True,60.186,SLP 44,Privada Ignacio Zaragoza,80,"LINESTRING (-102.1539316 23.0758991, -102.1538082 23.0755092, -102.1537391 23.0753899)"
1032356816,secondary,False,True,18.652,SLP 44,Privada Ignacio Zaragoza,80,"LINESTRING (-102.1540925 23.075978, -102.1539316 23.0758991)"
1032362790,secondary,False,False,96.074,SLP 44,Calle Ignacio Zaragoza,80,"LINESTRING (-102.1540925 23.075978, -102.1540883 23.0764709, -102.1541205 23.0766882, -102.154159 23.0768358)"
1032362791,secondary,False,True,101.50900000000001,,Calle Ignacio Zaragoza,,"LINESTRING (-102.1540925 23.075978, -102.1542436 23.0758539, -102.1548518 23.0756392, -102.1549889 23.0756225)"
863535721,secondary,True,False,5.069,,Calle Emiliano Zapata,,"LINESTRING (-102.1571457 23.0743709, -102.157118 23.0743331)"
1032395925,secondary,False,False,6.672,,Calle Emiliano Zapata,,"LINESTRING (-102.1571457 23.0743709, -102.1572092 23.0743846)"
1033884082,residential,False,True,7.444,,Calle Ignacio Zaragoza,,"LINESTRING (-102.1569338 23.0740057, -102.1568736 23.0740433)"
863535721,secondary,True,False,38.55,,Calle Emiliano Zapata,,"LINESTRING (-102.1569338 23.0740057, -102.1568024 23.0738724, -102.1566482 23.0737848)"
1033884082,residential,False,False,85.78999999999999,,Calle Ignacio Zaragoza,,"LINESTRING (-102.1569338 23.0740057, -102.1570548 23.0739186, -102.1572452 23.0737434, -102.1573766 23.0735682, -102.1575257 23.0734685)"
863535721,secondary,True,False,8.364,,Calle Emiliano Zapata,,"LINESTRING (-102.1566482 23.0737848, -102.1566027 23.073788, -102.1565675 23.0737955)"
942041546,residential,True,False,22.779,,Calle Emiliano Zapata,,"LINESTRING (-102.1566482 23.0737848, -102.156614 23.0737219, -102.156506 23.0736312)"
863535722,secondary,True,False,7.025,,Calle Emiliano Zapata,,"LINESTRING (-102.1565128 23.0738299, -102.1565779 23.07385)"
1032381544,secondary,False,False,65.434,,Calle Ignacio Zaragoza,,"LINESTRING (-102.1565128 23.0738299, -102.1563988 23.0738379, -102.156164 23.0739576, -102.1559828 23.0741251)"
863570934,residential,False,False,72.687,,,,"LINESTRING (-102.1549571 23.0754492, -102.1546084 23.075427, -102.1544206 23.0753777, -102.1542849 23.0752902)"
1032365820,secondary,False,False,19.852,,,,"LINESTRING (-102.1549571 23.0754492, -102.1549919 23.0755455, -102.1549889 23.0756225)"
1032365820,secondary,False,True,17.174,,,,"LINESTRING (-102.1549571 23.0754492, -102.1549436 23.0753431, -102.1549543 23.0752965)"
