osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel
286147119,2,Calle Benito Juárez,tertiary,60,False,False,46.99,"LINESTRING (-99.459583 19.3219785, -99.4594784 19.3223894)",
796951188,2,Calle Benito Juárez,tertiary,60,False,True,10.684,"LINESTRING (-99.4586515 19.3250966, -99.4586472 19.3250006)",
286276898,,Calle Galeana,residential,20,False,False,37.329,"LINESTRING (-99.4586515 19.3250966, -99.4584789 19.3251094, -99.4582963 19.3251069)",
796951189,2,Calle Benito Juárez,tertiary,60,False,False,34.542,"LINESTRING (-99.4586515 19.3250966, -99.4586749 19.3252654, -99.4587055 19.3254028)",
286284774,,Calle Juan Aldama,residential,40,False,False,11.694,"LINESTRING (-99.4610873 19.3269442, -99.4610748 19.3268397)",
286278397,2,Calle Benito Juárez,tertiary,60,False,False,24.212,"LINESTRING (-99.4610873 19.3269442, -99.4612025 19.327039, -99.4612177 19.3271111)",
"[957449787, 957449788, 286278398]",2,Calle Juan Aldama,tertiary,60,False,True,116.256,"LINESTRING (-99.4610873 19.3269442, -99.4609279 19.3269093, -99.4609196 19.3269075, -99.4603285 19.32695, -99.4601981 19.3269607, -99.4601056 19.326955, -99.4599916 19.3269215)",yes
286278399,2,Calle Santos Degollado,tertiary,60,False,True,152.236,"LINESTRING (-99.4599916 19.3269215, -99.4599252 19.3268455, -99.45983 19.3267519, -99.4597522 19.3266683, -99.4596362 19.3265551, -99.4594927 19.326395, -99.4593908 19.3262716, -99.4592687 19.3261257, -99.4590522 19.3258793)",
286278400,,Calle Santos Degollado,residential,,False,True,265.25,"LINESTRING (-99.4599916 19.3269215, -99.4600305 19.3270028, -99.4600878 19.3271201, -99.4602025 19.3273609, -99.4603678 19.3276808, -99.4604892 19.3279427, -99.4605824 19.3281452, -99.4606809 19.3284072, -99.4607819 19.3286217, -99.4609143 19.328821, -99.4611328 19.3290286)",
"[957449787, 957449788, 286278398]",2,Calle Juan Aldama,tertiary,60,False,False,116.25600000000001,"LINESTRING (-99.4599916 19.3269215, -99.4601056 19.326955, -99.4601981 19.3269607, -99.4603285 19.32695, -99.4609196 19.3269075, -99.4609279 19.3269093, -99.4610873 19.3269442)",yes
286278397,2,Calle Benito Juárez,tertiary,60,False,False,13.48,"LINESTRING (-99.4620942 19.327741, -99.4621714 19.3278379)",
286278406,,Calle de La Reforma,tertiary,20,False,False,61.418,"LINESTRING (-99.4620942 19.327741, -99.4626188 19.327496)",
286278397,2,Calle Benito Juárez,tertiary,60,False,True,115.62900000000002,"LINESTRING (-99.4620942 19.327741, -99.4617645 19.327496, -99.4615084 19.3273074, -99.4612177 19.3271111)",
286278397,2,Calle Benito Juárez,tertiary,60,False,False,12.152,"LINESTRING (-99.4629823 19.3286134, -99.4630681 19.3286868)",
286278397,2,Calle Benito Juárez,tertiary,60,False,True,123.537,"LINESTRING (-99.4629823 19.3286134, -99.4628871 19.3285008, -99.462698 19.3282578, -99.4625303 19.3280592, -99.4623855 19.327925, -99.4621714 19.3278379)",
359438728,,Calle Santos Degollado,residential,,False,False,80.633,"LINESTRING (-99.4629823 19.3286134, -99.4628012 19.3287134, -99.4626631 19.3287602, -99.4625196 19.3287868, -99.4622573 19.3288265)",
364202820,,Calle Simón Bolívar,residential,20,False,True,17.571,"LINESTRING (-99.4641115 19.3236007, -99.4641305 19.3234437)",
795412644,,Calle Simón Bolívar,residential,20,False,True,66.328,"LINESTRING (-99.4641115 19.3236007, -99.4640444 19.3236602, -99.4639264 19.3237399, -99.4635898 19.3239348)",
286276889,,Calle Canadá de Alférez,residential,20,False,False,23.57,"LINESTRING (-99.4583558 19.3226618, -99.4581422 19.3227274)",
286276889,,Calle Canadá de Alférez,residential,20,False,True,112.07300000000001,"LINESTRING (-99.4583558 19.3226618, -99.4585741 19.3225806, -99.458743 19.3225389, -99.4588704 19.3225249, -99.4589938 19.3225287, -99.4591829 19.3225705, -99.4593834 19.322638)",
362614816,,Calle Flores Magón,residential,20,False,False,63.362,"LINESTRING (-99.4583558 19.3226618, -99.4582254 19.3224224, -99.4581261 19.3222592, -99.4580953 19.3222016, -99.4580775 19.3221567)",
286276889,,Calle Canadá de Alférez,residential,20,False,True,23.57,"LINESTRING (-99.4581422 19.3227274, -99.4583558 19.3226618)",
