osmid,oneway,highway,reversed,length,geometry,name,bridge
297930809,True,residential,False,57.268,"LINESTRING (-102.4061526 21.0294858, -102.4061303 21.0300004)",,
297930822,True,residential,False,85.978,"LINESTRING (-102.4061526 21.0294858, -102.405341 21.0293309)",,
297930806,False,residential,False,53.757,"LINESTRING (-102.4090392 21.0252561, -102.409324 21.0248523)",,
297930806,False,residential,True,53.142,"LINESTRING (-102.4090392 21.0252561, -102.4087623 21.0256581)",,
914560663,False,residential,False,132.528,"LINESTRING (-102.4090392 21.0252561, -102.4082425 21.0247654, -102.407985 21.0245844)",,
905890094,True,residential,False,104.14,"LINESTRING (-102.4010079 21.0285574, -102.401165 21.0276324)",,
297930819,True,tertiary,False,101.517,"LINESTRING (-102.4010079 21.0285574, -102.4008454 21.0285064, -102.4005843 21.0283579, -102.4001778 21.0280847)",,
905890078,True,residential,False,39.718,"LINESTRING (-102.4039258 21.0304077, -102.4038526 21.0307583)",,
905890078,True,residential,False,56.395,"LINESTRING (-102.4038526 21.0307583, -102.4037338 21.0312532)",,
905890079,True,residential,False,51.501,"LINESTRING (-102.4038526 21.0307583, -102.4033636 21.0306796)",,
297930822,True,residential,False,88.792,"LINESTRING (-102.4027135 21.0288042, -102.4018726 21.0286573)",,
905890092,True,residential,False,94.972,"LINESTRING (-102.4027135 21.0288042, -102.4029128 21.0279706)",,
297930823,True,tertiary,False,89.606,"LINESTRING (-102.4008615 21.0294384, -102.4017214 21.0295103)",,
905890093,False,residential,True,94.678,"LINESTRING (-102.4008615 21.0294384, -102.3999505 21.0293944)",,
905890094,True,residential,False,99.134,"LINESTRING (-102.4008615 21.0294384, -102.4010079 21.0285574)",,
297929516,True,residential,False,42.55,"LINESTRING (-102.4069376 21.0313098, -102.4069942 21.0309308)",,
297929517,True,residential,False,89.185,"LINESTRING (-102.4069376 21.0313098, -102.4060923 21.0311656)",,
297930814,False,residential,False,80.783,"LINESTRING (-102.4066823 21.026006, -102.4059177 21.0258702)",,
297930814,False,residential,True,6.096,"LINESTRING (-102.4066823 21.026006, -102.4067402 21.0260152)",,
905890072,False,residential,False,99.993,"LINESTRING (-102.4066823 21.026006, -102.4064365 21.0268755)",,
905890072,False,residential,True,97.646,"LINESTRING (-102.4066823 21.026006, -102.406948 21.0251636)",,
256185954,True,residential,False,94.642,"LINESTRING (-102.400715 21.0302709, -102.399813 21.030146)",,
297930816,True,tertiary,False,93.81,"LINESTRING (-102.400715 21.0302709, -102.4008615 21.0294384)",,
297930809,True,residential,False,89.652,"LINESTRING (-102.4061303 21.0300004, -102.4061199 21.0308066)",,
297930823,True,tertiary,False,103.321,"LINESTRING (-102.4061303 21.0300004, -102.4071227 21.0300736)",,
