osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,tunnel
874723663,False,MEX 95,Carretera Federal México-Acapulco,primary,80,True,66.5,"LINESTRING (-99.513239 17.2454967, -99.5131681 17.2460909)",
874830969,False,MEX 95,Carretera Federal México-Acapulco,primary,80,False,7.093,"LINESTRING (-99.513239 17.2454967, -99.5132501 17.2454338)",
395684786,False,,Calle Justo Sierra,tertiary,,True,94.763,"LINESTRING (-99.513239 17.2454967, -99.5133729 17.2455445, -99.5134869 17.2456392, -99.5135861 17.2457648, -99.5136492 17.2459056, -99.5136455 17.2461665)",
874339254,False,,Calle Baltazar R. Leyva Mancilla,residential,,False,21.8,"LINESTRING (-99.5138651 17.2485825, -99.5138179 17.2487733)",
395684786,False,,Calle Justo Sierra,tertiary,,False,109.547,"LINESTRING (-99.5138651 17.2485825, -99.5138638 17.2483455, -99.5138463 17.2481393, -99.5138128 17.247855, -99.5137645 17.247604)",
"[395684786, 874766511]",False,,Calle Justo Sierra,tertiary,,True,213.53900000000002,"LINESTRING (-99.5138651 17.2485825, -99.513904 17.2488463, -99.5139375 17.2489104, -99.5139791 17.2489462, -99.5140765 17.2489993, -99.5150024 17.2494227, -99.5154218 17.2496081)",
395684786,False,,Calle Justo Sierra,tertiary,,False,90.82,"LINESTRING (-99.5137645 17.247604, -99.51368 17.2470609, -99.5136514 17.2467946)",
395684786,False,,Calle Justo Sierra,tertiary,,True,109.547,"LINESTRING (-99.5137645 17.247604, -99.5138128 17.247855, -99.5138463 17.2481393, -99.5138638 17.2483455, -99.5138651 17.2485825)",
874766509,False,,Calle Cuauhtémoc,residential,,True,88.381,"LINESTRING (-99.5137645 17.247604, -99.5136546 17.247595, -99.5129329 17.2476131)",
874766510,False,,Calle Valerio Trujano,residential,,True,68.073,"LINESTRING (-99.5137645 17.247604, -99.5139241 17.2476065, -99.5141923 17.2476167, -99.5144042 17.2476372)",
874339252,False,,Calle 3 de Marzo,residential,,True,76.657,"LINESTRING (-99.5121842 17.2494625, -99.5128539 17.2497198)",
874723663,False,MEX 95,Carretera Federal México-Acapulco,primary,80,False,10.242,"LINESTRING (-99.5121842 17.2494625, -99.5122368 17.2493853)",
874339252,False,,Calle 3 de Marzo,residential,,False,76.657,"LINESTRING (-99.5128539 17.2497198, -99.5121842 17.2494625)",
874339254,False,,Calle Baltazar R. Leyva Mancilla,residential,,True,44.914,"LINESTRING (-99.5137471 17.249388, -99.5137685 17.2489846)",
874339253,False,,Calle Deportivo,residential,,True,65.426,"LINESTRING (-99.5137471 17.249388, -99.5138638 17.2493944, -99.5139724 17.2494278, -99.5142943 17.2495892, -99.5143133 17.2495989)",
874339254,False,,Calle Baltazar R. Leyva Mancilla,residential,,False,44.914,"LINESTRING (-99.5137685 17.2489846, -99.5137471 17.249388)",
874339254,False,,Calle Baltazar R. Leyva Mancilla,residential,,True,24.074,"LINESTRING (-99.5137685 17.2489846, -99.5138179 17.2487733)",
874756704,False,,,residential,,False,38.351,"LINESTRING (-99.5137685 17.2489846, -99.513613 17.2489769, -99.5135164 17.2489898, -99.5134199 17.2490359)",
