osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,junction
887995599,True,2,Avenida Kabah,secondary,False,8.932,"LINESTRING (-86.853725 21.1640935, -86.8537847 21.1641514)",,
887995594,True,2,Avenida Francisco I. Madero,tertiary,False,70.811,"LINESTRING (-86.853725 21.1640935, -86.8534788 21.1642067, -86.8531167 21.1643828)",,
4881530,True,,Chichén Itzá,residential,False,51.913,"LINESTRING (-86.849522 21.1629634, -86.8497536 21.1633773)",,
118759010,True,4,Avenida López Portillo,primary,False,127.10300000000001,"LINESTRING (-86.849522 21.1629634, -86.8498459 21.1628027, -86.8502508 21.1626018, -86.8506041 21.1624265)",MEX 180,
4881530,True,,Chichén Itzá,residential,False,52.843,"LINESTRING (-86.8504537 21.164621, -86.8506903 21.1650419)",,
167374798,False,,Calle 22 Poniente,residential,False,131.946,"LINESTRING (-86.8504537 21.164621, -86.8493329 21.1651828)",,
4881530,True,,Chichén Itzá,residential,False,9.173,"LINESTRING (-86.850917 21.165481, -86.8509584 21.1655539)",,
887995594,True,2,Avenida Francisco I. Madero,tertiary,False,130.045,"LINESTRING (-86.850917 21.165481, -86.8498164 21.1660417)",,
922273576,True,3,Avenida Kabah,secondary,False,18.177,"LINESTRING (-86.8509847 21.161499, -86.8510706 21.1616415)",,
626048751,True,1,,primary_link,False,70.622,"LINESTRING (-86.8509847 21.161499, -86.8509901 21.1616263, -86.8509889 21.1617853, -86.8509632 21.161889, -86.8508384 21.1621015)",,
24921782,True,3,Avenida Kabah,secondary,False,50.33,"LINESTRING (-86.8510776 21.161396, -86.8507389 21.1610718)",,
167394876,False,,Becal,residential,True,131.733,"LINESTRING (-86.8510776 21.161396, -86.8513075 21.161271, -86.851741 21.1610554, -86.8517231 21.160777, -86.8517122 21.1605778)",,
918847800,True,3,Avenida Kabah,secondary,False,20.737,"LINESTRING (-86.8512379 21.1615075, -86.8510776 21.161396)",,
918847800,True,3,Avenida Kabah,secondary,False,27.165,"LINESTRING (-86.8514597 21.1616375, -86.8512379 21.1615075)",,
922273575,True,4,,primary,False,36.452,"LINESTRING (-86.8514597 21.1616375, -86.8513484 21.1616718, -86.8512631 21.1617467, -86.8512195 21.1618481)",MEX 180,roundabout
922273577,True,4,,primary,False,11.831,"LINESTRING (-86.8515731 21.1616492, -86.8514597 21.1616375)",MEX 180,roundabout
922265153,True,4,Avenida López Portillo,primary,False,52.291,"LINESTRING (-86.8517584 21.1618815, -86.8522015 21.161657)",MEX 180,
922273578,True,4,,primary,False,34.141999999999996,"LINESTRING (-86.8517584 21.1618815, -86.8517435 21.161806, -86.8517049 21.1617382, -86.8516463 21.1616843, -86.8515731 21.1616492)",MEX 180,roundabout
885936981,True,3,Avenida Kabah,secondary,False,9.159,"LINESTRING (-86.8520201 21.1622685, -86.8519757 21.1621973)",,
885936982,True,1,,primary_link,False,74.251,"LINESTRING (-86.8520201 21.1622685, -86.8520086 21.1621329, -86.8520013 21.1620379, -86.8520059 21.1619728, -86.8520268 21.1618893, -86.8520576 21.1618245, -86.8521239 21.1617474, -86.8522015 21.161657)",,
887995593,True,2,Avenida Francisco I. Madero,tertiary,False,11.165,"LINESTRING (-86.8538185 21.1640437, -86.853725 21.1640935)",,
"[885936981, 887995598]",True,"['2', '3']",Avenida Kabah,secondary,False,272.324,"LINESTRING (-86.8538185 21.1640437, -86.8534934 21.16369, -86.8526179 21.1628736, -86.8521519 21.1624669, -86.8521041 21.1623933, -86.8520571 21.1623211, -86.8520201 21.1622685)",,
118759009,True,3,Avenida Kabah,secondary,False,66.754,"LINESTRING (-86.8493618 21.1599289, -86.8498172 21.1603532)",,
186283885,True,2,Avenida Chichen-Itzá,secondary,False,17.695,"LINESTRING (-86.8493618 21.1599289, -86.849509 21.1598484)",,
106216503,True,2,Avenida Chichen-Itzá,secondary,False,20.848,"LINESTRING (-86.8485028 21.1586889, -86.8483157 21.1587575)",,
679908437,False,,,residential,False,26.982,"LINESTRING (-86.8505471 21.157916, -86.8503141 21.157808)",,
106216503,True,2,Avenida Chichen-Itzá,secondary,False,86.248,"LINESTRING (-86.8505471 21.157916, -86.8502982 21.15794, -86.8500912 21.1580192, -86.8499635 21.158068, -86.8497651 21.1581561)",,
106216503,True,2,Avenida Chichen-Itzá,secondary,False,32.307,"LINESTRING (-86.8483157 21.1587575, -86.8480086 21.1588064)",,
635023985,True,3,Avenida Kabah,secondary,False,169.51,"LINESTRING (-86.8483157 21.1587575, -86.8493618 21.1599289)",,
106216503,True,2,Avenida Chichen-Itzá,secondary,False,62.554,"LINESTRING (-86.8480086 21.1588064, -86.8479647 21.1588266, -86.8474568 21.1590336)",,
25860999,True,1,,secondary_link,False,39.541000000000004,"LINESTRING (-86.8480294 21.1584542, -86.8480408 21.1585703, -86.848041 21.1586453, -86.8480314 21.1587081, -86.8480086 21.1588064)",,
635023985,True,3,Avenida Kabah,secondary,False,44.986000000000004,"LINESTRING (-86.8480294 21.1584542, -86.8481689 21.158587, -86.8483157 21.1587575)",,
28425957,False,,Calle Bocapaila,residential,False,72.96,"LINESTRING (-86.847334 21.1577878, -86.8468145 21.1582303)",,
635023985,True,3,Avenida Kabah,secondary,False,103.398,"LINESTRING (-86.847334 21.1577878, -86.8480294 21.1584542)",,
28425957,False,,Calle Bocapaila,residential,True,72.96,"LINESTRING (-86.8468145 21.1582303, -86.847334 21.1577878)",,
28425962,False,2,Calle Punta Nohku,residential,True,86.86,"LINESTRING (-86.8468145 21.1582303, -86.8462268 21.1576737)",,
28425962,False,2,Calle Punta Nohku,residential,False,112.678,"LINESTRING (-86.8468145 21.1582303, -86.8472832 21.1586947, -86.8474568 21.1590336)",,
28425959,False,2,Punta Herrero,residential,False,75.846,"LINESTRING (-86.8464424 21.1587383, -86.846677 21.1589798, -86.8468574 21.1592938)",,
28425959,False,2,Punta Herrero,residential,True,75.846,"LINESTRING (-86.8468574 21.1592938, -86.846677 21.1589798, -86.8464424 21.1587383)",,
28425962,False,2,Calle Punta Nohku,residential,False,86.86,"LINESTRING (-86.8462268 21.1576737, -86.8468145 21.1582303)",,
106216503,True,2,Avenida Chichen-Itzá,secondary,False,68.561,"LINESTRING (-86.8474568 21.1590336, -86.8468574 21.1592938)",,
28425962,False,2,Calle Punta Nohku,residential,True,112.678,"LINESTRING (-86.8474568 21.1590336, -86.8472832 21.1586947, -86.8468145 21.1582303)",,
922265154,True,4,,primary,False,8.626,"LINESTRING (-86.8513782 21.1621209, -86.8514586 21.1621408)",MEX 180,roundabout
186283885,True,2,Avenida Chichen-Itzá,secondary,False,58.206,"LINESTRING (-86.849509 21.1598484, -86.8500141 21.1596201)",,
24921782,True,3,Avenida Kabah,secondary,False,165.896,"LINESTRING (-86.849509 21.1598484, -86.8492303 21.1595385, -86.849123 21.1594104, -86.8486719 21.1588719, -86.8485028 21.1586889)",,
118759012,True,4,,primary,False,5.316,"LINESTRING (-86.8512195 21.1618481, -86.851216 21.1618958)",MEX 180,roundabout
885667375,True,2,Avenida Kabah,secondary,False,32.769,"LINESTRING (-86.8514586 21.1621408, -86.8516572 21.1622263, -86.8517398 21.1622742)",,
922265154,True,4,,primary,False,42.154,"LINESTRING (-86.8514586 21.1621408, -86.8515599 21.162133, -86.851651 21.162091, -86.8517191 21.1620207, -86.8517547 21.1619319)",MEX 180,roundabout
919282539,True,4,Avenida López Portillo,primary,False,45.347,"LINESTRING (-86.851216 21.1618958, -86.8508384 21.1621015)",MEX 180,
118759012,True,4,,primary,False,31.639,"LINESTRING (-86.851216 21.1618958, -86.8512376 21.1619884, -86.8512944 21.1620672, -86.8513782 21.1621209)",MEX 180,roundabout
"[118759028, 186193231]",True,4,Avenida López Portillo,primary,False,215.502,"LINESTRING (-86.8526959 21.1613762, -86.8529259 21.1612474, -86.8538094 21.1608078, -86.8545227 21.1604528)",MEX 180,
167375019,True,,,residential,False,253.039,"LINESTRING (-86.8526959 21.1613762, -86.8530836 21.1620436, -86.8533948 21.1625793, -86.8538582 21.1633771)",,
922265154,True,4,,primary,False,5.617,"LINESTRING (-86.8517547 21.1619319, -86.8517584 21.1618815)",MEX 180,roundabout
680181216,False,,Calle 93,residential,True,68.94,"LINESTRING (-86.8558019 21.1613823, -86.8552131 21.1616702)",,
641690647,True,,Calle 93 Norte,residential,False,56.689,"LINESTRING (-86.8547092 21.1619167, -86.8549631 21.1623682)",,
680181216,False,,Calle 93,residential,False,59.005,"LINESTRING (-86.8547092 21.1619167, -86.8552131 21.1616702)",,
4758795,True,2,Avenida Francisco I. Madero,tertiary,False,154.423,"LINESTRING (-86.8554465 21.1632331, -86.8541293 21.163881)",,
641690647,True,,Calle 93 Norte,residential,False,9.316,"LINESTRING (-86.8554465 21.1632331, -86.8554902 21.1633063)",,
118759010,True,4,Avenida López Portillo,primary,False,131.398,"LINESTRING (-86.8472954 21.164068, -86.8484141 21.163513)",MEX 180,
505761627,False,,Calle 75 Norte,residential,True,52.086,"LINESTRING (-86.8472954 21.164068, -86.8473407 21.164153, -86.8474588 21.1643719, -86.8475208 21.1644866)",,
29183918,True,2,Calle 89,tertiary,False,9.804,"LINESTRING (-86.8531167 21.1643828, -86.8531578 21.1644622)",,
887995594,True,2,Avenida Francisco I. Madero,tertiary,False,128.601,"LINESTRING (-86.8531167 21.1643828, -86.8520273 21.1649355)",,
885936983,True,5,Avenida López Portillo,primary,False,49.81,"LINESTRING (-86.8506041 21.1624265, -86.851046 21.1622509)",MEX 180,
167375013,True,,Calle 87,residential,False,51.329,"LINESTRING (-86.8508305 21.162837, -86.8506041 21.1624265)",,
167374794,False,,Calle 16 Poniente,residential,True,126.806,"LINESTRING (-86.8508305 21.162837, -86.8504811 21.1630102, -86.8497536 21.1633773)",,
167374859,False,,Calle 18 Poniente,residential,True,125.978,"LINESTRING (-86.8510638 21.1632662, -86.8499888 21.163794)",,
167375013,True,,Calle 87,residential,False,53.506,"LINESTRING (-86.8510638 21.1632662, -86.850994 21.1631378, -86.8508305 21.162837)",,
4881530,True,,Chichén Itzá,residential,False,52.362,"LINESTRING (-86.8497536 21.1633773, -86.8499888 21.163794)",,
167374794,False,,Calle 16 Poniente,residential,False,126.806,"LINESTRING (-86.8497536 21.1633773, -86.8504811 21.1630102, -86.8508305 21.162837)",,
29183918,True,2,Calle 89,tertiary,False,50.666,"LINESTRING (-86.8526386 21.1635436, -86.8528664 21.1639467)",,
167374830,True,,Calle 22 Poniente,residential,False,129.288,"LINESTRING (-86.8526386 21.1635436, -86.8515347 21.1640841)",,
167375013,True,,Calle 87,residential,False,53.004,"LINESTRING (-86.8513091 21.1636844, -86.8510638 21.1632662)",,
"[887034594, 167374899]",False,,Calle 20 Poniente,residential,True,129.123,"LINESTRING (-86.8513091 21.1636844, -86.8523271 21.1631786, -86.8524082 21.1631386)",,
4881530,True,,Chichén Itzá,residential,False,103.828,"LINESTRING (-86.8499888 21.163794, -86.8504537 21.164621)",,
167374859,False,,Calle 18 Poniente,residential,False,125.978,"LINESTRING (-86.8499888 21.163794, -86.8510638 21.1632662)",,
